Quarter,Time,Tm,Detail,BUF,NYJ
1.0,10:34,Jets,C.J. Mosley 17 yard interception return (Kaare Vedvik kick failed),0,6
3.0,11:52,Jets,"Safety, Frank Gore tackled in end zone by Brian Poole and Jordan Jenkins",0,8
,7:01,Jets,Le'Veon Bell 9 yard pass from Sam Darnold (Le'Veon Bell pass from Sam Darnold),0,16
,3:48,Bills,Stephen Hauschka 43 yard field goal,3,16
4.0,10:21,Bills,Josh Allen 3 yard rush (Stephen Hauschka kick),10,16
,3:00,Bills,John Brown 38 yard pass from Josh Allen (Stephen Hauschka kick),17,16
