Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Steven Sims,WAS,8,5,81,1,3,25,5.0,56,11.2,8.9,0,,1,12.5,0,135.9
Hale Hentges,WAS,7,4,62,0,3,32,8.0,30,7.5,9.3,0,,1,14.3,0,86.6
Kelvin Harmon,WAS,5,3,33,0,1,31,10.3,2,0.7,10.0,0,,1,20.0,0,79.6
Jeremy Sprinkle,WAS,6,3,18,0,1,12,4.0,6,2.0,5.2,0,,0,0.0,1,16.7
Adrian Peterson,WAS,4,1,0,0,0,0,0.0,0,0.0,-4.5,0,,0,0.0,0,39.6
Cam Sims,WAS,2,1,12,0,,5,5.0,7,7.0,10.5,0,,0,0.0,0,68.7
Chris Thompson,WAS,3,1,0,0,0,-4,-4.0,4,4.0,3.7,1,1.0,0,0.0,0,42.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Randall Cobb,DAL,6,5,81,0,4,33,6.6,48,9.6,5.2,0,,0,0.0,0,118.7
Michael Gallup,DAL,7,5,98,3,3,37,7.4,61,12.2,7.4,1,5.0,2,28.6,0,153.3
Amari Cooper,DAL,5,4,92,0,3,73,18.3,19,4.8,15.8,1,4.0,0,0.0,0,118.7
Jason Witten,DAL,4,4,24,0,2,19,4.8,5,1.3,4.8,0,,0,0.0,0,91.7
Ezekiel Elliott,DAL,5,3,2,1,1,4,1.3,-2,-0.7,1.2,0,,1,20.0,0,104.2
Tavon Austin,DAL,2,1,1,0,,-1,-1.0,2,2.0,5.5,0,,0,0.0,0,56.2
Tony Pollard,DAL,2,1,5,0,0,-4,-4.0,9,9.0,-0.5,0,,0,0.0,0,56.2
Blake Jarwin,DAL,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6
