Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
1,7:51,2,9,BUF 38,0,7,Cadillac Williams left guard for 3 yards (tackle by Bryan Scott and Marcus Buggs),2.580,2.280
1,7:11,3,6,BUF 35,0,7,Byron Leftwich pass complete short middle to Sammie Stroughter for 10 yards (tackle by Reggie Corner and Keith Ellison),2.280,3.910
1,6:33,1,10,BUF 25,0,13,"Byron Leftwich pass incomplete short left intended for Cadillac Williams is intercepted by Donte Whitner at BUF-24 and returned for 76 yards, touchdown",3.910,-7.000
1,,,,TAM 2,0,14,Rian Lindell kicks extra point good,0.000,0.000
1,,,,BUF 30,0,14,"Rian Lindell kicks off 65 yards, returned by Clifton Smith for 29 yards (tackle by Jairus Byrd)",0.000,1.200
1,6:10,1,10,TAM 34,0,14,Derrick Ward left tackle for 13 yards (tackle by Donte Whitner and Bryan Scott),1.200,2.060
1,5:32,1,10,TAM 47,0,14,Byron Leftwich pass complete short right to Clifton Smith for 1 yard (tackle by Terrence McGee and Kawika Mitchell),2.060,1.650
1,4:53,2,9,TAM 48,0,14,Derrick Ward left guard for 9 yards (tackle by Ryan Denney and Keith Ellison),1.650,2.720
1,4:13,1,10,BUF 43,0,14,Derrick Ward left guard for 5 yards (tackle by Marcus Stroud),2.720,2.850
1,3:31,2,5,BUF 38,0,14,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",2.850,2.180
1,3:07,2,10,BUF 43,0,14,Derrick Ward right guard for no gain (tackle by Marcus Buggs and Aaron Schobel),2.180,1.490
1,2:23,3,10,BUF 43,0,14,"Byron Leftwich pass incomplete deep middle intended for Sammie Stroughter is intercepted by Bryan Scott at BUF-26 and returned for 27 yards. Penalty on Kellen Winslow: Face Mask (15 Yards), 15 yards",1.490,-3.450
,,,,,,,"TAM challenged the pass completion ruling, and the play was upheld.",,
1,2:12,1,10,TAM 32,0,14,Fred Jackson middle for 6 yards (tackle by Ryan Sims and Barrett Ruud),3.450,3.710
1,1:45,2,4,TAM 26,0,14,Trent Edwards pass complete short right to Shawn Nelson for 13 yards (tackle by Quincy Black and Sabby Piscitelli),3.710,4.710
1,1:13,1,10,TAM 13,0,14,Fred Jackson middle for -1 yards (tackle by Quincy Black and Chris Hovan),4.710,3.900
1,0:47,2,11,TAM 14,0,14,Fred Jackson left end for 1 yard (tackle by Sabby Piscitelli and Stylez G. White),3.900,3.120
1,0:23,3,10,TAM 13,0,14,Trent Edwards pass incomplete short right intended for Terrell Owens. Penalty on Demetress Bell: Offensive Holding (Declined),3.120,2.570
1,0:13,4,10,TAM 13,0,17,Rian Lindell 31 yard field goal good,2.570,3.000
1,,,,BUF 30,0,17,"Rian Lindell kicks off 73 yards, returned by Clifton Smith for 26 yards (tackle by Ashlee Palmer)",0.000,0.480
1,0:04,1,10,TAM 23,0,17,Byron Leftwich pass complete short left to Derrick Ward for 5 yards (tackle by Bryan Scott),0.480,0.610
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,TAM 28,0,17,Derrick Ward right tackle for 6 yards (tackle by Marcus Stroud and Keith Ellison),0.610,1.200
2,14:19,1,10,TAM 34,0,17,Byron Leftwich pass complete short left to Michael Clayton for 23 yards (tackle by Leodis McKelvin),1.200,2.720
2,13:34,1,10,BUF 43,0,17,Derrick Ward right guard for 1 yard (tackle by Keith Ellison),2.720,2.310
2,13:02,,,,0,17,Timeout #2 by Tampa Bay Buccaneers,0.000,2.310
2,13:02,2,9,BUF 42,6,17,"Byron Leftwich pass complete deep right to Kellen Winslow for 42 yards, touchdown",2.310,7.000
2,,,,BUF 2,7,17,Mike Nugent kicks extra point good,0.000,0.000
2,,,,TAM 30,7,17,"Mike Nugent kicks off 67 yards, returned by Leodis McKelvin for 24 yards (tackle by Rod Wilson)",0.000,0.740
2,12:47,1,10,BUF 27,7,17,Fred Jackson right end for 8 yards (tackle by Sabby Piscitelli),0.740,1.280
2,12:13,2,2,BUF 35,7,17,Fred Jackson middle for no gain (tackle by Chris Hovan and Barrett Ruud),1.280,0.560
2,11:41,3,2,BUF 35,7,17,Trent Edwards pass complete short left to Fred Jackson for 1 yard (tackle by Aqib Talib),0.560,-0.980
2,11:15,4,1,BUF 36,7,17,"Trent Edwards middle for 2 yards (tackle by Jimmy Wilkerson). Penalty on Gaines Adams: Face Mask (15 Yards), 15 yards",-0.980,2.460
2,10:53,1,10,TAM 47,7,17,"Trent Edwards pass complete short left to Terrell Owens for 5 yards (tackle by Aqib Talib). Penalty on Aqib Talib: Face Mask (15 Yards), 15 yards",2.460,3.780
2,10:36,1,10,TAM 27,7,17,Fred Jackson middle for 2 yards (tackle by Tim Crowder),3.780,3.500
2,10:06,2,8,TAM 25,7,17,Trent Edwards pass incomplete deep right intended for Lee Evans (defended by Elbert Mack),3.500,2.810
2,9:59,3,8,TAM 25,7,17,Trent Edwards pass incomplete short middle intended for Fred Jackson,2.810,1.800
2,9:55,4,8,TAM 25,7,20,Rian Lindell 43 yard field goal good,1.800,3.000
2,,,,BUF 30,7,20,"Rian Lindell kicks off 42 yards, fair catch by Matt McCoy",0.000,0.810
2,9:50,1,10,TAM 28,7,20,Earnest Graham middle for 3 yards (tackle by Keith Ellison and Kawika Mitchell),0.810,0.670
2,9:11,2,7,TAM 31,7,20,Byron Leftwich pass complete short left to Earnest Graham for 3 yards (tackle by Terrence McGee),0.670,0.370
2,8:26,3,4,TAM 34,7,20,Byron Leftwich pass complete short right to Jerramy Stevens for 9 yards (tackle by Bryan Scott),0.370,1.800
2,8:01,1,10,TAM 43,7,20,Earnest Graham left guard for 13 yards (tackle by Donte Whitner),1.800,2.650
2,7:30,1,10,BUF 44,7,20,Byron Leftwich pass incomplete short left intended for Jerramy Stevens,2.650,2.110
2,7:25,2,10,BUF 44,7,20,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",2.110,1.440
2,7:25,2,15,BUF 49,7,20,Byron Leftwich pass incomplete short middle intended for Maurice Stovall (defended by Leodis McKelvin),1.440,0.760
2,7:21,3,15,BUF 49,7,20,Byron Leftwich pass incomplete short middle intended for Cadillac Williams,0.760,0.000
2,7:15,4,15,BUF 49,7,20,"Dirk Johnson punts 39 yards, returned by Roscoe Parrish for 19 yards (tackle by Torrie Cox). Penalty on Nate Harris: Offensive Holding, 5 yards",0.000,0.380
2,7:03,1,10,BUF 5,7,20,Fred Jackson left guard for 11 yards (tackle by Aqib Talib),-0.380,-0.140
2,6:31,1,10,BUF 16,7,20,Fred Jackson middle for 2 yards (tackle by Quincy Black and Barrett Ruud),-0.140,-0.350
2,6:07,2,8,BUF 18,7,20,Trent Edwards pass incomplete deep right intended for Terrell Owens,-0.350,-1.070
2,6:01,3,8,BUF 18,7,20,Trent Edwards pass incomplete deep right intended for Lee Evans,-1.070,-2.240
2,5:55,4,8,BUF 18,7,20,"Brian Moorman punts 37 yards, fair catch by Clifton Smith. Penalty on Nate Harris: Ineligible Downfield Kic, 5 yards",-2.240,-2.260
2,5:48,1,10,,7,20,Byron Leftwich pass complete short right to Cadillac Williams for 3 yards (tackle by Donte Whitner and Marcus Buggs),2.260,2.120
2,5:06,2,7,BUF 47,7,20,"Byron Leftwich for no gain. Byron Leftwich fumbles, recovered by Sean Mahan at BUF-48",2.120,1.290
2,4:26,3,8,BUF 48,7,20,"Penalty on Donald Penn: False Start, 5 yards (no play)",1.290,0.630
2,4:05,3,13,TAM 47,7,20,Byron Leftwich pass complete short right to Cadillac Williams for 7 yards (tackle by Kawika Mitchell),0.630,0.200
2,3:30,4,6,BUF 46,7,20,"Dirk Johnson punts 37 yards, fair catch by Roscoe Parrish",0.200,0.380
2,3:23,1,10,BUF 9,7,20,Fred Jackson left guard for 24 yards (tackle by Barrett Ruud and Jermaine Phillips),-0.380,1.140
2,2:45,1,10,BUF 33,7,20,Fred Jackson right end for 8 yards (tackle by Tim Crowder and Roy Miller),1.140,1.670
2,2:16,2,2,BUF 41,7,20,Trent Edwards pass incomplete deep right intended for Lee Evans,1.670,0.960
2,2:09,3,2,BUF 41,7,20,Fred Jackson right guard for 12 yards (tackle by Sabby Piscitelli and Jermaine Phillips),0.960,2.460
2,2:00,1,10,TAM 47,7,20,Fred Jackson right tackle for 12 yards (tackle by Sabby Piscitelli),2.460,3.250
2,1:35,1,10,TAM 35,7,20,Fred Jackson left end for 1 yard (tackle by Ronde Barber and Barrett Ruud),3.250,2.840
2,1:02,2,9,TAM 34,7,20,Trent Edwards left end for 20 yards (tackle by Elbert Mack). Penalty on Gaines Adams: Defensive Offside (Declined),2.840,4.650
2,0:52,,,,7,20,Timeout #1 by Buffalo Bills,0.000,4.650
2,0:52,1,10,TAM 14,7,20,Trent Edwards pass incomplete short middle intended for Derek Schouman,4.650,4.000
2,0:47,2,10,TAM 14,7,20,"Fred Jackson right tackle for -6 yards (tackle by Ronde Barber). Fred Jackson fumbles (forced by Ronde Barber), recovered by Sabby Piscitelli at TAM-20 and returned for 72 yards (tackle by Roscoe Parrish)",4.000,-5.370
2,0:32,1,8,BUF 8,13,20,"Byron Leftwich pass complete short middle to Cadillac Williams for 8 yards, touchdown",5.370,7.000
2,,,,BUF 2,14,20,Mike Nugent kicks extra point good,0.000,0.000
2,,,,TAM 30,14,20,"Mike Nugent kicks off 47 yards, returned by Spencer Johnson for 12 yards (tackle by Brian Clark)",0.000,1.270
2,0:22,1,10,BUF 35,14,20,Fred Jackson middle for 8 yards (tackle by Jermaine Phillips and Geno Hayes),1.270,1.800
2,0:15,,,,14,20,Timeout #2 by Buffalo Bills,0.000,1.800
2,0:15,2,2,BUF 43,14,20,Trent Edwards pass complete short right to Josh Reed for 7 yards (tackle by Ronde Barber),1.800,2.260
2,0:08,,,,14,20,Timeout #3 by Buffalo Bills,0.000,2.260
2,0:08,1,10,,14,20,Trent Edwards pass complete short right to Derek Schouman for 27 yards (tackle by Ronde Barber),2.260,0.480
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,14,20,"Mike Nugent kicks off 74 yards, returned by Xavier Omon for 26 yards (tackle by Matt McCoy)",0.000,0.410
3,14:53,1,10,BUF 22,14,20,Trent Edwards pass complete short right to Derek Schouman for 1 yard (tackle by Geno Hayes),0.410,0.000
3,14:33,2,9,BUF 23,14,20,Fred Jackson middle for 5 yards (tackle by Sabby Piscitelli),0.000,-0.030
3,14:07,3,4,BUF 28,14,20,Trent Edwards pass complete short left to Josh Reed for 14 yards (tackle by Torrie Cox),-0.030,1.730
3,13:39,1,10,BUF 42,14,20,Fred Jackson middle for 1 yard (tackle by Barrett Ruud and Ryan Sims),1.730,1.320
3,13:05,2,9,BUF 43,14,20,"Penalty on Josh Reed: False Start, 5 yards (no play)",1.320,0.650
3,12:46,2,14,BUF 38,14,20,Trent Edwards sacked by Roy Miller for -2 yards,0.650,-0.290
3,12:12,3,16,BUF 36,14,20,Fred Jackson middle for 7 yards (tackle by Barrett Ruud and Jimmy Wilkerson),-0.290,-0.520
3,11:37,4,9,BUF 43,14,20,"Brian Moorman punts 57 yards, touchback. Penalty on Derek Fine: Ineligible Downfield Kic, 5 yards",-0.520,-0.610
3,11:28,1,10,TAM 25,14,20,Byron Leftwich pass complete short right to Cadillac Williams for 1 yard (tackle by Bryan Scott),0.610,0.200
3,10:50,2,9,TAM 26,14,20,Cadillac Williams right guard for 5 yards (tackle by Marcus Buggs and Donte Whitner),0.200,0.170
3,10:08,3,4,TAM 31,14,20,Byron Leftwich pass incomplete short left intended for Sammie Stroughter (defended by Ashton Youboty),0.170,-1.310
3,9:59,4,4,TAM 31,14,20,Dirk Johnson punts 63 yards,-1.310,0.380
3,9:41,1,10,BUF 6,14,20,Trent Edwards pass complete short right to Derek Schouman for 7 yards (tackle by Quincy Black),-0.380,-0.270
3,9:25,2,3,BUF 13,14,20,"Fred Jackson left end for -3 yards (tackle by Quincy Black). Penalty on Geno Hayes: Face Mask (15 Yards), 15 yards",-0.270,0.610
3,9:14,1,10,BUF 25,14,20,Trent Edwards pass complete short right to Derek Schouman for 11 yards (tackle by Quincy Black),0.610,1.330
3,8:47,1,10,BUF 36,14,20,Fred Jackson middle for 2 yards (tackle by Jimmy Wilkerson and Aqib Talib),1.330,1.060
3,8:20,2,8,BUF 38,14,20,Trent Edwards pass complete short right to Fred Jackson for -4 yards (tackle by Geno Hayes),1.060,-0.160
3,7:57,3,12,BUF 34,14,20,Trent Edwards sacked by Jimmy Wilkerson for -8 yards,-0.160,-1.630
3,7:20,4,20,BUF 26,14,20,"Brian Moorman punts 48 yards, returned by Clifton Smith for 5 yards (tackle by Keith Ellison)",-1.630,-1.000
3,7:09,1,10,TAM 31,14,20,Byron Leftwich pass complete deep middle to Kellen Winslow for 17 yards (tackle by Donte Whitner and Jairus Byrd),1.000,2.130
3,6:33,1,10,TAM 48,14,20,Derrick Ward left guard for 2 yards (tackle by Bryan Scott and Aaron Schobel),2.130,1.850
3,5:48,2,8,,14,20,Byron Leftwich pass incomplete short right intended for Michael Clayton (defended by Reggie Corner),1.850,1.160
3,5:44,3,8,,14,20,Byron Leftwich pass complete short right to Kellen Winslow for 7 yards (tackle by Ashton Youboty),1.160,0.400
3,5:01,4,1,BUF 43,14,20,Derrick Ward left tackle for -1 yards (tackle by Marcus Buggs and Donte Whitner),0.400,-1.860
3,4:56,1,10,BUF 44,14,20,Trent Edwards pass complete short middle to Terrell Owens for 4 yards (tackle by Geno Hayes),1.860,1.860
3,4:25,2,6,BUF 48,14,20,Trent Edwards pass complete short middle to Derek Schouman for 10 yards (tackle by Ronde Barber and Geno Hayes),1.860,2.790
3,3:54,1,10,TAM 42,14,20,Trent Edwards pass complete short middle to Fred Jackson for 10 yards (tackle by Ronde Barber),2.790,3.450
3,3:21,1,10,TAM 32,14,20,Trent Edwards pass incomplete deep right intended for Lee Evans is intercepted by Sabby Piscitelli at TAM-6 and returned for 4 yards,3.450,-1.000
3,3:09,1,10,TAM 31,14,20,Derrick Ward middle for -3 yards (tackle by Bryan Scott),1.000,0.060
3,2:30,2,13,TAM 28,14,20,Byron Leftwich pass incomplete deep left intended for Kellen Winslow,0.060,-0.630
3,2:25,3,13,TAM 28,14,20,Byron Leftwich pass incomplete short right intended for Derrick Ward,-0.630,-1.500
3,2:18,4,13,TAM 28,14,20,"Dirk Johnson punts 49 yards. Penalty on Maurice Stovall: Illegal Touch Kick, 5 yards (no play)",-1.500,-1.830
3,2:07,4,18,TAM 23,14,20,"Dirk Johnson punts 35 yards. Penalty on Jairus Byrd: Unnecessary Roughness, 15 yards",-1.830,-0.740
3,1:58,1,10,BUF 27,14,20,Roscoe Parrish right end for 9 yards (tackle by Barrett Ruud and Will Allen),0.740,1.410
3,1:16,2,1,BUF 36,14,20,Trent Edwards pass complete short left to Derek Schouman for 6 yards (tackle by Will Allen),1.410,1.730
3,0:55,1,10,BUF 42,14,20,Trent Edwards pass complete short middle to Fred Jackson for 6 yards (tackle by Aqib Talib and Barrett Ruud),1.730,2.000
3,0:23,2,4,BUF 48,14,20,Fred Jackson middle for 1 yard (tackle by Ronde Barber and Geno Hayes),2.000,1.420
Quarter,Time,Down,ToGo,Location,TAM,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,BUF 49,14,20,Trent Edwards pass complete short left to Josh Reed for 14 yards (tackle by Ronde Barber and Sabby Piscitelli),1.420,3.120
4,14:23,1,10,TAM 37,14,20,Trent Edwards right end for 2 yards (tackle by Gaines Adams),3.120,2.840
4,13:57,2,8,TAM 35,14,20,Trent Edwards pass complete short middle to Fred Jackson for 9 yards (tackle by Barrett Ruud and Jermaine Phillips),2.840,3.840
4,13:23,1,10,TAM 26,14,20,Fred Jackson middle for 3 yards (tackle by Geno Hayes and Sabby Piscitelli),3.840,3.700
4,12:54,2,7,TAM 23,14,20,Trent Edwards pass complete short right to Josh Reed for 11 yards (tackle by Ronde Barber and Torrie Cox),3.700,4.780
4,12:18,1,10,TAM 12,14,20,Trent Edwards pass incomplete short middle intended for Xavier Omon,4.780,4.100
4,12:14,2,10,TAM 12,14,20,Trent Edwards pass incomplete short middle intended for Fred Jackson (defended by Ronde Barber),4.100,3.120
4,12:09,3,10,TAM 12,14,20,Trent Edwards pass complete short right to Fred Jackson for 3 yards (tackle by Jermaine Phillips and Stylez G. White),3.120,2.830
4,11:27,,,,14,20,Timeout #1 by Tampa Bay Buccaneers,0.000,2.830
4,11:27,4,7,TAM 9,14,23,Rian Lindell 27 yard field goal good,2.830,3.000
4,,,,BUF 30,14,23,"Rian Lindell kicks off 78 yards, touchback",0.000,0.280
4,11:23,1,10,TAM 20,14,23,Byron Leftwich pass incomplete short left intended for Jerramy Stevens,0.280,-0.270
4,11:18,2,10,TAM 20,14,23,Byron Leftwich pass incomplete deep middle intended for Jerramy Stevens,-0.270,-0.960
4,11:13,3,10,TAM 20,14,23,Byron Leftwich pass complete short right to Kellen Winslow for 7 yards (tackle by Terrence McGee),-0.960,-1.570
4,10:35,4,3,TAM 27,14,23,"Dirk Johnson punts 42 yards, returned by Roscoe Parrish for 15 yards (tackle by Andrew Economos)",-1.570,-1.990
4,10:23,1,10,BUF 46,14,23,Fred Jackson left end for 6 yards (tackle by Aqib Talib),1.990,2.260
4,9:48,2,4,TAM 48,14,23,"Fred Jackson middle for 4 yards (tackle by Barrett Ruud). Penalty on Ronde Barber: Defensive Offside, 5 yards (no play)",2.260,2.720
4,9:23,1,10,TAM 43,14,29,"Trent Edwards pass complete deep right to Terrell Owens for 43 yards, touchdown",2.720,7.000
4,,,,TAM 2,14,30,Rian Lindell kicks extra point good,0.000,0.000
4,,,,BUF 30,14,30,"Rian Lindell kicks off 77 yards, touchback",0.000,0.280
4,9:16,1,10,TAM 20,14,30,"Byron Leftwich pass complete short left to Cadillac Williams for 15 yards (tackle by Donte Whitner). Penalty on Sammie Stroughter: Illegal Block Above the , 10 yards",0.280,1.010
4,9:16,1,5,TAM 25,14,30,Byron Leftwich pass complete short middle to Kellen Winslow for 3 yards (tackle by Bryan Scott),1.010,0.810
4,8:17,2,2,TAM 28,14,30,Byron Leftwich pass complete short middle to Maurice Stovall for 19 yards (tackle by Reggie Corner),0.810,2.060
4,7:52,1,10,TAM 47,14,30,Byron Leftwich pass incomplete deep left intended for Maurice Stovall,2.060,1.520
4,7:46,2,10,TAM 47,14,30,Byron Leftwich pass incomplete short left intended for Brian Clark,1.520,0.830
4,7:41,3,10,TAM 47,14,30,Byron Leftwich pass complete short middle to Cadillac Williams for 10 yards (tackle by Ashton Youboty),0.830,2.720
4,7:06,1,10,BUF 43,14,30,Byron Leftwich pass incomplete short left intended for Brian Clark,2.720,2.180
4,7:00,2,10,BUF 43,14,30,Byron Leftwich pass incomplete short right intended for Jerramy Stevens,2.180,1.490
4,6:56,3,10,BUF 43,14,30,Byron Leftwich pass incomplete short left intended for Clifton Smith,1.490,0.400
4,6:51,4,10,BUF 43,14,30,Byron Leftwich pass complete deep left to Maurice Stovall for 38 yards (tackle by Reggie Corner). Penalty on Ashton Youboty: Defensive Holding (Declined),0.400,6.060
4,6:21,1,5,BUF 5,14,30,Cadillac Williams right guard for -1 yards (tackle by Marcus Stroud and Marcus Buggs),6.060,4.950
4,5:42,2,6,BUF 6,14,30,Byron Leftwich pass incomplete short right intended for Jerramy Stevens,4.950,4.040
4,5:38,3,6,BUF 6,14,30,Byron Leftwich pass incomplete short left intended for Maurice Stovall,4.040,2.990
4,5:32,,,,14,30,Timeout #2 by Tampa Bay Buccaneers,0.000,2.990
4,5:32,4,6,BUF 6,20,30,"Byron Leftwich pass complete short middle to Jerramy Stevens for 6 yards, touchdown",2.990,7.000
4,,,,,20,30,"Two Point Attempt: Byron Leftwich pass incomplete intended for Maurice Stovall, conversion fails",1.000,-1.000
4,,,,TAM 30,20,30,"Mike Nugent kicks off 36 yards, returned by Fred Jackson for 9 yards (tackle by Niko Koutouvides)",0.000,1.800
4,5:22,1,10,BUF 43,20,30,Fred Jackson middle for 3 yards (tackle by Gaines Adams and Barrett Ruud),1.800,1.660
4,4:39,2,7,BUF 46,20,30,Fred Jackson right guard for 43 yards (tackle by Barrett Ruud),1.660,4.840
4,3:48,1,10,TAM 11,20,30,Xavier Omon middle for 4 yards (tackle by Roy Miller),4.840,4.890
4,3:05,2,6,TAM 7,20,30,Xavier Omon middle for 5 yards (tackle by Sabby Piscitelli and Barrett Ruud),4.890,5.120
4,2:22,3,1,TAM 2,20,30,Fred Jackson right guard for -2 yards (tackle by Gaines Adams and Geno Hayes),5.120,3.030
4,2:00,4,3,TAM 4,20,30,"Penalty on Chris Hovan: Neutral Zone Infraction, 2 yards (no play)",3.030,3.250
4,2:00,4,1,TAM 2,20,33,Rian Lindell 20 yard field goal good,3.250,3.000
4,,,,BUF 30,20,33,"Rian Lindell kicks off 72 yards, returned by Clifton Smith for 30 yards (tackle by Jairus Byrd)",0.000,0.810
4,1:50,1,10,TAM 28,20,33,"Byron Leftwich pass incomplete short right intended for Michael Clayton (defended by Terrence McGee). Penalty on Kawika Mitchell: Roughing the Passer, 15 yards (no play)",0.810,1.800
4,1:44,1,10,TAM 43,20,33,Byron Leftwich pass complete short middle to Michael Clayton for 4 yards (tackle by Keith Ellison),1.800,1.790
4,1:15,2,6,TAM 47,20,33,Byron Leftwich pass incomplete short left intended for Brian Clark,1.790,1.090
4,1:11,3,6,TAM 47,20,33,Byron Leftwich pass incomplete deep left intended for Brian Clark (defended by Reggie Corner),1.090,-0.260
4,1:06,4,6,TAM 47,20,33,Byron Leftwich pass complete short left to Kellen Winslow for 11 yards (tackle by Ashton Youboty),-0.260,2.790
4,1:01,1,10,BUF 42,20,33,Byron Leftwich pass complete short right to Jerramy Stevens for 9 yards (tackle by Keith Ellison),2.790,3.460
4,0:34,2,1,BUF 33,20,33,Byron Leftwich sacked by Ryan Denney for 0 yards,3.460,2.740
4,0:29,,,,20,33,Timeout #3 by Tampa Bay Buccaneers,0.000,2.740
4,0:29,3,1,BUF 33,20,33,Byron Leftwich pass incomplete short middle intended for Jerramy Stevens (defended by Bryan Scott),2.740,1.210
4,0:24,4,1,BUF 33,20,33,"Byron Leftwich sacked by Keith Ellison for -6 yards. Penalty on Spencer Johnson: Defensive Offside, 5 yards (no play)",1.210,3.710
4,0:18,1,10,BUF 28,20,33,Byron Leftwich pass incomplete deep middle intended for Kellen Winslow,3.710,3.170
4,0:13,2,10,BUF 28,20,33,"Penalty on Davin Joseph: False Start, 5 yards (no play)",3.170,2.490
4,0:13,2,15,BUF 33,20,33,"Byron Leftwich pass incomplete deep left intended for Michael Clayton. Penalty on Michael Clayton: Offensive Pass Interfere, 10 yards (no play)",2.490,1.140
4,0:05,2,25,BUF 43,20,33,Byron Leftwich pass incomplete deep left intended for Kellen Winslow (defended by Ashton Youboty). Penalty on Cadillac Williams: Offensive Holding (Declined),1.140,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
