Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
1,2:34,2,10,IND 42,7,0,Le'Veon Bell right end for 12 yards (tackle by Rashaan Melvin),2.240,3.580
1,2:01,1,10,IND 30,7,0,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown (defended by Darius Butler),3.580,3.030
1,1:54,2,10,IND 30,7,0,Ben Roethlisberger pass complete short right to Le'Veon Bell for 5 yards (tackle by Edwin Jackson),3.030,3.010
1,1:13,3,5,IND 25,13,0,"Ben Roethlisberger pass complete deep right to Antonio Brown for 25 yards, touchdown. Penalty on PIT: Unsportsmanlike Conduct, 15 yards",3.010,7.000
1,1:06,,,IND 15,14,0,Chris Boswell kicks extra point good,0.000,0.000
1,,,,PIT 20,14,0,"Chris Boswell kicks off 70 yards, returned by Jordan Todman for 43 yards (tackle by Tyler Matakevich)",,
1,0:56,1,10,PIT 47,14,0,Frank Gore left tackle for 1 yard (tackle by Lawrence Timmons),2.460,2.050
1,0:16,2,9,PIT 46,14,0,Scott Tolzien pass complete short middle to Frank Gore for 3 yards (tackle by Bud Dupree),2.050,1.750
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,PIT 43,14,0,Scott Tolzien pass incomplete short middle intended for Dwayne Allen,1.750,0.400
2,14:55,4,6,PIT 43,14,0,Pat McAfee pass complete deep right to Erik Swoope for 35 yards (tackle by Justin Gilbert),0.400,5.370
2,13:53,1,8,PIT 8,14,0,Frank Gore middle for 3 yards (tackle by Lawrence Timmons and Mike Mitchell),5.370,5.150
2,13:07,2,5,PIT 5,14,6,"Scott Tolzien pass complete short left to Donte Moncrief for 5 yards, touchdown",5.150,7.000
2,13:02,,,PIT 15,14,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,13:02,,,IND 35,14,7,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.610
2,13:02,1,10,PIT 25,14,7,Ben Roethlisberger pass complete short left to Eli Rogers for 6 yards (tackle by Patrick Robinson),0.610,0.870
2,12:37,2,4,PIT 31,14,7,Le'Veon Bell middle for 5 yards (tackle by Arthur Jones),0.870,1.330
2,12:00,1,10,PIT 36,14,7,Le'Veon Bell middle for 4 yards (tackle by Edwin Jackson),1.330,1.330
2,11:17,2,6,PIT 40,14,7,"Ben Roethlisberger pass incomplete deep right intended for Antonio Brown. Penalty on Antonio Brown: Offensive Pass Interference, 10 yards (no play)",1.330,-0.020
2,11:12,2,16,PIT 30,14,7,Le'Veon Bell middle for 3 yards (tackle by David Parry and Robert Mathis),-0.020,-0.300
2,10:33,3,13,PIT 33,14,7,Ben Roethlisberger pass complete deep left to Ladarius Green for 32 yards (tackle by Darius Butler),-0.300,3.250
2,9:50,1,10,IND 35,14,7,Fitzgerald Toussaint middle for 2 yards (tackle by Hassan Ridgeway),3.250,2.970
2,9:08,2,8,IND 33,20,7,"Ben Roethlisberger pass complete deep right to Antonio Brown for 33 yards, touchdown",2.970,7.000
2,9:00,,,IND 15,21,7,Chris Boswell kicks extra point good,0.000,0.000
2,9:00,,,PIT 35,21,7,"Chris Boswell kicks off 67 yards, returned by Josh Ferguson for 24 yards (tackle by Anthony Chickillo)",0.000,-0.410
2,8:53,1,10,IND 22,21,7,Scott Tolzien pass incomplete deep right intended for Donte Moncrief (defended by Ross Cockrell),0.410,-0.130
2,8:46,2,10,IND 22,21,7,Frank Gore middle for no gain (tackle by Anthony Chickillo),-0.130,-0.820
2,8:08,3,10,IND 22,21,7,Scott Tolzien middle for 5 yards (tackle by Javon Hargrave),-0.820,-1.570
2,7:34,4,5,IND 27,21,7,"Pat McAfee punts 50 yards, fair catch by Antonio Brown",-1.570,-0.480
2,7:25,1,10,PIT 23,21,7,Ben Roethlisberger pass incomplete deep right intended for Sammie Coates (defended by Patrick Robinson),0.480,-0.070
2,7:18,2,10,PIT 23,21,7,Ben Roethlisberger pass incomplete short middle intended for Ladarius Green,-0.070,-0.760
2,7:13,3,10,PIT 23,21,7,"Ben Roethlisberger pass complete deep middle to Antonio Brown for 17 yards (tackle by Mike Adams). Penalty on Ladarius Green: Illegal Use of Hands, 10 yards (no play)",-0.760,-2.530
2,6:56,3,20,PIT 13,21,7,Ben Roethlisberger pass complete short middle to Antonio Brown for 9 yards (tackle by Darius Butler),-2.530,-1.900
2,6:17,4,11,PIT 22,21,7,"Jordan Berry punts 63 yards, returned by Chester Rogers for 29 yards (tackle by Sammie Coates). Penalty on Josh McNary: Illegal Formation, 5 yards (no play)",-1.900,-1.570
2,6:03,4,6,PIT 27,21,7,"Jordan Berry punts 36 yards, fair catch by Chester Rogers",-1.570,-1.400
2,5:55,1,10,IND 37,21,7,Scott Tolzien pass incomplete deep right intended for T.Y. Hilton,1.400,0.860
2,5:49,2,10,IND 37,21,7,Scott Tolzien pass complete short middle to Dwayne Allen for 9 yards (tackle by Lawrence Timmons),0.860,1.360
2,5:07,3,1,IND 46,21,7,Frank Gore left tackle for 6 yards (tackle by Artie Burns and Ryan Shazier),1.360,2.390
2,4:30,1,10,PIT 48,21,7,Scott Tolzien pass incomplete deep left intended for Erik Swoope (defended by Ross Cockrell),2.390,1.850
2,4:23,2,10,PIT 48,21,7,"Scott Tolzien pass incomplete short middle intended for Frank Gore. Penalty on Lawrence Timmons: Roughing the Passer, 15 yards, Penalty on Ryan Shazier: Defensive Holding (Declined) (no play)",1.850,3.380
2,4:19,1,10,PIT 33,21,7,Frank Gore right tackle for -1 yards (tackle by Ryan Shazier and Javon Hargrave),3.380,2.700
2,3:41,2,11,PIT 34,21,7,Scott Tolzien pass complete deep middle to T.Y. Hilton for 32 yards (tackle by Mike Mitchell),2.700,6.740
2,3:18,1,2,PIT 2,21,7,Frank Gore middle for no gain (tackle by Sean Davis),6.740,5.720
2,2:39,2,2,PIT 2,21,7,Frank Gore middle for 1 yard (tackle by Ricardo Mathews),5.720,5.170
2,2:00,3,1,PIT 1,21,7,Scott Tolzien right end for no gain (tackle by Sean Davis),5.170,0.000
2,1:12,,,,21,7,Timeout #1 by Indianapolis Colts,0.000,0.000
2,1:12,,,,21,7,Timeout #1 by Pittsburgh Steelers,0.000,-3.550
2,1:12,4,1,PIT 1,21,7,Scott Tolzien pass incomplete short middle intended for Chester Rogers (defended by Mike Mitchell),3.550,0.380
2,1:08,1,10,PIT 1,21,7,Le'Veon Bell middle for 3 yards (tackle by Erik Walden),-0.380,0.000
2,0:58,,,,21,7,Timeout #2 by Indianapolis Colts,0.000,0.560
2,0:58,2,7,PIT 4,21,7,"Le'Veon Bell middle for 21 yards (tackle by Rashaan Melvin). Penalty on David DeCastro: Offensive Holding, 2 yards, Penalty on Alejandro Villanueva: Illegal Formation (Declined) (no play)",-0.560,-0.710
2,0:50,2,9,PIT 2,21,7,Le'Veon Bell middle for 8 yards (tackle by Rashaan Melvin),-0.710,-0.370
2,0:10,3,1,PIT 10,21,7,Le'Veon Bell middle for 4 yards (tackle by D'Qwell Jackson),-0.370,-0.280
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,21,7,"Pat McAfee kicks off 65 yards, returned by Sammie Coates for 21 yards (tackle by Matthias Farley)",0.000,-0.340
3,14:54,1,10,PIT 21,21,7,Le'Veon Bell right guard for 3 yards (tackle by Edwin Jackson and Arthur Jones),0.340,0.210
3,14:17,2,7,PIT 24,21,7,Le'Veon Bell left guard for 6 yards (tackle by Arthur Jones and Edwin Jackson),0.210,0.300
3,13:35,3,1,PIT 30,21,7,Ben Roethlisberger pass complete short middle to Cobi Hamilton for 5 yards (tackle by Patrick Robinson),0.300,1.270
3,12:59,1,10,PIT 35,21,7,Le'Veon Bell left tackle for 5 yards (tackle by Erik Walden),1.270,1.400
3,12:22,2,5,PIT 40,21,7,Ben Roethlisberger pass complete short right to Le'Veon Bell for 10 yards (tackle by T.J. Green),1.400,2.260
3,11:34,1,10,,21,7,Le'Veon Bell left end for 3 yards (tackle by D'Qwell Jackson and T.Y. McGill),2.260,2.120
3,10:48,2,7,IND 47,21,7,Ben Roethlisberger pass complete short left to Le'Veon Bell for 5 yards (tackle by Akeem Ayers),2.120,2.080
3,10:04,3,2,IND 42,21,7,Ben Roethlisberger pass incomplete deep right intended for Sammie Coates,2.080,0.460
3,9:56,4,2,IND 42,21,7,"Penalty on Cobi Hamilton: False Start, 5 yards (no play)",0.460,0.130
3,9:55,4,7,IND 47,21,7,"Jordan Berry punts 37 yards, fair catch by Chester Rogers",0.130,0.380
3,9:49,1,10,IND 10,21,7,Scott Tolzien pass complete short left to T.Y. Hilton for 4 yards (tackle by William Gay),-0.380,-0.460
3,9:09,2,6,IND 14,21,7,Frank Gore middle for 3 yards (tackle by Javon Hargrave),-0.460,-0.600
3,8:25,3,3,IND 17,21,7,Scott Tolzien pass complete short left to Donte Moncrief for 6 yards (tackle by Artie Burns),-0.600,0.480
3,7:47,1,10,IND 23,21,7,Scott Tolzien pass complete short right to Donte Moncrief for 1 yard (tackle by Artie Burns),0.480,0.070
3,7:02,2,9,IND 24,21,7,Scott Tolzien sacked by Javon Hargrave for -6 yards,0.070,-1.560
3,6:15,3,15,IND 18,21,7,Scott Tolzien pass complete deep right to Phillip Dorsett for 16 yards (tackle by Ross Cockrell),-1.560,1.200
3,5:38,1,10,IND 34,21,7,Frank Gore middle for 7 yards (tackle by Sean Davis),1.200,1.600
3,5:04,2,3,IND 41,21,7,Frank Gore middle for no gain (tackle by Lawrence Timmons),1.600,0.890
3,4:20,3,3,IND 41,21,7,Robert Turbin left end for 18 yards (tackle by Mike Mitchell),0.890,2.850
3,3:34,1,10,PIT 41,21,7,Scott Tolzien pass complete short right to Jack Doyle for 7 yards (tackle by Ryan Shazier),2.850,0.000
3,2:49,,,,21,7,Timeout #1 by Pittsburgh Steelers,0.000,-3.250
3,2:49,2,3,PIT 34,21,7,Scott Tolzien pass complete short middle to Donte Moncrief for 10 yards (tackle by Sean Davis),3.250,3.970
3,2:06,1,10,PIT 24,21,7,Scott Tolzien pass incomplete deep left intended for Donte Moncrief,3.970,3.430
3,1:57,2,10,PIT 24,21,7,Scott Tolzien pass complete short left to Dwayne Allen for 6 yards (tackle by Artie Burns),3.430,3.570
3,1:15,3,4,PIT 18,21,7,Scott Tolzien pass incomplete short left intended for Robert Turbin,3.570,2.320
3,1:08,4,4,PIT 18,21,7,Scott Tolzien pass complete short middle to Dwayne Allen for 12 yards (tackle by Lawrence Timmons),2.320,5.830
3,0:26,1,6,PIT 6,21,7,Robert Turbin left tackle for 2 yards (tackle by Lawrence Timmons),5.830,5.340
Quarter,Time,Down,ToGo,Location,PIT,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PIT 4,21,7,Frank Gore middle for 2 yards (tackle by Stephon Tuitt and Ryan Shazier),5.340,4.950
4,14:16,3,2,PIT 2,21,7,Scott Tolzien right tackle for 1 yard (tackle by Mike Mitchell),4.950,3.550
4,13:31,4,1,PIT 1,21,7,Scott Tolzien pass incomplete short right intended for Phillip Dorsett,3.550,0.380
4,13:27,1,10,PIT 1,21,7,Le'Veon Bell middle for 3 yards (tackle by T.J. Green),-0.380,-0.560
4,12:43,2,7,PIT 4,21,7,Le'Veon Bell right guard for 3 yards (tackle by Henry Anderson and David Parry),-0.560,-0.720
4,11:58,3,4,PIT 7,21,7,Le'Veon Bell middle for 9 yards (tackle by Rashaan Melvin),-0.720,-0.140
4,11:22,1,10,PIT 16,21,7,Le'Veon Bell right tackle for 1 yard (tackle by D'Qwell Jackson),-0.140,-0.510
4,10:43,2,9,PIT 17,21,7,Le'Veon Bell left tackle for 7 yards (tackle by Edwin Jackson),-0.510,-0.320
4,10:00,3,2,PIT 24,21,7,"Le'Veon Bell right end for 5 yards (tackle by Henry Anderson). Penalty on David DeCastro: Offensive Holding, 10 yards (no play)",-0.320,-1.610
4,9:31,3,12,PIT 14,21,7,Ben Roethlisberger pass incomplete short left intended for Sammie Coates,-1.610,-2.470
4,9:26,4,12,PIT 14,21,7,"Jordan Berry punts 38 yards, fair catch by Chester Rogers. Penalty on T.J. Green: Running Into the Kicker, 5 yards (no play)",-2.470,-2.140
4,9:18,4,7,PIT 19,21,7,"Jordan Berry punts 54 yards, fair catch by Chester Rogers",-2.140,-0.740
4,9:11,1,10,IND 27,21,7,Scott Tolzien pass complete short middle to Jack Doyle for 18 yards (tackle by Mike Mitchell),0.740,1.930
4,8:47,1,10,IND 45,21,7,Scott Tolzien pass complete short right to Donte Moncrief for 12 yards (tackle by Ryan Shazier),1.930,2.720
4,8:09,1,10,PIT 43,21,7,Scott Tolzien pass incomplete deep right intended for Phillip Dorsett is intercepted by Mike Mitchell at PIT-10 and returned for 26 yards,2.720,-1.330
4,7:51,1,10,PIT 36,21,7,Ben Roethlisberger pass complete deep right to Ladarius Green for 35 yards (tackle by Edwin Jackson),1.330,3.640
4,7:04,1,10,IND 29,21,7,Le'Veon Bell right end for 4 yards (tackle by Rashaan Melvin),3.640,3.640
4,6:24,2,6,IND 25,21,7,Le'Veon Bell left tackle for 3 yards (tackle by Hassan Ridgeway),3.640,3.340
4,5:38,3,3,IND 22,27,7,"Ben Roethlisberger pass complete deep right to Antonio Brown for 22 yards, touchdown",3.340,7.000
4,5:30,,,IND 15,28,7,Chris Boswell kicks extra point good,0.000,0.000
4,5:30,,,PIT 35,28,7,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,5:30,1,10,IND 25,28,7,Scott Tolzien pass complete short right to Phillip Dorsett for 3 yards (tackle by Ross Cockrell),0.610,0.470
4,5:05,2,7,IND 28,28,7,Scott Tolzien pass incomplete deep left intended for Donte Moncrief,0.470,-0.230
4,5:00,3,7,IND 28,28,7,Scott Tolzien pass complete short left to Donte Moncrief for 11 yards (tackle by William Gay),-0.230,1.530
4,4:53,1,10,IND 39,28,7,Scott Tolzien pass incomplete short right intended for Phillip Dorsett (defended by William Gay),1.530,0.990
4,4:47,2,10,IND 39,28,7,Scott Tolzien pass complete short left to Robert Turbin for 3 yards (tackle by Bud Dupree),0.990,0.700
4,4:21,3,7,IND 42,28,7,Scott Tolzien pass complete short left to Phillip Dorsett for 12 yards (tackle by Artie Burns),0.700,2.520
4,4:16,1,10,PIT 46,28,7,Scott Tolzien pass incomplete deep right intended for Donte Moncrief is intercepted by William Gay at PIT-24,2.520,-0.540
4,4:08,1,10,PIT 24,28,7,Fitzgerald Toussaint middle for 4 yards (tackle by David Parry),0.540,0.540
4,3:24,2,6,PIT 28,28,7,Fitzgerald Toussaint for 16 yards (tackle by Erik Walden),0.540,1.860
4,3:18,1,10,PIT 44,28,7,Fitzgerald Toussaint middle for 3 yards (tackle by Arthur Jones and D'Qwell Jackson),1.860,1.720
4,2:31,2,7,PIT 47,28,7,Fitzgerald Toussaint left tackle for 3 yards (tackle by D'Qwell Jackson and Akeem Ayers),1.720,1.420
4,2:00,3,4,,28,7,Landry Jones pass incomplete deep left intended for Jesse James,1.420,-0.060
4,1:53,4,4,,28,7,"Jordan Berry punts 50 yards, touchback",-0.060,-0.280
4,1:42,1,10,IND 20,28,7,Jordan Todman middle for 12 yards (tackle by Mike Mitchell),0.280,1.070
4,1:09,1,10,IND 32,28,7,Jordan Todman right tackle for 6 yards (tackle by Lawrence Timmons),1.070,1.340
4,0:34,2,4,IND 38,28,7,Jordan Todman middle for 19 yards (tackle by Mike Mitchell),1.340,2.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
