Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
1,6:50,4,14,WAS 42,0,0,"Tress Way punts 39 yards, returned by Darren Sproles for 2 yards (tackle by Adonis Alexander)",-0.590,-0.340
1,6:42,1,10,PHI 21,0,0,Nick Foles pass complete short left to Darren Sproles for 12 yards (tackle by Shaun Dion Hamilton),0.340,1.140
1,6:09,1,10,PHI 33,0,0,Wendell Smallwood left tackle for 13 yards (tackle by Ha Ha Clinton-Dix),1.140,1.990
1,5:32,1,10,PHI 46,0,0,Josh Adams left guard for 1 yard (tackle by Mason Foster and Pernell McPhee),1.990,1.590
1,4:52,2,9,PHI 47,0,0,Nick Foles pass complete short middle to Nelson Agholor for 10 yards (tackle by Zach Brown),1.590,2.720
1,4:05,1,10,WAS 43,0,0,Nick Foles pass complete short right to Dallas Goedert for 3 yards (tackle by Zach Brown),2.720,2.580
1,3:22,2,7,WAS 40,0,0,Nick Foles pass complete short right to Wendell Smallwood for 3 yards (tackle by Deshazor Everett),2.580,2.280
1,2:38,3,4,WAS 37,0,0,Nick Foles pass complete deep right to Alshon Jeffery for 16 yards,2.280,4.170
1,2:17,1,10,WAS 21,0,0,Darren Sproles up the middle for no gain (tackle by Zach Brown),4.170,3.630
1,1:36,2,10,WAS 21,0,0,Nick Foles pass complete short left to Darren Sproles for no gain (tackle by Fabian Moreau),3.630,2.940
1,0:54,3,10,WAS 21,0,0,Nick Foles pass complete short right to Golden Tate for 6 yards (tackle by Greg Stroman),2.940,2.520
1,0:26,4,4,WAS 15,3,0,Jake Elliott 33 yard field goal good,2.520,3.000
1,0:22,,,PHI 35,3,0,"Jake Elliott kicks off 64 yards, returned by Byron Marshall for no gain (tackle by Nathan Gerry)",0.000,0.540
1,0:15,1,10,WAS 24,3,0,Adrian Peterson up the middle for -1 yards (tackle by Fletcher Cox),0.540,-0.140
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,WAS 23,3,0,Josh Johnson pass complete deep middle to Josh Doctson for 20 yards (tackle by Rasul Douglas),-0.140,1.800
2,14:25,1,10,WAS 43,3,0,Adrian Peterson left guard for 1 yard (tackle by Rasul Douglas and Haloti Ngata),1.800,1.390
2,13:47,2,9,WAS 44,3,0,Josh Johnson up the middle for 6 yards (tackle by Malcolm Jenkins),1.390,1.490
2,13:00,3,3,WAS 50,3,0,Josh Johnson left end for -5 yards (tackle by Rasul Douglas),1.490,-0.390
2,12:26,4,8,WAS 45,3,0,"Tress Way punts 42 yards, fair catch by Darren Sproles at PHI-13",-0.390,0.320
2,12:19,1,10,PHI 13,3,0,Wendell Smallwood up the middle for 9 yards (tackle by Deshazor Everett and Ha Ha Clinton-Dix),-0.320,0.490
2,11:44,2,1,PHI 22,3,0,Wendell Smallwood up the middle for 4 yards (tackle by Da'Ron Payne and Deshazor Everett),0.490,0.670
2,11:07,1,10,PHI 26,3,0,Nick Foles pass complete short middle to Alshon Jeffery for 8 yards (tackle by Josh Norman),0.670,1.210
2,10:25,2,2,PHI 34,3,0,Darren Sproles left end for no gain (tackle by Preston Smith),1.210,0.500
2,9:47,3,2,PHI 34,3,0,Darren Sproles left end for 4 yards (tackle by Greg Stroman),0.500,1.470
2,9:05,1,10,PHI 38,3,0,Nick Foles pass complete short middle to Alshon Jeffery for 14 yards (tackle by Josh Norman),1.470,2.390
2,8:22,1,10,WAS 48,3,0,Nick Foles pass complete short middle to Dallas Goedert for -1 yards (tackle by Pernell McPhee),2.390,1.710
2,7:37,2,11,WAS 49,3,0,Nick Foles pass complete short right to Josh Adams for 9 yards (tackle by Deshazor Everett),1.710,2.210
2,6:55,3,2,WAS 40,3,0,Nick Foles pass complete short middle to Nelson Agholor for 5 yards (tackle by Mason Foster),2.210,3.250
2,6:11,1,10,WAS 35,3,0,Nick Foles sacked by Shaun Dion Hamilton for -5 yards,3.250,2.030
2,5:28,2,15,WAS 40,3,0,Nick Foles pass complete short middle to Wendell Smallwood for 7 yards (tackle by Josh Norman and Shaun Dion Hamilton),2.030,2.280
2,4:40,3,8,WAS 33,3,0,Nick Foles pass complete short middle to Wendell Smallwood for 9 yards (tackle by Deshazor Everett and Fabian Moreau),2.280,3.970
2,3:55,1,10,WAS 24,3,0,Darren Sproles left tackle for 5 yards (tackle by Mason Foster),3.970,4.120
2,3:15,2,5,WAS 19,3,0,Darren Sproles right tackle for no gain (tackle by Zach Brown),4.120,3.410
2,2:31,3,5,WAS 19,3,0,Nick Foles pass complete short middle to Zach Ertz for 4 yards (tackle by Zach Brown),3.410,2.590
2,2:00,4,1,WAS 15,3,0,Nick Foles up the middle for 2 yards (tackle by Jonathan Allen),2.590,4.710
2,1:25,1,10,WAS 13,3,0,"Penalty on Stefen Wisniewski: False Start, 5 yards (no play)",4.710,4.290
2,1:25,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:25,1,15,WAS 18,3,0,Darren Sproles left end for 11 yards (tackle by Da'Ron Payne),4.290,5.150
2,0:43,2,4,WAS 7,3,0,Nick Foles pass complete short middle to Wendell Smallwood for 5 yards (tackle by Greg Stroman and Zach Brown),5.150,6.740
2,0:36,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:36,1,2,WAS 2,9,0,"Nick Foles pass complete short right to Alshon Jeffery for 2 yards, touchdown",6.740,7.000
2,0:30,,,WAS 15,10,0,Jake Elliott kicks extra point good,0.000,0.000
2,0:30,,,PHI 35,10,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,0:30,1,10,WAS 25,10,0,Josh Johnson pass incomplete short right intended for Jamison Crowder (defended by Brandon Graham),0.610,0.060
2,0:27,2,10,WAS 25,10,0,Chris Thompson right guard for 9 yards (tackle by Cre'von LeBlanc),0.060,0.560
2,0:20,,,,,,Timeout #1 by Washington Redskins,,
2,0:20,3,1,WAS 34,10,0,"Penalty on Brandon Graham: Neutral Zone Infraction, 5 yards (no play)",0.560,1.530
2,0:20,1,10,WAS 39,10,0,Josh Johnson pass incomplete short left intended for Chris Thompson,1.530,0.990
2,0:16,2,10,WAS 39,10,0,Josh Johnson pass complete short right to Chris Thompson for -3 yards (tackle by Michael Bennett),0.990,-0.100
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,10,0,Josh Adams left guard for 6 yards (tackle by Ha Ha Clinton-Dix and Preston Smith),0.610,0.870
3,14:19,2,4,PHI 31,10,0,Josh Adams up the middle for 7 yards (tackle by Fabian Moreau),0.870,1.470
3,13:39,1,10,PHI 38,10,0,Nick Foles pass complete short left to Josh Adams for 13 yards (tackle by Mason Foster and Deshazor Everett),1.470,2.320
3,12:57,1,10,WAS 49,10,0,Wendell Smallwood right guard for 3 yards (tackle by Zach Brown),2.320,2.190
3,12:14,2,7,WAS 46,10,0,Nick Foles pass complete short middle to Zach Ertz for 4 yards (tackle by Ha Ha Clinton-Dix),2.190,2.020
3,11:31,3,3,WAS 42,10,0,Wendell Smallwood right end for 2 yards (tackle by Da'Ron Payne and Zach Brown),2.020,0.590
3,10:44,4,1,WAS 40,10,0,"Penalty on PHI: Delay of Game, 5 yards (no play)",0.590,0.270
3,10:31,4,6,WAS 45,10,0,"Cameron Johnston punts 36 yards, fair catch by Jamison Crowder at WAS-9",0.270,0.380
3,10:24,1,10,WAS 9,10,0,Adrian Peterson right guard for 4 yards (tackle by Malcolm Jenkins),-0.380,-0.480
3,9:49,2,6,WAS 13,10,0,Josh Johnson right end for 3 yards (tackle by Corey Graham),-0.480,-0.600
3,9:06,3,3,WAS 16,10,0,Josh Johnson pass incomplete short left intended for Jamison Crowder (defended by Nigel Bradham). Penalty on Trent Williams: Offensive Holding (Declined),-0.600,-2.390
3,9:00,4,3,WAS 16,10,0,Tress Way punts 52 yards downed by Zach Vigil,-2.390,-1.070
3,8:48,1,10,PHI 32,10,0,Nick Foles pass complete short middle to Zach Ertz for 7 yards (tackle by Mason Foster),1.070,1.470
3,8:07,2,3,PHI 39,10,0,Josh Adams up the middle for no gain (tackle by Zach Brown),1.470,0.760
3,7:28,3,3,PHI 39,10,0,Nick Foles pass complete short right to Golden Tate for 14 yards (tackle by Zach Brown),0.760,2.460
3,6:51,1,10,WAS 47,10,0,Nick Foles pass complete short middle to Nelson Agholor for -3 yards (tackle by Zach Brown),2.460,1.510
3,6:09,2,13,PHI 50,10,0,Nick Foles pass complete short middle to Alshon Jeffery for 19 yards (tackle by Josh Norman),1.510,3.510
3,5:26,1,10,WAS 31,10,0,Josh Adams left end for no gain (tackle by Caleb Brantley),3.510,2.970
3,4:49,2,10,WAS 31,10,0,Nick Foles pass complete short left to Josh Adams for 11 yards (tackle by Ha Ha Clinton-Dix),2.970,4.240
3,4:04,1,10,WAS 20,10,0,Nick Foles pass complete short middle to Golden Tate for 7 yards (tackle by Da'Ron Payne and Jonathan Allen),4.240,4.830
3,3:25,2,3,WAS 13,10,0,Wendell Smallwood right guard for 2 yards (tackle by Stacy McGee),4.830,4.590
3,2:47,3,1,WAS 11,10,0,Nick Foles up the middle for 2 yards (tackle by Jonathan Allen),4.590,5.140
3,2:03,1,9,WAS 9,10,0,Josh Adams left tackle for 3 yards (tackle by Deshazor Everett),5.140,4.950
3,1:33,2,6,WAS 6,10,0,Nick Foles pass incomplete short right intended for Nelson Agholor,4.950,4.040
3,1:28,3,6,WAS 6,16,0,"Nick Foles pass complete short right to Nelson Agholor for 6 yards, touchdown",4.040,7.000
3,1:25,,,WAS 15,17,0,Jake Elliott kicks extra point good,0.000,0.000
3,1:25,,,PHI 35,17,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,1:25,1,10,WAS 25,17,0,Josh Johnson pass complete short left to Michael Floyd for 7 yards (tackle by Rasul Douglas),0.610,1.010
3,0:55,2,3,WAS 32,17,0,Chris Thompson up the middle for 1 yard (tackle by Nigel Bradham),1.010,0.430
3,0:17,3,2,WAS 33,17,0,Josh Johnson pass incomplete short right,0.430,-1.180
3,0:11,4,2,WAS 33,17,0,Tress Way pass complete short left to Jehu Chesson for 7 yards (tackle by Avonte Maddox),-1.180,1.600
Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 40,17,0,Josh Johnson pass incomplete deep right intended for Jamison Crowder (defended by Corey Graham),1.600,1.050
4,14:50,2,10,WAS 40,17,0,Josh Johnson pass incomplete deep middle intended for Josh Doctson (defended by Malcolm Jenkins),1.050,0.370
4,14:45,3,10,WAS 40,17,0,Josh Johnson pass incomplete short middle intended for Jamison Crowder,0.370,-0.720
4,14:41,4,10,WAS 40,17,0,Tress Way punts 35 yards downed by Andrew East,-0.720,-0.610
4,14:30,1,10,PHI 25,17,0,Wendell Smallwood right guard for 2 yards (tackle by Pernell McPhee),0.610,0.330
4,13:51,2,8,PHI 27,17,0,Nick Foles sacked by Ryan Kerrigan for -4 yards,0.330,-0.890
4,13:06,3,12,PHI 23,17,0,Nick Foles pass incomplete short left intended for Golden Tate (defended by Pernell McPhee),-0.890,-1.830
4,13:02,4,12,PHI 23,17,0,"Cameron Johnston punts 42 yards, returned by Jamison Crowder for 11 yards (tackle by LaRoy Reynolds)",-1.830,-1.990
4,12:52,1,10,WAS 46,17,0,Josh Johnson pass complete short middle to Josh Doctson for 13 yards (tackle by Avonte Maddox),1.990,2.850
4,12:30,1,10,PHI 41,17,0,"Josh Johnson sacked by Treyvon Hester for no gain. Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",2.850,3.580
4,12:30,1,5,PHI 36,17,0,Josh Johnson pass incomplete short right intended for Chris Thompson,3.580,2.980
4,11:52,2,5,PHI 36,17,0,Josh Johnson pass complete short right to Chris Thompson for 3 yards (tackle by Nigel Bradham),2.980,2.680
4,11:29,3,2,PHI 33,17,0,Josh Johnson sacked by Michael Bennett for -10 yards,2.680,0.400
4,10:46,4,12,PHI 43,17,0,"Josh Johnson sacked by Fletcher Cox for -11 yards. Josh Johnson fumbles (forced by Fletcher Cox), recovered by Kyle Fuller at WAS-46 (tackle by Michael Bennett)",0.400,-2.520
4,10:40,1,10,WAS 46,17,0,Josh Adams up the middle for 6 yards (tackle by Jonathan Allen and Ha Ha Clinton-Dix),2.520,2.790
4,9:56,2,4,WAS 40,17,0,Josh Adams right end for 5 yards (tackle by Greg Stroman),2.790,3.250
4,9:11,1,10,WAS 35,17,0,Josh Adams right end for 13 yards (tackle by Da'Ron Payne),3.250,4.110
4,8:24,1,10,WAS 22,17,0,Wendell Smallwood right end for no gain (tackle by Deshazor Everett and Josh Norman),4.110,3.560
4,7:41,2,10,WAS 22,23,0,"Nate Sudfeld pass complete short left to Nelson Agholor for 22 yards, touchdown",3.560,7.000
4,7:34,,,WAS 15,24,0,Jake Elliott kicks extra point good,0.000,0.000
4,7:34,,,PHI 35,24,0,"Jake Elliott kicks off 62 yards, returned by Byron Marshall for no gain (tackle by Tre Sullivan and LaRoy Reynolds)",0.000,0.040
4,7:27,1,10,WAS 18,24,0,Samaje Perine right guard for 5 yards (tackle by Cre'von LeBlanc),0.040,0.280
4,6:55,2,5,WAS 23,24,0,Samaje Perine up the middle for 6 yards (tackle by Malcolm Jenkins),0.280,0.870
4,6:20,1,10,WAS 29,24,0,Josh Johnson pass complete short middle to Matt Flanagan for 14 yards (tackle by Malcolm Jenkins),0.870,1.800
4,5:45,1,10,WAS 43,24,0,Samaje Perine up the middle for -4 yards (tackle by Brandon Graham),1.800,0.710
4,5:11,2,14,WAS 39,24,0,Josh Johnson sacked by Fletcher Cox for -1 yards,0.710,-0.100
4,4:25,3,15,WAS 38,24,0,Josh Johnson pass complete short middle to Chris Thompson for 7 yards (tackle by Tre Sullivan and Nigel Bradham),-0.100,-0.390
4,3:43,4,8,WAS 45,24,0,Josh Johnson pass complete short right to Darvin Kidsy for 8 yards (tackle by Avonte Maddox),-0.390,2.460
4,3:37,1,10,PHI 47,24,0,Josh Johnson pass complete short left to Michael Floyd for 8 yards (tackle by Rasul Douglas),2.460,2.990
4,3:31,2,2,PHI 39,24,0,Josh Johnson pass complete short left to Chris Thompson for 3 yards (tackle by Cre'von LeBlanc),2.990,3.180
4,3:25,1,10,PHI 36,24,0,Josh Johnson pass complete short middle to Chris Thompson for 4 yards (tackle by Nigel Bradham),3.180,3.180
4,3:03,2,6,PHI 32,24,0,Josh Johnson pass incomplete short middle intended for Jamison Crowder,3.180,2.480
4,2:58,3,6,PHI 32,24,0,Josh Johnson pass incomplete short right intended for Jamison Crowder,2.480,1.250
4,2:53,4,6,PHI 32,24,0,Josh Johnson sacked by Fletcher Cox for -8 yards,1.250,-1.600
4,2:47,1,10,PHI 40,24,0,Wendell Smallwood right tackle for 4 yards (tackle by Tim Settle and Mason Foster),1.600,1.590
4,2:01,2,6,PHI 44,24,0,Wendell Smallwood right guard for 4 yards (tackle by Tim Settle and Deshazor Everett),1.590,1.420
4,1:57,3,2,PHI 48,24,0,Wendell Smallwood left guard for 2 yards (tackle by Shaun Dion Hamilton),1.420,2.260
4,1:10,1,10,PHI 50,24,0,Nate Sudfeld kneels for -1 yards,2.260,1.580
4,0:36,2,11,PHI 49,24,0,Nate Sudfeld kneels for -1 yards,1.580,0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
