Quarter,Time,Tm,Detail,ATL,CAR
1.0,11:39,Falcons,Younghoe Koo 38 yard field goal,3,0
,0:59,Falcons,Kenjon Barner 78 yard punt return (Younghoe Koo kick),10,0
2.0,5:42,Falcons,Younghoe Koo 23 yard field goal,13,0
,1:34,Falcons,Qadree Ollison 2 yard rush (Younghoe Koo kick),20,0
3.0,6:40,Falcons,Calvin Ridley 6 yard pass from Matt Ryan (pass failed),26,0
4.0,13:00,Panthers,Joey Slye 31 yard field goal,26,3
,7:01,Falcons,Younghoe Koo 29 yard field goal,29,3
