Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devonta Freeman,NYG,17,60,1,3,33,1.9,27,1.6,1,17.0
Wayne Gallman,NYG,5,24,0,2,14,2.8,10,2.0,0,
Evan Engram,NYG,2,9,1,1,9,4.5,0,0.0,0,
Daniel Jones,NYG,2,-7,0,0,-7,-3.5,0,0.0,0,
Elijhaa Penny,NYG,1,3,0,1,1,1.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,19,91,2,7,35,1.8,56,2.9,2,9.5
Tony Pollard,DAL,6,30,0,2,9,1.5,21,3.5,0,
Dak Prescott,DAL,2,7,0,0,3,1.5,4,2.0,1,2.0
Amari Cooper,DAL,1,-2,0,0,-2,-2.0,0,0.0,0,
Andy Dalton,DAL,1,0,0,0,0,0.0,0,0.0,0,
