Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Antwaan Randle El,WAS,0,0,,0,0,2,3,1.5,0,3
Byron Westbrook,WAS,0,0,,0,0,1,0,0.0,0,0
Rock Cartwright,WAS,1,23,23.0,0,23,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Captain Munnerlyn,CAR,0,0,,0,0,2,10,5.0,0,10
Kenny Moore,CAR,3,89,29.7,0,55,1,4,4.0,0,4
Jonathan Stewart,CAR,2,17,8.5,0,17,0,0,,0,0
