Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Kevin Faulk,NWE,0,0,,0,0,2,33,16.5,0,0
Chad Jackson,NWE,0,0,,0,0,1,11,11.0,0,0
Laurence Maroney,NWE,2,91,45.5,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Mewelde Moore,MIN,0,0,,0,0,2,81,40.5,1,0
Bethel Johnson,MIN,4,82,20.5,0,0,0,0,,0,0
Richard Owens,MIN,1,0,0.0,0,0,0,0,,0,0
