Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jack Doyle,IND,9,7,70,1,4,60,8.6,10,1.4,7.9,0,,0,0.0,0,136.1
Michael Pittman Jr.,IND,10,5,90,0,3,36,7.2,54,10.8,6.6,0,,0,0.0,0,81.2
Mo Alie-Cox,IND,4,4,32,0,2,24,6.0,8,2.0,6.0,0,,0,0.0,0,100.0
Trey Burton,IND,3,3,34,0,2,29,9.7,5,1.7,9.7,0,,0,0.0,0,113.9
Zach Pascal,IND,5,3,37,1,3,26,8.7,11,3.7,7.6,0,,1,20.0,0,122.5
T.Y. Hilton,IND,5,2,32,0,1,23,11.5,9,4.5,16.2,0,,0,0.0,0,62.1
Jonathan Taylor,IND,4,2,6,0,1,-8,-4.0,14,7.0,-2.5,0,,2,50.0,0,56.2
Nyheim Hines,IND,3,1,8,0,1,4,4.0,4,4.0,1.0,0,,1,33.3,0,42.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cole Beasley,BUF,7,7,57,0,3,43,6.1,14,2.0,6.1,0,,0,0.0,0,100.6
Stefon Diggs,BUF,9,6,128,1,6,108,18.0,20,3.3,16.6,0,,1,11.1,0,146.8
Gabriel Davis,BUF,4,4,85,0,4,85,21.3,0,0.0,21.3,0,,0,0.0,0,118.7
Zack Moss,BUF,4,4,26,0,2,8,2.0,18,4.5,2.0,0,,0,0.0,0,93.7
Devin Singletary,BUF,3,3,23,0,0,12,4.0,11,3.7,4.0,0,,0,0.0,0,98.6
Dawson Knox,BUF,3,2,5,1,1,3,1.5,2,1.0,1.0,0,,0,0.0,0,109.7
John Brown,BUF,4,0,0,0,,0,,0,,17.0,0,,1,25.0,0,39.6
