Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
1,6:53,2,8,BUF 13,0,0,Jonathan Taylor right guard for 1 yard (tackle by Micah Hyde),4.280,3.580
1,6:13,3,7,BUF 12,0,0,Philip Rivers pass complete short right to Jonathan Taylor for no gain (tackle by Matt Milano),3.580,2.630
1,5:33,4,7,BUF 12,3,0,Rodrigo Blankenship 30 yard field goal good,2.630,3.000
1,5:29,,,IND 35,3,0,"Rodrigo Blankenship kicks off 50 yards, returned by Andre Roberts for no gain (tackle by Tavon Wilson)",0.000,-0.220
1,5:28,1,10,BUF 15,3,0,Josh Allen pass incomplete short right intended for Stefon Diggs,-0.220,-0.710
1,5:24,2,10,BUF 15,3,0,Josh Allen right end for 12 yards (tackle by Darius Leonard),-0.710,0.740
1,4:53,1,10,BUF 27,3,0,Josh Allen pass complete deep middle to Stefon Diggs for 36 yards (tackle by Khari Willis),0.740,3.120
1,4:28,1,10,IND 37,3,0,Josh Allen pass complete deep right to Gabriel Davis for 16 yards,3.120,4.170
1,3:54,1,10,IND 21,3,0,Josh Allen pass complete short right to Devin Singletary for 5 yards (tackle by Darius Leonard and T.J. Carrie),4.170,4.370
1,3:15,2,5,IND 16,3,0,Devin Singletary left tackle for 6 yards (tackle by Bobby Okereke and Taylor Stallworth),4.370,4.910
1,2:30,1,10,IND 10,3,0,Josh Allen pass complete short right to Zack Moss for 7 yards (tackle by Kenny Moore),4.910,5.530
1,1:56,2,3,IND 3,3,6,"Josh Allen pass complete short right to Dawson Knox for 3 yards, touchdown, touchdown",5.530,7.000
1,1:49,,,IND 15,3,7,Tyler Bass kicks extra point good,0.000,0.000
1,1:49,,,BUF 35,3,7,"Tyler Bass kicks off 61 yards, returned by Isaiah Rodgers for 38 yards (tackle by Tyler Bass)",0.000,1.730
1,1:42,1,10,IND 42,3,7,Michael Pittman left end for 11 yards (tackle by Josh Norman and Jordan Poyer),1.730,2.460
1,1:09,1,10,BUF 47,3,7,Jonathan Taylor left end for 5 yards (tackle by Tremaine Edmunds),2.460,2.590
1,0:31,2,5,BUF 42,3,7,Philip Rivers pass incomplete short middle intended for Jonathan Taylor,2.590,1.880
1,0:26,3,5,BUF 42,3,7,Philip Rivers pass incomplete deep right intended for T.Y. Hilton (defended by Micah Hyde),1.880,0.460
1,0:19,4,5,BUF 42,3,7,"Penalty on IND: Delay of Game, 5 yards (no play)",0.460,0.130
1,0:19,4,10,BUF 47,3,7,"Rigoberto Sanchez punts 36 yards, fair catch by Andre Roberts at BUF-11",0.130,0.370
1,0:12,1,10,BUF 11,3,7,Josh Allen pass complete short right to Zack Moss for 2 yards (tackle by Khari Willis and Darius Leonard),-0.370,-0.630
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,BUF 13,3,7,Josh Allen right end for -2 yards (tackle by Denico Autry and Darius Leonard),-0.630,-1.420
2,14:26,3,10,BUF 11,3,7,Josh Allen up the middle for 7 yards (tackle by Darius Leonard),-1.420,-2.240
2,13:41,4,3,BUF 18,3,7,Corey Bojorquez punts 47 yards out of bounds,-2.240,-1.270
2,13:34,1,10,IND 35,3,7,Jonathan Taylor right tackle for 10 yards (tackle by Matt Milano),1.270,1.930
2,12:53,1,10,IND 45,3,7,Jonathan Taylor up the middle for 8 yards (tackle by Tremaine Edmunds and Josh Norman),1.930,2.460
2,12:15,2,2,BUF 47,3,7,Jonathan Taylor up the middle for -2 yards (tackle by Jerry Hughes),2.460,1.490
2,11:29,3,4,BUF 49,3,7,Philip Rivers pass complete short right to Jonathan Taylor for 6 yards (tackle by Ed Oliver),1.490,2.720
2,10:43,1,10,BUF 43,3,7,Philip Rivers pass complete deep left to Michael Pittman for 32 yards (tackle by Micah Hyde),2.720,4.840
2,10:16,1,10,BUF 11,3,7,Philip Rivers pass complete short left to Jack Doyle for 2 yards (tackle by Tre'Davious White),4.840,4.510
2,9:33,2,8,BUF 9,3,7,Philip Rivers pass complete short right to Nyheim Hines for 8 yards (tackle by Micah Hyde and Tremaine Edmunds),4.510,6.970
2,8:58,1,1,BUF 1,3,7,Jacoby Brissett up the middle for no gain (tackle by Harrison Phillips and Quinton Jefferson),6.970,5.910
2,8:10,2,1,BUF 1,9,7,"Jonathan Taylor up the middle for 1 yard, touchdown",5.910,7.000
2,8:07,,,BUF 15,10,7,Rodrigo Blankenship kicks extra point good,0.000,0.000
2,8:07,,,IND 35,10,7,"Rodrigo Blankenship kicks off 68 yards, returned by Andre Roberts for 15 yards (tackle by De'Michael Harris and Zaire Franklin). Penalty on Jaquan Johnson: Offensive Holding, 6 yards",0.000,-0.380
2,8:01,1,10,BUF 6,10,7,Zack Moss left guard for 8 yards (tackle by Bobby Okereke),-0.380,-0.170
2,7:27,2,2,BUF 14,10,7,Zack Moss left guard for 1 yard (tackle by Darius Leonard),-0.170,-0.370
2,6:55,3,1,BUF 15,10,7,Zack Moss left tackle for no gain (tackle by DeForest Buckner),-0.370,-2.440
2,6:21,4,1,BUF 15,10,7,"Corey Bojorquez punts 58 yards, returned by Nyheim Hines for 14 yards (tackle by Darryl Johnson and Jaquan Johnson)",-2.440,-1.660
2,6:08,1,10,IND 41,10,7,Philip Rivers pass complete short left to Michael Pittman for 31 yards (tackle by Taron Johnson),1.660,3.710
2,5:33,1,10,BUF 28,10,7,Jonathan Taylor up the middle for -2 yards (tackle by Jordan Poyer),3.710,2.900
2,4:47,2,12,BUF 30,10,7,Philip Rivers pass complete short middle to Jack Doyle for 10 yards (tackle by Jordan Poyer),2.900,3.530
2,4:02,3,2,BUF 20,10,7,Philip Rivers pass complete short middle to Mo Alie-Cox for 16 yards (tackle by Micah Hyde and Jordan Poyer),3.530,6.280
2,3:15,1,4,BUF 4,10,7,Philip Rivers pass complete short middle to Trey Burton for 2 yards (tackle by Quinton Jefferson and Matt Milano),6.280,5.720
2,2:36,2,2,BUF 2,10,7,Nyheim Hines up the middle for 1 yard (tackle by Matt Milano and Tremaine Edmunds),5.720,5.170
2,2:00,3,1,BUF 1,10,7,Jonathan Taylor left tackle for -3 yards (tackle by Taron Johnson and Tre'Davious White),5.170,3.030
2,1:53,,,,,,Timeout #1 by Buffalo Bills,,
2,1:53,4,4,BUF 4,10,7,Philip Rivers pass incomplete short left intended for Michael Pittman,3.030,0.380
2,1:46,1,10,BUF 4,10,7,Josh Allen pass incomplete deep middle intended for Stefon Diggs,-0.380,-0.780
2,1:41,2,10,BUF 4,10,7,Josh Allen pass complete deep right to Gabriel Davis for 37 yards,-0.780,1.660
2,1:33,1,10,BUF 41,10,7,Josh Allen pass complete short left to Cole Beasley for 7 yards (tackle by Kenny Moore),1.660,2.070
2,1:08,2,3,BUF 48,10,7,Josh Allen pass complete deep left to Gabriel Davis for 19 yards,2.070,3.380
2,0:59,1,10,IND 33,10,7,Josh Allen right end for 5 yards (tackle by Darius Leonard),3.380,3.510
2,0:53,2,5,IND 28,10,7,Josh Allen pass incomplete short right,3.510,2.810
2,0:45,3,5,IND 28,10,7,Josh Allen pass complete short right to Dawson Knox for 2 yards (tackle by Xavier Rhodes),2.810,1.840
2,0:37,4,3,IND 26,10,7,"Josh Allen pass deep right is intercepted by Isaiah Rodgers at IND-5 and returned for no gain. Penalty on Kemoko Turay: Defensive Offside, 5 yards (no play)",1.840,4.170
2,0:32,1,10,IND 21,10,7,Josh Allen pass incomplete deep right intended for John Brown (defended by Isaiah Rodgers),4.170,3.630
2,0:27,2,10,IND 21,10,7,Josh Allen up the middle for 16 yards (tackle by Khari Willis),3.630,6.060
2,0:20,,,,,,Timeout #2 by Buffalo Bills,,
2,0:20,1,5,IND 5,10,13,"Josh Allen right tackle for 5 yards, touchdown",6.060,7.000
2,0:14,,,IND 15,10,14,Tyler Bass kicks extra point good,0.000,0.000
2,0:14,,,BUF 35,10,14,"Tyler Bass kicks off 43 yards, returned by Zach Pascal for 13 yards (tackle by Taiwan Jones and Jaquan Johnson)",0.000,1.270
2,0:08,1,10,IND 35,10,14,Philip Rivers kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,10,14,"Rodrigo Blankenship kicks off 66 yards, returned by Andre Roberts for 29 yards (tackle by George Odum and Matthew Adams)",0.000,0.810
3,14:53,1,10,BUF 28,10,14,Devin Singletary left end for 2 yards (tackle by Grover Stewart),0.810,0.530
3,14:26,2,8,BUF 30,10,14,Josh Allen pass incomplete deep right intended for John Brown,0.530,-0.160
3,14:21,3,8,BUF 30,10,14,Josh Allen pass complete short right to Cole Beasley for 10 yards (tackle by Bobby Okereke),-0.160,1.600
3,13:53,1,10,BUF 40,10,14,Josh Allen pass complete short middle to Cole Beasley for 13 yards (tackle by Julian Blackmon),1.600,2.460
3,13:12,1,10,IND 47,10,14,Josh Allen pass complete deep middle to Stefon Diggs for 16 yards (tackle by T.J. Carrie),2.460,3.510
3,12:44,1,10,IND 31,10,14,Zack Moss right end for 3 yards (tackle by Khari Willis),3.510,3.370
3,12:19,2,7,IND 28,10,14,Josh Allen left end for 5 yards (tackle by Kenny Moore),3.370,3.340
3,11:51,3,2,IND 23,10,14,Josh Allen left end for -5 yards (tackle by Al-Quadin Muhammad),3.340,1.590
3,11:10,4,7,IND 28,10,17,Tyler Bass 46 yard field goal good,1.590,3.000
3,11:05,,,BUF 35,10,17,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,11:05,1,10,IND 25,10,17,Jonathan Taylor up the middle for 3 yards (tackle by Micah Hyde),0.610,0.470
3,10:24,2,7,IND 28,10,17,Philip Rivers pass incomplete short right intended for Zach Pascal,0.470,-0.230
3,10:20,3,7,IND 28,10,17,Philip Rivers pass complete short left to Jack Doyle for 7 yards (tackle by Tre'Davious White),-0.230,1.270
3,9:32,,,,,,Timeout #1 by Indianapolis Colts,,
3,9:32,1,10,IND 35,10,17,Philip Rivers pass complete short middle to Jack Doyle for 12 yards (tackle by Taron Johnson),1.270,2.060
3,8:49,1,10,IND 47,10,17,Jonathan Taylor right tackle for 3 yards (tackle by Matt Milano and Taron Johnson),2.060,1.920
3,8:09,2,7,IND 50,10,17,Jonathan Taylor up the middle for 2 yards (tackle by Harrison Phillips and Tremaine Edmunds),1.920,1.490
3,7:23,3,5,BUF 48,10,17,Philip Rivers pass complete short right to Mo Alie-Cox for 6 yards (tackle by Taron Johnson),1.490,2.790
3,6:37,1,10,BUF 42,10,17,Jonathan Taylor up the middle for 4 yards (tackle by Matt Milano and Quinton Jefferson),2.790,2.780
3,5:55,2,6,BUF 38,10,17,Philip Rivers pass complete short left to Jack Doyle for 1 yard (tackle by Matt Milano),2.780,2.210
3,5:10,3,5,BUF 37,10,17,Philip Rivers pass complete deep right to Trey Burton for 19 yards (tackle by Tremaine Edmunds),2.210,4.370
3,4:24,1,10,BUF 18,10,17,Jonathan Taylor right guard for 3 yards (tackle by Jordan Poyer),4.370,4.250
3,3:44,2,7,BUF 15,10,17,Philip Rivers pass incomplete short left intended for Jonathan Taylor,4.250,3.460
3,3:40,3,7,BUF 15,10,17,Philip Rivers pass incomplete short middle intended for Michael Pittman,3.460,2.440
3,3:36,4,7,BUF 15,10,17,Rodrigo Blankenship 33 yard field goal no good,2.440,-0.480
3,3:32,1,10,BUF 23,10,17,Josh Allen up the middle for 9 yards (tackle by Tyquan Lewis),0.480,1.150
3,3:04,2,1,BUF 32,10,17,Zack Moss left end for no gain (tackle by Tyquan Lewis),1.150,0.430
3,2:38,3,1,BUF 32,10,17,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by Xavier Rhodes),0.430,1.330
3,2:01,1,10,BUF 36,10,17,Josh Allen left guard for 2 yards (tackle by DeForest Buckner and Kemoko Turay),1.330,1.060
3,1:22,2,8,BUF 38,10,17,Josh Allen pass complete short left to Zack Moss for 10 yards (tackle by Darius Leonard and Xavier Rhodes),1.060,2.130
3,0:47,1,10,BUF 48,10,17,Josh Allen pass complete short right to Cole Beasley for 4 yards (tackle by Kenny Moore and Bobby Okereke),2.130,2.120
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,IND 48,10,17,Josh Allen pass complete short right to Zack Moss for 7 yards (tackle by Tyquan Lewis),2.120,2.850
4,14:24,1,10,IND 41,10,17,Zack Moss right end for 6 yards (tackle by Darius Leonard and T.J. Carrie),2.850,3.120
4,14:17,2,4,IND 35,10,23,"Josh Allen pass complete deep right to Stefon Diggs for 35 yards, touchdown",3.120,7.000
4,14:10,,,IND 15,10,24,Tyler Bass kicks extra point good,0.000,0.000
4,14:10,,,BUF 35,10,24,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,14:10,1,10,IND 25,10,24,Philip Rivers pass incomplete short left,0.610,0.060
4,14:06,2,10,IND 25,10,24,Nyheim Hines left guard for 29 yards (tackle by Taron Johnson),0.060,2.520
4,13:27,1,10,BUF 46,10,24,Jonathan Taylor left end for 20 yards (tackle by Matt Milano),2.520,3.840
4,12:47,1,10,BUF 26,10,24,Philip Rivers pass complete short left to Zach Pascal for 11 yards (tackle by Jordan Poyer),3.840,4.580
4,12:05,1,10,BUF 15,10,24,Philip Rivers pass incomplete short right intended for Michael Pittman,4.580,3.950
4,12:01,2,10,BUF 15,10,24,Philip Rivers pass complete short left to Mo Alie-Cox for 6 yards (tackle by Tremaine Edmunds),3.950,4.220
4,11:36,3,4,BUF 9,16,24,"Philip Rivers pass complete short left to Zach Pascal for 9 yards, touchdown",4.220,7.000
4,11:32,,,BUF 15,16,24,"Penalty on Quinton Jefferson: Neutral Zone Infraction, 1 yard (no play)",1.000,1.000
4,11:32,,,BUF 1,16,24,"Two Point Attempt: Jonathan Taylor rushes, conversion fails.",1.000,-1.000
4,11:32,,,IND 35,16,24,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
4,11:32,1,10,BUF 25,16,24,Josh Allen pass complete short left to Cole Beasley for 3 yards (tackle by Darius Leonard),0.610,0.470
4,11:01,2,7,BUF 28,16,24,Josh Allen pass complete short right to Stefon Diggs for 16 yards (tackle by Julian Blackmon),0.470,1.860
4,10:19,1,10,BUF 44,16,24,Josh Allen pass complete short middle to Cole Beasley for 16 yards (tackle by Julian Blackmon),1.860,2.920
4,9:38,1,10,IND 40,16,24,Josh Allen up the middle for no gain (tackle by Grover Stewart),2.920,2.370
4,8:52,2,10,IND 40,16,24,Josh Allen pass complete short right to Devin Singletary for 4 yards (tackle by T.J. Carrie),2.370,2.210
4,8:18,3,6,IND 36,16,24,Josh Allen pass incomplete short middle intended for John Brown (defended by Xavier Rhodes),2.210,0.880
4,8:13,,,,,,Timeout #1 by Buffalo Bills,,
4,8:13,4,6,IND 36,16,27,Tyler Bass 54 yard field goal good,0.880,3.000
4,8:08,,,BUF 35,16,27,"Tyler Bass kicks off 65 yards, muffed catch by Isaiah Rodgers returned by Isaiah Rodgers for 21 yards (tackle by Jaquan Johnson)",0.000,0.540
4,8:01,1,10,IND 24,16,27,Nyheim Hines left guard for 3 yards (tackle by Ed Oliver),0.540,0.400
4,7:34,2,7,IND 27,16,27,Philip Rivers pass incomplete short middle intended for Jack Doyle (defended by Tremaine Edmunds),0.400,-0.300
4,7:30,3,7,IND 27,16,27,Philip Rivers pass complete short left to Trey Burton for 13 yards (tackle by Jordan Poyer),-0.300,1.600
4,7:03,1,10,IND 40,16,27,Nyheim Hines left end for 33 yards (tackle by Micah Hyde),1.600,3.780
4,6:20,1,10,BUF 27,22,27,"Philip Rivers pass complete deep left to Jack Doyle for 27 yards, touchdown",3.780,7.000
4,6:13,,,BUF 2,24,27,"Two Point Attempt: Philip Rivers pass complete to Jack Doyle, conversion succeeds",1.000,1.000
4,6:13,,,IND 35,24,27,"Rodrigo Blankenship kicks off 66 yards, returned by Andre Roberts for 25 yards (tackle by E.J. Speed)",0.000,0.540
4,6:07,1,10,BUF 24,24,27,Josh Allen pass complete short middle to Gabriel Davis for 13 yards (tackle by Julian Blackmon),0.540,1.400
4,5:30,1,10,BUF 37,24,27,Josh Allen sacked by and Justin Houston for -5 yards and Denico Autry for -5 yards,1.400,0.180
4,4:47,2,15,BUF 32,24,27,Josh Allen pass complete deep left to Stefon Diggs for 21 yards (tackle by Julian Blackmon),0.180,2.460
4,4:39,1,10,IND 47,24,27,Josh Allen pass incomplete short left intended for Dawson Knox,2.460,1.910
4,4:35,2,10,IND 47,24,27,Devin Singletary left tackle for 13 yards (tackle by Khari Willis),1.910,3.310
4,3:50,1,10,IND 34,24,27,"Josh Allen sacked by Denico Autry for -18 yards. Josh Allen fumbles (forced by Denico Autry), recovered by Daryl Williams at BUF-43",3.310,-0.340
4,2:58,,,,,,Timeout #2 by Buffalo Bills,,
4,2:58,2,33,BUF 43,24,27,Josh Allen pass incomplete deep right intended for Stefon Diggs,-0.340,-0.960
4,2:52,3,33,BUF 43,24,27,Josh Allen pass complete short right to Devin Singletary for 14 yards (tackle by Darius Leonard),-0.960,0.400
4,2:38,,,,,,Timeout #3 by Indianapolis Colts,,
4,2:38,4,19,IND 43,24,27,"Corey Bojorquez punts 29 yards, fair catch by Nyheim Hines at IND-14",0.400,0.280
4,2:30,1,10,IND 14,24,27,Philip Rivers pass complete short middle to Jack Doyle for 11 yards (tackle by Jordan Poyer),-0.280,0.610
4,2:09,1,10,IND 25,24,27,Philip Rivers pass incomplete short middle intended for Zach Pascal (defended by Tremaine Edmunds),0.610,0.060
4,2:04,2,10,IND 25,24,27,Nyheim Hines up the middle for 5 yards (tackle by Tre'Davious White and Mario Addison),0.060,0.040
4,1:59,3,5,IND 30,24,27,Philip Rivers pass complete short right to Mo Alie-Cox for 4 yards (tackle by Matt Milano),0.040,-1.110
4,1:32,4,1,IND 34,24,27,Jonathan Taylor right guard for 3 yards (tackle by Matt Milano),-1.110,1.400
4,1:05,1,10,IND 37,24,27,Philip Rivers pass incomplete short right intended for Jack Doyle,1.400,0.860
4,1:00,2,10,IND 37,24,27,Philip Rivers pass incomplete short right intended for Nyheim Hines,0.860,0.170
4,0:55,3,10,IND 37,24,27,Philip Rivers pass incomplete short right intended for T.Y. Hilton (defended by Tre'Davious White),0.170,-0.910
4,0:50,4,10,IND 37,24,27,Philip Rivers pass complete deep right to Zach Pascal for 17 yards (tackle by Jordan Poyer),-0.910,2.520
4,0:26,1,10,BUF 46,24,27,"Philip Rivers pass complete short left to Michael Pittman for -1 yards (tackle by Levi Wallace and Micah Hyde). Michael Pittman fumbles, ball out of bounds at BUF-45 (forced by Levi Wallace)",2.520,1.840
4,0:14,,,,,,Timeout #3 by Buffalo Bills,,
4,0:14,2,11,BUF 47,24,27,Philip Rivers pass incomplete deep left,1.840,1.160
4,0:08,3,11,BUF 47,24,27,Philip Rivers pass incomplete short left intended for Michael Pittman,1.160,0.130
4,0:04,4,11,BUF 47,24,27,Philip Rivers pass incomplete deep right (defended by Micah Hyde),0.130,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
