0,1
Game Info,Game Info
Won Toss,Bills (deferred)
Roof,outdoors
Surface,astroturf
Duration,3:16
Attendance,6772
Weather,"34 degrees, relative humidity 59%, wind 6 mph"
Vegas Line,Buffalo Bills -7.0
Over/Under,50.5 (over)
