Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
1,5:35,4,8,LAR 27,0,6,Johnny Hekker punts 41 yards out of bounds,-1.570,-1.070
1,5:26,1,10,NOR 32,0,6,Drew Brees pass complete short right to Josh Hill for 24 yards (tackle by Cory Littleton),1.070,2.650
1,5:05,1,10,LAR 44,0,6,Alvin Kamara right tackle for 2 yards (tackle by Mark Barron),2.650,2.380
1,4:29,2,8,LAR 42,0,6,Drew Brees pass complete short left to Michael Thomas for 5 yards (tackle by Cory Littleton),2.380,2.350
1,3:46,3,3,LAR 37,0,6,Drew Brees pass complete short middle to Michael Thomas for 19 yards (tackle by Marcus Peters),2.350,4.370
1,3:08,1,10,LAR 18,0,6,Drew Brees pass incomplete short left intended for Ted Ginn,4.370,3.800
1,3:05,2,10,LAR 18,0,6,Drew Brees pass complete short right to Alvin Kamara for 6 yards (tackle by Mark Barron),3.800,4.030
1,2:33,3,4,LAR 12,0,6,Alvin Kamara left guard for 2 yards (tackle by Dante Fowler and John Franklin-Myers),4.030,2.890
1,1:46,4,2,LAR 10,0,6,"Penalty on Michael Brockers: Encroachment, 5 yards (no play)",2.890,6.060
1,1:40,1,5,LAR 5,0,12,"Drew Brees pass complete short right to Garrett Griffin for 5 yards, touchdown",6.060,7.000
1,1:35,,,LAR 15,0,13,Wil Lutz kicks extra point good,0.000,0.000
1,1:35,,,NOR 35,0,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,1:35,1,10,LAR 25,0,13,C.J. Anderson left guard for 5 yards (tackle by Marcus Davenport),0.610,0.740
1,0:54,2,5,LAR 30,0,13,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",0.740,0.060
1,0:32,,,,,,Timeout #1 by Los Angeles Rams,,
1,0:32,2,10,LAR 25,0,13,Jared Goff pass complete short left to C.J. Anderson for 5 yards (tackle by Marcus Williams and Marshon Lattimore),0.060,0.040
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,LAR 30,0,13,Jared Goff pass complete short right to Robert Woods for no gain (tackle by P.J. Williams and Alex Anzalone),0.040,-1.370
2,14:23,4,5,LAR 30,0,13,Johnny Hekker pass complete short right to Sam Shields for 12 yards (tackle by Chris Banjo),-1.370,1.730
2,13:54,1,10,LAR 42,0,13,Jared Goff pass complete short left to Tyler Higbee for 6 yards (tackle by P.J. Williams),1.730,2.000
2,13:31,2,4,LAR 48,0,13,Jared Goff right end for 7 yards (tackle by A.J. Klein),2.000,2.590
2,12:55,1,10,NOR 45,0,13,Jared Goff pass incomplete short right,2.590,2.040
2,12:49,2,10,NOR 45,0,13,Jared Goff pass complete short middle to Gerald Everett for 11 yards (tackle by A.J. Klein and Demario Davis),2.040,3.310
2,12:09,1,10,NOR 34,0,13,C.J. Anderson left guard for 8 yards (tackle by Tyeler Davison and Demario Davis),3.310,3.850
2,11:47,2,2,NOR 26,0,13,C.J. Anderson left guard for 4 yards (tackle by Demario Davis and Taylor Stallworth),3.850,4.110
2,11:13,1,10,NOR 22,0,13,Jared Goff pass complete short right to Brandin Cooks for 4 yards (tackle by Eli Apple),4.110,4.130
2,10:35,2,6,NOR 18,0,13,C.J. Anderson left tackle for no gain (tackle by Vonn Bell),4.130,3.400
2,9:53,3,6,NOR 18,0,13,Jared Goff pass incomplete short right intended for Todd Gurley,3.400,2.270
2,9:49,4,6,NOR 18,3,13,Greg Zuerlein 36 yard field goal good,2.270,3.000
2,9:45,,,LAR 35,3,13,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,9:45,1,10,NOR 25,3,13,Alvin Kamara right tackle for -2 yards (tackle by Michael Brockers and Dante Fowler),0.610,-0.210
2,9:02,2,12,NOR 23,3,13,Drew Brees pass complete short right to Garrett Griffin for 7 yards (tackle by Michael Brockers),-0.210,0.040
2,8:20,3,5,NOR 30,3,13,Drew Brees pass incomplete short left intended for Alvin Kamara,0.040,-1.370
2,8:15,4,5,NOR 30,3,13,"Thomas Morstead punts 48 yards, fair catch by Jojo Natson at LA-22",-1.370,-0.410
2,8:08,1,10,LAR 22,3,13,C.J. Anderson right tackle for 3 yards (tackle by Cameron Jordan and Demario Davis),0.410,0.270
2,7:24,2,7,LAR 25,3,13,Jared Goff pass complete short right to Robert Woods for 6 yards (tackle by Eli Apple),0.270,0.370
2,6:46,3,1,LAR 31,3,13,C.J. Anderson left tackle for 3 yards (tackle by Demario Davis and Alex Okafor),0.370,1.200
2,6:18,1,10,LAR 34,3,13,Jared Goff pass incomplete short left intended for Robert Woods,1.200,0.660
2,6:12,,,,,,Timeout #2 by New Orleans Saints,,
2,6:12,2,10,LAR 34,3,13,C.J. Anderson left guard for 6 yards (tackle by Demario Davis),0.660,0.760
2,5:31,3,4,LAR 40,3,13,Jared Goff pass incomplete short right intended for Josh Reynolds (defended by P.J. Williams),0.760,-0.720
2,5:26,4,4,LAR 40,3,13,"Johnny Hekker punts 43 yards, fair catch by Tommylee Lewis at NO-17",-0.720,0.060
2,5:20,1,10,NOR 17,3,13,Alvin Kamara right guard for 2 yards (tackle by Michael Brockers and Samson Ebukam),-0.060,-0.250
2,4:42,2,8,NOR 19,3,13,"Drew Brees pass complete short right to Ted Ginn for 6 yards (tackle by Samson Ebukam). Ted Ginn fumbles, ball out of bounds at NO-25 (forced by Samson Ebukam)",-0.250,-0.240
2,4:11,3,2,NOR 25,3,13,Drew Brees pass complete short right to Alvin Kamara for 5 yards (tackle by John Johnson),-0.240,0.940
2,3:39,1,10,NOR 30,3,13,Drew Brees sacked by Ndamukong Suh for -6 yards,0.940,-0.420
2,2:54,2,16,NOR 24,3,13,Drew Brees sacked by Ndamukong Suh and Dante Fowler for -1 yards,-0.420,-1.220
2,2:06,3,17,NOR 23,3,13,Drew Brees pass complete short right to Alvin Kamara for 3 yards (tackle by Cory Littleton),-1.220,-1.630
2,2:00,4,14,NOR 26,3,13,"Thomas Morstead punts 45 yards, returned by Jojo Natson for no gain (tackle by Justin Hardee). Penalty on Marqui Christian: Offensive Holding, 10 yards",-1.630,-0.150
2,1:52,1,10,LAR 19,3,13,Jared Goff pass complete short middle to Josh Reynolds for 9 yards (tackle by Demario Davis),0.150,0.880
2,1:27,2,1,LAR 28,3,13,Jared Goff pass complete short right to Josh Reynolds for 13 yards (tackle by Marcus Williams and Demario Davis),0.880,1.660
2,1:03,1,10,LAR 41,3,13,Jared Goff pass incomplete short right intended for Gerald Everett,1.660,1.120
2,0:57,2,10,LAR 41,3,13,Jared Goff pass incomplete short middle intended for Josh Reynolds,1.120,0.430
2,0:53,3,10,LAR 41,3,13,Jared Goff pass complete deep right to Brandin Cooks for 17 yards (tackle by Eli Apple),0.430,2.790
2,0:48,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:48,1,10,NOR 42,3,13,Jared Goff pass complete deep left to Brandin Cooks for 36 yards (tackle by P.J. Williams),2.790,5.830
2,0:28,1,6,NOR 6,9,13,"Todd Gurley left guard for 6 yards, touchdown",5.830,7.000
2,0:23,,,NOR 15,10,13,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:23,,,LAR 35,10,13,"Greg Zuerlein kicks off 72 yards, returned by Alvin Kamara for no gain (tackle by Micah Kiser)",0.000,0.280
2,0:19,1,10,NOR 20,10,13,Drew Brees kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,10,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,10,13,Robert Woods left end for -4 yards (tackle by Alex Okafor),0.610,-0.480
3,14:24,2,14,LAR 21,10,13,Jared Goff pass incomplete short right intended for Robert Woods,-0.480,-1.150
3,14:21,3,14,LAR 21,10,13,Jared Goff pass incomplete short left intended for Robert Woods,-1.150,-1.960
3,14:16,4,14,LAR 21,10,13,Johnny Hekker punts 50 yards downed by Sam Shields,-1.960,-0.870
3,14:05,1,10,NOR 29,10,13,Mark Ingram left guard for 6 yards (tackle by Samson Ebukam),0.870,1.140
3,13:31,2,4,NOR 35,10,13,Drew Brees pass complete short right to Alvin Kamara for 8 yards (tackle by Cory Littleton),1.140,1.800
3,13:03,1,10,NOR 43,10,13,Drew Brees pass complete short right to Alvin Kamara for 9 yards (tackle by Mark Barron),1.800,2.470
3,12:32,2,1,LAR 48,10,13,Alvin Kamara right end for 6 yards (tackle by Cory Littleton),2.470,2.790
3,11:55,1,10,LAR 42,10,13,Mark Ingram right guard for 16 yards (tackle by Lamarcus Joyner),2.790,3.840
3,11:08,1,10,LAR 26,10,13,Drew Brees pass complete short left to Alvin Kamara for 8 yards (tackle by Cory Littleton),3.840,4.450
3,10:36,2,2,LAR 18,10,13,Zach Line left guard for 4 yards (tackle by Dante Fowler),4.450,4.650
3,10:01,1,10,LAR 14,10,13,Drew Brees pass complete short right to Alvin Kamara for 9 yards (tackle by Cory Littleton),4.650,5.670
3,9:31,2,1,LAR 5,10,13,Mark Ingram right guard for 3 yards (tackle by Michael Brockers),5.670,6.740
3,8:45,1,2,LAR 2,10,13,Drew Brees pass incomplete short left intended for Michael Thomas (defended by Nickell Robey-Coleman),6.740,5.720
3,8:41,2,2,LAR 2,10,13,Taysom Hill pass incomplete short right intended for Alvin Kamara,5.720,4.950
3,8:37,3,2,LAR 2,10,19,"Drew Brees pass complete short right to Taysom Hill for 2 yards, touchdown",4.950,7.000
3,8:34,,,LAR 15,10,20,Wil Lutz kicks extra point good,0.000,0.000
3,8:34,,,NOR 35,10,20,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,8:34,1,10,LAR 25,10,20,Jared Goff pass complete short left to Robert Woods for 4 yards (tackle by P.J. Williams),0.610,0.600
3,8:04,2,6,LAR 29,10,20,C.J. Anderson left guard for 4 yards (tackle by Demario Davis and Marcus Williams),0.600,0.430
3,7:25,3,2,LAR 33,10,20,Jared Goff pass complete short right to Brandin Cooks for 4 yards (tackle by Eli Apple),0.430,1.400
3,6:46,1,10,LAR 37,10,20,Jared Goff pass complete short left to Brandin Cooks for 14 yards (tackle by Marshon Lattimore),1.400,2.320
3,6:19,1,10,NOR 49,10,20,C.J. Anderson left tackle for 2 yards (tackle by P.J. Williams),2.320,2.050
3,5:39,2,8,NOR 47,10,20,"Jared Goff pass complete short left to Gerald Everett for 4 yards (tackle by Demario Davis). Penalty on Vonn Bell: Defensive Offside, 5 yards (no play)",2.050,2.730
3,5:15,2,3,NOR 42,10,20,Jared Goff pass complete short left to Brandin Cooks for 25 yards (tackle by Vonn Bell),2.730,4.440
3,4:55,1,10,NOR 17,10,20,Josh Reynolds left end for 16 yards (tackle by Marshon Lattimore and Marcus Williams),4.440,6.970
3,4:30,1,1,NOR 1,10,20,"Jared Goff aborted snap, recovered by Jared Goff at NO-3 and returned for -2 yards",6.970,5.530
3,3:49,2,3,NOR 3,10,20,C.J. Anderson right guard for 2 yards (tackle by Cameron Jordan and A.J. Klein),5.530,5.170
3,3:09,3,1,NOR 1,16,20,"Jared Goff pass complete short right to Tyler Higbee for 1 yard, touchdown",5.170,7.000
3,3:06,,,NOR 15,17,20,Greg Zuerlein kicks extra point good,0.000,0.000
3,3:06,,,LAR 35,17,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,3:06,1,10,NOR 25,17,20,Drew Brees pass complete short right to Tre'Quan Smith for 10 yards (tackle by Aqib Talib),0.610,1.270
3,2:33,1,10,NOR 35,17,20,Drew Brees pass complete short middle to Michael Thomas for 9 yards (tackle by Nickell Robey-Coleman),1.270,1.940
3,1:57,2,1,NOR 44,17,20,Mark Ingram right guard for 6 yards (tackle by Mark Barron and John Johnson),1.940,2.260
3,1:14,1,10,NOR 50,17,20,"Taysom Hill aborted snap, recovered by Alvin Kamara at 50 (tackle by Cory Littleton)",2.260,1.710
3,0:39,2,10,NOR 50,17,20,Drew Brees pass complete short middle to Mark Ingram for 3 yards (tackle by Mark Barron),1.710,1.420
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,LAR 47,17,20,Drew Brees pass incomplete short left intended for Ted Ginn (defended by Nickell Robey-Coleman),1.420,0.130
4,14:56,4,7,LAR 47,17,20,"Thomas Morstead punts 34 yards, fair catch by Jojo Natson at LA-13",0.130,0.320
4,14:49,1,10,LAR 13,17,20,C.J. Anderson right guard for 3 yards (tackle by Marcus Davenport and Taylor Stallworth),-0.320,-0.440
4,14:08,2,7,LAR 16,17,20,Jared Goff sacked by Cameron Jordan for -8 yards,-0.440,-2.010
4,13:26,3,15,LAR 8,17,20,C.J. Anderson right guard for -1 yards (tackle by Marcus Davenport and Demario Davis),-2.010,-2.490
4,12:36,4,16,LAR 7,17,20,"Penalty on Trey Hendrickson: Neutral Zone Infraction, 5 yards (no play)",-2.490,-2.490
4,12:29,4,11,LAR 12,17,20,"Johnny Hekker punts 49 yards, fair catch by Tommylee Lewis at NO-39. Penalty on Blake Countess: Chop Block, 15 yards",-2.490,-2.520
4,12:22,1,10,LAR 46,17,20,"Mark Ingram left guard for no gain (tackle by Mark Barron). Penalty on Terron Armstead: Offensive Holding, 10 yards (no play)",2.520,1.860
4,11:56,1,20,NOR 44,17,20,Drew Brees pass incomplete deep right intended for Dan Arnold,1.860,0.630
4,11:51,2,20,NOR 44,17,20,Alvin Kamara left guard for 3 yards (tackle by Mark Barron and Ndamukong Suh),0.630,0.370
4,11:09,3,17,NOR 47,17,20,Drew Brees pass incomplete deep middle intended for Ted Ginn,0.370,-0.260
4,11:04,4,17,NOR 47,17,20,Thomas Morstead punts 44 yards out of bounds,-0.260,0.380
4,10:55,1,10,LAR 9,17,20,Todd Gurley right guard for 6 yards (tackle by Alex Okafor),-0.380,-0.280
4,10:20,2,4,LAR 15,17,20,Robert Woods left end for 1 yard (tackle by Marshon Lattimore),-0.280,-0.600
4,9:41,,,,,,Timeout #1 by Los Angeles Rams,,
4,9:41,3,3,LAR 16,17,20,Jared Goff pass complete deep right to Gerald Everett for 39 yards (tackle by Marshon Lattimore),-0.600,2.590
4,8:50,1,10,NOR 45,17,20,C.J. Anderson left guard for 5 yards (tackle by Demario Davis and A.J. Klein),2.590,2.720
4,8:08,2,5,NOR 40,17,20,Jared Goff pass complete deep left to Josh Reynolds for 33 yards (tackle by Demario Davis),2.720,5.600
4,7:23,1,7,NOR 7,17,20,C.J. Anderson right guard for 2 yards (tackle by Marcus Williams and Tyeler Davison),5.600,5.150
4,6:49,2,5,NOR 5,17,20,Jared Goff left end for 3 yards (tackle by Alex Okafor),5.150,4.950
4,6:04,3,2,NOR 2,17,20,C.J. Anderson left guard for 1 yard (tackle by Tyeler Davison and David Onyemata),4.950,3.550
4,5:16,4,1,NOR 1,17,20,"Penalty on LAR: Delay of Game, 5 yards (no play)",3.550,2.990
4,5:06,4,6,NOR 6,20,20,Greg Zuerlein 24 yard field goal good,2.990,3.000
4,5:03,,,LAR 35,20,20,"Greg Zuerlein kicks off 65 yards, returned by Alvin Kamara for no gain (tackle by KhaDarel Hodge and Bryce Hager)",0.000,0.940
4,4:57,1,10,NOR 30,20,20,Drew Brees pass complete short middle to Austin Carr for 5 yards (tackle by Cory Littleton),0.940,1.070
4,4:22,2,5,NOR 35,20,20,Drew Brees pass complete short right to Mark Ingram for 3 yards (tackle by John Johnson),1.070,0.760
4,3:37,3,2,NOR 38,20,20,Drew Brees pass complete short left to Alvin Kamara for 8 yards (tackle by Lamarcus Joyner and Cory Littleton),0.760,1.990
4,2:51,1,10,NOR 46,20,20,Mark Ingram right guard for -2 yards (tackle by Aaron Donald),1.990,1.180
4,2:07,2,12,NOR 44,20,20,Drew Brees pass complete deep right to Ted Ginn for 43 yards (tackle by Lamarcus Joyner),1.180,4.710
4,1:58,1,10,LAR 13,20,20,Drew Brees pass incomplete short left intended for Michael Thomas,4.710,4.050
4,1:55,,,,,,Timeout #1 by New Orleans Saints,,
4,1:55,2,10,LAR 13,20,20,Alvin Kamara right end for no gain (tackle by Mark Barron),4.050,3.120
4,1:49,,,,,,Timeout #2 by Los Angeles Rams,,
4,1:49,3,10,LAR 13,20,20,Drew Brees pass incomplete short right intended for Tommylee Lewis,3.120,2.570
4,1:45,4,10,LAR 13,20,23,Wil Lutz 31 yard field goal good,2.570,3.000
4,1:41,,,NOR 35,20,23,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,1:41,1,10,LAR 25,20,23,Jared Goff pass incomplete short left intended for Josh Reynolds,0.610,0.060
4,1:37,2,10,LAR 25,20,23,Jared Goff pass complete short right to Josh Reynolds for 19 yards (tackle by Marshon Lattimore),0.060,1.860
4,1:16,1,10,LAR 44,20,23,Jared Goff pass incomplete deep right intended for Gerald Everett,1.860,1.320
4,1:12,2,10,LAR 44,20,23,Jared Goff pass complete short middle to Brandin Cooks for 7 yards (tackle by Demario Davis),1.320,1.550
4,0:53,3,3,NOR 49,20,23,Jared Goff pass complete short middle to Robert Woods for 16 yards (tackle by P.J. Williams),1.550,3.380
4,0:45,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:45,1,10,NOR 33,20,23,Jared Goff pass complete short middle to Todd Gurley for 3 yards (tackle by Alex Anzalone),3.380,3.240
4,0:27,2,7,NOR 30,20,23,Jared Goff pass incomplete short right,3.240,2.540
4,0:22,3,7,NOR 30,20,23,Jared Goff pass incomplete short left intended for Robert Woods,2.540,1.410
4,0:19,,,,,,Timeout #2 by New Orleans Saints,,
4,0:19,4,7,NOR 30,23,23,Greg Zuerlein 48 yard field goal good,1.410,3.000
4,0:15,,,LAR 35,23,23,"Greg Zuerlein kicks off 70 yards, returned by Alvin Kamara for no gain (tackle by Micah Kiser and Bryce Hager)",0.000,0.870
4,0:08,1,10,NOR 29,23,23,Drew Brees kneels for -1 yards,0.870,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
,,,,,,,"Saints won the coin toss, Saints to receive the overtime kickoff.",,
OT,15:00,,,LAR 35,23,23,"Greg Zuerlein kicks off 67 yards, returned by Alvin Kamara for no gain (tackle by Bryce Hager)",0.000,0.670
OT,14:56,1,10,NOR 26,23,23,Drew Brees pass incomplete short middle intended for Michael Thomas (defended by Michael Brockers),0.670,0.130
OT,14:53,2,10,NOR 26,23,23,"Drew Brees pass incomplete deep middle intended for Dan Arnold. Penalty on Mark Barron: Defensive Pass Interference, 14 yards (no play)",0.130,1.600
OT,14:48,1,10,NOR 40,23,23,Mark Ingram left guard for -6 yards (tackle by Aaron Donald),1.600,0.240
OT,14:03,2,16,NOR 34,23,23,Drew Brees pass deep left intended for Tre'Quan Smith is intercepted by John Johnson at LA-46 and returned for no gain,0.240,-1.990
OT,13:55,1,10,LAR 46,23,23,Jared Goff pass complete short left to Tyler Higbee for 12 yards (tackle by Vonn Bell),1.990,2.790
OT,13:17,1,10,NOR 42,23,23,C.J. Anderson left guard for -3 yards (tackle by A.J. Klein),2.790,1.840
OT,12:37,,,,,,Timeout #1 by Los Angeles Rams,,
OT,12:37,2,13,NOR 45,23,23,Jared Goff pass complete short right to Tyler Higbee for 6 yards (tackle by P.J. Williams),1.840,1.950
OT,11:53,3,7,NOR 39,23,23,Jared Goff pass incomplete short left intended for Brandin Cooks,1.950,0.660
OT,11:47,,,,,,Timeout #1 by New Orleans Saints,,
OT,11:47,4,7,NOR 39,26,23,Greg Zuerlein 57 yard field goal good,0.660,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
