Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
2,14:23,1,10,CAR 18,0,0,Rodney Peete pass complete to Lamar Smith for 11 yards (tackle by Adrian Wilson),0.040,0.870
2,13:34,1,10,CAR 29,0,0,Rodney Peete pass incomplete intended for Anthony Bright,0.870,0.330
2,13:27,2,10,CAR 29,0,0,Lamar Smith middle for 2 yards (tackle by Ronald McKinnon),0.330,-0.100
2,12:46,3,8,CAR 31,0,0,Rodney Peete pass incomplete intended for Steve Smith (defended by Adrian Wilson),-0.100,-1.310
2,12:41,4,8,CAR 31,0,0,"Todd Sauerbrun punts 52 yards, returned by Arnold Jackson for no gain",-1.310,0.060
2,12:31,1,10,ARI 17,0,0,Damien Anderson left end for 2 yards (tackle by Dan Morgan),-0.060,-0.250
2,11:50,2,8,ARI 19,0,0,Damien Anderson middle for 2 yards (tackle by Mark Fields),-0.250,-0.750
2,11:06,3,6,ARI 21,0,0,"Penalty on Chris Dishman: False Start, 5 yards (no play)",-0.750,-1.410
2,10:45,3,11,ARI 16,0,0,Jake Plummer pass incomplete intended for MarTay Jenkins,-1.410,-2.390
2,10:38,4,11,ARI 16,0,0,"Scott Player punts 55 yards, returned by Steve Smith for 4 yards (tackle by Steve Bush). Penalty on Keith Heinrich: Offensive Holding, 10 yards",-2.390,-0.150
2,10:23,1,10,CAR 19,0,0,"Rodney Peete pass complete to Lamar Smith for 6 yards (tackle by Fred Wakefield). Lamar Smith fumbles (forced by Fred Wakefield), recovered by Renaldo Hill at CAR-25",0.150,-3.910
2,10:13,1,10,CAR 25,0,0,Damien Anderson middle for 1 yard (tackle by Mike Rucker),3.910,3.500
2,9:34,2,9,CAR 24,0,0,Damien Anderson middle for 1 yard (tackle by Julius Peppers),3.500,2.940
2,8:53,3,8,CAR 23,0,0,Jake Plummer pass incomplete intended for David Boston,2.940,1.930
2,8:48,4,8,CAR 23,3,0,Bill Gramatica 41 yard field goal good,1.930,3.000
2,8:48,,,ARI 30,3,0,"Bill Gramatica kicks off 58 yards, returned by Steve Smith for 21 yards (tackle by Mike Banks)",0.000,1.140
2,8:38,1,10,CAR 33,3,0,Lamar Smith left guard for 4 yards (tackle by Fred Wakefield),1.140,1.130
2,8:03,2,6,CAR 37,3,0,Lamar Smith middle for 4 yards (tackle by Raynoch Thompson),1.130,0.960
2,7:21,3,2,CAR 41,3,0,Rodney Peete pass complete to Steve Smith for 4 yards (tackle by Raynoch Thompson),0.960,1.930
2,6:40,1,10,CAR 45,3,0,Lamar Smith middle for -1 yards (tackle by Fred Wakefield),1.930,1.250
2,5:55,2,11,CAR 44,3,0,Rodney Peete pass complete to Wesley Walls for 4 yards (tackle by Adrian Wilson),1.250,1.090
2,5:23,2,11,CAR 44,,,Timeout #2 by Carolina Panthers,1.250,1.090
2,5:23,3,7,CAR 48,3,0,Rodney Peete pass incomplete intended for Wesley Walls,1.090,-0.190
2,5:18,4,7,CAR 48,3,0,Todd Sauerbrun punts 39 yards,-0.190,0.320
2,5:07,1,10,ARI 13,3,0,Damien Anderson middle for no gain (tackle by Dan Morgan),-0.320,-0.770
2,4:30,2,10,ARI 13,3,0,Jake Plummer pass incomplete (defended by Mike Rucker),-0.770,-1.420
2,4:26,3,10,ARI 13,3,0,Jake Plummer pass complete to Joel Makovicka for 4 yards (tackle by Brentson Buckner),-1.420,-2.320
2,3:43,4,6,ARI 17,3,0,"Scott Player punts 40 yards, returned by Steve Smith for 13 yards (tackle by MarTay Jenkins)",-2.320,-2.650
2,3:32,1,10,ARI 44,3,0,Rodney Peete pass incomplete intended for Isaac Byrd,2.650,2.110
2,3:25,2,10,ARI 44,3,0,Rodney Peete pass complete to Steve Smith for 10 yards (tackle by David Barrett),2.110,3.310
2,2:50,1,10,ARI 34,3,0,Rodney Peete pass complete to Lamar Smith for 3 yards (tackle by Rob Fredrickson),3.310,3.180
2,2:11,2,7,ARI 31,3,0,Rodney Peete pass incomplete intended for Kris Mangum,3.180,2.480
2,2:05,3,7,ARI 31,3,6,"Rodney Peete pass complete to Isaac Byrd for 31 yards, touchdown",2.480,7.000
2,2:05,,,ARI 31,3,7,Shayne Graham kicks extra point good,0.000,0.000
2,2:05,,,CAR 30,3,7,"Todd Sauerbrun kicks off 67 yards, out of bounds",0.000,1.600
2,1:58,1,10,ARI 40,3,7,Jake Plummer pass complete to Freddie Jones for 8 yards (tackle by Dan Morgan),1.600,2.130
2,1:31,2,2,ARI 48,3,7,Jake Plummer pass complete to Freddie Jones for 5 yards (tackle by Emmanuel McDaniel),2.130,2.460
2,1:23,1,10,CAR 47,3,7,Jake Plummer pass incomplete intended for Joel Makovicka,2.460,1.910
2,1:21,2,10,CAR 47,3,7,Jake Plummer for 7 yards (tackle by Terry Cousin),1.910,2.150
2,1:13,3,3,CAR 40,3,7,Jake Plummer pass complete to Frank Sanders for 12 yards (tackle by Terry Cousin),2.150,3.710
2,1:02,3,3,CAR 40,,,Timeout #1 by Arizona Cardinals,2.150,3.710
2,1:02,1,10,CAR 28,3,7,Jake Plummer pass complete to MarTay Jenkins for 11 yards (tackle by Dan Morgan),3.710,4.440
2,0:39,1,10,CAR 17,3,7,Jake Plummer pass complete to Joel Makovicka for 7 yards (tackle by Mike Minter and Dan Morgan),4.440,5.100
2,0:30,1,10,CAR 17,,,Timeout #2 by Arizona Cardinals,4.440,5.100
2,0:30,2,3,CAR 10,3,7,Jake Plummer pass incomplete (defended by Mike Rucker),5.100,4.340
2,0:26,3,3,CAR 10,3,7,Jake Plummer pass incomplete intended for MarTay Jenkins (defended by Emmanuel McDaniel),4.340,2.860
2,0:19,4,3,CAR 10,6,7,Bill Gramatica 28 yard field goal good,2.860,3.000
2,0:19,,,ARI 30,6,7,"Bill Gramatica kicks off 48 yards, returned by Dee Brown for 15 yards (tackle by Mike Banks)",0.000,1.400
2,0:12,1,10,CAR 37,6,7,Rodney Peete kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,6,7,"Bill Gramatica kicks off 47 yards, returned by Keith Heinrich for 3 yards (tackle by Mike Banks)",0.000,0.670
3,14:55,1,10,CAR 26,6,7,Lamar Smith middle for 3 yards (tackle by Raynoch Thompson),0.670,0.540
3,14:19,2,7,CAR 29,6,7,Rodney Peete pass complete to Isaac Byrd for 10 yards,0.540,1.530
3,13:55,1,10,CAR 39,6,7,Dee Brown right end for no gain (tackle by Rob Fredrickson),1.530,0.990
3,13:15,2,10,CAR 39,6,7,Lamar Smith middle for 2 yards (tackle by Fred Wakefield),0.990,0.560
3,12:35,3,8,CAR 41,6,7,Rodney Peete pass complete to Isaac Byrd for 14 yards (tackle by Renaldo Hill and Adrian Wilson),0.560,2.590
3,11:51,1,10,ARI 45,6,7,Brad Hoover middle for 1 yard (tackle by Ronald McKinnon),2.590,2.180
3,11:11,2,9,ARI 44,6,7,Rodney Peete pass complete to Steve Smith for 24 yards (tackle by Justin Lucas),2.180,4.240
3,10:22,1,10,ARI 20,6,7,Rodney Peete pass incomplete intended for Isaac Byrd (defended by Renaldo Hill),4.240,3.690
3,10:17,2,10,ARI 20,6,7,Lamar Smith right tackle for 3 yards (tackle by Justin Lucas),3.690,3.360
3,9:36,3,7,ARI 17,6,7,Rodney Peete pass complete to Lamar Smith for 2 yards (tackle by Renaldo Hill and Russell Davis),3.360,2.490
3,8:56,4,5,ARI 15,6,10,Shayne Graham 32 yard field goal good,2.490,3.000
3,8:56,,,CAR 30,6,10,"Todd Sauerbrun kicks off 70 yards, touchback",0.000,0.280
3,8:52,1,10,ARI 20,6,10,Damien Anderson right tackle for 2 yards (tackle by Brentson Buckner),0.280,0.000
3,8:14,2,8,ARI 22,6,10,Jake Plummer pass incomplete intended for David Boston (defended by Deon Grant),0.000,-0.690
3,8:09,3,8,ARI 22,6,10,Jake Plummer pass incomplete intended for Frank Sanders (defended by Mike Rucker),-0.690,-1.900
3,8:05,4,8,ARI 22,6,10,"Scott Player punts 52 yards, returned by Steve Smith for 17 yards (tackle by Nathan Hodel)",-1.900,-1.800
3,7:49,1,10,CAR 43,6,10,Rodney Peete pass complete to Isaac Byrd for 6 yards (tackle by Renaldo Hill and Adrian Wilson),1.800,2.060
3,7:09,2,4,CAR 49,6,10,Rodney Peete pass complete to Steve Smith for 31 yards (tackle by David Barrett),2.060,4.240
3,6:24,1,10,ARI 20,6,10,"Lamar Smith middle for 5 yards (tackle by Raynoch Thompson). Lamar Smith fumbles (forced by Raynoch Thompson), recovered by Renaldo Hill at ARI-15",4.240,0.140
3,6:12,1,10,ARI 16,6,10,Damien Anderson middle for no gain (tackle by Kris Jenkins),-0.140,-0.660
3,5:34,2,10,ARI 16,6,10,Damien Anderson for no gain (tackle by Dan Morgan),-0.660,-1.320
3,5:05,2,10,ARI 16,,,Timeout #1 by Arizona Cardinals,-0.660,-1.320
3,5:05,3,10,ARI 16,6,10,Jake Plummer pass incomplete intended for David Boston,-1.320,-2.390
3,5:00,4,10,ARI 16,6,10,"Scott Player punts 44 yards, returned by Steve Smith for 44 yards (tackle by Coby Rhinehart). Penalty on Emmanuel McDaniel: Offensive Holding, 10 yards",-2.390,-1.070
3,4:43,1,10,CAR 32,6,10,Rodney Peete pass complete to Isaac Byrd for 16 yards (tackle by Raynoch Thompson),1.070,2.130
3,4:02,1,10,CAR 48,6,10,Rodney Peete pass incomplete intended for Wesley Walls,2.130,1.580
3,3:56,2,10,CAR 48,6,10,Lamar Smith left guard for 5 yards (tackle by Barron Tanner and Kyle Vanden Bosch),1.580,1.550
3,3:24,2,10,CAR 48,,,Timeout #2 by Arizona Cardinals,1.580,1.550
3,3:24,3,5,ARI 47,6,10,"Rodney Peete pass incomplete intended for Isaac Byrd. Penalty on Renaldo Hill: Defensive Pass Interference, 19 yards (no play)",1.550,3.710
3,3:19,1,10,ARI 28,6,10,Lamar Smith middle for -2 yards (tackle by Adrian Wilson),3.710,2.900
3,2:37,2,12,ARI 30,6,10,Rodney Peete pass complete to Wesley Walls for 5 yards (tackle by Raynoch Thompson),2.900,2.870
3,1:51,3,7,ARI 25,6,10,Rodney Peete sacked by Kyle Vanden Bosch and Wendell Bryant for -5 yards,2.870,1.410
3,1:35,4,12,ARI 30,6,13,Shayne Graham 48 yard field goal good,1.410,3.000
3,1:35,,,CAR 30,6,13,"Todd Sauerbrun kicks off 63 yards, returned by MarTay Jenkins for 17 yards (tackle by Lester Towns)",0.000,0.540
3,1:25,1,10,ARI 24,6,13,Damien Anderson middle for -4 yards (tackle by Mike Rucker),0.540,-0.540
3,0:44,2,14,ARI 20,6,13,Damien Anderson middle for 4 yards (tackle by Mike Rucker),-0.540,-0.690
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,ARI 24,6,13,Jake Plummer sacked by Mike Rucker for 0 yards,-0.690,-1.770
4,14:42,4,10,ARI 24,6,13,"Scott Player punts 51 yards, returned by Steve Smith for 4 yards (tackle by MarTay Jenkins). Penalty on Nathan Hodel: Unnecessary Roughness, 15 yards",-1.770,-1.860
4,14:32,1,10,CAR 44,6,13,Isaac Byrd left end for no gain (tackle by Fred Wakefield),1.860,1.320
4,13:53,2,10,CAR 44,6,13,Lamar Smith middle for 3 yards (tackle by Russell Davis),1.320,1.030
4,13:12,3,7,CAR 47,6,13,Rodney Peete sacked by Wendell Bryant for -5 yards,1.030,-0.590
4,12:53,4,12,CAR 42,6,13,"Todd Sauerbrun punts 43 yards, out of bounds",-0.590,0.220
4,12:45,1,10,ARI 15,6,13,Jake Plummer pass complete to David Boston for 16 yards (tackle by Deon Grant),-0.220,1.000
4,12:19,1,10,ARI 31,6,13,Damien Anderson middle for 1 yard (tackle by Mark Fields),1.000,0.600
4,11:37,2,9,ARI 32,6,13,Jake Plummer pass complete to Frank Sanders for 7 yards (tackle by Deon Grant),0.600,0.830
4,10:57,3,2,ARI 39,6,13,Damien Anderson middle for 9 yards (tackle by Brentson Buckner),0.830,2.130
4,10:18,1,10,ARI 48,6,13,Damien Anderson middle for -1 yards (tackle by Mark Fields),2.130,1.450
4,9:41,2,11,ARI 47,6,13,"Jake Plummer pass complete to David Boston for 9 yards (tackle by Dante Wesley). Penalty on Dante Wesley: Defensive Pass Interference, 10 yards (no play)",1.450,2.720
4,9:19,1,10,CAR 43,6,13,Jake Plummer pass complete to David Boston for 12 yards (tackle by Deon Grant),2.720,3.510
4,8:44,1,10,CAR 31,6,13,Damien Anderson left tackle for 3 yards (tackle by Kris Jenkins and Dan Morgan),3.510,3.370
4,8:01,2,7,CAR 28,6,13,Jake Plummer pass incomplete intended for Damien Anderson (defended by Terry Cousin),3.370,2.680
4,7:52,3,7,CAR 28,6,13,Jake Plummer pass incomplete intended for David Boston,2.680,1.590
4,7:46,4,7,CAR 28,6,13,Jake Plummer pass incomplete intended for David Boston (defended by Dante Wesley),1.590,-0.810
4,7:41,1,10,CAR 28,6,13,Lamar Smith middle for 3 yards (tackle by LeVar Woods),0.810,0.670
4,6:59,2,7,CAR 31,6,13,"Lamar Smith left end for 8 yards (tackle by LeVar Woods). Penalty on Chris Terry: Illegal Formation, 5 yards (no play)",0.670,-0.010
4,6:34,2,12,CAR 26,6,13,Lamar Smith right tackle for -1 yards (tackle by Raynoch Thompson),-0.010,-0.820
4,5:52,3,13,CAR 25,6,13,Rodney Peete pass incomplete intended for Steve Smith is intercepted by Coby Rhinehart at ARI-37,-0.820,-1.400
4,5:44,1,10,ARI 37,6,13,Jake Plummer pass incomplete intended for MarTay Jenkins (defended by Mark Fields),1.400,0.860
4,5:39,2,10,ARI 37,6,13,Damien Anderson middle for 2 yards (tackle by Dan Morgan),0.860,0.430
4,4:57,3,8,ARI 39,6,13,"Penalty on Mike Banks: False Start, 5 yards (no play)",0.430,-0.230
4,4:54,3,13,ARI 34,6,13,Jake Plummer pass complete to Frank Sanders for 37 yards (tackle by Mike Minter),-0.230,3.640
4,4:11,1,10,CAR 29,6,13,Damien Anderson middle for 11 yards (tackle by Emmanuel McDaniel and Mike Minter),3.640,4.370
4,3:32,1,10,CAR 18,6,13,Damien Anderson middle for 3 yards (tackle by Mike Rucker),4.370,4.250
4,2:51,2,7,CAR 15,6,13,Jake Plummer pass incomplete intended for Frank Sanders,4.250,3.460
4,2:44,3,7,CAR 15,12,13,"Jake Plummer pass complete to Freddie Jones for 15 yards, touchdown",3.460,7.000
4,2:44,,,CAR 15,13,13,Bill Gramatica kicks extra point good,0.000,0.000
4,2:44,,,ARI 30,13,13,"Bill Gramatica kicks off 64 yards, returned by Steve Smith for 19 yards (tackle by Coby Rhinehart)",0.000,0.610
4,2:33,1,10,CAR 25,13,13,Rodney Peete pass complete to Brad Hoover for 8 yards (tackle by Ronald McKinnon),0.610,1.140
4,2:18,1,10,CAR 25,,,Timeout #1 by Carolina Panthers,0.610,1.140
4,2:18,2,2,CAR 33,13,13,Lamar Smith right tackle for 2 yards (tackle by Kyle Vanden Bosch),1.140,1.270
4,2:00,1,10,CAR 35,13,13,Rodney Peete pass incomplete intended for Anthony Bright,1.270,0.720
4,1:55,2,10,CAR 35,13,13,Rodney Peete pass incomplete intended for Dee Brown,0.720,0.040
4,1:51,3,10,CAR 35,13,13,"Penalty on Wesley Walls: False Start, 5 yards (no play)",0.040,-0.630
4,1:51,3,15,CAR 30,13,13,Rodney Peete pass complete to Dee Brown for 3 yards (tackle by Kyle Vanden Bosch),-0.630,-1.180
4,1:33,3,15,CAR 30,,,Timeout #3 by Arizona Cardinals,-0.630,-1.180
4,1:33,4,12,CAR 33,13,13,"Todd Sauerbrun punts 46 yards, out of bounds",-1.180,-0.340
4,1:26,1,10,ARI 21,13,13,Jake Plummer pass incomplete intended for Freddie Jones,0.340,-0.200
4,1:22,2,10,ARI 21,13,13,"Jake Plummer pass complete to MarTay Jenkins for 17 yards. Jake Plummer fumbles (forced by Julius Peppers), recovered by Jake Plummer at ARI-11",-0.200,1.470
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:13,1,10,ARI 38,13,13,Jake Plummer pass complete to Damien Anderson for 12 yards (tackle by Julius Peppers),1.470,2.260
4,0:47,1,10,,13,13,Jake Plummer pass complete to Damien Anderson for 12 yards (tackle by Mark Fields),2.260,3.050
4,0:35,1,10,CAR 38,13,13,Jake Plummer pass incomplete,3.050,2.510
4,0:32,2,10,CAR 38,13,13,Jake Plummer for 6 yards (tackle by Deon Grant),2.510,2.610
4,0:25,3,4,CAR 32,13,13,Jake Plummer pass incomplete intended for MarTay Jenkins (defended by Dante Wesley),2.610,1.270
4,0:21,3,4,CAR 32,,,Timeout #2 by Carolina Panthers,2.610,1.270
4,0:21,4,4,CAR 32,16,13,Bill Gramatica 50 yard field goal good,1.270,3.000
4,0:21,,,ARI 30,16,13,"Bill Gramatica kicks off 62 yards, out of bounds",0.000,1.600
4,0:16,1,10,CAR 40,16,13,"Rodney Peete pass complete to Dee Brown for 3 yards, lateral to Steve Smith for 5 yards (tackle by David Barrett)",1.600,2.130
4,0:07,2,2,CAR 48,16,13,Rodney Peete pass incomplete intended for Anthony Bright,2.130,1.420
4,0:01,3,2,CAR 48,16,13,Rodney Peete pass incomplete is intercepted by Kwamie Lassiter at ARI-1 and returned for 7 yards,1.420,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
