Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Pat Freiermuth,PIT,11,9,120,0,6,74,8.2,46,5.1,9.5,0,,0,0.0,0,112.1
Diontae Johnson,PIT,8,4,50,0,2,41,10.3,9,2.3,10.4,1,4.0,0,0.0,0,69.8
Jaylen Warren,PIT,3,3,13,0,2,-10,-3.3,23,7.7,-3.3,0,,0,0.0,0,84.7
George Pickens,PIT,5,3,58,0,2,43,14.3,15,5.0,16.2,0,,0,0.0,0,100.4
Connor Heyward,PIT,2,2,11,0,,0,0.0,11,5.5,0.0,0,,0,0.0,0,89.6
Calvin Austin,PIT,1,1,5,0,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
Darnell Washington,PIT,1,1,10,0,1,4,4.0,6,6.0,4.0,1,1.0,0,0.0,0,108.3
Allen Robinson,PIT,1,1,11,0,1,-1,-1.0,12,12.0,-1.0,0,,0,0.0,0,112.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,6,4,81,0,3,51,12.8,30,7.5,10.0,1,4.0,0,0.0,1,70.1
Tanner Hudson,CIN,5,4,18,0,1,14,3.5,4,1.0,2.0,0,,0,0.0,0,81.7
Tyler Boyd,CIN,5,3,23,0,1,20,6.7,3,1.0,4.8,1,3.0,0,0.0,0,71.2
Joe Mixon,CIN,2,2,44,0,1,-3,-1.5,47,23.5,-1.5,2,1.0,0,0.0,0,118.7
Irv Smith Jr.,CIN,2,2,8,0,,3,1.5,5,2.5,1.5,0,,0,0.0,0,83.3
Drew Sample,CIN,1,1,11,1,1,-1,-1.0,12,12.0,-1.0,1,1.0,0,0.0,0,152.1
Trenton Irwin,CIN,1,1,25,0,1,11,11.0,14,14.0,11.0,0,,0,0.0,0,118.7
Andrei Iosivas,CIN,2,1,16,0,1,3,3.0,13,13.0,13.5,0,,0,0.0,0,77.1
Mitchell Wilcox,CIN,1,1,1,0,,1,1.0,0,0.0,1.0,0,,0,0.0,0,79.2
