Quarter,Time,Down,ToGo,Location,BUF,DAL,Detail,EPB,EPA
1,6:41,1,10,DAL 23,0,7,Ezekiel Elliott right end for 30 yards (tackle by Taron Johnson),0.480,2.460
1,6:06,1,10,BUF 47,0,7,Dak Prescott pass incomplete deep middle intended for Jason Witten (defended by Matt Milano),2.460,1.910
1,6:02,2,10,BUF 47,0,7,Tony Pollard left guard for 4 yards (tackle by Jordan Poyer and Tremaine Edmunds),1.910,1.750
1,5:26,3,6,BUF 43,0,7,Dak Prescott pass incomplete short right intended for Amari Cooper (defended by Tre'Davious White),1.750,0.400
1,5:20,4,6,BUF 43,0,7,Chris Jones punts 41 yards downed by Ventell Bryant,0.400,0.380
1,5:09,1,10,BUF 2,0,7,Frank Gore up the middle for 3 yards (tackle by DeMarcus Lawrence),-0.380,-0.560
1,4:27,2,7,BUF 5,0,7,Frank Gore right tackle for -3 yards (tackle by Christian Covington),-0.560,-1.420
1,3:43,3,10,BUF 2,0,7,Josh Allen pass complete deep right to Cole Beasley for 29 yards (tackle by Josh Jones),-1.420,1.000
1,3:11,1,10,BUF 31,0,7,Devin Singletary right end for 2 yards (tackle by Christian Covington and Jaylon Smith),1.000,0.730
1,2:40,2,8,BUF 33,0,7,Josh Allen pass incomplete deep right intended for John Brown,0.730,0.040
1,2:34,3,8,BUF 33,0,7,"Josh Allen pass incomplete deep right intended for Robert Foster. Penalty on Byron Jones: Defensive Pass Interference, 23 yards (no play)",0.040,2.650
1,2:28,1,10,DAL 44,0,7,Josh Allen pass incomplete short right intended for Cole Beasley (defended by Jourdan Lewis),2.650,2.110
1,2:25,2,10,DAL 44,0,7,Josh Allen pass complete short left to Devin Singletary for -4 yards (tackle by Trysten Hill),2.110,0.890
1,1:46,3,14,DAL 48,0,7,Josh Allen pass complete short right to Dawson Knox for 3 yards (tackle by Jourdan Lewis),0.890,0.270
1,1:07,4,11,DAL 45,0,7,Corey Bojorquez punts 35 yards out of bounds,0.270,0.380
1,0:59,1,10,DAL 10,0,7,Dak Prescott pass incomplete short right intended for Michael Gallup (defended by Kevin Johnson),-0.380,-0.780
1,0:53,2,10,DAL 10,0,7,Ezekiel Elliott left tackle for 2 yards (tackle by Micah Hyde and Tre'Davious White),-0.780,-1.190
1,0:26,3,8,DAL 12,0,7,Dak Prescott up the middle for 7 yards (tackle by Taron Johnson),-1.190,-2.140
Quarter,Time,Down,ToGo,Location,BUF,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,DAL 19,0,7,Dak Prescott right guard for 2 yards (tackle by Trent Murphy),-2.140,0.340
2,14:19,1,10,DAL 21,0,7,Dak Prescott pass complete short middle to Ezekiel Elliott for 3 yards (tackle by Tremaine Edmunds),0.340,0.210
2,13:51,2,7,DAL 24,0,7,Dak Prescott pass complete short right to Amari Cooper for 17 yards (tackle by Tre'Davious White and Micah Hyde),0.210,1.660
2,13:18,1,10,DAL 41,0,7,Ezekiel Elliott left end for -4 yards (tackle by Shaq Lawson),1.660,0.580
2,12:42,2,14,DAL 37,0,7,Dak Prescott pass incomplete short right intended for Tavon Austin (defended by Ed Oliver),0.580,-0.100
2,12:38,3,14,DAL 37,0,7,Dak Prescott pass complete short right to Jason Witten for 8 yards (tackle by Taron Johnson and Tre'Davious White),-0.100,-0.390
2,11:55,4,6,DAL 45,0,7,"Chris Jones punts 40 yards, fair catch by Andre Roberts at BUF-15",-0.390,0.220
2,11:47,1,10,BUF 15,0,7,Josh Allen pass complete short left to John Brown for 14 yards (tackle by Byron Jones),-0.220,0.870
2,11:17,1,10,BUF 29,0,7,Devin Singletary left tackle for 26 yards (tackle by Xavier Woods),0.870,2.590
2,10:44,1,10,DAL 45,0,7,Devin Singletary left end for no gain (tackle by Darian Thompson and Jaylon Smith),2.590,2.040
2,10:07,2,10,DAL 45,0,7,Josh Allen pass complete short left to Dawson Knox for 9 yards (tackle by Darian Thompson),2.040,2.540
2,9:52,3,1,DAL 36,0,7,Josh Allen left guard for 1 yard (tackle by Jaylon Smith),2.540,3.250
2,9:20,1,10,DAL 35,0,7,Josh Allen left end for 9 yards (tackle by Xavier Woods),3.250,3.920
2,8:40,2,1,DAL 26,0,7,Devin Singletary left guard for 1 yard (tackle by DeMarcus Lawrence),3.920,3.910
2,8:09,1,10,DAL 25,6,7,"Josh Allen pass complete short middle to Cole Beasley for 25 yards, touchdown",3.910,7.000
2,8:01,,,,,,Timeout #1 by Buffalo Bills,,
2,8:01,,,DAL 15,7,7,Stephen Hauschka kicks extra point good,0.000,0.000
2,8:01,,,BUF 35,7,7,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
2,8:01,1,10,DAL 25,7,7,Tony Pollard up the middle for 3 yards (tackle by Trent Murphy),0.610,0.470
2,7:25,2,7,DAL 28,7,7,Dak Prescott pass complete short right to Blake Jarwin for -1 yards (tackle by Jordan Poyer),0.470,-0.360
2,6:51,3,8,DAL 27,7,7,Dak Prescott pass complete short right to Tavon Austin for 10 yards (tackle by Kevin Johnson),-0.360,1.400
2,6:14,1,10,DAL 37,7,7,Tony Pollard up the middle for no gain (tackle by Micah Hyde and Ed Oliver),1.400,0.860
2,5:38,2,10,DAL 37,7,7,Dak Prescott pass short left intended for Tony Pollard is intercepted by Star Lotulelei at DAL-29 and returned for no gain,0.860,-3.640
2,5:32,1,10,DAL 29,7,7,Josh Allen right guard for 1 yard (tackle by Sean Lee),3.640,3.240
2,5:00,2,9,DAL 28,7,7,Josh Allen sacked by Christian Covington for -4 yards. Penalty on Dion Dawkins: Offensive Holding (Declined),3.240,2.020
2,4:37,3,13,DAL 32,7,7,Josh Allen pass incomplete deep left intended for Robert Foster (defended by Byron Jones) (defended by Xavier Woods),2.020,1.240
2,4:30,4,13,DAL 32,7,7,Stephen Hauschka 50 yard field goal no good,1.240,-1.600
2,4:25,1,10,DAL 40,7,7,Ezekiel Elliott left guard for 4 yards (tackle by Levi Wallace),1.600,1.590
2,3:58,2,6,DAL 44,7,7,Dak Prescott pass complete short left to Amari Cooper for 7 yards (tackle by Levi Wallace),1.590,2.320
2,3:31,1,10,BUF 49,7,7,"Dak Prescott sacked by Ed Oliver for -7 yards. Dak Prescott fumbles (forced by Ed Oliver), recovered by Trent Murphy at DAL-44 and returned for 5 yards (tackle by Xavier Su'a-Filo and Blake Jarwin)",2.320,-2.980
2,3:20,1,10,DAL 39,7,7,"Devin Singletary left tackle for -2 yards (tackle by Robert Quinn). Penalty on Dion Dawkins: Offensive Holding, 10 yards (no play)",2.980,2.320
2,3:06,1,20,DAL 49,7,7,Josh Allen pass incomplete deep left intended for Dawson Knox (defended by Darian Thompson),2.320,1.090
2,3:00,2,20,DAL 49,7,7,Josh Allen pass complete deep middle to Cole Beasley for 19 yards (tackle by Jourdan Lewis),1.090,2.940
2,2:40,3,1,DAL 30,7,7,Josh Allen left tackle for no gain (tackle by Jaylon Smith),2.940,1.520
2,2:17,4,1,DAL 30,7,7,"Josh Allen aborted snap, recovered by Josh Allen at DAL-31",1.520,3.710
2,2:00,1,10,DAL 28,13,7,"John Brown pass complete deep right to Devin Singletary for 28 yards, touchdown",3.710,7.000
2,1:52,,,DAL 15,13,7,Stephen Hauschka kicks extra point no good wide right,0.000,-1.000
2,1:52,,,BUF 35,13,7,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
2,1:52,1,10,DAL 25,13,7,"Dak Prescott pass deep left (defended by Levi Wallace) is intercepted by Micah Hyde at DAL-42 and returned for no gain. Penalty on Jordan Phillips: Illegal Use of Hands, 5 yards (no play)",0.610,0.940
2,1:45,1,10,DAL 30,13,7,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,0.940,0.390
2,1:39,2,10,DAL 30,13,7,Dak Prescott pass complete short right to Amari Cooper for 10 yards (tackle by Matt Milano),0.390,1.600
2,1:15,1,10,DAL 40,13,7,Dak Prescott sacked by Ed Oliver for -8 yards,1.600,-0.030
2,0:51,2,18,DAL 32,13,7,Dak Prescott pass complete short left to Michael Gallup for 11 yards (tackle by Levi Wallace),-0.030,0.760
2,0:30,3,7,DAL 43,13,7,Dak Prescott pass complete short right to Amari Cooper for 12 yards,0.760,2.590
2,0:25,1,10,BUF 45,13,7,Dak Prescott pass complete short middle to Ezekiel Elliott for 14 yards (tackle by Matt Milano),2.590,3.510
2,0:18,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:18,1,10,BUF 31,13,7,Dak Prescott pass incomplete short middle intended for Tavon Austin (defended by Taron Johnson),3.510,2.970
2,0:13,2,10,BUF 31,13,7,Dak Prescott pass complete short left to Ezekiel Elliott for 7 yards (tackle by Levi Wallace),2.970,3.200
2,0:08,,,,,,Timeout #2 by Buffalo Bills,,
2,0:08,3,3,BUF 24,13,7,Dak Prescott pass complete short middle to Jason Witten for 7 yards (tackle by Tremaine Edmunds),3.200,4.440
2,0:04,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:04,1,10,BUF 17,13,7,Brett Maher 35 yard field goal no good,4.440,0.540
Quarter,Time,Down,ToGo,Location,BUF,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,13,7,"Brett Maher kicks off 68 yards, returned by Andre Roberts for 32 yards (tackle by Luke Gifford)",0.000,0.870
3,14:54,1,10,BUF 29,13,7,Josh Allen pass complete short middle to Isaiah McKenzie for 9 yards (tackle by Jaylon Smith),0.870,1.540
3,14:23,2,1,BUF 38,13,7,Devin Singletary up the middle for -3 yards (tackle by DeMarcus Lawrence),1.540,0.430
3,13:43,3,4,BUF 35,13,7,"Josh Allen pass complete short middle to Cole Beasley for 16 yards (tackle by Chidobe Awuzie). Penalty on Xavier Woods: Face Mask (15 Yards), 15 yards",0.430,3.310
3,13:21,1,10,DAL 34,13,7,Josh Allen pass complete short left to Frank Gore for 14 yards (tackle by Sean Lee),3.310,4.240
3,12:55,1,10,DAL 20,13,7,Frank Gore left end for -2 yards (tackle by Sean Lee),4.240,3.420
3,12:16,2,12,DAL 22,13,7,Josh Allen sacked by Jourdan Lewis for -11 yards,3.420,1.290
3,11:35,,,,,,Timeout #1 by Buffalo Bills,,
3,11:35,3,23,DAL 33,13,7,Josh Allen pass complete short right to Cole Beasley for 10 yards (tackle by Jourdan Lewis and Jaylon Smith),1.290,1.930
3,10:52,4,13,DAL 23,16,7,Stephen Hauschka 41 yard field goal good,1.930,3.000
3,10:47,,,BUF 35,16,7,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,10:47,1,10,DAL 25,16,7,"Ezekiel Elliott left tackle for 12 yards (tackle by Micah Hyde). Ezekiel Elliott fumbles (forced by Micah Hyde), recovered by Ezekiel Elliott at DAL-37",0.610,1.400
3,10:06,1,10,DAL 37,16,7,Dak Prescott pass complete deep middle to Michael Gallup for 35 yards (tackle by Kevin Johnson). Penalty on Kevin Johnson: Illegal Contact (Declined),1.400,3.710
3,9:40,1,10,BUF 28,16,7,Ezekiel Elliott up the middle for 3 yards (tackle by Shaq Lawson),3.710,3.570
3,9:06,2,7,BUF 25,16,7,Dak Prescott sacked by and Jordan Phillips for -7 yards and Shaq Lawson for -7 yards,3.570,1.950
3,8:26,3,14,BUF 32,16,7,"Penalty on Connor Williams: False Start, 5 yards (no play)",1.950,1.290
3,8:15,3,19,BUF 37,16,7,Dak Prescott pass complete short left to Amari Cooper for 8 yards (tackle by Taron Johnson),1.290,1.500
3,7:42,4,11,BUF 29,16,7,Brett Maher 47 yard field goal no good,1.500,-1.400
3,7:37,1,10,BUF 37,16,7,Devin Singletary up the middle for 5 yards (tackle by Michael Bennett and Sean Lee),1.400,1.530
3,7:10,2,5,BUF 42,16,7,Devin Singletary left tackle for 2 yards (tackle by Sean Lee and Michael Bennett),1.530,1.090
3,6:28,3,3,BUF 44,16,7,Josh Allen pass complete short left to Isaiah McKenzie for 7 yards (tackle by Byron Jones),1.090,2.320
3,5:47,1,10,DAL 49,16,7,Josh Allen pass complete short middle to Dawson Knox for 5 yards (tackle by Sean Lee),2.320,2.460
3,5:08,2,5,DAL 44,16,7,Josh Allen pass complete short middle to Isaiah McKenzie for 18 yards (tackle by Xavier Woods),2.460,3.840
3,4:27,1,10,DAL 26,16,7,Josh Allen pass complete short right to Cole Beasley for 11 yards (tackle by Chidobe Awuzie and Jaylon Smith),3.840,4.580
3,3:45,1,10,DAL 15,22,7,"Josh Allen right end for 15 yards, touchdown",4.580,7.000
3,3:37,,,DAL 15,23,7,Stephen Hauschka kicks extra point good,0.000,0.000
3,3:37,,,BUF 35,23,7,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,3:37,1,10,DAL 25,23,7,Dak Prescott pass complete short left to Jason Witten for 5 yards (tackle by Taron Johnson),0.610,0.740
3,3:09,2,5,DAL 30,23,7,Dak Prescott pass complete short left to Ezekiel Elliott for 6 yards (tackle by Kevin Johnson),0.740,1.330
3,2:41,1,10,DAL 36,23,7,Dak Prescott pass complete short middle to Randall Cobb for 17 yards (tackle by Micah Hyde),1.330,2.460
3,2:16,1,10,BUF 47,23,7,Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Kevin Johnson),2.460,1.910
3,2:10,2,10,BUF 47,23,7,Dak Prescott pass incomplete deep left intended for Tavon Austin,1.910,1.220
3,2:03,3,10,BUF 47,23,7,"Dak Prescott right end for 10 yards (tackle by Tre'Davious White). Penalty on Jerry Hughes: Unnecessary Roughness, 15 yards",1.220,4.110
3,1:35,1,10,BUF 22,23,7,Dak Prescott pass complete short left to Randall Cobb for 13 yards (tackle by Taron Johnson),4.110,5.140
3,1:04,1,9,BUF 9,23,7,Dak Prescott pass incomplete short left intended for Amari Cooper,5.140,4.380
3,0:59,2,9,BUF 9,23,7,Dak Prescott pass complete short right to Ezekiel Elliott for 3 yards (tackle by Matt Milano),4.380,4.040
3,0:31,3,6,BUF 6,23,7,Dak Prescott pass incomplete short right intended for Michael Gallup,4.040,2.990
3,0:26,4,6,BUF 6,23,7,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,2.990,0.380
3,0:22,1,10,BUF 6,23,7,Devin Singletary right end for 16 yards (tackle by Jaylon Smith),-0.380,0.410
Quarter,Time,Down,ToGo,Location,BUF,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 22,23,7,Devin Singletary right tackle for -2 yards (tackle by Michael Bennett),0.410,-0.400
4,14:29,2,12,BUF 20,23,7,Josh Allen pass complete short left to John Brown for 6 yards (tackle by Chidobe Awuzie and Jourdan Lewis),-0.400,-0.290
4,13:53,3,6,BUF 26,23,7,Josh Allen pass complete short left to Devin Singletary for 14 yards (tackle by Joe Thomas),-0.290,1.600
4,13:31,1,10,BUF 40,23,7,Robert Foster left end for 7 yards (tackle by Jaylon Smith and Chidobe Awuzie),1.600,2.000
4,12:51,2,3,BUF 47,23,7,Devin Singletary right guard for -1 yards (tackle by Kerry Hyder),2.000,1.160
4,12:13,3,4,BUF 46,23,7,Josh Allen pass complete short right to Robert Foster for 20 yards,1.160,3.310
4,11:33,1,10,DAL 34,23,7,Josh Allen up the middle for 6 yards (tackle by Sean Lee),3.310,3.580
4,10:49,2,4,DAL 28,23,7,Devin Singletary left tackle for no gain (tackle by Trysten Hill),3.580,2.870
4,10:05,3,4,DAL 28,23,7,"Josh Allen pass incomplete deep left intended for Dawson Knox. Penalty on Darian Thompson: Defensive Pass Interference, 18 yards (no play)",2.870,4.910
4,10:00,1,10,DAL 10,23,7,Josh Allen sacked by Jourdan Lewis for -4 yards,4.910,3.580
4,9:15,2,14,DAL 14,23,7,Devin Singletary up the middle for 6 yards (tackle by Christian Covington and Sean Lee),3.580,3.580
4,8:31,3,8,DAL 8,23,7,Josh Allen pass incomplete short middle intended for Devin Singletary,3.580,2.950
4,8:24,4,8,DAL 8,26,7,Stephen Hauschka 26 yard field goal good,2.950,3.000
4,8:20,,,BUF 35,26,7,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
4,8:20,1,10,DAL 25,26,7,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,0.610,0.060
4,8:13,2,10,DAL 25,26,7,Dak Prescott pass incomplete short right intended for Amari Cooper (defended by Tre'Davious White),0.060,-0.620
4,8:07,3,10,DAL 25,26,7,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",-0.620,0.040
4,8:07,3,5,DAL 30,26,7,Dak Prescott pass complete short left to Tavon Austin for 12 yards (tackle by Levi Wallace and Lorenzo Alexander),0.040,1.730
4,7:46,1,10,DAL 42,26,7,Dak Prescott pass complete short middle to Michael Gallup for 17 yards (tackle by Levi Wallace),1.730,2.850
4,7:20,1,10,BUF 41,26,7,Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Levi Wallace),2.850,2.310
4,7:15,2,10,BUF 41,26,7,Dak Prescott pass complete short right to Amari Cooper for 8 yards (tackle by Taron Johnson),2.310,2.680
4,7:00,3,2,BUF 33,26,7,Dak Prescott pass complete short middle to Jason Witten for 5 yards (tackle by Tremaine Edmunds),2.680,3.710
4,6:37,1,10,BUF 28,26,7,Dak Prescott pass incomplete short right intended for Jason Witten,3.710,3.170
4,6:33,2,10,BUF 28,26,7,Dak Prescott pass incomplete short left intended for Blake Jarwin (defended by Matt Milano),3.170,2.480
4,6:28,3,10,BUF 28,26,7,Dak Prescott left end for 6 yards (tackle by Taron Johnson),2.480,2.070
4,5:55,4,4,BUF 22,26,7,"Dak Prescott sacked by Trent Murphy for -10 yards. Dak Prescott fumbles (forced by Trent Murphy), recovered by Tyron Smith at BUF-33 (tackle by Trent Murphy)",2.070,-1.140
4,5:48,1,10,BUF 33,26,7,Frank Gore up the middle for no gain (tackle by Sean Lee),1.140,0.590
4,5:44,,,,,,Timeout #1 by Dallas Cowboys,,
4,5:44,2,10,BUF 33,26,7,Frank Gore up the middle for 1 yard (tackle by Sean Lee),0.590,0.040
4,5:40,,,,,,Timeout #2 by Dallas Cowboys,,
4,5:40,3,9,BUF 34,26,7,Frank Gore right tackle for 3 yards (tackle by Jaylon Smith and Michael Bennett),0.040,-0.910
4,5:36,,,,,,Timeout #3 by Dallas Cowboys,,
4,5:36,4,6,BUF 37,26,7,Corey Bojorquez punts 33 yards out of bounds,-0.910,-0.940
4,5:28,1,10,DAL 30,26,7,Dak Prescott pass complete short middle to Jason Witten for 9 yards (tackle by Tremaine Edmunds),0.940,1.610
4,5:05,2,1,DAL 39,26,7,Dak Prescott pass complete deep middle to Randall Cobb for 23 yards (tackle by Micah Hyde),1.610,3.050
4,4:43,1,10,BUF 38,26,7,Dak Prescott pass complete short middle to Ezekiel Elliott for 13 yards (tackle by Tremaine Edmunds),3.050,3.910
4,4:17,1,10,BUF 25,26,7,Dak Prescott pass complete short right to Blake Jarwin for 10 yards (tackle by Matt Milano). Penalty on Darryl Johnson: Illegal Use of Hands (Declined),3.910,4.580
4,4:06,1,10,BUF 15,26,13,"Dak Prescott pass complete short left to Ventell Bryant for 15 yards, touchdown",4.580,7.000
4,4:01,,,BUF 2,26,15,"Two Point Attempt: Dak Prescott pass complete to Jason Witten, conversion succeeds",1.000,1.000
4,4:01,,,DAL 35,26,15,"Brett Maher kicks onside 9 yards, returned by Micah Hyde for 2 yards",0.000,2.790
4,4:00,1,10,DAL 42,26,15,Frank Gore up the middle for 4 yards (tackle by Michael Bennett),2.790,2.780
4,3:15,2,6,DAL 38,26,15,Frank Gore up the middle for 5 yards (tackle by Jaylon Smith),2.780,2.740
4,2:30,3,1,DAL 33,26,15,Frank Gore up the middle for no gain (tackle by Sean Lee),2.740,1.210
4,2:00,4,1,DAL 33,26,15,Josh Allen up the middle for 1 yard (tackle by Darian Thompson and Jaylon Smith),1.210,3.450
4,1:17,1,10,DAL 32,26,15,"Josh Allen kneels for no gain. Penalty on Michael Bennett: Encroachment, 5 yards (no play)",3.450,4.180
4,0:39,1,5,DAL 27,26,15,Josh Allen kneels for -1 yards,4.180,3.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
