Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DEN 25,0,0,Phillip Lindsay left guard for 4 yards (tackle by Ja'Whaun Bentley),0.610,0.600
1,14:27,2,6,DEN 29,0,0,Drew Lock pass complete deep right to Tim Patrick for 41 yards (tackle by Devin McCourty),0.600,3.580
1,13:56,1,10,NWE 30,0,0,Phillip Lindsay up the middle for 3 yards (tackle by John Simon),3.580,3.440
1,13:17,2,7,NWE 27,0,0,Drew Lock pass incomplete deep left intended for Albert Okwuegbunam,3.440,2.740
1,13:12,3,7,NWE 27,0,0,Drew Lock pass incomplete deep right intended for Jerry Jeudy,2.740,1.670
1,13:07,4,7,NWE 27,3,0,Brandon McManus 45 yard field goal good,1.670,3.000
1,13:02,,,DEN 35,3,0,"Brandon McManus kicks off 68 yards, returned by Gunner Olszewski for 20 yards (tackle by Tyrie Cleveland)",0.000,-0.060
1,12:57,1,10,NWE 17,3,0,Damien Harris up the middle for 6 yards (tackle by Alexander Johnson and Mike Purcell),-0.060,0.350
1,12:16,2,4,NWE 23,3,0,Damien Harris right end for 2 yards (tackle by Josey Jewell and DeShawn Williams),0.350,-0.240
1,11:33,3,2,NWE 25,3,0,Cam Newton right tackle for 12 yards (tackle by Justin Simmons),-0.240,1.400
1,10:55,1,10,NWE 37,3,0,Rex Burkhead up the middle for 7 yards (tackle by Mike Purcell and Alexander Johnson),1.400,1.800
1,10:16,2,3,NWE 44,3,0,Damien Harris right guard for 1 yard (tackle by Justin Simmons and Malik Reed),1.800,1.220
1,9:38,3,2,NWE 45,3,0,Cam Newton pass short left (defended by Shelby Harris) intended for James White is intercepted by DeShawn Williams at NE-34 and returned for 1 yard,1.220,-3.380
1,9:32,1,10,NWE 33,3,0,Phillip Lindsay left end for 4 yards (tackle by Jonathan Jones),3.380,3.380
1,8:56,2,6,NWE 29,3,0,Phillip Lindsay left guard for 4 yards (tackle by Ja'Whaun Bentley),3.380,3.200
1,8:15,3,2,NWE 25,3,0,Drew Lock pass incomplete deep right intended for Albert Okwuegbunam (defended by Jonathan Jones),3.200,1.930
1,8:10,4,2,NWE 25,6,0,Brandon McManus 44 yard field goal good,1.930,3.000
1,8:05,,,DEN 35,6,0,"Brandon McManus kicks off 66 yards, returned by Gunner Olszewski for 33 yards (tackle by Essang Bassey)",0.000,1.070
1,7:58,1,10,NWE 32,6,0,Cam Newton pass complete short right to James White for 13 yards (tackle by Michael Ojemudia and Kareem Jackson),1.070,1.930
1,7:09,1,10,NWE 45,6,0,Damien Harris up the middle for 6 yards (tackle by Alexander Johnson and Bradley Chubb),1.930,2.190
1,6:29,2,4,DEN 49,6,0,Damien Harris left guard for no gain (tackle by Kareem Jackson),2.190,1.490
1,5:45,3,4,DEN 49,6,0,Cam Newton pass complete short middle to James White for 9 yards (tackle by Justin Simmons),1.490,2.920
1,5:04,1,10,DEN 40,6,0,Rex Burkhead up the middle for 1 yard (tackle by Justin Simmons),2.920,2.510
1,4:25,2,9,DEN 39,6,0,Cam Newton sacked by Anthony Chickillo for -9 yards,2.510,0.630
1,3:56,3,18,DEN 48,6,0,Cam Newton pass complete short middle to James White for 7 yards (tackle by Shelby Harris),0.630,0.530
1,3:14,4,11,DEN 41,6,0,"Jake Bailey punts 32 yards, fair catch by Diontae Spencer at DEN-9",0.530,0.380
1,3:07,1,10,DEN 9,6,0,Drew Lock pass complete short left to Nick Vannett for 7 yards (tackle by Anfernee Jennings and Ja'Whaun Bentley),-0.380,-0.160
1,2:27,2,3,DEN 16,6,0,Royce Freeman left guard for 2 yards (tackle by Kyle Dugger),-0.160,-0.370
1,1:46,3,1,DEN 18,6,0,Royce Freeman left tackle for 11 yards (tackle by Devin McCourty and Adrian Phillips),-0.370,0.870
1,1:07,1,10,DEN 29,6,0,Drew Lock pass complete short left to Royce Freeman for 4 yards (tackle by Kyle Dugger),0.870,0.870
1,0:22,2,6,DEN 33,6,0,Phillip Lindsay right end for 9 yards (tackle by J.C. Jackson),0.870,1.730
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 42,6,0,Drew Lock pass complete short right to Albert Okwuegbunam for 18 yards (tackle by Ja'Whaun Bentley and Stephon Gilmore),1.730,2.920
2,14:20,1,10,NWE 40,6,0,Drew Lock pass incomplete deep middle intended for Tim Patrick (defended by J.C. Jackson),2.920,2.370
2,14:13,2,10,NWE 40,6,0,Phillip Lindsay left end for 2 yards (tackle by Shilique Calhoun),2.370,1.950
2,13:35,3,8,NWE 38,6,0,Drew Lock pass complete short middle to Albert Okwuegbunam for 27 yards (tackle by Kyle Dugger),1.950,4.840
2,12:51,1,10,NWE 11,6,0,Royce Freeman up the middle for 3 yards (tackle by Adrian Phillips and Kyle Dugger),4.840,4.700
2,12:26,2,7,NWE 8,6,0,Drew Lock pass incomplete short middle intended for Albert Okwuegbunam,4.700,3.760
2,12:22,3,7,NWE 8,6,0,Drew Lock pass incomplete short left intended for Jerry Jeudy,3.760,2.960
2,12:17,4,7,NWE 8,9,0,Brandon McManus 27 yard field goal good,2.960,3.000
2,12:13,,,DEN 35,9,0,"Brandon McManus kicks off 70 yards, returned by Gunner Olszewski for 24 yards (tackle by Duke Dawson and Tyrie Cleveland)",0.000,0.150
2,12:07,1,10,NWE 19,9,0,"Cam Newton pass complete short left to Damiere Byrd for 7 yards (tackle by Michael Ojemudia). Damiere Byrd fumbles, ball out of bounds at NE-26 (forced by Michael Ojemudia)",0.150,0.610
2,11:30,2,3,NWE 26,9,0,Cam Newton pass complete short left to Ryan Izzo for 12 yards (tackle by Alexander Johnson and Josey Jewell),0.610,1.470
2,10:58,1,10,NWE 38,9,0,Rex Burkhead up the middle for -1 yards (tackle by Alexander Johnson),1.470,0.790
2,10:20,2,11,NWE 37,9,0,Cam Newton pass complete short middle to Ryan Izzo for 10 yards (tackle by De'Vante Bausby),0.790,1.420
2,9:37,3,1,NWE 47,9,0,Cam Newton up the middle for 2 yards (tackle by Shelby Harris),1.420,2.190
2,8:56,1,10,NWE 49,9,0,Cam Newton right end for 2 yards (tackle by Justin Simmons),2.190,1.920
2,8:07,2,8,DEN 49,9,0,Cam Newton pass complete short left to Isaiah Zuber for 16 yards (tackle by Michael Ojemudia),1.920,3.380
2,7:35,1,10,DEN 33,9,0,Cam Newton pass complete short left to Damien Harris for 14 yards (tackle by Anthony Chickillo),3.380,4.310
2,6:57,1,10,DEN 19,9,0,"Cam Newton aborted snap, recovered by Cam Newton at DEN-34 and returned for -15 yards",4.310,1.740
2,6:12,2,25,DEN 34,9,0,Cam Newton pass complete short left to Damiere Byrd for 12 yards (tackle by Michael Ojemudia),1.740,2.680
2,5:27,3,13,DEN 22,9,0,Cam Newton pass incomplete short left intended for Julian Edelman,2.680,1.990
2,5:24,4,13,DEN 22,9,3,Nick Folk 41 yard field goal good,1.990,3.000
2,5:20,,,NWE 35,9,3,"Jake Bailey kicks off 62 yards, returned by Diontae Spencer for 15 yards (tackle by Adrian Phillips and Terrence Brooks)",0.000,0.040
2,5:13,1,10,DEN 18,9,3,Phillip Lindsay left guard for 20 yards (tackle by Ja'Whaun Bentley),0.040,1.470
2,4:25,1,10,DEN 38,9,3,Phillip Lindsay left tackle for 2 yards (tackle by Ja'Whaun Bentley and Deatrich Wise),1.470,1.190
2,3:48,2,8,DEN 40,9,3,Drew Lock pass complete deep middle to Tim Patrick for 17 yards (tackle by Adrian Phillips),1.190,2.720
2,3:01,1,10,NWE 43,9,3,Drew Lock pass incomplete short right intended for Diontae Spencer,2.720,2.180
2,2:56,2,10,NWE 43,9,3,Diontae Spencer right end for 9 yards (tackle by Ja'Whaun Bentley),2.180,2.680
2,2:21,3,1,NWE 34,9,3,Royce Freeman up the middle for 3 yards (tackle by Deatrich Wise),2.680,3.510
2,2:00,1,10,NWE 31,9,3,Phillip Lindsay right tackle for 6 yards (tackle by Stephon Gilmore),3.510,3.780
2,1:22,2,4,NWE 25,9,3,Royce Freeman right end for 4 yards (tackle by Stephon Gilmore and Ja'Whaun Bentley),3.780,4.170
2,0:42,1,10,NWE 21,9,3,Drew Lock pass incomplete short right intended for Tim Patrick,4.170,3.630
2,0:35,2,10,NWE 21,9,3,Drew Lock sacked by John Simon for -13 yards,3.630,1.220
2,0:28,,,,,,Timeout #1 by Denver Broncos,,
2,0:28,3,23,NWE 34,9,3,Royce Freeman left guard for no gain (tackle by Adrian Phillips),1.220,1.060
2,0:24,,,,,,Timeout #1 by New England Patriots,,
2,0:24,4,23,NWE 34,12,3,Brandon McManus 52 yard field goal good,1.060,3.000
2,0:19,,,DEN 35,12,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:19,1,10,NWE 25,12,3,Cam Newton kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,12,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,12,3,Damien Harris left tackle for 4 yards (tackle by DeShawn Williams and Malik Reed),0.610,0.600
3,14:23,2,6,NWE 29,12,3,Rex Burkhead left tackle for no gain (tackle by Josey Jewell and Shelby Harris),0.600,-0.100
3,13:44,3,6,NWE 29,12,3,"Cam Newton sacked by Bradley Chubb for -4 yards. Cam Newton fumbles (forced by Bradley Chubb), recovered by Michael Onwenu at NE-25",-0.100,-1.700
3,12:46,4,10,NWE 25,12,3,"Jake Bailey punts 60 yards, fair catch by Diontae Spencer at DEN-15",-1.700,0.220
3,12:39,1,10,DEN 15,12,3,Phillip Lindsay right tackle for 5 yards (tackle by Deatrich Wise and Adrian Phillips),-0.220,0.080
3,11:59,2,5,DEN 20,12,3,Drew Lock pass complete short right to Jerry Jeudy for 16 yards (tackle by Jonathan Jones),0.080,1.330
3,11:16,1,10,DEN 36,12,3,Phillip Lindsay left tackle for 1 yard (tackle by Jonathan Jones),1.330,0.930
3,10:39,2,9,DEN 37,12,3,Drew Lock sacked by and Ja'Whaun Bentley for -12 yards and Shilique Calhoun for -12 yards,0.930,-1.350
3,9:52,3,21,DEN 25,12,3,Drew Lock pass complete deep right to Tim Patrick for 35 yards (tackle by Jason McCourty),-1.350,2.920
3,9:33,1,10,NWE 40,12,3,Phillip Lindsay up the middle for 9 yards (tackle by Devin McCourty),2.920,3.590
3,8:50,2,1,NWE 31,12,3,Royce Freeman up the middle for 2 yards (tackle by John Simon and Adrian Phillips),3.590,3.640
3,8:06,1,10,NWE 29,12,3,Royce Freeman right guard for 1 yard (tackle by Nick Thurman and Adrian Phillips),3.640,3.240
3,7:23,2,9,NWE 28,12,3,Drew Lock pass complete deep right to Jerry Jeudy for 16 yards (tackle by Devin McCourty),3.240,4.780
3,6:34,1,10,NWE 12,12,3,Phillip Lindsay up the middle for 4 yards (tackle by Nick Thurman),4.780,4.830
3,5:47,2,6,NWE 8,12,3,Drew Lock pass incomplete short right intended for Albert Okwuegbunam (defended by Jonathan Jones),4.830,3.930
3,5:41,3,6,NWE 8,12,3,"Drew Lock pass incomplete short right intended for Tim Patrick. Penalty on Stephon Gilmore: Defensive Holding, 4 yards (no play)",3.930,6.280
3,5:37,1,4,NWE 4,12,3,Phillip Lindsay up the middle for 1 yard (tackle by Deatrich Wise and Jonathan Jones),6.280,5.530
3,4:52,2,3,NWE 3,12,3,Phillip Lindsay up the middle for -2 yards (tackle by Ja'Whaun Bentley and John Simon),5.530,4.260
3,4:13,3,5,NWE 5,12,3,Drew Lock left end for 3 yards (tackle by Devin McCourty),4.260,3.250
3,3:34,4,2,NWE 2,15,3,Brandon McManus 20 yard field goal good,3.250,3.000
3,3:32,,,DEN 35,15,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,3:32,1,10,NWE 25,15,3,Cam Newton pass complete short middle to Julian Edelman for 10 yards (tackle by Justin Simmons),0.610,1.270
3,2:59,1,10,NWE 35,15,3,Rex Burkhead left end for 7 yards (tackle by Alexander Johnson),1.270,1.670
3,2:24,2,3,NWE 42,15,3,Cam Newton pass incomplete short left intended for Julian Edelman (defended by Shelby Harris),1.670,0.960
3,2:20,3,3,NWE 42,15,3,"Cam Newton pass complete short middle to Ryan Izzo for 16 yards (tackle by Michael Ojemudia). Ryan Izzo fumbles (forced by Michael Ojemudia), recovered by Justin Simmons at DEN-40 and returned for 18 yards and Isaiah Zuber and Julian Edelman)",0.960,-2.790
3,2:08,1,10,NWE 42,15,3,Phillip Lindsay up the middle for -2 yards (tackle by Adrian Phillips),2.790,1.970
3,1:26,2,12,NWE 44,15,3,Phillip Lindsay right tackle for 8 yards (tackle by Chase Winovich),1.970,2.340
3,0:46,3,4,NWE 36,15,3,Drew Lock pass incomplete short left intended for DaeSean Hamilton. Penalty on Demar Dotson: Illegal Use of Hands (Declined),2.340,0.890
3,0:42,4,4,NWE 36,18,3,Brandon McManus 54 yard field goal good,0.890,3.000
3,0:37,,,DEN 35,18,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,0:37,1,10,NWE 25,18,3,Cam Newton pass short right intended for N'Keal Harry is intercepted by Bryce Callahan at NE-39 and returned for no gain,0.610,-2.980
3,0:32,1,10,NWE 39,18,3,Phillip Lindsay right guard for 3 yards (tackle by Anfernee Jennings and Adrian Phillips),2.980,2.850
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NWE 36,18,3,Phillip Lindsay right tackle for -3 yards (tackle by Ja'Whaun Bentley),2.850,1.750
4,14:16,3,10,NWE 39,18,3,Drew Lock pass incomplete deep right intended for DaeSean Hamilton,1.750,0.660
4,14:10,4,10,NWE 39,18,3,"Sam Martin punts 31 yards, fair catch by Gunner Olszewski at NE-8",0.660,0.380
4,14:03,1,10,NWE 8,18,3,Cam Newton pass complete short left to James White for 5 yards (tackle by Malik Reed),-0.380,-0.410
4,13:28,2,5,NWE 13,18,3,James White up the middle for 2 yards (tackle by Alexander Johnson),-0.410,-0.600
4,12:56,3,3,NWE 15,18,3,James White right end for 2 yards (tackle by Josey Jewell),-0.600,-2.320
4,12:06,4,1,NWE 17,18,3,Jake Bailey punts 53 yards downed by Adrian Phillips,-2.320,-0.940
4,11:54,1,10,DEN 30,18,3,Drew Lock pass incomplete short middle intended for Jerry Jeudy,0.940,0.390
4,11:51,2,10,DEN 30,18,3,Phillip Lindsay up the middle for 1 yard (tackle by Anfernee Jennings and Deatrich Wise),0.390,-0.160
4,11:04,3,9,DEN 31,18,3,Drew Lock pass complete short middle to Tim Patrick for 8 yards (tackle by Kyle Dugger),-0.160,-0.780
4,10:29,,,,,,Timeout #1 by New England Patriots,,
4,10:29,4,1,DEN 39,18,3,"Penalty on DEN: Delay of Game, 5 yards (no play)",-0.780,-1.110
4,10:29,4,6,DEN 34,18,3,"Sam Martin punts 46 yards. Penalty on P.J. Locke: Kick Catch Interference, 15 yards",-1.110,-1.270
4,10:14,1,10,NWE 35,18,3,Cam Newton pass complete deep left to Damiere Byrd for 19 yards (tackle by Michael Ojemudia),1.270,2.520
4,9:47,1,10,DEN 46,18,3,Cam Newton up the middle for 38 yards (tackle by Justin Simmons),2.520,5.370
4,9:21,1,8,DEN 8,18,3,James White right tackle for 1 yard (tackle by Josey Jewell),5.370,4.760
4,8:54,2,7,DEN 7,18,3,Cam Newton up the middle for 6 yards (tackle by Bradley Chubb and Kareem Jackson),4.760,5.170
4,8:33,3,1,DEN 1,18,9,"Cam Newton up the middle for 1 yard, touchdown",5.170,7.000
4,8:31,,,DEN 2,18,9,"Two Point Attempt: Cam Newton rushes, conversion fails.",1.000,-1.000
4,8:31,,,NWE 35,18,9,"Jake Bailey kicks off 61 yards, returned by Tyrie Cleveland for 13 yards (tackle by Justin Bethel)",0.000,-0.060
4,8:27,1,10,DEN 17,18,9,Phillip Lindsay left tackle for 9 yards (tackle by Ja'Whaun Bentley),-0.060,0.750
4,7:40,2,1,DEN 26,18,9,Phillip Lindsay left tackle for 14 yards (tackle by Deatrich Wise),0.750,1.600
4,6:54,1,10,DEN 40,18,9,Phillip Lindsay right end for -1 yards (tackle by Adrian Phillips),1.600,0.920
4,6:07,2,11,DEN 39,18,9,"Drew Lock aborted snap, recovered by Drew Lock at DEN-39",0.920,0.230
4,5:25,3,11,DEN 39,18,9,Drew Lock pass deep left intended for Tim Patrick is intercepted by J.C. Jackson at NE-45 and returned for 30 yards,0.230,-3.910
4,5:15,1,10,DEN 25,18,9,Cam Newton sacked by Malik Reed for -5 yards,3.910,2.690
4,4:34,2,15,DEN 30,18,9,Cam Newton pass complete short left to Julian Edelman for -2 yards (tackle by Bradley Chubb),2.690,1.750
4,4:08,3,17,DEN 32,18,9,Cam Newton up the middle for 12 yards (tackle by De'Vante Bausby),1.750,2.170
4,3:27,4,5,DEN 20,18,12,Nick Folk 38 yard field goal good,2.170,3.000
4,3:23,,,NWE 35,18,12,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,3:23,1,10,DEN 25,18,12,Drew Lock pass deep right intended for Tim Patrick is intercepted by Jonathan Jones at NE-28 and returned for no gain,0.610,-0.810
4,3:14,1,10,NWE 28,18,12,Cam Newton pass incomplete short right intended for Julian Edelman (defended by Bryce Callahan),0.810,0.260
4,3:09,2,10,NWE 28,18,12,Julian Edelman pass complete short left to James White for 22 yards (tackle by Kareem Jackson),0.260,2.260
4,2:36,1,10,NWE 50,18,12,Cam Newton pass incomplete deep left intended for Damiere Byrd (defended by Michael Ojemudia),2.260,1.710
4,2:30,2,10,NWE 50,18,12,Cam Newton pass complete short left to James White for 6 yards (tackle by Michael Ojemudia),1.710,1.820
4,2:25,3,4,DEN 44,18,12,James White right end for 3 yards (tackle by Duke Dawson and Bryce Callahan),1.820,0.530
4,2:01,4,1,DEN 41,18,12,Cam Newton up the middle for 4 yards (tackle by Alexander Johnson and DeShawn Williams),0.530,3.120
4,2:00,1,10,DEN 37,18,12,Cam Newton pass complete short left to James White for -3 yards (tackle by Kareem Jackson),3.120,2.170
4,1:27,2,13,DEN 40,18,12,Julian Edelman pass complete short right to Cam Newton for 16 yards (tackle by Justin Simmons),2.170,3.970
4,1:17,1,10,DEN 24,18,12,Cam Newton pass incomplete short middle intended for Julian Edelman,3.970,3.430
4,1:14,2,10,DEN 24,18,12,Cam Newton sacked by Malik Reed for -6 yards,3.430,1.950
4,1:09,,,,,,Timeout #2 by New England Patriots,,
4,1:09,3,16,DEN 30,18,12,Cam Newton pass complete short left to James White for 6 yards (tackle by Kareem Jackson),1.950,1.870
4,1:03,,,,,,Timeout #1 by Denver Broncos,,
4,1:03,4,10,DEN 24,18,12,Cam Newton pass incomplete short right intended for N'Keal Harry,1.870,-0.540
4,0:59,1,10,DEN 24,18,12,Drew Lock kneels for -1 yards,0.540,-0.140
