Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2,12:58,3,10,PHI 30,14,0,"Tony Romo sacked by Fletcher Cox for -8 yards. Penalty on Cary Williams: Illegal Contact, 5 yards (no play)",2.340,3.910
2,12:27,1,10,PHI 25,14,0,DeMarco Murray left end for -1 yards (tackle by Cary Williams),3.910,3.910
2,12:01,1,10,PHI 25,14,0,Timeout #1 by Dallas Cowboys,3.910,3.230
2,12:01,2,11,PHI 26,20,0,"Tony Romo pass complete deep right to Dez Bryant for 26 yards, touchdown",3.230,7.000
2,12:01,,,PHI 2,21,0,Dan Bailey kicks extra point good,0.000,0.000
2,12:01,,,DAL 35,21,0,"Dan Bailey kicks off 65 yards, returned by Josh Huff for 26 yards (tackle by Cameron Lawrence). Penalty on Chris Prosinski: Offensive Holding, 10 yards",0.000,0.140
2,11:48,1,10,PHI 16,21,0,Mark Sanchez pass complete short left to Brent Celek for 5 yards (tackle by Rolando McClain),-0.140,0.150
2,11:29,2,5,PHI 21,21,0,Mark Sanchez pass incomplete short left intended for Riley Cooper (defended by Sterling Moore),0.150,-0.700
2,11:21,3,5,PHI 21,21,0,Mark Sanchez pass complete short right to Darren Sproles for 11 yards (tackle by Anthony Hitchens),-0.700,1.070
2,10:58,1,10,PHI 32,21,0,Mark Sanchez pass incomplete deep left intended for Josh Huff,1.070,0.530
2,10:52,2,10,PHI 32,21,0,Darren Sproles right guard for 3 yards (tackle by Barry Church),0.530,0.230
2,10:22,3,7,PHI 35,21,0,Mark Sanchez pass complete deep middle to Brent Celek for 23 yards (tackle by Barry Church),0.230,2.790
2,9:56,1,10,DAL 42,21,0,LeSean McCoy left tackle for 14 yards (tackle by J.J. Wilcox),2.790,3.710
2,9:36,1,10,DAL 28,21,0,LeSean McCoy middle for 7 yards (tackle by Barry Church),3.710,4.110
2,9:18,2,3,DAL 21,21,0,"LeSean McCoy middle for 1 yard (tackle by C.J. Spillman). Penalty on Jeremy Maclin: Unsportsmanlike Conduct (Offsetting), Penalty on Brandon Carr: Unsportsmanlike Conduct (Offsetting)",4.110,3.530
2,8:53,3,2,DAL 20,21,0,Mark Sanchez pass complete short left to Zach Ertz for 15 yards (tackle by Bruce Carter). Penalty on Brandon Carr: Defensive Holding (Declined),3.530,6.060
2,8:36,1,5,DAL 5,21,6,"Chris Polk middle for 5 yards, touchdown",6.060,7.000
2,8:36,,,DAL 2,21,7,Cody Parkey kicks extra point good,0.000,0.000
2,8:36,,,PHI 35,21,7,"Cody Parkey kicks off 68 yards, returned by Dwayne Harris for 30 yards (tackle by Josh Huff)",0.000,-0.740
2,8:26,1,10,DAL 27,21,7,DeMarco Murray left end for 2 yards (tackle by Cedric Thornton),0.740,0.470
2,7:41,2,8,DAL 29,21,7,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by Casey Matthews),0.470,1.470
2,6:58,1,10,DAL 38,21,7,DeMarco Murray left end for 4 yards (tackle by Mychal Kendricks),1.470,1.460
2,6:16,2,6,DAL 42,21,7,Lance Dunbar middle for 5 yards (tackle by Connor Barwin),1.460,1.460
2,5:29,2,6,DAL 42,21,7,Timeout #2 by Dallas Cowboys,1.460,1.420
2,5:29,3,1,DAL 47,21,7,Tony Romo sacked by Connor Barwin for -4 yards,1.420,-0.520
2,4:54,4,5,DAL 43,21,7,"Chris Jones punts 29 yards, out of bounds",-0.520,-0.810
2,4:46,1,10,PHI 28,21,7,Mark Sanchez pass complete short right to LeSean McCoy for 1 yard (tackle by Barry Church),0.810,0.400
2,4:23,2,9,PHI 29,21,7,Mark Sanchez pass complete short right to Zach Ertz for 11 yards (tackle by Orlando Scandrick),0.400,1.600
2,4:05,1,10,PHI 40,21,7,Mark Sanchez pass complete short right to Jeremy Maclin for 11 yards,1.600,2.320
2,3:53,1,10,DAL 49,21,7,LeSean McCoy left tackle for 7 yards (tackle by J.J. Wilcox),2.320,2.730
2,3:27,2,3,DAL 42,21,7,LeSean McCoy for 5 yards (tackle by Brandon Carr),2.730,3.120
2,3:08,1,10,DAL 37,21,7,Darren Sproles middle for 1 yard (tackle by Terrell McClain),3.120,2.710
2,2:48,2,9,DAL 36,21,7,Mark Sanchez pass complete short middle to Brent Celek for 10 yards (tackle by Bruce Carter),2.710,3.840
2,2:25,1,10,DAL 26,21,7,Mark Sanchez pass incomplete short right intended for Jordan Matthews,3.840,3.300
2,2:19,2,10,DAL 26,21,7,Mark Sanchez pass complete short right to Darren Sproles for -3 yards (tackle by Bruce Carter),3.300,2.210
2,2:00,3,13,DAL 29,21,7,Mark Sanchez pass incomplete,2.210,1.500
2,1:53,4,13,DAL 29,21,10,Cody Parkey 47 yard field goal good,1.500,3.000
2,1:53,,,PHI 35,21,10,"Cody Parkey kicks off 60 yards, returned by Dwayne Harris for 6 yards (tackle by Chris Prosinski)",0.000,0.370
2,1:43,1,10,DAL 11,21,10,Lance Dunbar right end for 7 yards (tackle by Malcolm Jenkins),-0.370,0.000
2,1:22,2,3,DAL 18,21,10,Tony Romo pass complete short middle to Terrance Williams for 11 yards (tackle by Bradley Fletcher),0.000,0.870
2,1:00,1,10,DAL 29,21,10,Tony Romo pass complete short left to Lance Dunbar for 6 yards (tackle by Connor Barwin),0.870,1.140
2,0:39,2,4,DAL 35,21,10,Tony Romo pass complete short right to Cole Beasley for 12 yards,1.140,2.060
2,0:33,1,10,DAL 47,21,10,Tony Romo pass complete short right to Jason Witten for 3 yards (tackle by Connor Barwin),2.060,1.920
2,0:29,2,7,,21,10,"Tony Romo pass complete short middle to Cole Beasley for 5 yards (tackle by Nolan Carroll). Penalty on Doug Free: Offensive Holding, 10 yards (no play)",1.920,0.570
2,0:22,2,17,DAL 40,21,10,Tony Romo pass incomplete deep left intended for Jason Witten,0.570,-0.100
2,0:15,3,17,DAL 40,21,10,"Tony Romo pass incomplete deep right intended for Terrance Williams. Penalty on Tony Romo: Illegal Forward Pass, 5 yards",-0.100,-0.910
2,0:03,4,20,DAL 37,21,10,"Chris Jones punts 52 yards, out of bounds",-0.910,1.400
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,21,10,"Cody Parkey kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,21,10,DeMarco Murray right end for 4 yards (tackle by Casey Matthews and Fletcher Cox),0.280,0.270
3,14:22,2,6,DAL 24,21,10,DeMarco Murray right end for no gain (tackle by Bennie Logan and Connor Barwin),0.270,-0.430
3,13:44,3,6,DAL 24,21,10,"Penalty on Terrance Williams: False Start, 5 yards (no play)",-0.430,-1.140
3,13:26,3,11,DAL 19,21,10,"Tony Romo pass incomplete deep left intended for Terrance Williams (defended by Cary Williams). Penalty on Cary Williams: Defensive Pass Interference, 40 yards, Penalty on Nolan Carroll: Defensive Holding (Declined) (no play)",-1.140,2.850
3,13:17,1,10,PHI 41,21,10,DeMarco Murray right end for -1 yards (tackle by Connor Barwin and Cedric Thornton),2.850,2.170
3,12:33,2,11,PHI 42,21,10,Tony Romo sacked by Cedric Thornton for -8 yards,2.170,0.430
3,11:49,3,19,,21,10,Tony Romo pass incomplete deep left intended for Terrance Williams. Penalty on Terrance Williams: Offensive Pass Interference (Declined),0.430,-0.060
3,11:42,4,19,,21,10,"Chris Jones punts 36 yards, fair catch by Darren Sproles",-0.060,0.280
3,11:34,1,10,PHI 14,21,10,LeSean McCoy left tackle for 2 yards (tackle by Anthony Hitchens),-0.280,-0.510
3,11:17,2,8,PHI 16,21,10,LeSean McCoy right end for 3 yards (tackle by Bruce Carter),-0.510,-0.800
3,10:44,3,5,PHI 19,21,10,Mark Sanchez pass complete short right to Jeremy Maclin for 5 yards (tackle by Bruce Carter),-0.800,0.540
3,10:15,1,10,PHI 24,21,10,"Mark Sanchez pass incomplete short left intended for Jeremy Maclin. Penalty on Barry Church: Defensive Holding, 5 yards (no play)",0.540,0.870
3,10:09,1,10,PHI 29,21,10,LeSean McCoy middle for -2 yards (tackle by Terrell McClain),0.870,0.060
3,9:38,2,12,PHI 27,21,10,Mark Sanchez pass incomplete short left intended for Jeremy Maclin,0.060,-0.630
3,9:32,3,12,PHI 27,21,10,Mark Sanchez pass complete deep right to Jeremy Maclin for 72 yards (tackle by J.J. Wilcox),-0.630,6.970
,,,,,,,"DAL challenged the runner was down by contact ruling, and the play was upheld.",,
3,8:51,1,1,DAL 1,21,16,"Chris Polk middle for 1 yard, touchdown",6.970,7.000
3,8:51,,,DAL 2,21,17,Cody Parkey kicks extra point good,0.000,0.000
3,8:51,,,PHI 35,21,17,"Cody Parkey kicks off 66 yards, returned by Dwayne Harris for 16 yards (tackle by Bryan Braman)",0.000,0.220
3,8:43,1,10,DAL 15,21,17,Tony Romo pass complete short left to James Hanna for 12 yards (tackle by Trent Cole),-0.220,0.740
3,8:05,1,10,DAL 27,21,17,"Penalty on Tony Romo: False Start, 5 yards (no play)",0.740,0.410
3,7:47,1,15,DAL 22,21,17,DeMarco Murray right end for -4 yards (tackle by Malcolm Jenkins),0.410,-1.120
3,7:06,2,19,DAL 18,21,17,Tony Romo pass incomplete short left intended for Terrance Williams (defended by Cary Williams),-1.120,-1.880
3,6:59,3,19,DAL 18,21,17,"Tony Romo sacked by Vinny Curry for -6 yards. Tony Romo fumbles (forced by Vinny Curry), recovered by Fletcher Cox at DAL-14 (tackle by Ronald Leary)",-1.880,-4.650
3,6:46,1,10,DAL 14,21,17,"LeSean McCoy right end for 6 yards (tackle by Anthony Hitchens). Penalty on Terrell McClain: Unnecessary Roughness, 4 yards",4.650,6.280
3,6:21,1,4,DAL 4,21,17,LeSean McCoy left end for 3 yards (tackle by Barry Church),6.280,5.910
3,5:47,2,1,DAL 1,21,23,"Darren Sproles right end for 1 yard, touchdown",5.910,7.000
3,5:47,,,DAL 2,21,24,Cody Parkey kicks extra point good,0.000,0.000
3,5:47,,,PHI 35,21,24,"Cody Parkey kicks off 66 yards, returned by Dwayne Harris for 23 yards (tackle by Malcolm Jenkins)",0.000,-0.410
3,5:36,1,10,DAL 22,21,24,DeMarco Murray right tackle for 1 yard (tackle by Brandon Bair),0.410,0.000
3,4:54,2,9,DAL 23,21,24,Tony Romo pass complete deep right to Dez Bryant for 22 yards (tackle by Bradley Fletcher),0.000,1.930
3,4:10,1,10,DAL 45,21,24,Tony Romo pass complete short right to Jason Witten for 11 yards (tackle by Connor Barwin),1.930,2.650
3,3:42,1,10,PHI 44,21,24,DeMarco Murray middle for no gain (tackle by Emmanuel Acho),2.650,2.110
3,3:01,2,10,PHI 44,21,24,DeMarco Murray left guard for 21 yards (tackle by Malcolm Jenkins),2.110,4.040
3,2:15,1,10,PHI 23,21,24,DeMarco Murray right guard for -1 yards (tackle by Bennie Logan),4.040,3.360
3,1:37,2,11,PHI 24,21,24,Tony Romo pass complete short right to Dez Bryant for 22 yards (tackle by Malcolm Jenkins),3.360,6.740
3,0:50,1,2,PHI 2,27,24,"DeMarco Murray middle for 2 yards, touchdown",6.740,7.000
3,0:50,,,PHI 2,28,24,"Dan Bailey kicks extra point good. Penalty on Nolan Carroll: Unnecessary Roughness, 15 yards",0.000,0.000
3,0:50,,,PHI 2,28,24,"Dan Bailey kicks off 44 yards, returned by Josh Huff for 15 yards (tackle by Barry Church)",0.000,-0.340
3,0:34,1,10,PHI 21,28,24,LeSean McCoy right end for 3 yards (tackle by George Selvie),0.340,0.210
3,0:12,2,7,PHI 24,28,24,Mark Sanchez pass incomplete short right intended for Brent Celek,0.210,-0.490
3,0:04,3,7,PHI 24,28,24,Mark Sanchez pass incomplete deep middle intended for Zach Ertz is intercepted by J.J. Wilcox at PHI-42,-0.490,-2.790
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 42,28,24,DeMarco Murray right end for 14 yards (tackle by Malcolm Jenkins),2.790,3.710
4,14:19,1,10,PHI 28,28,24,DeMarco Murray right end for no gain (tackle by Cedric Thornton and Casey Matthews),3.710,3.170
4,13:36,2,10,PHI 28,28,24,Tony Romo pass complete short middle to DeMarco Murray for 3 yards (tackle by Casey Matthews),3.170,2.870
4,12:55,3,7,PHI 25,34,24,"Tony Romo pass complete deep right to Dez Bryant for 25 yards, touchdown",2.870,7.000
4,12:55,,,PHI 2,35,24,Dan Bailey kicks extra point good,0.000,0.000
4,12:55,,,DAL 35,35,24,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,12:48,1,10,PHI 20,35,24,Mark Sanchez sacked by Tyrone Crawford for -11 yards,0.280,-1.580
4,12:15,2,21,PHI 9,35,24,"Mark Sanchez pass complete short middle to Josh Huff for 44 yards (tackle by Brandon Carr). Penalty on Rolando McClain: Unsportsmanlike Conduct, 15 yards",-1.580,3.450
4,11:50,1,10,DAL 32,35,24,LeSean McCoy left end for 1 yard (tackle by Rolando McClain),3.450,3.040
4,11:26,2,9,DAL 31,35,24,Mark Sanchez pass incomplete deep right intended for Brent Celek,3.040,3.040
4,11:25,2,9,DAL 31,35,24,Timeout #1 by Philadelphia Eagles,3.040,2.340
4,11:25,3,9,DAL 31,35,24,Mark Sanchez pass complete short right to Zach Ertz for 6 yards (tackle by Barry Church),2.340,1.900
4,10:50,4,3,DAL 25,35,27,Cody Parkey 43 yard field goal good,1.900,3.000
4,10:50,,,PHI 35,35,27,"Cody Parkey kicks off 64 yards, muffed catch by Dwayne Harris, recovered by Dwayne Harris at DAL-1, and returned for 19 yards",0.000,-0.280
4,10:41,1,10,DAL 20,35,27,DeMarco Murray right end for 5 yards (tackle by Brandon Graham),0.280,0.410
4,9:58,2,5,DAL 25,35,27,Lance Dunbar left end for 4 yards (tackle by Emmanuel Acho),0.410,0.230
4,9:13,3,1,DAL 29,35,27,DeMarco Murray middle for no gain (tackle by Connor Barwin and Bennie Logan),0.230,-1.440
4,8:33,4,1,DAL 29,35,27,"Chris Jones punts 48 yards, fair catch by Darren Sproles",-1.440,-0.480
4,8:27,1,10,PHI 23,35,27,LeSean McCoy left end for 7 yards (tackle by Bruce Carter and Anthony Hitchens),0.480,0.880
4,8:08,2,3,PHI 30,35,27,"LeSean McCoy right end for 5 yards (tackle by Nick Hayden). Penalty on Jason Kelce: Offensive Holding, 10 yards (no play)",0.880,-0.470
4,7:53,2,13,PHI 20,35,27,"Mark Sanchez pass complete short middle to Brent Celek for 14 yards (tackle by J.J. Wilcox). Brent Celek fumbles (forced by J.J. Wilcox), recovered by Kyle Wilber at PHI-34 (tackle by Brent Celek)",-0.470,-3.310
,,,,,,,"DAL challenged the runner was down by contact ruling, and the original play was overturned.",,
4,7:48,1,10,PHI 34,35,27,DeMarco Murray left end for -2 yards (tackle by Brandon Graham),3.310,2.500
4,7:05,2,12,PHI 36,35,27,Tony Romo pass complete short right to Dez Bryant for 15 yards (tackle by Cary Williams),2.500,4.170
4,6:17,1,10,PHI 21,35,27,DeMarco Murray right end for -4 yards (tackle by Brandon Graham),4.170,3.090
4,5:35,2,14,PHI 25,35,27,"Tony Romo pass incomplete short right intended for Jason Witten. Penalty on DeMarco Murray: Offensive Holding, 10 yards (no play)",3.090,1.740
4,5:30,2,24,PHI 35,35,27,Tony Romo pass incomplete short right intended for Dez Bryant,1.740,1.090
4,5:26,3,24,PHI 35,35,27,Tony Romo pass complete short right to Jason Witten for 4 yards (tackle by Nolan Carroll),1.090,1.320
4,4:42,4,20,PHI 31,38,27,Dan Bailey 49 yard field goal good,1.320,3.000
4,4:42,,,DAL 35,38,27,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,4:37,1,10,PHI 20,38,27,Mark Sanchez pass complete short right to Jeremy Maclin for 10 yards (tackle by Brandon Carr),0.280,0.940
4,4:31,1,10,PHI 30,38,27,Mark Sanchez pass incomplete deep left intended for Riley Cooper,0.940,0.390
4,4:21,2,10,PHI 30,38,27,Mark Sanchez sacked by Tyrone Crawford for -4 yards,0.390,-0.820
4,3:50,3,14,PHI 26,38,27,Mark Sanchez sacked by Jeremy Mincey for -11 yards,-0.820,-2.440
4,3:17,4,25,PHI 15,38,27,"Donnie Jones punts 45 yards, fair catch by Dwayne Harris",-2.440,-1.600
4,3:09,1,10,DAL 40,38,27,DeMarco Murray left end for no gain (tackle by Fletcher Cox),1.600,1.600
4,3:05,1,10,DAL 40,38,27,Timeout #2 by Philadelphia Eagles,1.600,1.050
4,3:05,2,10,DAL 40,38,27,DeMarco Murray right end for -1 yards (tackle by Bennie Logan),1.050,1.050
4,3:00,2,10,DAL 40,38,27,Timeout #3 by Philadelphia Eagles,1.050,0.230
4,3:00,3,11,DAL 39,38,27,Lance Dunbar left end for 3 yards (tackle by Casey Matthews),0.230,0.230
4,2:15,3,11,DAL 39,38,27,Timeout #2 by Dallas Cowboys,0.230,-0.590
4,2:15,4,8,DAL 42,38,27,"Penalty on Bruce Carter: False Start, 5 yards (no play)",-0.590,-0.910
4,2:15,4,13,DAL 37,38,27,"Chris Jones punts 40 yards, muffed catch by Darren Sproles, recovered by Darren Sproles and returned for 1 yard (tackle by Dwayne Harris)",-0.910,-0.540
4,2:02,1,10,PHI 24,38,27,Mark Sanchez pass complete deep middle to Riley Cooper for 17 yards (tackle by Sterling Moore),0.540,1.660
4,1:57,1,10,PHI 41,38,27,Mark Sanchez pass incomplete short middle intended for Jeremy Maclin is intercepted by Bruce Carter at DAL-45 and returned for 8 yards,1.660,-2.460
4,1:50,1,10,PHI 47,38,27,Tony Romo kneels for -1 yards,2.460,1.780
4,1:12,2,11,PHI 48,38,27,Tony Romo kneels for -1 yards,1.780,0.960
4,0:38,3,12,PHI 49,38,27,Tony Romo kneels for -1 yards,0.960,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
