Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,DAL 20,0,0,Tony Romo pass incomplete short left intended for Jason Witten (defended by Mathias Kiwanuka),0.280,-0.270
1,14:55,2,10,DAL 20,0,0,DeMarco Murray right end for 3 yards (tackle by Jacquian Williams and Linval Joseph),-0.270,-0.560
1,14:14,3,7,DAL 23,0,0,Tony Romo pass incomplete deep left intended for Miles Austin,-0.560,-1.830
1,14:07,4,7,DAL 23,0,0,"Mat McBriar punts 56 yards, returned by Will Blackmon for 16 yards (tackle by Danny McCray)",-1.830,-1.400
1,13:55,1,10,NYG 37,0,0,DJ Ware right end for no gain (tackle by Barry Church),1.400,0.860
1,13:18,2,10,NYG 37,0,0,Eli Manning pass complete short right to DJ Ware for 5 yards (tackle by Sean Lee and DeMarcus Ware),0.860,0.830
1,12:40,3,5,NYG 42,0,0,Eli Manning pass complete short left to Hakeem Nicks for 7 yards (tackle by Abram Elam),0.830,2.190
1,11:58,1,10,NYG 49,0,0,Brandon Jacobs left end for 13 yards (tackle by Bradie James),2.190,3.050
1,11:24,1,10,DAL 38,0,0,Brandon Jacobs left end for 1 yard (tackle by Sean Lee),3.050,2.640
1,10:42,2,9,DAL 37,0,0,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Terence Newman),2.640,1.950
1,10:36,3,9,DAL 37,0,0,Eli Manning pass incomplete deep right intended for Jake Ballard,1.950,0.790
1,10:30,4,9,DAL 37,0,0,Steve Weatherford punts 29 yards,0.790,0.380
1,10:21,1,10,DAL 8,0,0,DeMarco Murray up the middle for 1 yard (tackle by Jacquian Williams and Rocky Bernard),-0.380,-0.710
1,9:50,2,9,DAL 9,2,0,"Tony Romo sacked by Jason Pierre-Paul for -9 yards, safety",-0.710,-2.000
1,,,,DAL 20,2,0,"Mat McBriar kicks off 62 yards, returned by Will Blackmon for 11 yards (tackle by Gerald Sensabaugh)",0.000,0.870
1,9:36,1,10,NYG 29,2,0,Eli Manning pass incomplete short right intended for Brandon Jacobs,0.870,0.330
1,9:32,2,10,NYG 29,2,0,Brandon Jacobs left guard for 3 yards (tackle by Kenyon Coleman and Bradie James),0.330,0.040
1,8:44,3,7,NYG 32,2,0,Eli Manning pass complete deep middle to Hakeem Nicks for 64 yards (tackle by Alan Ball and Gerald Sensabaugh),0.040,6.280
1,7:54,1,4,DAL 4,2,0,Eli Manning pass incomplete short left intended for Hakeem Nicks,6.280,5.340
1,7:49,2,4,DAL 4,2,0,Eli Manning pass incomplete short left intended for Travis Beckum,5.340,4.490
1,7:44,3,4,DAL 4,2,0,DJ Ware left tackle for -1 yards (tackle by DeMarcus Ware and Keith Brooking),4.490,3.010
1,7:10,4,5,DAL 5,5,0,Lawrence Tynes 23 yard field goal good,3.010,3.000
1,,,,NYG 35,5,0,"Lawrence Tynes kicks off 74 yards, touchback",0.000,0.280
1,7:07,1,10,DAL 20,5,0,DeMarco Murray up the middle for 9 yards (tackle by Deon Grant and Mathias Kiwanuka),0.280,0.950
1,6:36,2,1,DAL 29,5,0,DeMarco Murray left tackle for 4 yards (tackle by Jason Pierre-Paul),0.950,1.140
1,6:04,1,10,DAL 33,5,0,Tony Romo pass complete short left to DeMarco Murray for 6 yards (tackle by Jacquian Williams),1.140,1.400
1,5:24,2,4,DAL 39,5,0,"Penalty on Montrae Holland: False Start, 5 yards (no play)",1.400,0.730
1,5:11,2,9,DAL 34,5,0,DeMarco Murray right end for 8 yards (tackle by Dave Tollefson),0.730,1.090
1,4:41,3,1,DAL 42,5,0,Tony Fiammetta up the middle for 3 yards (tackle by Linval Joseph and Rocky Bernard),1.090,1.930
1,3:58,1,10,DAL 45,5,0,Tony Romo pass complete short middle to Miles Austin for 12 yards (tackle by Jacquian Williams),1.930,2.720
1,3:19,1,10,NYG 43,5,0,"Felix Jones up the middle for 26 yards (tackle by Deon Grant). Penalty on Mathias Kiwanuka: Illegal Use of Hands, 5 yards",2.720,4.780
1,2:59,1,10,NYG 12,5,6,"Tony Romo pass complete short left to John Phillips for 12 yards, touchdown",4.780,7.000
1,,,,NYG 2,5,7,Dan Bailey kicks extra point good,0.000,0.000
1,,,,DAL 35,5,7,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
1,2:49,1,10,NYG 20,5,7,Brandon Jacobs left guard for 4 yards (tackle by Sean Lee and Jason Hatcher),0.280,0.270
1,2:10,2,6,NYG 24,5,7,Eli Manning pass complete deep left to Hakeem Nicks for 23 yards,0.270,2.060
1,1:38,1,10,NYG 47,5,7,Brandon Jacobs right end for 15 yards (tackle by Barry Church),2.060,3.050
1,0:55,1,10,DAL 38,5,7,Eli Manning pass incomplete short right intended for Bear Pascoe,3.050,2.510
1,0:51,2,10,DAL 38,5,7,Eli Manning pass complete short right to Hakeem Nicks for 11 yards,2.510,3.780
1,0:23,1,10,DAL 27,5,7,Brandon Jacobs right end for 4 yards (tackle by Sean Lee and Bradie James),3.780,3.770
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,DAL 23,5,7,Eli Manning pass complete short middle to Travis Beckum for 11 yards (tackle by Gerald Sensabaugh),3.770,4.780
2,14:19,1,10,DAL 12,5,7,Brandon Jacobs right end for 3 yards (tackle by Terence Newman),4.780,4.640
2,13:38,2,7,DAL 9,5,7,Brandon Jacobs left tackle for no gain (tackle by Anthony Spencer),4.640,3.700
2,12:56,3,7,DAL 9,5,7,"Eli Manning pass incomplete short left intended for Jake Ballard. Penalty on Gerald Sensabaugh: Defensive Pass Interference, 8 yards (no play)",3.700,6.970
2,12:48,1,1,DAL 1,11,7,"Brandon Jacobs up the middle for 1 yard, touchdown",6.970,7.000
2,,,,DAL 2,12,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 35,12,7,"Lawrence Tynes kicks off 73 yards, touchback",0.000,0.280
2,12:45,1,10,DAL 20,12,7,Felix Jones right tackle for 5 yards (tackle by Deon Grant),0.280,0.410
2,12:04,2,5,DAL 25,12,7,Tony Romo pass complete short left to Felix Jones for 3 yards (tackle by Jacquian Williams),0.410,0.100
2,11:20,3,2,DAL 28,12,7,Felix Jones left end for 11 yards (tackle by Mathias Kiwanuka),0.100,1.530
2,10:45,1,10,DAL 39,12,7,Tony Romo pass complete short left to Tony Fiammetta for 10 yards (tackle by Mathias Kiwanuka),1.530,2.190
2,10:21,1,10,DAL 49,12,7,Felix Jones left guard for 11 yards (tackle by Aaron Ross),2.190,2.920
2,9:37,1,10,NYG 40,12,7,Felix Jones up the middle for 6 yards (tackle by Chris L. Canty and Chase Blackburn),2.920,3.180
2,9:02,2,4,NYG 34,12,7,Felix Jones right end for 6 yards (tackle by Aaron Ross),3.180,3.710
