Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Le'Veon Bell,NYJ,16,41,0,5,-2,-0.1,43,2.7,3,5.3
Bilal Powell,NYJ,7,27,0,1,8,1.1,19,2.7,0,
Sam Darnold,NYJ,3,-2,0,0,-2,-0.7,0,0.0,0,
Vyncint Smith,NYJ,1,20,0,1,19,19.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
T.J. Yeldon,BUF,7,18,0,3,2,0.3,16,2.3,4,1.8
Frank Gore,BUF,6,26,0,1,6,1.0,20,3.3,3,2.0
Senorise Perry,BUF,3,3,0,,0,0.0,3,1.0,1,3.0
Matt Barkley,BUF,2,-4,0,0,-4,-2.0,0,0.0,0,
Isaiah McKenzie,BUF,2,30,0,2,28,14.0,2,1.0,0,
