Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
1,1:31,4,12,BUF 47,0,0,"Corey Bojorquez punts 36 yards, fair catch by Braxton Berrios at NYJ-17",-0.260,0.060
1,1:23,1,10,NYJ 17,0,0,Sam Darnold pass complete short right to Le'Veon Bell for 9 yards (tackle by Vincent Taylor),-0.060,0.750
1,0:38,2,1,NYJ 26,0,0,Le'Veon Bell right guard for 4 yards (tackle by Julian Stanford),0.750,0.940
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 30,0,0,Le'Veon Bell right tackle for -2 yards (tackle by Corey Liuget),0.940,0.120
2,14:19,2,12,NYJ 28,0,0,Sam Darnold pass complete deep left to Daniel Brown for 24 yards,0.120,2.390
2,13:54,1,10,BUF 48,0,0,Sam Darnold pass complete short right to Vyncint Smith for 9 yards (tackle by Siran Neal),2.390,3.060
2,13:21,2,1,BUF 39,0,0,Sam Darnold pass incomplete short middle intended for Braxton Berrios (defended by Vincent Taylor),3.060,2.340
2,13:17,3,1,BUF 39,0,0,"Sam Darnold pass short right is intercepted by Jaquan Johnson at BUF-25 and returned for no gain. Penalty on Kurt Coleman: Unnecessary Roughness, 15 yards (no play)",2.340,3.970
2,13:09,1,10,BUF 24,0,0,Le'Veon Bell right guard for 12 yards (tackle by Jaquan Johnson),3.970,4.780
2,12:37,1,10,BUF 12,0,0,"Sam Darnold aborted snap, recovered by Sam Darnold at BUF-15 and returned for -3 yards",4.780,3.660
2,11:52,2,13,BUF 15,0,0,Sam Darnold pass complete short right to Le'Veon Bell for 3 yards (tackle by Corey Thompson and Siran Neal),3.660,3.120
2,11:08,3,10,BUF 12,0,0,Sam Darnold pass incomplete short left intended for Daniel Brown,3.120,2.630
2,10:58,4,10,BUF 12,3,0,Sam Ficken 30 yard field goal good,2.630,3.000
2,10:54,,,NYJ 35,3,0,"Sam Ficken kicks off 66 yards, returned by Isaiah McKenzie for 24 yards (tackle by Ty Montgomery)",0.000,0.480
2,10:48,1,10,BUF 23,3,0,Frank Gore right guard for 12 yards (tackle by Brandon Copeland and Neville Hewitt),0.480,1.270
2,10:14,1,10,BUF 35,3,0,Frank Gore up the middle for 6 yards (tackle by Jamal Adams),1.270,1.530
2,9:42,2,4,BUF 41,3,0,Frank Gore up the middle for 2 yards (tackle by Neville Hewitt),1.530,1.090
2,9:06,3,2,BUF 43,3,0,T.J. Yeldon right guard for 2 yards (tackle by Arthur Maulet),1.090,1.930
2,8:13,1,10,BUF 45,3,0,"Matt Barkley pass complete short right to Tommy Sweeney for 12 yards (tackle by Arthur Maulet). Penalty on Tommy Sweeney: Offensive Pass Interference, 10 yards (no play)",1.930,1.270
2,7:45,1,20,BUF 35,3,0,Matt Barkley pass complete short left to T.J. Yeldon for 13 yards (tackle by James Burgess),1.270,1.790
2,7:05,2,7,BUF 48,3,0,Matt Barkley pass incomplete short left intended for Tyler Kroft (defended by Jamal Adams),1.790,1.090
2,6:59,3,7,BUF 48,3,0,Matt Barkley pass complete short left to Duke Williams for 5 yards (tackle by Maurice Canady),1.090,0.130
2,6:10,4,2,NYJ 47,3,0,"Corey Bojorquez punts 30 yards, fair catch by Braxton Berrios at NYJ-17",0.130,0.060
2,6:01,1,10,NYJ 17,3,0,Bilal Powell left tackle for 14 yards (tackle by Taron Johnson),-0.060,1.000
2,5:17,1,10,NYJ 31,3,0,Sam Darnold pass incomplete short right,1.000,0.460
2,5:10,2,10,NYJ 31,3,0,Le'Veon Bell right guard for 2 yards (tackle by Ed Oliver and Corey Thompson),0.460,0.040
2,4:23,3,8,NYJ 33,3,0,Sam Darnold pass complete short left to Robby Anderson for 2 yards (tackle by Siran Neal),0.040,-1.040
2,3:43,4,6,NYJ 35,3,0,Lac Edwards punts 35 yards out of bounds,-1.040,-0.940
2,3:35,1,10,BUF 30,3,0,Frank Gore left tackle for -1 yards (tackle by James Burgess),0.940,0.260
2,2:56,2,11,BUF 29,3,0,Matt Barkley pass complete short middle to Frank Gore for 11 yards (tackle by Neville Hewitt),0.260,1.600
2,2:08,1,10,BUF 40,3,0,Matt Barkley pass complete short left to Frank Gore for no gain (tackle by James Burgess),1.600,1.050
2,2:00,2,10,BUF 40,3,0,Matt Barkley pass incomplete short middle intended for Isaiah McKenzie (defended by Jordan Jenkins),1.050,0.370
2,1:55,3,10,BUF 40,3,0,Matt Barkley pass short left intended for Robert Foster is intercepted by James Burgess at BUF-45 and returned for 2 yards,0.370,-2.720
2,1:50,1,10,BUF 43,3,0,Sam Darnold pass complete short left to Jamison Crowder for 4 yards (tackle by Jaquan Johnson),2.720,2.720
2,1:21,2,6,BUF 39,3,0,Le'Veon Bell up the middle for 4 yards (tackle by Darryl Johnson and Jordan Phillips),2.720,2.540
2,0:40,3,2,BUF 35,3,0,Sam Darnold pass complete short right to Vyncint Smith for 11 yards (tackle by Dean Marlowe),2.540,3.970
2,0:33,,,,,,Timeout #1 by New York Jets,,
2,0:33,1,10,BUF 24,3,0,Sam Darnold pass complete short right to Le'Veon Bell for 3 yards (tackle by Corey Thompson),3.970,3.840
2,0:25,2,7,BUF 21,3,0,Sam Darnold pass complete short right to Le'Veon Bell for 6 yards (tackle by Siran Neal),3.840,4.170
2,0:21,3,1,BUF 15,3,0,Le'Veon Bell left guard for 5 yards (tackle by Ed Oliver),4.170,4.910
2,0:15,,,,,,Timeout #2 by New York Jets,,
2,0:15,1,10,BUF 10,3,0,Sam Darnold pass incomplete short left intended for Jamison Crowder,4.910,4.190
2,0:11,2,10,BUF 10,3,0,Sam Darnold sacked by Trent Murphy for -6 yards,4.190,2.850
2,0:04,,,,,,Timeout #3 by New York Jets,,
2,0:04,3,16,BUF 16,3,0,Sam Ficken 34 yard field goal no good,2.850,0.480
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,3,0,"Sam Ficken kicks off 60 yards, returned by Isaiah McKenzie for 19 yards (tackle by Brandon Copeland)",0.000,0.540
3,14:52,1,10,BUF 24,3,0,Matt Barkley pass complete short left to Duke Williams for 13 yards (tackle by Marcus Maye),0.540,1.400
3,14:15,1,10,BUF 37,3,0,Matt Barkley pass incomplete short middle intended for Duke Williams,1.400,0.860
3,14:12,2,10,BUF 37,3,0,T.J. Yeldon right tackle for 12 yards (tackle by Jamal Adams),0.860,2.190
3,13:38,1,10,BUF 49,3,0,T.J. Yeldon right end for 2 yards (tackle by Arthur Maulet),2.190,1.920
3,13:12,2,8,NYJ 49,3,0,Isaiah McKenzie left end for 16 yards (tackle by Marcus Maye and Maurice Canady),1.920,3.380
3,12:31,1,10,NYJ 33,3,0,Matt Barkley pass incomplete deep middle intended for Robert Foster,3.380,2.840
3,12:28,2,10,NYJ 33,3,0,"Penalty on Ryan Bates: False Start, 5 yards (no play)",2.840,2.160
3,12:28,2,15,NYJ 38,3,0,Matt Barkley pass complete short right to T.J. Yeldon for -1 yards (tackle by Arthur Maulet),2.160,1.350
3,11:52,3,16,NYJ 39,3,0,"Matt Barkley sacked by Jordan Jenkins for -1 yards. Matt Barkley fumbles (forced by Jordan Jenkins), recovered by Tarell Basham at NYJ-40 and returned for 2 yards (tackle by T.J. Yeldon and Spencer Long)",1.350,-1.730
3,11:41,1,10,NYJ 42,3,0,Bilal Powell left guard for 1 yard (tackle by Corey Liuget),1.730,1.320
3,11:01,2,9,NYJ 43,3,0,Bilal Powell left tackle for -3 yards (tackle by Corey Liuget),1.320,0.230
3,10:23,3,12,NYJ 40,3,0,Sam Darnold pass complete short middle to Jamison Crowder for 5 yards (tackle by Julian Stanford),0.230,-0.390
3,9:47,4,7,NYJ 45,3,0,"Lac Edwards punts 43 yards, fair catch by Isaiah McKenzie at BUF-12",-0.390,0.350
3,9:40,1,10,BUF 12,3,0,T.J. Yeldon up the middle for 10 yards (tackle by Arthur Maulet),-0.350,0.410
3,9:08,1,10,BUF 22,3,0,T.J. Yeldon left tackle for 1 yard (tackle by Kyle Phillips),0.410,0.000
3,8:27,2,9,BUF 23,3,0,Isaiah McKenzie right end for 14 yards (tackle by Marcus Maye),0.000,1.400
3,7:53,1,10,BUF 37,3,0,Senorise Perry right tackle for -2 yards (tackle by Steve McLendon),1.400,0.590
3,7:18,2,12,BUF 35,3,0,Matt Barkley pass complete short middle to Tommy Sweeney for 11 yards (tackle by James Burgess),0.590,1.360
3,7:00,3,1,BUF 46,3,0,"Matt Barkley up the middle for 4 yards (tackle by Neville Hewitt) Penalty on NYJ: Defensive Too Many Men on Field, 5 yards (no play)",1.360,2.320
3,6:42,1,10,NYJ 49,3,0,Matt Barkley pass complete short left to T.J. Yeldon for 12 yards (tackle by Neville Hewitt),2.320,3.120
3,6:06,1,10,NYJ 37,3,0,T.J. Yeldon right tackle for -7 yards (tackle by Brian Poole),3.120,1.630
3,5:22,2,17,NYJ 44,3,0,Senorise Perry right guard for 6 yards (tackle by James Burgess),1.630,1.750
3,4:52,3,11,NYJ 38,3,0,Matt Barkley pass complete short left to Isaiah McKenzie for 12 yards (tackle by Brian Poole),1.750,3.840
3,4:16,1,10,NYJ 26,3,0,Matt Barkley pass incomplete deep left intended for Robert Foster,3.840,3.300
3,4:11,2,10,NYJ 26,3,0,T.J. Yeldon right tackle for -2 yards (tackle by Steve McLendon),3.300,2.350
3,3:37,3,12,NYJ 28,3,0,Matt Barkley pass complete short middle to Tommy Sweeney for 17 yards (tackle by Marcus Maye),2.350,4.840
3,2:53,1,10,NYJ 11,3,0,Senorise Perry up the middle for -1 yards (tackle by Nathan Shepherd),4.840,3.980
3,2:21,2,11,NYJ 12,3,0,Matt Barkley pass incomplete short middle intended for Isaiah McKenzie,3.980,3.110
3,2:19,3,11,NYJ 12,3,0,Matt Barkley pass complete short middle to Senorise Perry for 1 yard (tackle by Nathan Shepherd and James Burgess),3.110,2.700
3,1:32,4,10,NYJ 11,3,3,Stephen Hauschka 28 yard field goal good,2.700,3.000
3,1:29,,,BUF 35,3,3,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,1:29,1,10,NYJ 25,3,3,Sam Darnold pass incomplete short right intended for Vyncint Smith,0.610,0.060
3,1:22,2,10,NYJ 25,3,3,Sam Darnold pass complete short left to Braxton Berrios for 11 yards (tackle by Taron Johnson),0.060,1.330
3,0:59,1,10,NYJ 36,3,3,Sam Darnold pass complete deep middle to Jamison Crowder for 21 yards (tackle by Kurt Coleman),1.330,2.720
3,0:26,1,10,BUF 43,3,3,Sam Darnold pass complete short right to Daniel Brown for 6 yards (tackle by Siran Neal),2.720,2.990
Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,BUF 37,3,3,Sam Darnold pass incomplete short left intended for Robby Anderson,2.990,2.280
4,14:54,3,4,BUF 37,3,3,Sam Darnold pass complete short middle to Vyncint Smith for 16 yards (tackle by Siran Neal),2.280,4.170
4,14:15,1,10,BUF 21,3,3,Vyncint Smith left end for 20 yards (tackle by Taron Johnson),4.170,6.970
4,13:54,1,1,BUF 1,3,3,Sam Darnold up the middle for no gain (tackle by Jordan Phillips). Penalty on Dean Marlowe: Defensive Offside (no play),6.970,6.970
4,13:38,1,1,BUF 1,3,3,Sam Darnold pass incomplete short right intended for Trevon Wesco,6.970,5.910
4,13:34,2,1,BUF 1,9,3,"Sam Darnold pass complete short middle to Jamison Crowder for 1 yard, touchdown",5.910,7.000
4,13:31,,,BUF 15,10,3,Sam Ficken kicks extra point good,0.000,0.000
4,13:31,,,NYJ 35,10,3,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
4,13:31,1,10,BUF 25,10,3,Matt Barkley pass complete short middle to Duke Williams for 19 yards (tackle by Brian Poole),0.610,1.860
4,12:51,1,10,BUF 44,10,3,Matt Barkley pass complete short right to Duke Williams for 7 yards (tackle by Tarell Basham),1.860,2.260
4,12:03,,,,,,Timeout #1 by Buffalo Bills,,
4,12:03,2,3,NYJ 49,10,3,Matt Barkley left tackle for -4 yards (tackle by Jordan Jenkins),2.260,1.030
4,11:19,3,7,BUF 47,10,3,Matt Barkley pass incomplete short left intended for Duke Williams,1.030,-0.260
4,11:15,4,7,BUF 47,10,3,Corey Bojorquez punts 28 yards out of bounds,-0.260,-0.610
4,11:07,1,10,NYJ 25,10,3,Sam Darnold sacked by Trent Murphy for -8 yards,0.610,-1.150
4,10:25,2,18,NYJ 17,10,3,Bilal Powell left guard for 6 yards (tackle by Julian Stanford and Trent Murphy),-1.150,-0.890
4,9:38,3,12,NYJ 23,10,3,Sam Darnold pass incomplete deep middle intended for Robby Anderson,-0.890,-1.830
4,9:33,4,12,NYJ 23,10,3,Lac Edwards punts 54 yards downed by Darryl Roberts,-1.830,-0.480
4,9:21,1,10,BUF 23,10,3,"Matt Barkley aborted snap, recovered by Matt Barkley at BUF-18 and returned for -5 yards",0.480,-0.840
4,8:43,2,15,BUF 18,10,3,Matt Barkley pass incomplete short right intended for Tyler Kroft (defended by Tarell Basham),-0.840,-1.560
4,8:40,3,15,BUF 18,10,3,Matt Barkley pass incomplete deep left intended for Duke Williams (defended by Neville Hewitt),-1.560,-2.240
4,8:34,4,15,BUF 18,10,3,"Corey Bojorquez punts 34 yards, fair catch by Braxton Berrios at NYJ-48",-2.240,-2.130
4,8:26,1,10,NYJ 48,10,3,Bilal Powell left guard for 4 yards (tackle by Corey Liuget),2.130,2.120
4,7:43,2,6,BUF 48,10,3,Sam Darnold pass incomplete short right,2.120,1.420
4,7:37,3,6,BUF 48,10,3,Bilal Powell right guard for 3 yards (tackle by Ed Oliver),1.420,0.270
4,6:52,4,3,BUF 45,10,3,Lac Edwards punts 39 yards downed by Darryl Roberts,0.270,0.380
4,6:42,1,10,BUF 6,10,3,Matt Barkley pass complete short middle to Tommy Sweeney for 22 yards (tackle by Marcus Maye),-0.380,0.810
4,6:02,1,10,BUF 28,10,3,Matt Barkley pass complete short middle to Duke Williams for 23 yards (tackle by Marcus Maye),0.810,2.320
4,5:26,1,10,NYJ 49,10,3,Matt Barkley pass short right intended for T.J. Yeldon is intercepted by Arthur Maulet at NYJ-45 and returned for 13 yards,2.320,-2.790
4,5:17,1,10,BUF 42,10,3,Le'Veon Bell right guard for -1 yards (tackle by Darryl Johnson),2.790,2.110
4,4:35,2,11,BUF 43,10,3,Le'Veon Bell left tackle for no gain (tackle by Darryl Johnson),2.110,1.420
4,3:52,3,11,BUF 43,10,3,Sam Darnold pass complete short left to Le'Veon Bell for 15 yards (tackle by Jaquan Johnson),1.420,3.710
4,3:09,1,10,BUF 28,10,3,Sam Darnold pass complete short right to Daniel Brown for 2 yards (tackle by Dean Marlowe),3.710,3.440
4,3:03,,,,,,Timeout #2 by Buffalo Bills,,
4,3:03,2,8,BUF 26,10,3,Le'Veon Bell right end for -4 yards (tackle by Corey Thompson and Corey Liuget),3.440,2.210
4,2:58,,,,,,Timeout #3 by Buffalo Bills,,
4,2:58,3,12,BUF 30,10,3,Le'Veon Bell left tackle for 1 yard (tackle by Dean Marlowe),2.210,1.500
4,2:09,,,,,,Timeout #1 by New York Jets,,
4,2:09,4,11,BUF 29,13,3,Sam Ficken 47 yard field goal good,1.500,3.000
4,2:05,,,NYJ 35,13,3,"Sam Ficken kicks off 65 yards, returned by Isaiah McKenzie for 22 yards (tackle by Matthias Farley)",0.000,0.410
4,2:00,1,10,BUF 22,13,3,Matt Barkley pass incomplete short right intended for Duke Williams,0.410,-0.130
4,1:54,2,10,BUF 22,13,3,Matt Barkley pass incomplete short middle intended for Isaiah McKenzie,-0.130,-0.820
4,1:49,3,10,BUF 22,13,3,Matt Barkley pass complete deep right to Duke Williams for 41 yards (tackle by Arthur Maulet),-0.820,3.120
4,1:24,1,10,NYJ 37,13,3,Matt Barkley pass complete deep right to Tommy Sweeney for 22 yards (tackle by Jamal Adams),3.120,4.580
4,1:19,1,10,NYJ 15,13,3,Matt Barkley pass incomplete short left intended for Robert Foster,4.580,3.950
4,1:14,2,10,NYJ 15,13,3,Matt Barkley pass complete short right to Tommy Sweeney for 4 yards (tackle by James Burgess and Arthur Maulet),3.950,3.780
4,0:52,3,6,NYJ 11,13,3,Matt Barkley spiked the ball,3.780,2.720
4,0:51,4,6,NYJ 11,13,6,Stephen Hauschka 29 yard field goal good,2.720,3.000
4,0:47,,,,,,Timeout #2 by New York Jets,,
4,0:47,,,BUF 35,13,6,"Stephen Hauschka kicks onside 8 yards, returned by Daniel Brown for no gain",0.000,2.720
4,0:46,1,10,BUF 43,13,6,Sam Darnold kneels for -1 yards,2.720,2.040
4,0:21,2,11,BUF 44,13,6,Sam Darnold kneels for -1 yards,2.040,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
