Quarter,Time,Down,ToGo,Location,LAR,DAL,Detail,EPB,EPA
2,1:13,2,9,LAR 9,7,21,Dak Prescott left end for 2 yards (tackle by Cory Littleton and Taylor Rapp),4.380,3.810
2,0:26,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:26,3,7,LAR 7,7,21,"Dak Prescott pass incomplete short right intended for Ezekiel Elliott. Penalty on Michael Brockers: Illegal Use of Hands, 4 yards (no play)",3.810,6.510
2,0:20,1,3,LAR 3,7,27,"Ezekiel Elliott right guard for 3 yards, touchdown",6.510,7.000
2,0:16,,,LAR 15,7,28,Kai Forbath kicks extra point good,0.000,0.000
2,0:16,,,DAL 35,7,28,"Kai Forbath kicks off 65 yards, returned by Darrell Henderson for 23 yards (tackle by Ventell Bryant)",0.000,0.480
2,0:16,1,10,LAR 23,7,28,Jared Goff kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,LAR,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,7,28,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DAL 25,7,28,Dak Prescott pass complete short right to Ezekiel Elliott for 11 yards (tackle by Darious Williams),0.610,1.330
3,14:30,1,10,DAL 36,7,28,Ezekiel Elliott left tackle for 9 yards (tackle by Clay Matthews),1.330,2.010
3,13:52,2,1,DAL 45,7,28,Dak Prescott pass complete short right to Michael Gallup for 6 yards (tackle by Darious Williams),2.010,2.320
3,13:22,1,10,LAR 49,7,28,Ezekiel Elliott left tackle for 12 yards (tackle by Troy Reeder),2.320,3.120
3,12:44,1,10,LAR 37,7,28,Ezekiel Elliott right end for 4 yards (tackle by Cory Littleton and Taylor Rapp),3.120,3.110
3,12:08,2,6,LAR 33,7,28,Dak Prescott left end for 1 yard (tackle by Troy Reeder),3.110,2.540
3,11:19,3,5,LAR 32,7,28,Dak Prescott pass incomplete short right intended for Blake Jarwin (defended by Travin Howard),2.540,1.260
3,11:14,4,5,LAR 32,7,31,Kai Forbath 50 yard field goal good,1.260,3.000
3,11:09,,,DAL 35,7,31,"Kai Forbath kicks off 65 yards, touchback.",0.000,0.610
3,11:09,1,10,LAR 25,7,31,Todd Gurley right tackle for 2 yards (tackle by Xavier Woods),0.610,0.330
3,10:47,2,8,LAR 27,7,31,Jared Goff pass incomplete deep right intended for Tyler Higbee,0.330,-0.360
3,10:42,3,8,LAR 27,7,31,Jared Goff sacked by Sean Lee for -12 yards,-0.360,-2.440
3,9:55,4,20,LAR 15,7,31,"Johnny Hekker punts 65 yards, returned by Tavon Austin for 12 yards (tackle by Kenny Young)",-2.440,-1.070
3,9:41,1,10,DAL 32,7,31,Tony Pollard left guard for -2 yards (tackle by Aaron Donald),1.070,0.260
3,9:02,2,12,DAL 30,7,31,Tony Pollard right tackle for -1 yards (tackle by Michael Brockers and Samson Ebukam),0.260,-0.560
3,8:14,3,13,DAL 29,7,31,Dak Prescott pass complete short right to Tony Pollard for 8 yards (tackle by Darious Williams and Cory Littleton),-0.560,-0.910
3,7:55,4,5,DAL 37,7,31,Chris Jones punts 48 yards downed by Ventell Bryant,-0.910,0.220
3,7:44,1,10,LAR 15,7,31,Jared Goff pass complete short right to Brandin Cooks for 13 yards (tackle by Jourdan Lewis and Antwaun Woods),-0.220,0.810
3,7:09,1,10,LAR 28,7,31,Jared Goff pass complete short right to Robert Woods for 6 yards (tackle by Chidobe Awuzie),0.810,1.070
3,6:55,2,4,LAR 34,7,31,Jared Goff pass incomplete short right,1.070,0.370
3,6:48,3,4,LAR 34,7,31,Jared Goff pass incomplete short right intended for Robert Woods (defended by Jourdan Lewis),0.370,-1.110
3,6:43,4,4,LAR 34,7,31,Johnny Hekker pass complete short left to Mike Thomas for 5 yards (tackle by C.J. Goodwin),-1.110,1.530
3,6:30,1,10,LAR 39,7,31,Jared Goff pass complete short right to Tyler Higbee for 6 yards (tackle by Jaylon Smith),1.530,1.800
3,5:58,2,4,LAR 45,7,31,Todd Gurley right tackle for 8 yards (tackle by Xavier Woods),1.800,2.460
3,5:27,1,10,DAL 47,7,31,Jared Goff pass complete short left to Cooper Kupp for 11 yards (tackle by Sean Lee),2.460,3.180
3,4:45,1,10,DAL 36,7,31,Todd Gurley right tackle for no gain (tackle by Kerry Hyder and Jaylon Smith),3.180,2.640
3,4:01,2,10,DAL 36,7,31,Jared Goff pass incomplete short right intended for Todd Gurley,2.640,1.950
3,3:55,3,10,DAL 36,7,31,Jared Goff pass incomplete short left intended for Brandin Cooks,1.950,0.880
3,3:51,4,10,DAL 36,7,31,Jared Goff pass incomplete deep right intended for Brandin Cooks,0.880,-1.330
3,3:45,1,10,DAL 36,7,31,Ezekiel Elliott right tackle for 4 yards (tackle by Dante Fowler),1.330,1.330
3,3:12,2,6,DAL 40,7,31,Tony Pollard right end for 8 yards (tackle by Eric Weddle),1.330,2.130
3,2:38,1,10,DAL 48,7,31,Dak Prescott pass complete short right to Ezekiel Elliott for 26 yards (tackle by Eric Weddle),2.130,3.840
3,1:52,1,10,LAR 26,7,31,Ezekiel Elliott left tackle for 1 yard (tackle by Cory Littleton),3.840,3.430
3,1:09,2,9,LAR 25,7,31,Dak Prescott pass complete short left to Tony Pollard for 4 yards (tackle by Cory Littleton),3.430,3.270
3,0:34,3,5,LAR 21,7,31,Dak Prescott pass complete short right to Randall Cobb for -3 yards (tackle by Darious Williams),3.270,1.870
Quarter,Time,Down,ToGo,Location,LAR,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,8,LAR 24,7,34,Kai Forbath 42 yard field goal good,1.870,3.000
4,14:56,,,DAL 35,7,34,"Kai Forbath kicks off 65 yards, touchback.",0.000,0.610
4,14:56,1,10,LAR 25,7,34,Jared Goff pass complete short middle to Tyler Higbee for 5 yards (tackle by Jaylon Smith),0.610,0.740
4,14:37,2,5,LAR 30,7,34,Jared Goff pass incomplete short right intended for Robert Woods,0.740,0.040
4,14:34,3,5,LAR 30,7,34,Jared Goff sacked by Jourdan Lewis for -10 yards,0.040,-2.030
4,13:52,4,15,LAR 20,7,34,"Johnny Hekker punts 69 yards, returned by Tavon Austin for 8 yards (tackle by Mike Thomas)",-2.030,-0.150
4,13:39,1,10,DAL 19,7,34,Tony Pollard left tackle for 6 yards (tackle by Samson Ebukam),0.150,0.480
4,12:52,2,4,DAL 25,7,34,Tony Pollard right guard for 3 yards (tackle by Sebastian Joseph),0.480,0.100
4,12:13,3,1,DAL 28,7,34,Tony Pollard left end for 33 yards (tackle by Darious Williams),0.100,2.980
4,11:20,1,10,LAR 39,7,34,Ezekiel Elliott right guard for 5 yards (tackle by Dante Fowler),2.980,3.120
4,10:37,2,5,LAR 34,7,34,Ezekiel Elliott left tackle for 4 yards (tackle by Troy Reeder and Dante Fowler),3.120,2.940
4,9:53,3,1,LAR 30,7,34,Dak Prescott right guard for 2 yards (tackle by Michael Brockers),2.940,3.710
4,9:11,1,10,LAR 28,7,34,Tony Pollard right guard for 5 yards (tackle by Sebastian Joseph),3.710,3.840
4,8:24,2,5,LAR 23,7,34,Tony Pollard right guard for no gain (tackle by Sebastian Joseph and Cory Littleton),3.840,3.140
4,7:37,3,5,LAR 23,7,34,"Dak Prescott up the middle for -1 yards. Dak Prescott fumbles, recovered by Dak Prescott at LA-24",3.140,1.890
4,6:44,4,6,LAR 24,7,37,Kai Forbath 42 yard field goal good,1.890,3.000
4,6:40,,,DAL 35,7,37,"Kai Forbath kicks off 65 yards, touchback.",0.000,0.610
4,6:40,1,10,LAR 25,7,37,Jared Goff pass complete short right to Todd Gurley for 7 yards (tackle by Chidobe Awuzie),0.610,1.010
4,6:25,2,3,LAR 32,7,37,Jared Goff pass complete short right to Tyler Higbee for 5 yards (tackle by Justin March-Lillard),1.010,1.400
4,6:06,1,10,LAR 37,7,37,Jared Goff pass complete short right to Tyler Higbee for 10 yards (tackle by Chidobe Awuzie),1.400,2.060
4,5:48,1,10,LAR 47,7,37,Jared Goff pass complete short right to Tyler Higbee for 8 yards (tackle by Chidobe Awuzie and Darian Thompson),2.060,2.600
4,5:34,2,2,DAL 45,7,37,Jared Goff pass complete short right to Johnny Mundt for 9 yards (tackle by Justin March-Lillard),2.600,3.180
4,5:15,1,10,DAL 36,7,37,Jared Goff pass complete short right to Johnny Mundt for 6 yards (tackle by Justin March-Lillard),3.180,3.450
4,4:55,2,4,DAL 30,7,37,"Penalty on Austin Blythe: False Start, 5 yards (no play)",3.450,2.770
4,4:55,2,9,DAL 35,7,37,Jared Goff pass complete short middle to Cooper Kupp for 6 yards (tackle by Justin March-Lillard),2.770,2.870
4,4:38,3,3,DAL 29,7,37,Jared Goff pass incomplete short right intended for Johnny Mundt,2.870,1.580
4,4:33,4,3,DAL 29,7,37,"Jared Goff pass complete short middle to Cooper Kupp for 6 yards (tackle by Jourdan Lewis). Cooper Kupp fumbles (forced by Jourdan Lewis), recovered by Chidobe Awuzie at DAL-22 (tackle by Cooper Kupp). Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",1.580,3.970
4,4:24,1,10,DAL 24,7,37,Jared Goff pass complete short middle to Cooper Kupp for 8 yards (tackle by Jourdan Lewis and Justin March-Lillard),3.970,4.650
4,3:59,2,2,DAL 16,7,37,Jared Goff pass complete short right to Tyler Higbee for 7 yards (tackle by Chris Covington),4.650,5.140
4,3:42,1,9,DAL 9,7,37,Jared Goff pass complete short left to Brandin Cooks for 2 yards (tackle by Jourdan Lewis),5.140,4.760
4,3:22,2,7,DAL 7,13,37,"Todd Gurley left tackle for 7 yards, touchdown",4.760,7.000
4,3:17,,,DAL 2,13,37,"Two Point Attempt: Jared Goff pass incomplete intended for Todd Gurley, conversion fails. Penalty on Michael Bennett: Defensive Offside, 1 yard (no play)",1.000,1.000
4,3:17,,,DAL 1,15,37,"Two Point Attempt: Todd Gurley rushes, conversion succeeds.",1.000,1.000
4,3:17,,,LAR 35,15,37,"Johnny Hekker kicks onside 11 yards,. Penalty on Johnny Hekker: Kickoff Out of Bounds (Declined)",0.000,2.520
4,3:16,1,10,LAR 46,15,37,Tony Pollard left end for 2 yards (tackle by Samson Ebukam),2.520,2.250
4,3:09,,,,,,Timeout #2 by Los Angeles Rams,,
4,3:09,2,8,LAR 44,15,43,"Tony Pollard left tackle for 44 yards, touchdown",2.250,7.000
4,3:00,,,LAR 15,15,44,Kai Forbath kicks extra point good,0.000,0.000
4,3:00,,,DAL 35,15,44,"Kai Forbath kicks off 25 yards, out of bounds",0.000,1.600
4,3:00,1,10,LAR 40,15,44,Jared Goff pass incomplete short middle intended for Todd Gurley,1.600,1.050
4,2:56,2,10,LAR 40,15,44,Jared Goff pass complete short right to Tyler Higbee for 4 yards (tackle by Chidobe Awuzie),1.050,0.890
4,2:36,3,6,LAR 44,15,44,Jared Goff pass complete short left to Cooper Kupp for 7 yards (tackle by Jourdan Lewis),0.890,2.320
4,2:18,1,10,DAL 49,15,44,Jared Goff pass complete short middle to Todd Gurley for 9 yards (tackle by Justin March-Lillard),2.320,3.000
4,2:00,2,1,DAL 40,15,44,Jared Goff pass incomplete short middle intended for Tyler Higbee (defended by Justin March-Lillard),3.000,2.280
4,1:57,3,1,DAL 40,15,44,Todd Gurley up the middle for 2 yards (tackle by Michael Bennett),2.280,3.050
4,1:42,1,10,DAL 38,15,44,Jared Goff pass complete short right to Tyler Higbee for 12 yards (tackle by Chris Covington),3.050,3.840
4,1:20,1,10,DAL 26,15,44,Jared Goff pass complete short left to Cooper Kupp for 2 yards (tackle by Jourdan Lewis),3.840,3.570
4,1:13,2,8,DAL 24,15,44,Jared Goff pass complete deep middle to Brandin Cooks for 17 yards (tackle by Jourdan Lewis),3.570,5.600
4,0:55,1,7,DAL 7,15,44,Jared Goff up the middle for no gain (tackle by Darian Thompson),5.600,4.760
4,0:45,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:45,2,7,DAL 7,21,44,"Jared Goff pass complete short middle to Cooper Kupp for 7 yards, touchdown",4.760,7.000
4,0:40,,,DAL 2,21,44,"Two Point Attempt: Jared Goff pass incomplete intended for Brandin Cooks, conversion fails",1.000,-1.000
4,0:40,,,LAR 35,21,44,"Johnny Hekker kicks off 65 yards, touchback.",0.000,0.610
4,0:40,1,10,DAL 25,21,44,Dak Prescott kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
