Player,Pos
Lamar Jackson,QB
Gus Edwards,RB
John Brown,WR
Michael Crabtree,WR
Willie Snead,WR
Maxx Williams,TE
Ronnie Stanley,LT
James Hurst,LG
Matt Skura,C
Marshal Yanda,RG
Orlando Brown Jr.,RT
Brent Urban,DT
Brandon Williams,NT
Terrell Suggs,OLB
C.J. Mosley,MLB
Patrick Onwuasor,WLB
Za'Darius Smith,SAM
Jimmy Smith,LCB
Marlon Humphrey,RCB
Tony Jefferson,SS
Eric Weddle,FS
Brandon Carr,DB
