Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
1,,,,NYG 35,7,10,"Lawrence Tynes kicks off 61 yards, returned by Randall Cobb for 36 yards (tackle by Devin Thomas)",0.000,1.600
1,1:53,1,10,GNB 40,7,10,Randall Cobb pass incomplete deep left intended for Greg Jennings (defended by Kenny Phillips),1.600,1.050
1,1:46,2,10,GNB 40,7,10,Ryan Grant right tackle for 2 yards (tackle by Linval Joseph),1.050,0.630
1,1:08,3,8,GNB 42,7,10,Aaron Rodgers pass incomplete short middle intended for Greg Jennings,0.630,-0.590
1,1:01,4,8,GNB 42,7,10,"Tim Masthay punts 44 yards, fair catch by Aaron Ross",-0.590,0.280
1,0:53,1,10,NYG 14,7,10,Brandon Jacobs left tackle for 11 yards (tackle by Charlie Peprah and Robert Francois),-0.280,0.610
1,0:18,1,10,NYG 25,7,10,Brandon Jacobs right guard for 14 yards (tackle by Morgan Burnett),0.610,1.530
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 39,13,10,"Eli Manning pass incomplete short left intended for Ahmad Bradshaw is intercepted by Clay Matthews at NYG-38 and returned for 38 yards, touchdown",1.530,-7.000
2,,,,NYG 2,14,10,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 35,14,10,"Mason Crosby kicks off 73 yards, touchback",0.000,0.280
2,14:50,1,10,NYG 20,14,10,"Eli Manning pass incomplete deep right intended for Victor Cruz. Penalty on Charles Woodson: Illegal Contact, 5 yards (no play)",0.280,0.610
2,14:42,1,10,NYG 25,14,10,Ahmad Bradshaw right tackle for 7 yards (tackle by Charles Woodson and Howard Green),0.610,1.010
2,14:10,2,3,NYG 32,14,10,Ahmad Bradshaw left end for 4 yards (tackle by Charlie Peprah and Tramon Williams),1.010,1.330
2,13:33,1,10,NYG 36,14,10,"Eli Manning pass incomplete short right intended for Victor Cruz. Penalty on Charles Woodson: Roughing the Passer, 15 yards (no play)",1.330,2.320
2,13:21,1,10,GNB 49,14,10,Eli Manning pass incomplete short left intended for Victor Cruz,2.320,1.780
2,13:14,2,10,GNB 49,14,10,Eli Manning pass complete short left to Hakeem Nicks for 4 yards (tackle by Tramon Williams),1.780,1.620
2,12:48,3,6,GNB 45,14,10,Eli Manning pass incomplete deep right intended for Hakeem Nicks,1.620,0.270
2,12:39,4,6,GNB 45,14,10,"Steve Weatherford punts 35 yards, fair catch by Randall Cobb",0.270,0.380
2,12:31,1,10,GNB 10,14,10,James Starks left guard for 6 yards (tackle by Jacquian Williams),-0.380,-0.230
2,12:11,2,4,GNB 16,14,10,Aaron Rodgers pass incomplete short right intended for Jermichael Finley (defended by Jacquian Williams),-0.230,-0.720
2,12:07,3,4,GNB 16,14,10,Aaron Rodgers pass complete short left to Jermichael Finley for 13 yards (tackle by Deon Grant and Prince Amukamara),-0.720,0.870
2,11:43,1,10,GNB 29,14,10,Aaron Rodgers pass complete short right to Greg Jennings for 3 yards (tackle by Aaron Ross),0.870,0.730
2,11:14,2,7,GNB 32,14,10,Aaron Rodgers pass incomplete short right intended for Jermichael Finley,0.730,0.040
2,11:06,3,7,GNB 32,14,10,"Penalty on T.J. Lang: False Start, 5 yards (no play)",0.040,-0.630
2,11:06,3,12,GNB 27,14,10,Aaron Rodgers sacked by Justin Tuck for -7 yards,-0.630,-2.030
2,10:39,4,19,GNB 20,14,10,"Tim Masthay punts 55 yards, fair catch by Jerrel Jernigan",-2.030,-0.610
2,10:31,1,10,NYG 25,14,10,Eli Manning pass incomplete deep right intended for Hakeem Nicks,0.610,0.060
2,10:25,2,10,NYG 25,14,10,"Penalty on Henry Hynoski: False Start, 5 yards (no play)",0.060,-0.610
2,10:25,2,15,NYG 20,14,10,Eli Manning pass complete short left to Ramses Barden for 9 yards (tackle by Sam Shields),-0.610,-0.100
2,9:51,3,6,NYG 29,14,10,Eli Manning pass complete deep right to Victor Cruz for 18 yards (tackle by Charlie Peprah),-0.100,2.060
2,9:15,1,10,NYG 47,14,10,Eli Manning pass incomplete deep middle intended for Jake Ballard,2.060,1.520
2,9:04,2,10,NYG 47,14,10,Ahmad Bradshaw right tackle for 1 yard (tackle by Ryan Pickett and D.J. Smith),1.520,0.960
2,8:27,3,9,NYG 48,14,10,Eli Manning pass incomplete short left intended for Ramses Barden,0.960,-0.190
2,8:20,4,9,NYG 48,14,10,"Steve Weatherford punts 46 yards, fair catch by Randall Cobb",-0.190,0.380
2,8:11,1,10,GNB 6,14,10,Ryan Grant left tackle for 4 yards (tackle by Chase Blackburn and Dave Tollefson),-0.380,-0.490
2,7:32,2,6,GNB 10,14,10,Aaron Rodgers pass incomplete short right intended for Greg Jennings is intercepted by Chase Blackburn at GNB-21 and returned for 9 yards (tackle by Jermichael Finley),-0.490,-4.780
2,7:20,1,10,GNB 12,14,10,Eli Manning pass complete short right to Hakeem Nicks for 11 yards (tackle by Morgan Burnett),4.780,6.970
2,6:50,1,1,GNB 1,14,16,"Brandon Jacobs right guard for 1 yard, touchdown",6.970,7.000
2,,,,GNB 2,14,17,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 35,14,17,"Lawrence Tynes kicks off 69 yards, touchback",0.000,0.280
2,6:44,1,10,GNB 20,14,17,Aaron Rodgers pass complete short left to Greg Jennings for 9 yards (tackle by Antrel Rolle),0.280,0.950
2,6:15,2,1,GNB 29,14,17,John Kuhn up the middle for 5 yards (tackle by Justin Tuck),0.950,1.200
2,5:40,1,10,GNB 34,14,17,Aaron Rodgers pass complete deep right to Jermichael Finley for 23 yards (tackle by Kenny Phillips and Chase Blackburn),1.200,2.720
2,5:12,1,10,NYG 43,14,17,Ryan Grant up the middle for 3 yards (tackle by Linval Joseph),2.720,2.580
2,4:26,2,7,NYG 40,14,17,Ryan Grant left end for -3 yards (tackle by Jason Pierre-Paul),2.580,1.490
2,3:47,3,10,NYG 43,14,17,Aaron Rodgers up the middle for 11 yards (tackle by Jacquian Williams),1.490,3.450
2,3:10,1,10,NYG 32,14,17,Ryan Grant right end for 1 yard (tackle by Linval Joseph and Chase Blackburn),3.450,3.040
2,2:26,2,9,NYG 31,14,17,Aaron Rodgers for 13 yards (tackle by Jacquian Williams),3.040,4.370
2,2:00,1,10,NYG 18,14,17,Aaron Rodgers pass incomplete short left intended for Greg Jennings (defended by Jason Pierre-Paul),4.370,3.800
2,1:56,2,10,NYG 18,14,17,Aaron Rodgers pass complete short left to Brandon Saine for 5 yards (tackle by Chris L. Canty and Aaron Ross),3.800,3.820
2,1:17,3,5,NYG 13,20,17,"Aaron Rodgers pass complete short right to Donald Driver for 13 yards, touchdown",3.820,7.000
2,,,,NYG 2,21,17,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 35,21,17,"Mason Crosby kicks off 64 yards, returned by Will Blackmon for 32 yards (tackle by Mason Crosby)",0.000,1.140
2,1:03,1,10,NYG 33,21,17,Eli Manning pass incomplete short middle intended for Jake Ballard (defended by Robert Francois),1.140,0.590
2,0:59,2,10,NYG 33,21,17,Eli Manning pass complete short middle to Victor Cruz for 13 yards (tackle by Sam Shields),0.590,1.990
2,0:40,1,10,NYG 46,21,17,Eli Manning pass complete short middle to Victor Cruz for 7 yards (tackle by Charles Woodson),1.990,2.400
2,0:32,,,,21,17,Timeout #2 by New York Giants,0.000,2.400
2,0:32,2,3,GNB 47,21,17,"Penalty on Mitch Petrus: False Start, 5 yards (no play)",2.400,1.720
2,0:32,2,8,NYG 48,21,17,"Eli Manning sacked by Clay Matthews for -7 yards. Eli Manning fumbles (forced by Clay Matthews), recovered by B.J. Raji at GNB-49 (tackle by Chris Snee)",1.720,-2.260
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,0:26,1,10,,21,17,Aaron Rodgers pass complete short right to Brandon Saine for 22 yards (tackle by Corey Webster and Jacquian Williams),2.260,3.710
2,0:17,,,,21,17,Timeout #1 by Green Bay Packers,0.000,3.710
2,0:17,1,10,NYG 28,21,17,Aaron Rodgers pass incomplete short left intended for Brandon Saine (defended by Jason Pierre-Paul),3.710,3.170
2,0:12,2,10,NYG 28,21,17,Aaron Rodgers pass complete short right to Brandon Saine for 3 yards (tackle by Jacquian Williams),3.170,2.870
2,0:03,3,7,NYG 25,21,17,Mason Crosby 43 yard field goal no good,2.870,1.070
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,21,17,"Lawrence Tynes kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,21,17,Brandon Saine up the middle for 2 yards (tackle by Linval Joseph),0.280,0.000
3,14:25,2,8,GNB 22,21,17,"Aaron Rodgers pass incomplete deep left intended for Greg Jennings. Penalty on Prince Amukamara: Defensive Pass Interference, 20 yards (no play)",0.000,1.730
3,14:15,1,10,GNB 42,21,17,Aaron Rodgers pass complete short right to Greg Jennings for 11 yards (tackle by Aaron Ross),1.730,2.460
3,13:42,1,10,NYG 47,21,17,Ryan Grant left guard for 3 yards (tackle by Linval Joseph and Mathias Kiwanuka),2.460,2.320
3,13:07,2,7,NYG 44,21,17,Ryan Grant right tackle for 4 yards (tackle by Justin Tuck and Chris L. Canty),2.320,2.150
3,12:25,,,,21,17,Timeout #1 by Green Bay Packers,0.000,2.150
3,12:25,3,3,NYG 40,21,17,Aaron Rodgers pass complete short right to Donald Driver for 7 yards,2.150,3.380
,,,,,,,"NYG challenged the pass completion ruling, and the play was upheld.",,
3,12:17,1,10,NYG 33,21,17,Brandon Saine up the middle for 5 yards (tackle by Antrel Rolle and Chris L. Canty),3.380,3.510
3,11:42,2,5,NYG 28,21,17,Aaron Rodgers pass complete short right to Andrew Quarless for 7 yards (tackle by Antrel Rolle),3.510,4.170
3,11:17,1,10,NYG 21,21,17,Ryan Grant left tackle for 3 yards (tackle by Linval Joseph and Dave Tollefson),4.170,4.040
3,10:39,2,7,NYG 18,21,17,Ryan Grant right end for -2 yards (tackle by Jason Pierre-Paul),4.040,3.070
3,10:01,3,9,NYG 20,27,17,"Aaron Rodgers pass complete deep left to Greg Jennings for 20 yards, touchdown",3.070,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,,,,NYG 2,28,17,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 35,28,17,"Mason Crosby kicks off 66 yards, returned by Devin Thomas for 30 yards (tackle by Jordy Nelson)",0.000,0.870
3,9:43,1,10,NYG 29,28,17,Eli Manning pass complete deep middle to Hakeem Nicks for 51 yards (tackle by Tramon Williams),0.870,4.240
3,8:59,,,,28,17,Timeout #2 by New York Giants,0.000,4.240
3,8:59,1,10,GNB 20,28,17,Eli Manning pass complete short middle to Hakeem Nicks for 7 yards (tackle by Robert Francois and Charles Woodson),4.240,4.830
3,8:34,2,3,GNB 13,28,17,"Ahmad Bradshaw right guard for 5 yards (tackle by Clay Matthews). Penalty on Victor Cruz: Illegal Formation, 5 yards (no play)",4.830,3.960
3,8:05,2,8,GNB 18,28,17,Eli Manning pass complete short middle to Hakeem Nicks for 9 yards (tackle by Morgan Burnett),3.960,5.140
3,7:23,1,9,GNB 9,28,17,Ahmad Bradshaw left end for 5 yards (tackle by Robert Francois),5.140,5.340
3,6:39,2,4,GNB 4,28,23,"Eli Manning pass complete short right to Hakeem Nicks for 4 yards, touchdown",5.340,7.000
3,,,,GNB 2,28,24,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 35,28,24,"Lawrence Tynes kicks off 72 yards, touchback",0.000,0.280
3,6:30,1,10,GNB 20,28,24,John Kuhn right end for 2 yards (tackle by Justin Tuck),0.280,0.000
3,5:45,,,,28,24,Timeout #2 by Green Bay Packers,0.000,0.000
3,5:45,2,8,GNB 22,28,24,Ryan Grant right tackle for 3 yards (tackle by Michael Boley and Jacquian Williams),0.000,-0.300
3,5:05,3,5,GNB 25,28,24,Aaron Rodgers left end for 6 yards (tackle by Jason Pierre-Paul and Prince Amukamara),-0.300,1.000
3,4:44,1,10,GNB 31,28,24,Aaron Rodgers pass incomplete short left intended for Brandon Saine,1.000,0.460
3,4:32,2,10,GNB 31,28,24,Aaron Rodgers pass complete short right to Ryan Grant for 17 yards (tackle by Antrel Rolle and Chase Blackburn),0.460,2.130
3,3:56,1,10,GNB 48,28,24,Brandon Saine right guard for 4 yards (tackle by Linval Joseph),2.130,2.120
3,3:23,2,6,NYG 48,28,24,Brandon Saine right tackle for -2 yards (tackle by Linval Joseph),2.120,1.160
3,2:40,3,8,,28,24,Aaron Rodgers pass incomplete short left intended for Jermichael Finley,1.160,-0.060
3,2:33,4,8,,28,24,Tim Masthay punts 49 yards,-0.060,0.380
3,2:22,1,10,NYG 1,28,24,Eli Manning pass incomplete short left intended for Brandon Jacobs,-0.380,-0.780
3,2:18,2,10,NYG 1,28,24,Brandon Jacobs up the middle for 4 yards (tackle by Erik Walden and Charlie Peprah),-0.780,-0.950
3,1:39,3,6,NYG 5,28,24,Eli Manning pass complete short left to Victor Cruz for 12 yards (tackle by Sam Shields),-0.950,-0.060
3,0:54,1,10,NYG 17,28,24,Brandon Jacobs up the middle for 12 yards (tackle by D.J. Smith and Charlie Peprah),-0.060,0.870
3,0:16,1,10,NYG 29,28,24,Brandon Jacobs left guard for 6 yards (tackle by D.J. Smith),0.870,1.140
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NYG 35,28,24,Brandon Jacobs left guard for 3 yards (tackle by D.J. Smith and Erik Walden),1.140,0.830
4,14:25,3,1,NYG 38,28,24,Brandon Jacobs left tackle for 8 yards (tackle by Charlie Peprah),0.830,1.990
4,13:41,1,10,NYG 46,28,24,Eli Manning pass incomplete deep left intended for Hakeem Nicks,1.990,1.450
4,13:33,2,10,NYG 46,28,24,DJ Ware right tackle for 3 yards (tackle by Charles Woodson and D.J. Smith),1.450,1.160
4,12:56,3,7,NYG 49,28,24,Eli Manning pass complete deep left to Jake Ballard for 17 yards,1.160,3.310
4,12:27,1,10,GNB 34,28,24,Ahmad Bradshaw left tackle for 1 yard (tackle by Ryan Pickett),3.310,2.910
4,11:50,2,9,GNB 33,28,24,Eli Manning pass complete short right to Ahmad Bradshaw for 2 yards (tackle by Charlie Peprah),2.910,2.480
4,11:05,3,7,GNB 31,28,24,Eli Manning pass incomplete deep right intended for Hakeem Nicks,2.480,1.320
4,10:58,4,7,GNB 31,28,27,Lawrence Tynes 50 yard field goal good,1.320,3.000
4,,,,NYG 35,28,27,"Lawrence Tynes kicks off 64 yards, returned by Randall Cobb for 22 yards (tackle by Chase Blackburn)",0.000,0.480
4,10:47,1,10,GNB 23,28,27,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley,0.480,-0.070
4,10:42,2,10,GNB 23,28,27,Aaron Rodgers pass complete short right to Jordy Nelson for 13 yards,-0.070,1.330
4,10:11,1,10,GNB 36,28,27,Aaron Rodgers pass incomplete deep middle intended for Jermichael Finley (defended by Chase Blackburn),1.330,0.790
4,10:02,2,10,GNB 36,28,27,Aaron Rodgers pass incomplete short middle intended for Greg Jennings,0.790,0.100
4,9:58,3,10,GNB 36,28,27,"Aaron Rodgers sacked by Dave Tollefson and Jason Pierre-Paul for -11 yards. Penalty on Jacquian Williams: Illegal Contact, 5 yards (no play)",0.100,1.660
4,9:39,1,10,GNB 41,28,27,Aaron Rodgers pass complete short right to Greg Jennings for 15 yards (tackle by Aaron Ross),1.660,2.650
4,9:04,1,10,NYG 44,28,27,Aaron Rodgers sacked by Dave Tollefson for -2 yards,2.650,1.840
4,8:35,2,12,NYG 46,28,27,Aaron Rodgers pass incomplete short middle intended for Greg Jennings,1.840,1.160
4,8:28,3,12,NYG 46,28,27,Aaron Rodgers pass incomplete,1.160,0.200
4,8:21,4,12,NYG 46,28,27,"Tim Masthay punts 33 yards, fair catch by Aaron Ross",0.200,0.320
4,8:13,1,10,NYG 13,28,27,Eli Manning pass incomplete deep right intended for Hakeem Nicks (defended by Sam Shields),-0.320,-0.770
4,8:07,2,10,NYG 13,28,27,Ahmad Bradshaw left tackle for 2 yards (tackle by Ryan Pickett and Erik Walden),-0.770,-1.180
4,7:28,3,8,NYG 15,28,27,Eli Manning pass incomplete short right intended for DJ Ware,-1.180,-2.440
4,7:20,4,8,NYG 15,28,27,"Steve Weatherford punts 47 yards, returned by Randall Cobb for 5 yards (tackle by Mathias Kiwanuka)",-2.440,-1.800
4,7:08,1,10,GNB 43,28,27,Aaron Rodgers pass complete short right to Donald Driver for 7 yards (tackle by Corey Webster),1.800,2.200
4,6:30,2,3,,28,27,Ryan Grant right end for 8 yards (tackle by Linval Joseph),2.200,2.790
4,5:51,1,10,NYG 42,28,27,Brandon Saine right guard for 4 yards (tackle by Michael Boley and Rocky Bernard),2.790,2.780
4,5:10,2,6,NYG 38,28,27,Aaron Rodgers pass complete short left to Tom Crabtree for 7 yards (tackle by Michael Boley),2.780,3.510
4,4:33,1,10,NYG 31,28,27,Aaron Rodgers pass incomplete deep middle intended for Tom Crabtree,3.510,2.970
4,4:22,2,10,NYG 31,28,27,Aaron Rodgers pass complete deep left to Jordy Nelson for 21 yards (tackle by Will Blackmon),2.970,4.910
4,4:13,1,10,NYG 10,28,27,Brandon Saine right end for 3 yards (tackle by Mathias Kiwanuka and Antrel Rolle),4.910,4.760
4,3:46,2,7,NYG 7,34,27,"Aaron Rodgers pass complete short right to Donald Driver for 7 yards, touchdown",4.760,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,NYG 2,35,27,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 35,35,27,"Mason Crosby kicks off 49 yards, returned by Henry Hynoski for 15 yards (tackle by Tom Crabtree)",0.000,1.000
4,3:29,1,10,NYG 31,35,27,Eli Manning pass complete short right to Jake Ballard for 15 yards (tackle by Jarrett Bush),1.000,1.990
4,3:21,1,10,NYG 46,35,27,Eli Manning pass complete short left to Jake Ballard for 15 yards (tackle by Morgan Burnett and Charlie Peprah),1.990,2.980
4,2:41,1,10,GNB 39,35,27,Eli Manning pass incomplete short left intended for Ahmad Bradshaw,2.980,2.440
4,2:32,2,10,GNB 39,35,27,Eli Manning pass complete short middle to Victor Cruz for 22 yards (tackle by Charlie Peprah),2.440,4.440
4,2:03,1,10,GNB 17,35,27,Ahmad Bradshaw left tackle for 3 yards (tackle by D.J. Smith and Tramon Williams),4.440,4.320
4,1:56,2,7,GNB 14,35,27,Eli Manning pass complete short left to DJ Ware for 12 yards (tackle by D.J. Smith and Morgan Burnett),4.320,6.740
4,1:16,1,2,GNB 2,35,27,Eli Manning pass incomplete short right intended for Victor Cruz,6.740,5.720
4,1:07,2,2,GNB 2,35,27,Eli Manning pass incomplete short right intended for Ahmad Bradshaw,5.720,4.950
4,1:02,3,2,GNB 2,35,33,"Eli Manning pass complete short right to Hakeem Nicks for 2 yards, touchdown",4.950,7.000
4,,,,,35,35,"Two Point Attempt: DJ Ware left guard, conversion succeeds",1.000,1.000
4,,,,NYG 35,35,35,"Lawrence Tynes kicks off 66 yards, touchback",0.000,0.280
4,0:58,1,10,GNB 20,35,35,Aaron Rodgers pass complete short right to Jermichael Finley for 24 yards (tackle by Antrel Rolle),0.280,1.860
4,0:51,1,10,GNB 44,35,35,Aaron Rodgers pass complete deep left to Jordy Nelson for 27 yards,1.860,3.640
4,0:44,1,10,NYG 29,35,35,Aaron Rodgers pass complete short right to Brandon Saine for -1 yards (tackle by Corey Webster),3.640,2.970
4,0:21,2,11,NYG 30,35,35,Aaron Rodgers pass complete short left to Greg Jennings for 18 yards (tackle by Will Blackmon and Chase Blackburn),2.970,4.780
4,0:03,,,,35,35,Timeout #3 by Green Bay Packers,0.000,4.780
4,0:03,1,10,NYG 12,38,35,Mason Crosby 31 yard field goal good,4.780,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
