Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
1,8:10,1,10,CAR 25,0,7,Ahman Green left guard for 4 yards (tackle by Marlon McCree),3.910,3.900
1,7:37,2,6,CAR 21,6,7,"Brett Favre pass complete to David Martin for 21 yards, touchdown",3.900,7.000
1,,,,CAR 2,7,7,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,GNB 30,7,7,"Ryan Longwell kicks off 66 yards, returned by Rod Smart for 19 yards (tackle by Brady Poppinga)",0.000,0.480
1,7:26,1,10,CAR 23,7,7,Stephen Davis up the middle for -4 yards (tackle by Cullen Jenkins),0.480,-0.670
1,6:47,2,14,CAR 19,7,7,Brad Hoover right guard for 3 yards (tackle by Na'il Diggs),-0.670,-0.890
1,6:05,3,11,CAR 22,7,7,Jake Delhomme pass complete to Steve Smith for 2 yards (tackle by Nick Barnett),-0.890,-1.770
1,5:46,4,9,CAR 24,7,7,"Jason Baker punts 51 yards, returned by Antonio Chatman for 8 yards (tackle by Rod Smart)",-1.770,-1.140
1,5:37,1,10,GNB 33,7,7,"Ahman Green left tackle for 1 yard. Penalty on Vinny Ciurciu: Tripping, 10 yards",1.140,1.860
1,5:06,1,10,GNB 44,7,7,Ahman Green right guard for 3 yards (tackle by Brandon Short),1.860,1.720
1,4:31,2,7,GNB 47,7,7,Ahman Green right guard for 3 yards (tackle by Julius Peppers),1.720,1.420
1,3:51,3,4,CAR 50,7,7,Brett Favre pass incomplete intended for Robert Ferguson,1.420,-0.060
1,3:46,4,4,CAR 50,7,7,"B.J. Sander punts 37 yards, fair catch by Steve Smith",-0.060,0.280
1,3:36,1,10,CAR 14,7,7,Stephen Davis right tackle for no gain (tackle by Grady Jackson),-0.280,-0.750
1,2:52,2,10,CAR 14,7,7,DeShaun Foster left tackle for 3 yards (tackle by Nick Barnett),-0.750,-1.040
1,2:11,3,7,CAR 17,7,7,Jake Delhomme pass complete to Steve Smith for 10 yards (tackle by Al Harris),-1.040,0.740
1,1:34,1,10,CAR 27,7,7,DeShaun Foster up the middle for 2 yards (tackle by Kabeer Gbaja-Biamila and Cullen Jenkins),0.740,0.470
1,0:51,2,8,CAR 29,7,7,Jake Delhomme pass complete to Keary Colbert for 14 yards (tackle by Mark Roman),0.470,1.800
1,0:22,1,10,CAR 43,7,7,Jake Delhomme pass incomplete intended for Steve Smith (defended by Al Harris),1.800,1.250
1,0:15,2,10,CAR 43,7,7,Jake Delhomme pass complete to Keary Colbert for 8 yards (tackle by Ahmad Carroll),1.250,1.620
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,GNB 49,7,7,"Jake Delhomme pass incomplete intended for Steve Smith. Penalty on Ahmad Carroll: Defensive Pass Interfere, 26 yards (no play)",1.620,4.040
2,14:55,1,10,GNB 23,7,7,Stephen Davis up the middle for 3 yards (tackle by Nick Barnett),4.040,3.900
2,14:19,2,7,GNB 20,7,7,Stephen Davis right end for 1 yard (tackle by Robert Thomas),3.900,3.340
2,13:32,,,,7,7,Timeout #1 by Carolina Panthers,0.000,3.340
2,13:32,3,6,GNB 19,7,7,Jake Delhomme pass complete to DeShaun Foster for 5 yards (tackle by Paris Lenon),3.340,2.660
2,12:58,4,1,GNB 14,7,10,John Kasay 32 yard field goal good,2.660,3.000
2,,,,CAR 30,7,10,"John Kasay kicks off 65 yards, returned by Najeh Davenport for 18 yards (tackle by Rod Smart)",0.000,0.480
2,12:49,1,10,GNB 23,7,10,Ahman Green left end for 4 yards (tackle by Will Witherspoon),0.480,0.470
2,12:12,2,6,GNB 27,7,10,Brett Favre pass complete to David Martin for 5 yards (tackle by Adam Seward),0.470,0.430
2,11:32,3,1,GNB 32,7,10,Ahman Green left guard for -1 yards (tackle by Adam Seward and Ken Lucas),0.430,-1.310
2,10:48,4,2,GNB 31,7,10,"B.J. Sander punts 43 yards, returned by Steve Smith for 5 yards (tackle by Marviel Underwood)",-1.310,-1.000
2,10:39,1,10,CAR 31,7,10,Stephen Davis up the middle for -2 yards (tackle by Na'il Diggs),1.000,0.190
2,9:55,2,12,CAR 29,7,10,Stephen Davis left guard for 5 yards (tackle by Robert Thomas),0.190,0.170
2,9:11,3,7,CAR 34,7,10,Jake Delhomme pass complete to DeShaun Foster for 47 yards (tackle by Earl Little and Nick Collins),0.170,4.310
2,8:35,,,,7,10,Timeout #2 by Carolina Panthers,0.000,4.310
2,8:35,1,10,GNB 19,7,16,"Jake Delhomme pass complete to Michael Gaines for 19 yards, touchdown",4.310,7.000
2,,,,GNB 2,7,16,John Kasay kicks extra point no good,0.000,-1.000
2,,,,CAR 30,7,16,"John Kasay kicks off 62 yards, returned by Terrence Murphy for 14 yards (tackle by Chris Draft)",0.000,0.410
2,8:25,1,10,GNB 22,7,16,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Grey Ruegamer: Offensive Holding, 10 yards (no play)",0.410,-0.660
2,8:17,1,20,GNB 12,7,16,Brett Favre pass complete to Vonta Leach for 3 yards,-0.660,-1.210
2,7:55,2,17,GNB 15,7,16,Brett Favre pass complete to William Henderson for 32 yards (tackle by Mike Minter and Chris Gamble),-1.210,2.060
2,7:20,1,10,GNB 47,7,16,Ahman Green right tackle for 2 yards (tackle by Dan Morgan),2.060,1.790
2,6:44,2,8,GNB 49,7,16,"Penalty on Adrian Klemm: False Start, 5 yards (no play)",1.790,1.110
2,6:22,2,13,GNB 44,7,16,Brett Favre pass complete to Ahman Green for 8 yards (tackle by Dan Morgan),1.110,1.490
2,5:42,3,5,CAR 48,7,16,Brett Favre pass complete to Terrence Murphy for 5 yards (tackle by Dan Morgan),1.490,2.720
2,5:04,1,10,CAR 43,7,16,"Brett Favre pass complete to Robert Ferguson for 6 yards (tackle by Marlon McCree). Penalty on Marlon McCree: Unnecessary Roughness, 15 yards",2.720,4.110
2,4:53,1,10,CAR 22,7,16,Ahman Green right guard for 3 yards (tackle by Marlon McCree),4.110,3.970
2,4:21,2,7,CAR 19,7,16,"Ahman Green left end for -1 yards (tackle by Brandon Short). Penalty on Donald Driver: Offensive Holding, 10 yards (no play)",3.970,2.620
2,3:54,2,17,CAR 29,7,16,"Brett Favre pass incomplete is intercepted by Ken Lucas at CAR-21 and returned for 32 yards. Penalty on David Martin: Personal Foul, 15 yards, Penalty on Adrian Klemm: Face Mask (15 Yards) (Declined)",2.620,-3.450
2,3:45,1,10,GNB 32,7,16,Jake Delhomme pass complete to Stephen Davis for 21 yards (tackle by Mark Tauscher and Mark Roman). Penalty on Nick Barnett: Defensive Holding (Declined),3.450,4.840
2,3:25,1,10,GNB 11,7,22,"Stephen Davis left tackle for 11 yards, touchdown",4.840,7.000
2,,,,GNB 2,7,23,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,7,23,"John Kasay kicks off 66 yards, muffed catch by Najeh Davenport, recovered by Terrence Murphy and returned for no gain",0.000,0.340
2,3:14,1,10,GNB 21,7,23,Brett Favre pass incomplete intended for Ahman Green,0.340,-0.200
2,3:05,2,10,GNB 21,7,23,Brett Favre pass complete to Ahman Green for 1 yard (tackle by Brandon Short),-0.200,-0.760
2,2:26,3,9,GNB 22,7,23,Brett Favre pass complete to Ahman Green for 3 yards (tackle by Al Wallace),-0.760,-1.700
2,2:00,4,6,GNB 25,7,23,"B.J. Sander punts 49 yards, returned by Steve Smith for 2 yards (tackle by Robert Thomas). Penalty on Chris Draft: Illegal Block Above the , 10 yards",-1.700,0.370
2,1:46,1,10,CAR 11,7,23,DeShaun Foster up the middle for 4 yards (tackle by Corey Williams),-0.370,-0.430
2,1:30,,,,7,23,Timeout #1 by Green Bay Packers,0.000,-0.430
2,1:25,2,6,CAR 15,7,23,DeShaun Foster up the middle for 9 yards (tackle by Kabeer Gbaja-Biamila),-0.430,0.540
2,1:10,1,10,CAR 24,7,23,Jake Delhomme pass complete to DeShaun Foster for 3 yards (tackle by Al Harris),0.540,0.400
2,0:45,2,7,CAR 27,7,23,"DeShaun Foster left guard for 7 yards (tackle by Nick Collins and Joey Thomas). Penalty on Mike Wahle: Offensive Holding, 10 yards (no play)",0.400,-1.080
2,0:40,2,17,CAR 17,7,23,Jake Delhomme pass incomplete intended for Kris Mangum,-1.080,-1.850
2,0:34,3,17,CAR 17,7,23,Stephen Davis left tackle for 4 yards (tackle by Nick Barnett),-1.850,-1.960
2,0:28,,,,7,23,Timeout #2 by Green Bay Packers,0.000,-1.960
2,0:24,4,13,CAR 21,7,23,"Jason Baker punts 39 yards, returned by Antonio Chatman for 9 yards (tackle by Dante Wesley). Penalty on Nick Collins: Illegal Block Above the , 10 yards",-1.960,-1.330
2,0:19,1,10,GNB 36,7,23,Brett Favre pass complete to Ahman Green for 11 yards (tackle by Al Wallace),1.330,2.060
2,0:11,,,,7,23,Timeout #3 by Green Bay Packers,0.000,2.060
2,0:11,1,10,GNB 47,7,23,Brett Favre pass incomplete intended for Donald Driver,2.060,1.520
2,0:01,2,10,GNB 47,7,23,Brett Favre pass incomplete intended for Ahman Green,1.520,0.830
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,7,23,"Ryan Longwell kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,7,23,Stephen Davis left tackle for 2 yards (tackle by Nick Barnett),0.280,0.000
3,14:21,2,8,CAR 22,7,23,Stephen Davis right tackle for 5 yards (tackle by Robert Thomas),0.000,-0.030
3,13:36,3,3,CAR 27,7,23,Jake Delhomme pass incomplete intended for Keary Colbert,-0.030,-1.570
3,13:30,4,3,CAR 27,7,23,"Jason Baker punts 37 yards. Penalty on CAR: Illegal Formation, 5 yards",-1.570,-1.660
3,13:20,1,10,GNB 41,7,23,Brett Favre pass incomplete intended for Ahman Green (defended by Dan Morgan),1.660,1.120
3,13:11,2,10,GNB 41,7,23,Ahman Green left tackle for no gain (tackle by Ricky Manning),1.120,0.430
3,12:34,3,10,GNB 41,7,23,Brett Favre pass incomplete intended for Ahman Green (defended by Dan Morgan),0.430,-0.650
3,12:28,4,10,GNB 41,7,23,"B.J. Sander punts 45 yards, returned by Chris Gamble for 9 yards (tackle by Marviel Underwood)",-0.650,-0.480
3,12:18,1,10,CAR 23,7,23,Jake Delhomme pass complete to Michael Gaines for 23 yards (tackle by Mark Roman and Nick Barnett),0.480,1.990
3,11:35,1,10,CAR 46,7,23,DeShaun Foster up the middle for 2 yards (tackle by Corey Williams),1.990,1.720
3,10:53,2,8,CAR 48,7,23,DeShaun Foster left tackle for 6 yards (tackle by Colin Cole),1.720,1.820
3,10:11,3,2,GNB 46,7,23,DeShaun Foster right end for 3 yards (tackle by Corey Williams and Nick Barnett),1.820,2.720
3,9:26,1,10,GNB 43,7,23,Jake Delhomme pass complete to Keary Colbert for 19 yards (tackle by Nick Collins),2.720,3.970
3,8:51,1,10,GNB 24,7,23,Stephen Davis left end for 4 yards (tackle by Nick Barnett),3.970,3.970
3,8:07,2,6,GNB 20,7,23,Jake Delhomme pass incomplete intended for Keary Colbert,3.970,3.270
3,8:00,3,6,GNB 20,7,23,Jake Delhomme pass incomplete intended for DeShaun Foster,3.270,2.150
3,7:50,4,6,GNB 20,7,26,John Kasay 38 yard field goal good,2.150,3.000
3,,,,CAR 30,7,26,"John Kasay kicks off 64 yards, returned by Najeh Davenport for 14 yards (tackle by Rod Smart)",0.000,0.280
3,7:45,1,10,GNB 20,7,26,Ahman Green right tackle for 4 yards (tackle by Will Witherspoon and Brandon Short),0.280,0.270
3,7:15,2,6,GNB 24,7,26,Brett Favre pass complete to Donald Driver for 24 yards (tackle by Mike Minter),0.270,2.130
3,6:39,1,10,GNB 48,7,26,Najeh Davenport right tackle for 1 yard (tackle by Dan Morgan),2.130,1.720
3,5:59,2,9,GNB 49,7,26,Brett Favre pass complete to Najeh Davenport for 1 yard (tackle by Dan Morgan),1.720,1.160
3,5:18,3,8,CAR 50,7,26,Brett Favre up the middle for 12 yards (tackle by Mike Rucker),1.160,3.050
3,4:38,1,10,CAR 38,7,26,Najeh Davenport right end for 2 yards (tackle by Marlon McCree and Will Witherspoon),3.050,2.780
3,3:51,2,8,CAR 36,7,26,Brett Favre pass complete to William Henderson for 10 yards (tackle by Brandon Short and Will Witherspoon),2.780,3.840
3,3:14,1,10,CAR 26,13,26,"Brett Favre pass complete to Donald Driver for 26 yards, touchdown",3.840,7.000
3,,,,,13,26,"Two Point Attempt: Brett Favre pass incomplete intended for Antonio Chatman, conversion fails",1.000,-1.000
3,,,,GNB 30,13,26,"Ryan Longwell kicks off 70 yards, returned by Rod Smart for 60 yards (tackle by Joey Thomas). Penalty on Jason Horton: Offside on Free Kick, 5 yards",0.000,3.250
3,3:06,1,10,GNB 35,13,26,Jake Delhomme pass complete to Brad Hoover for 7 yards (tackle by Paris Lenon),3.250,3.650
3,1:50,2,3,GNB 28,13,26,Stephen Davis up the middle for 9 yards (tackle by Nick Barnett),3.650,4.310
3,1:28,1,10,GNB 19,13,26,Jake Delhomme pass incomplete intended for Steve Smith (defended by Ahmad Carroll),4.310,3.750
3,1:22,2,10,GNB 19,13,26,Jake Delhomme pass complete to Brad Hoover for 8 yards (tackle by Nick Barnett),3.750,4.430
3,0:44,3,2,GNB 11,13,26,Stephen Davis right guard for 5 yards (tackle by Kenny Peterson),4.430,5.830
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,6,GNB 6,13,26,Jake Delhomme pass incomplete intended for Stephen Davis,5.830,4.950
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
4,14:53,2,6,GNB 6,13,26,"Jake Delhomme pass incomplete intended for Julius Peppers (defended by Mark Roman). Penalty on Mark Roman: Defensive Pass Interfere, 5 yards (no play)",4.950,6.970
4,14:48,1,1,GNB 1,13,32,"Stephen Davis left guard for 1 yard, touchdown",6.970,7.000
4,,,,,13,32,"Two Point Attempt: Jake Delhomme pass incomplete intended for Steve Smith, conversion fails",1.000,-1.000
4,,,,CAR 30,13,32,"John Kasay kicks off 66 yards, returned by Najeh Davenport for 27 yards (tackle by Adam Seward)",0.000,1.000
4,14:38,1,10,GNB 31,13,32,Brett Favre pass incomplete intended for Donald Driver,1.000,0.460
4,14:32,2,10,GNB 31,13,32,Najeh Davenport left guard for 3 yards (tackle by Brandon Short and Mike Rucker),0.460,0.170
4,13:53,3,7,GNB 34,13,32,Brett Favre pass incomplete intended for Antonio Chatman,0.170,-1.110
4,13:47,4,7,GNB 34,13,32,"B.J. Sander punts 53 yards, returned by Chris Gamble for 3 yards (tackle by Donald Lee)",-1.110,0.140
4,13:37,1,10,CAR 16,13,32,Stephen Davis left tackle for no gain (tackle by Kabeer Gbaja-Biamila),-0.140,-0.660
4,12:52,2,10,CAR 16,13,32,Stephen Davis left guard for 4 yards (tackle by Nick Barnett and Aaron Kampman),-0.660,-0.820
4,12:06,3,6,CAR 20,13,32,"Jake Delhomme sacked by Kabeer Gbaja-Biamila for -8 yards. Jake Delhomme fumbles (forced by Kabeer Gbaja-Biamila), recovered by Cullen Jenkins at CAR-13",-0.820,-4.510
4,11:55,1,10,CAR 16,19,32,"Brett Favre pass complete to Donald Lee for 16 yards, touchdown. Penalty on Brentson Buckner: Roughing the Passer, 15 yards",4.510,7.000
4,,,,,21,32,"Two Point Attempt: Brett Favre pass complete to David Martin, conversion succeeds",1.000,1.000
4,,,,GNB 45,21,32,"Ryan Longwell kicks off 55 yards, touchback",0.000,0.280
4,11:49,1,10,CAR 20,21,32,DeShaun Foster up the middle for 3 yards (tackle by Aaron Kampman and Colin Cole),0.280,0.140
4,11:04,2,7,CAR 23,21,32,Jake Delhomme sacked by Kabeer Gbaja-Biamila for -3 yards,0.140,-0.960
4,10:23,3,10,CAR 20,21,32,Jake Delhomme pass complete to Keary Colbert for 11 yards (tackle by Ahmad Carroll),-0.960,1.000
4,9:36,1,10,CAR 31,21,32,Nick Goings up the middle for no gain (tackle by Kenny Peterson),1.000,0.460
4,8:56,2,10,CAR 31,21,32,Stephen Davis up the middle for 1 yard (tackle by Nick Barnett and Paris Lenon),0.460,-0.100
4,8:13,3,9,CAR 32,21,32,Jake Delhomme pass complete to Brad Hoover for 5 yards (tackle by Paris Lenon),-0.100,-0.910
4,7:28,4,4,CAR 37,21,32,"Jason Baker punts 53 yards, returned by Antonio Chatman for no gain",-0.910,0.380
4,7:18,1,10,GNB 10,21,32,Brett Favre pass complete to David Martin for 14 yards (tackle by Mike Minter),-0.380,0.540
4,6:52,1,10,GNB 24,21,32,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Mike Minter),0.540,1.210
4,6:17,2,1,GNB 33,21,32,Najeh Davenport right tackle for 4 yards (tackle by Jordan Carstens),1.210,1.400
4,5:41,1,10,GNB 37,21,32,Brett Favre pass complete to Robert Ferguson for 8 yards (tackle by Chris Gamble),1.400,1.940
4,5:13,2,2,GNB 45,21,32,Brett Favre pass incomplete intended for Vonta Leach,1.940,1.220
4,5:08,3,2,GNB 45,21,32,Brett Favre pass complete to Robert Ferguson for 10 yards (tackle by Will Witherspoon),1.220,2.590
4,4:37,1,10,CAR 45,21,32,Brett Favre pass complete to Antonio Chatman for 25 yards (tackle by Ken Lucas),2.590,4.240
4,4:06,1,10,CAR 20,21,32,Brett Favre pass complete to David Martin for 5 yards (tackle by Will Witherspoon),4.240,4.450
4,3:43,2,5,CAR 15,21,32,Brett Favre pass incomplete,4.450,3.700
4,3:39,3,5,CAR 15,21,32,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Marlon McCree),3.700,6.280
4,3:25,,,,21,32,Timeout #1 by Green Bay Packers,0.000,6.280
4,3:25,1,4,CAR 4,21,32,Brett Favre pass incomplete intended for Donald Driver,6.280,5.340
4,3:18,2,4,CAR 4,21,32,Brett Favre pass incomplete,5.340,4.490
4,3:13,3,4,CAR 4,27,32,"Brett Favre pass complete to Antonio Chatman for 4 yards, touchdown",4.490,7.000
4,,,,,29,32,"Two Point Attempt: Brett Favre pass complete to Robert Ferguson, conversion succeeds",1.000,1.000
4,,,,GNB 30,29,32,"Ryan Longwell kicks off 67 yards, returned by Steve Smith for 33 yards (tackle by Tony Fisher)",0.000,1.330
4,3:01,1,10,CAR 36,29,32,Stephen Davis right end for 3 yards (tackle by Kabeer Gbaja-Biamila),1.330,1.200
4,2:55,,,,29,32,Timeout #2 by Green Bay Packers,0.000,1.200
4,2:55,2,7,CAR 39,29,32,Brad Hoover left guard for 1 yard (tackle by Cullen Jenkins),1.200,0.630
4,2:52,,,,29,32,Timeout #3 by Green Bay Packers,0.000,0.630
4,2:52,3,6,CAR 40,29,32,Jake Delhomme pass complete to Kris Mangum for 2 yards (tackle by Nick Collins and Paris Lenon),0.630,-0.590
4,2:08,4,4,CAR 42,29,32,"Jason Baker punts 36 yards, returned by Antonio Chatman for 15 yards (tackle by Brad Hoover)",-0.590,-1.400
4,1:58,1,10,GNB 37,29,32,Brett Favre pass complete to Donald Driver for 15 yards (tackle by Marlon McCree),1.400,2.390
4,1:39,1,10,CAR 48,29,32,Brett Favre pass incomplete intended for Antonio Chatman,2.390,1.850
4,1:36,2,10,CAR 48,29,32,Brett Favre pass incomplete intended for David Martin. Penalty on Donald Driver: Illegal Motion (Declined),1.850,1.160
4,1:26,3,10,CAR 48,29,32,Brett Favre pass complete to Antonio Chatman for 7 yards (tackle by Ricky Manning),1.160,0.530
4,1:04,4,3,CAR 41,29,32,Brett Favre pass incomplete intended for Donald Driver,0.530,-1.730
4,1:03,1,10,CAR 42,29,32,Jake Delhomme kneels for -2 yards,1.730,0.920
4,0:32,2,12,CAR 40,29,32,Jake Delhomme kneels for -1 yards,0.920,0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
