0,1
Game Info,Game Info
Won Toss,Texans (deferred)
Roof,retractable roof (closed)
Surface,astroturf
Duration,3:19
Attendance,71802
Vegas Line,Houston Texans -1.0
Over/Under,45.5 (under)
