Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,SEA 25,0,0,Russell Wilson pass complete deep left to Tyler Lockett for 34 yards (tackle by Patrick Peterson),0.610,2.850
1,14:20,1,10,ARI 41,0,0,Russell Wilson pass complete short right to Jacob Hollister for 17 yards (tackle by Deionte Thompson),2.850,3.970
1,13:41,1,10,ARI 24,0,0,Russell Wilson pass complete short right to Tyler Lockett for 4 yards,3.970,3.970
1,13:08,2,6,ARI 20,0,0,Russell Wilson pass complete short middle to Chris Carson for 7 yards (tackle by Haason Reddick and De'Vondre Campbell),3.970,4.710
1,12:44,1,10,ARI 13,0,0,Chris Carson up the middle for 10 yards (tackle by Jordan Hicks and Haason Reddick),4.710,6.510
1,12:03,1,3,ARI 3,6,0,"Russell Wilson pass complete short left to Tyler Lockett for 3 yards, touchdown",6.510,7.000
1,11:59,,,ARI 15,7,0,Jason Myers kicks extra point good,0.000,0.000
1,11:59,,,SEA 35,7,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,11:59,1,10,ARI 25,7,0,Kyler Murray pass incomplete short right intended for Darrell Daniels,0.610,0.060
1,11:53,2,10,ARI 25,7,0,"Penalty on ARI: False Start, 5 yards (no play)",0.060,-0.610
1,11:53,2,15,ARI 20,7,0,Kyler Murray pass complete short right to Christian Kirk for no gain (tackle by Shaquill Griffin),-0.610,-1.290
1,11:25,3,15,ARI 20,7,0,Kyler Murray pass complete short left to DeAndre Hopkins for -2 yards (tackle by Quinton Dunbar),-1.290,-2.240
1,10:34,4,17,ARI 18,7,0,"Andy Lee punts 48 yards, fair catch by David Moore at SEA-34",-2.240,-1.200
1,10:26,1,10,SEA 34,7,0,Chris Carson right tackle for 5 yards (tackle by Jordan Hicks and Haason Reddick),1.200,1.330
1,9:45,2,5,SEA 39,7,0,"Penalty on Brandon Shell: False Start, 5 yards (no play)",1.330,0.660
1,9:22,2,10,SEA 34,7,0,Russell Wilson pass incomplete deep right intended for Tyler Lockett,0.660,-0.030
1,9:15,3,10,SEA 34,7,0,Russell Wilson pass complete short middle to D.K. Metcalf for 17 yards (tackle by De'Vondre Campbell),-0.030,2.320
1,8:32,1,10,ARI 49,7,0,Chris Carson up the middle for 8 yards (tackle by Jordan Hicks and Devon Kennard),2.320,2.860
1,7:48,2,2,ARI 41,7,0,Russell Wilson pass complete short right to David Moore for 18 yards (tackle by Patrick Peterson),2.860,4.040
1,7:01,1,10,ARI 23,7,0,Russell Wilson pass incomplete deep right intended for Greg Olsen,4.040,3.500
1,6:53,2,10,ARI 23,7,0,Russell Wilson pass incomplete short right intended for Carlos Hyde,3.500,2.810
1,6:47,3,10,ARI 23,7,0,Russell Wilson pass incomplete short right,2.810,1.930
1,6:39,4,10,ARI 23,10,0,Jason Myers 41 yard field goal good,1.930,3.000
1,6:35,,,SEA 35,10,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,6:35,1,10,ARI 25,10,0,Kyler Murray up the middle for 2 yards (tackle by Ryan Neal and Jordyn Brooks),0.610,0.330
1,6:16,2,8,ARI 27,10,0,Kyler Murray pass incomplete deep right intended for Dan Arnold,0.330,-0.360
1,6:10,3,8,ARI 27,10,0,Kyler Murray right end for 9 yards (tackle by Benson Mayowa),-0.360,1.330
1,5:36,1,10,ARI 36,10,0,Kenyan Drake left end for -1 yards (tackle by L.J. Collier),1.330,0.660
1,5:08,2,11,ARI 35,10,0,"Kyler Murray pass incomplete short left intended for DeAndre Hopkins (defended by Quinton Dunbar). Penalty on Quinton Dunbar: Defensive Pass Interference, 8 yards (no play)",0.660,1.800
1,5:02,1,10,ARI 43,10,0,"Kyler Murray aborted snap, recovered by Kyler Murray at ARI-41 and returned for -2 yards",1.800,0.980
1,4:30,2,12,ARI 41,10,0,Kyler Murray pass complete short middle to Dan Arnold for 16 yards (tackle by Bobby Wagner),0.980,2.720
1,3:52,1,10,SEA 43,10,0,Kenyan Drake up the middle for no gain (tackle by Jordyn Brooks and Bryan Mone),2.720,2.180
1,3:14,2,10,SEA 43,10,0,Kyler Murray up the middle for 8 yards (tackle by Jordyn Brooks),2.180,2.540
1,2:45,3,2,SEA 35,10,6,"Kyler Murray pass complete deep left to DeAndre Hopkins for 35 yards, touchdown",2.540,7.000
1,2:39,,,SEA 15,10,7,Zane Gonzalez kicks extra point good,0.000,0.000
1,2:39,,,ARI 35,10,7,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,2:39,1,10,SEA 25,10,7,"Russell Wilson pass complete short left to Chris Carson for 2 yards (tackle by De'Vondre Campbell). Penalty on Zach Allen: Defensive Offside, 5 yards (no play)",0.610,1.340
1,2:09,1,5,SEA 30,10,7,Chris Carson right tackle for 4 yards (tackle by De'Vondre Campbell),1.340,1.280
1,1:32,2,1,SEA 34,10,7,Chris Carson up the middle for 7 yards (tackle by Jordan Hicks),1.280,1.660
1,0:49,1,10,SEA 41,10,7,Russell Wilson pass complete short right to Tyler Lockett for 16 yards (tackle by Dre Kirkpatrick),1.660,2.720
1,0:21,1,10,ARI 43,10,7,Russell Wilson pass complete short right to Jacob Hollister for -1 yards (tackle by Haason Reddick),2.720,2.040
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,ARI 44,10,7,Russell Wilson pass complete short right to Greg Olsen for 13 yards (tackle by Dre Kirkpatrick),2.040,3.510
2,14:18,1,10,ARI 31,10,7,Carlos Hyde up the middle for 3 yards (tackle by De'Vondre Campbell and Budda Baker),3.510,3.370
2,13:36,2,7,ARI 28,10,7,Carlos Hyde up the middle for 2 yards (tackle by Jordan Phillips),3.370,2.940
