#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:59,ARI 25,3,1:33,-7,Punt
2,1,6:35,ARI 25,9,3:56,75,Touchdown
3,2,12:50,ARI 17,4,1:33,15,Fumble
4,2,8:54,SEA 8,4,2:11,5,Downs
5,2,4:04,ARI 25,6,2:50,75,Touchdown
6,2,0:43,ARI 25,7,0:43,44,Field Goal
7,3,15:00,ARI 25,5,3:10,28,Punt
8,3,8:30,ARI 7,12,5:31,93,Touchdown
9,4,12:18,ARI 20,1,0:08,0,Interception
10,4,6:44,ARI 25,14,4:16,75,Touchdown
11,4,0:52,ARI 20,8,0:52,54,Field Goal
12,5,5:30,ARI 28,6,2:48,49,Missed FG
13,5,0:57,SEA 49,6,0:42,19,Field Goal
