Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Lockett,SEA,20,15,200,3,11,163,10.9,37,2.5,11.7,1,15.0,2,10.0,1,125.0
David Moore,SEA,3,3,54,0,3,32,10.7,22,7.3,10.7,0,,0,0.0,0,118.7
Jacob Hollister,SEA,3,3,22,0,1,10,3.3,12,4.0,3.3,0,,0,0.0,0,97.2
Carlos Hyde,SEA,4,3,8,0,0,-4,-1.3,12,4.0,1.0,0,,0,0.0,0,77.1
DeeJay Dallas,SEA,3,2,18,0,,4,2.0,14,7.0,3.0,0,,0,0.0,0,82.6
Greg Olsen,SEA,3,2,18,0,2,14,7.0,4,2.0,12.3,0,,0,0.0,0,82.6
Will Dissly,SEA,4,2,38,0,2,9,4.5,29,14.5,5.8,0,,0,0.0,0,83.3
D.K. Metcalf,SEA,5,2,23,0,1,2,1.0,21,10.5,15.0,0,,0,0.0,1,15.0
Chris Carson,SEA,2,1,7,0,1,0,0.0,7,7.0,0.5,0,,0,0.0,1,18.7
Freddie Swain,SEA,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DeAndre Hopkins,ARI,12,10,103,1,5,82,8.2,21,2.1,13.4,0,,0,0.0,0,130.2
Larry Fitzgerald,ARI,8,8,62,0,2,37,4.6,25,3.1,4.6,0,,0,0.0,0,99.0
Chase Edmonds,ARI,7,7,87,0,5,8,1.1,79,11.3,1.1,3,2.3,0,0.0,0,118.5
Christian Kirk,ARI,8,5,37,2,3,24,4.8,13,2.6,8.6,1,5.0,0,0.0,0,113.0
Dan Arnold,ARI,3,2,57,0,2,24,12.0,33,16.5,19.0,0,,0,0.0,0,109.7
Andy Isabella,ARI,3,1,7,0,,7,7.0,0,0.0,13.7,0,,1,33.3,1,2.8
Kenyan Drake,ARI,2,1,7,0,0,3,3.0,4,4.0,-0.5,0,,1,50.0,0,58.3
Darrell Daniels,ARI,1,0,0,0,,0,,0,,15.0,0,,1,100.0,0,39.6
