Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
1,5:15,1,10,TAM 41,7,0,Felix Jones up the middle for 3 yards (tackle by Albert Haynesworth),2.850,2.710
1,4:32,2,7,TAM 38,7,0,Tony Romo pass complete short right to Laurent Robinson for 9 yards (tackle by Anthony Gaitor),2.710,3.640
1,3:53,1,10,TAM 29,7,0,Felix Jones right end for no gain (tackle by Ronde Barber),3.640,3.100
1,3:18,2,10,TAM 29,7,0,"Tony Romo pass complete short left to Sammy Morris for 6 yards (tackle by Elbert Mack). Penalty on TAM: Defensive 12 On-field, 5 yards (no play)",3.100,3.780
1,2:46,2,5,TAM 24,7,0,Sammy Morris up the middle for 15 yards (tackle by Quincy Black),3.780,5.140
1,2:14,1,9,TAM 9,7,0,Sammy Morris right guard for 2 yards (tackle by Quincy Black and Ronde Barber),5.140,4.760
1,1:28,2,7,TAM 7,7,0,Felix Jones right tackle for 4 yards (tackle by Sean Jones),4.760,4.720
1,0:46,3,3,TAM 3,7,0,"Penalty on Jason Witten: False Start, 5 yards (no play)",4.720,3.580
1,0:25,3,8,TAM 8,13,0,"Tony Romo pass complete short right to Dez Bryant for 8 yards, touchdown",3.580,7.000
1,,,,TAM 2,14,0,Dan Bailey kicks extra point good,0.000,0.000
1,,,,DAL 35,14,0,"Dan Bailey kicks off 73 yards, touchback",0.000,0.280
1,0:18,1,10,TAM 20,14,0,Josh Freeman pass complete short left to Luke Stocker for 4 yards (tackle by Mike Jenkins),0.280,0.270
Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,TAM 24,14,0,LeGarrette Blount left guard for 4 yards (tackle by Anthony Spencer),0.270,0.100
2,14:18,3,2,TAM 28,14,0,Josh Freeman pass incomplete short right intended for Kellen Winslow Jr.,0.100,-1.500
2,14:09,4,2,TAM 28,14,0,"Michael Koenen punts 57 yards, returned by Dez Bryant for 8 yards (tackle by Micheal Spurlock)",-1.500,-0.480
2,13:58,1,10,DAL 23,14,0,Tony Romo pass complete short left to Martellus Bennett for 3 yards (tackle by Tanard Jackson),0.480,0.340
2,13:15,2,7,DAL 26,14,0,Felix Jones up the middle for 2 yards (tackle by Ronde Barber),0.340,-0.100
2,12:28,3,5,DAL 28,14,0,Tony Romo pass complete short left to Miles Austin for 8 yards (tackle by Anthony Gaitor),-0.100,1.330
2,11:43,1,10,DAL 36,14,0,Tony Romo pass incomplete short right intended for Sammy Morris,1.330,0.790
2,11:36,2,10,DAL 36,14,0,Felix Jones right guard for no gain (tackle by Mason Foster and Sean Jones),0.790,0.100
2,10:50,3,10,DAL 36,14,0,Tony Romo pass incomplete short left intended for Miles Austin,0.100,-0.980
2,10:43,4,10,DAL 36,14,0,"Mat McBriar punts 38 yards, returned by Micheal Spurlock for -2 yards (tackle by Alex Albright)",-0.980,-0.540
2,10:31,1,10,TAM 24,14,0,Josh Freeman sacked by DeMarcus Ware for -6 yards,0.540,-0.910
2,9:54,2,16,TAM 18,14,0,Josh Freeman sacked by Orlando Scandrick for -4 yards,-0.910,-2.450
2,9:15,3,20,TAM 14,14,0,Josh Freeman pass complete short left to Kregg Lumpkin for 10 yards (tackle by Anthony Spencer). Penalty on Mike Williams: Offensive Pass Interference (Declined),-2.450,-1.770
2,8:51,4,10,TAM 24,14,0,"Michael Koenen punts 59 yards, returned by Dez Bryant for -6 yards (tackle by Dekoda Watson)",-1.770,0.370
2,8:34,1,10,DAL 11,14,0,"Felix Jones right guard for 5 yards (tackle by Roy Miller). Penalty on Roy Miller: Tripping, 10 yards",-0.370,0.670
2,8:08,1,10,DAL 26,14,0,Tony Romo pass complete short right to Laurent Robinson for 11 yards (tackle by Elbert Mack),0.670,1.400
2,7:04,1,10,DAL 37,14,0,Felix Jones right guard for 38 yards (tackle by Ronde Barber),1.400,3.910
2,6:15,1,10,TAM 25,14,0,Tony Romo pass complete short right to Martellus Bennett for 11 yards,3.910,4.650
2,5:39,1,10,TAM 14,14,0,--,4.650,4.900
2,4:55,2,5,TAM 9,14,0,Tony Romo pass incomplete short right intended for Jason Witten,4.900,4.050
2,4:51,3,5,TAM 9,20,0,"Tony Romo pass complete short right to Laurent Robinson for 9 yards, touchdown",4.050,7.000
2,,,,TAM 2,21,0,Dan Bailey kicks extra point good,0.000,0.000
2,,,,DAL 35,21,0,"Dan Bailey kicks off 64 yards, returned by Preston Parker for 24 yards (tackle by Alan Ball)",0.000,0.610
2,4:35,1,10,TAM 25,21,0,LeGarrette Blount up the middle for 2 yards (tackle by Keith Brooking),0.610,0.330
2,3:54,2,8,TAM 27,21,0,LeGarrette Blount up the middle for no gain (tackle by Marcus R. Spears),0.330,-0.360
2,3:07,,,,21,0,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.360
2,3:07,3,8,TAM 27,21,0,Josh Freeman pass incomplete short middle intended for Kregg Lumpkin,-0.360,-1.570
2,3:02,4,8,TAM 27,21,0,"Michael Koenen punts 40 yards, returned by Dez Bryant for 5 yards (tackle by Corey Lynch)",-1.570,-1.470
2,2:52,1,10,DAL 38,21,0,Tony Romo pass complete short right to Felix Jones for 7 yards (tackle by Dekoda Watson),1.470,1.870
2,2:12,2,3,DAL 45,21,0,Tony Romo pass complete short left to Miles Austin for 9 yards (tackle by E.J. Biggers),1.870,2.520
2,2:00,1,10,TAM 46,21,0,Tony Romo pass complete short left to Dez Bryant for 11 yards (tackle by E.J. Biggers),2.520,3.250
2,1:32,1,10,TAM 35,21,0,Tony Romo pass complete deep middle to Jason Witten for 22 yards (tackle by Sean Jones),3.250,4.710
2,0:59,1,10,TAM 13,21,0,Tony Romo pass complete short middle to Miles Austin for 9 yards (tackle by Tanard Jackson),4.710,5.730
2,0:50,,,,21,0,Timeout #1 by Dallas Cowboys,0.000,5.730
2,0:50,2,1,TAM 4,21,0,Felix Jones right tackle for -1 yards (tackle by Michael Bennett and Mason Foster),5.730,4.780
2,0:40,,,,21,0,Timeout #2 by Dallas Cowboys,0.000,0.000
2,0:40,,,,21,0,Timeout #2 by Tampa Bay Buccaneers,0.000,4.780
2,0:40,3,2,TAM 5,21,0,Tony Romo pass complete short middle to Kevin Ogletree for 4 yards (tackle by Dekoda Watson),4.780,6.970
2,0:22,1,1,TAM 1,27,0,"Tony Romo up the middle for 1 yard, touchdown",6.970,7.000
2,,,,TAM 2,28,0,Dan Bailey kicks extra point good,0.000,0.000
2,,,,DAL 35,28,0,Dan Bailey kicks off 36 yards,0.000,0.870
2,0:17,1,10,TAM 29,28,0,Josh Freeman kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,28,0,"Michael Koenen kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,DAL 20,28,0,"Felix Jones right end for 9 yards (tackle by Geno Hayes). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,14:38,1,20,DAL 10,28,0,Tony Romo pass incomplete short right intended for Felix Jones (defended by Albert Haynesworth),-0.760,-1.510
3,14:33,2,20,DAL 10,28,0,Felix Jones right tackle for 1 yard (tackle by Ronde Barber and Adrian Clayborn),-1.510,-2.470
3,13:49,3,19,DAL 11,28,6,"Tony Romo sacked by Adrian Clayborn for -6 yards. Tony Romo fumbles (forced by Adrian Clayborn), recovered by Dekoda Watson at DAL-7 and returned for 7 yards, touchdown",-2.470,-7.000
3,,,,DAL 2,28,7,Connor Barth kicks extra point good,0.000,0.000
3,,,,TAM 35,28,7,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,13:39,1,10,DAL 20,28,7,Felix Jones right end for 9 yards (tackle by Quincy Black),0.280,0.950
3,12:58,2,1,DAL 29,28,7,Felix Jones up the middle for 2 yards (tackle by Roy Miller),0.950,1.000
3,12:15,1,10,DAL 31,28,7,Tony Romo pass complete short left to Dez Bryant for 5 yards (tackle by E.J. Biggers),1.000,1.140
,,,,,,,"DAL challenged the pass completion ruling, and the original play was overturned.",,
3,11:56,2,5,DAL 36,28,7,Felix Jones left end for -3 yards (tackle by Adrian Clayborn),1.140,0.040
3,11:13,3,8,DAL 33,28,7,Tony Romo pass complete short middle to Miles Austin for 19 yards (tackle by Elbert Mack),0.040,2.390
3,10:28,1,10,TAM 48,28,7,Sammy Morris right end for 9 yards (tackle by Sean Jones),2.390,3.060
3,9:44,2,1,TAM 39,28,7,Sammy Morris up the middle for 5 yards (tackle by Quincy Black and Adrian Clayborn),3.060,3.310
3,9:02,1,10,TAM 34,28,7,Felix Jones left tackle for 14 yards (tackle by Roy Miller),3.310,4.240
3,8:15,1,10,TAM 20,28,7,Felix Jones right end for -3 yards (tackle by Ronde Barber),4.240,3.290
3,7:33,2,13,TAM 23,28,7,Tony Romo pass complete short middle to Jason Witten for 11 yards (tackle by Mason Foster),3.290,4.340
3,6:49,3,2,TAM 12,28,7,Tony Romo pass incomplete short left intended for Miles Austin,4.340,2.760
3,6:43,4,2,TAM 12,31,7,Dan Bailey 30 yard field goal good,2.760,3.000
3,,,,DAL 35,31,7,"Dan Bailey kicks off 65 yards, returned by Preston Parker for 25 yards (tackle by John Phillips)",0.000,0.610
3,6:32,1,10,TAM 25,31,7,Josh Freeman sacked by Sean Lissemore for -6 yards,0.610,-0.810
3,6:00,2,16,TAM 19,31,7,Josh Freeman pass complete short middle to Kellen Winslow Jr. for 9 yards (tackle by Anthony Spencer),-0.810,-0.230
3,5:19,3,7,TAM 28,31,7,Josh Freeman pass complete short right to Dezmon Briscoe for 17 yards (tackle by Frank Walker),-0.230,1.930
3,4:46,1,10,TAM 45,31,7,Josh Freeman for 6 yards,1.930,2.190
3,4:07,2,4,DAL 49,31,7,LeGarrette Blount right guard for 1 yard (tackle by Victor Butler),2.190,1.620
3,3:23,3,3,DAL 48,31,7,Josh Freeman pass complete short middle to Kregg Lumpkin for 13 yards (tackle by Terence Newman),1.620,3.250
3,2:49,1,10,DAL 35,31,7,Josh Freeman pass complete short left to Kellen Winslow Jr. for 7 yards (tackle by Orlando Scandrick),3.250,3.650
3,2:11,2,3,DAL 28,31,7,Josh Freeman pass incomplete short right intended for Preston Parker,3.650,2.940
3,2:06,3,3,DAL 28,31,7,Josh Freeman pass complete short right to Kregg Lumpkin for 9 yards (tackle by Sean Lee),2.940,4.310
3,1:19,1,10,DAL 19,31,7,Josh Freeman pass complete short left to Micheal Spurlock for 6 yards (tackle by Orlando Scandrick),4.310,4.720
3,0:37,2,4,DAL 13,31,7,Josh Freeman pass incomplete short right intended for Kellen Winslow Jr.,4.720,3.960
3,0:32,3,4,DAL 13,31,13,"Josh Freeman pass complete short left to Dezmon Briscoe for 13 yards, touchdown",3.960,7.000
3,,,,,31,15,"Two Point Attempt: Josh Freeman pass complete to Kellen Winslow Jr., conversion succeeds",1.000,1.000
3,,,,TAM 35,31,15,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,0:23,1,10,DAL 20,31,15,Felix Jones right end for no gain (tackle by Albert Haynesworth and Roy Miller),0.280,-0.270
Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DAL 20,31,15,Tony Romo pass complete short right to Jason Witten for 16 yards (tackle by Albert Haynesworth),-0.270,1.330
4,14:23,1,10,DAL 36,31,15,Tony Romo pass complete short left to Martellus Bennett for 9 yards (tackle by Quincy Black),1.330,2.010
4,13:39,2,1,DAL 45,31,15,Felix Jones left guard for 5 yards (tackle by Geno Hayes),2.010,2.260
4,12:54,1,10,,31,15,"Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by Ronde Barber). Penalty on E.J. Biggers: Illegal Contact, 5 yards (no play)",2.260,2.590
4,12:23,1,10,TAM 45,31,15,Felix Jones up the middle for 10 yards (tackle by Quincy Black),2.590,3.250
4,11:36,1,10,TAM 35,31,15,Sammy Morris left guard for 2 yards (tackle by Albert Haynesworth),3.250,2.970
4,10:51,2,8,TAM 33,31,15,Tony Romo sacked by Michael Bennett for -6 yards,2.970,1.490
4,10:15,3,14,TAM 39,31,15,Tony Romo pass incomplete short middle intended for Sammy Morris,1.490,0.660
4,10:09,4,14,TAM 39,31,15,"Mat McBriar punts 39 yards, touchback",0.660,-0.280
4,10:00,1,10,TAM 20,31,15,Josh Freeman pass complete short right to Dezmon Briscoe for 6 yards (tackle by Terence Newman),0.280,0.540
4,9:24,2,4,TAM 26,31,15,Josh Freeman pass complete short right to Kellen Winslow Jr. for 17 yards (tackle by Keith Brooking),0.540,1.800
4,8:43,1,10,TAM 43,31,15,Josh Freeman pass complete short left to Zack Pianalto for 7 yards (tackle by Keith Brooking and Orlando Scandrick),1.800,2.200
4,8:11,2,3,,31,15,Josh Freeman pass complete short left to Mossis Madu for -1 yards (tackle by Sean Lee),2.200,1.350
4,7:22,,,,31,15,Timeout #1 by Tampa Bay Buccaneers,0.000,1.350
4,7:22,3,4,TAM 49,31,15,"Penalty on Dezmon Briscoe: False Start, 5 yards (no play)",1.350,0.690
4,7:22,3,9,TAM 44,31,15,Josh Freeman pass incomplete deep right intended for Preston Parker,0.690,-0.460
4,7:16,4,9,TAM 44,31,15,Josh Freeman pass complete short middle to Kregg Lumpkin for 14 yards (tackle by Orlando Scandrick),-0.460,2.790
4,6:42,1,10,DAL 42,31,15,"Josh Freeman pass incomplete short left intended for Kellen Winslow Jr.. Penalty on Josh Freeman: Intentional Grounding, 11 yards",2.790,0.760
4,6:36,2,21,TAM 47,31,15,Josh Freeman pass complete short middle to Mossis Madu for 9 yards (tackle by Anthony Spencer),0.760,1.290
4,6:00,3,12,DAL 44,31,15,Josh Freeman pass incomplete short left intended for Kregg Lumpkin (defended by Marcus R. Spears),1.290,0.330
4,5:54,4,12,DAL 44,31,15,Josh Freeman pass incomplete deep left intended for Preston Parker,0.330,-1.930
4,5:48,1,10,DAL 45,31,15,Felix Jones left guard for 6 yards (tackle by Mason Foster),1.930,2.190
4,5:02,2,4,TAM 49,31,15,Sammy Morris right tackle for 1 yard (tackle by Geno Hayes),2.190,1.620
4,4:16,3,3,TAM 48,31,15,Sammy Morris right guard for 2 yards (tackle by Dekoda Watson),1.620,0.200
4,3:36,4,1,TAM 46,31,15,"Mat McBriar punts 46 yards, touchback",0.200,-0.280
4,3:28,1,10,TAM 20,31,15,"Josh Freeman pass complete short left to Dezmon Briscoe for 11 yards. Penalty on Jeff Faine: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,3:19,1,20,TAM 10,31,15,Josh Freeman pass complete short right to Kregg Lumpkin for 4 yards (tackle by Victor Butler and Frank Walker),-0.760,-1.180
4,2:43,2,16,TAM 14,31,15,Josh Freeman pass incomplete short middle intended for Kregg Lumpkin,-1.180,-2.030
4,2:38,3,16,TAM 14,31,15,Josh Freeman pass complete short left to Kellen Winslow Jr. for 4 yards (tackle by Orlando Scandrick),-2.030,-2.240
4,2:01,4,12,TAM 18,31,15,Josh Freeman pass incomplete deep right intended for Micheal Spurlock,-2.240,-4.440
4,1:54,1,10,TAM 17,31,15,Sammy Morris right guard for 2 yards (tackle by Albert Haynesworth and Mason Foster),4.440,4.150
4,1:48,,,,31,15,Timeout #1 by Dallas Cowboys,0.000,4.150
4,1:48,2,8,TAM 15,31,15,Sammy Morris left tackle for 3 yards (tackle by Ronde Barber),4.150,3.880
4,1:42,,,,31,15,Timeout #2 by Tampa Bay Buccaneers,0.000,3.880
4,1:42,3,5,TAM 12,31,15,Sammy Morris right end for -1 yards (tackle by Michael Bennett),3.880,2.590
4,1:37,,,,31,15,Timeout #3 by Tampa Bay Buccaneers,0.000,2.590
4,1:37,4,6,TAM 13,31,15,Sammy Morris left end for 8 yards (tackle by Sean Jones and Mason Foster),2.590,6.060
4,0:47,1,5,TAM 5,31,15,Tony Romo kneels for -1 yards,6.060,4.950
4,0:08,2,6,TAM 6,31,15,Tony Romo kneels for -1 yards,4.950,3.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
