Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,ARI,16,63,1,3,23,1.4,40,2.5,1,16.0
Colt McCoy,ARI,2,2,0,1,1,0.5,1,0.5,0,
Keaontay Ingram,ARI,1,0,0,,0,0.0,0,0.0,0,
Trace McSorley,ARI,1,8,0,0,8,8.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,DEN,24,130,1,9,73,3.0,57,2.4,0,
Marlon Mack,DEN,5,37,1,3,25,5.0,12,2.4,0,
Devine Ozigbo,DEN,2,2,0,,0,0.0,2,1.0,0,
Brett Rypien,DEN,2,-2,0,0,-2,-1.0,0,0.0,0,
Andrew Beck,DEN,1,1,0,,0,0.0,1,1.0,0,
