Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,MIA 30,0,0,"Olindo Mare kicks off 68 yards, returned by Kevin Faulk for 28 yards (tackle by Jason Allen)",0.000,0.940
1,14:53,1,10,NWE 30,0,0,Tom Brady pass complete short left to Kevin Faulk for 5 yards (tackle by Channing Crowder),0.940,1.070
1,14:11,2,5,NWE 35,0,0,Tom Brady pass incomplete short middle intended for Kevin Faulk (defended by Jason Taylor),1.070,0.370
1,14:06,3,5,NWE 35,0,0,Tom Brady pass complete short right to Troy Brown for 5 yards (tackle by Will Allen and Zach Thomas),0.370,1.600
1,13:31,1,10,NWE 40,0,0,Corey Dillon right end for 1 yard (tackle by Jason Taylor),1.600,1.190
1,12:56,2,9,NWE 41,0,0,Tom Brady pass complete short right to Reche Caldwell for 12 yards (tackle by Will Allen),1.190,2.460
1,12:24,1,10,MIA 47,0,0,Corey Dillon for 1 yard (tackle by Andre' Goodman),2.460,2.050
1,11:59,2,9,MIA 46,0,0,Tom Brady pass complete short right to Troy Brown for -1 yards (tackle by David Bowens),2.050,1.220
1,11:18,3,10,MIA 47,0,0,Tom Brady pass incomplete deep right intended for Reche Caldwell,1.220,0.130
1,11:12,4,10,MIA 47,0,0,"Ken Walter punts 37 yards, returned by Wes Welker for 11 yards (tackle by Willie Andrews)",0.130,-0.340
1,11:03,1,10,MIA 21,0,0,Joey Harrington pass complete short left to Marty Booker for 5 yards (tackle by Chad Scott),0.340,0.480
1,10:30,2,5,MIA 26,0,0,Joey Harrington pass complete short right to Justin Peelle for 7 yards (tackle by James Sanders and Asante Samuel),0.480,1.140
1,9:52,1,10,MIA 33,0,0,Joey Harrington sacked by Ty Warren for -6 yards,1.140,-0.220
1,9:17,2,16,MIA 27,0,0,Joey Harrington pass complete short middle to Sammy Morris for 28 yards (tackle by Artrell Hawkins),-0.220,2.590
1,8:47,1,10,NWE 45,0,0,Sammy Morris left tackle for 5 yards (tackle by Tedy Bruschi and Vince Wilfork),2.590,2.720
1,8:14,2,5,NWE 40,0,0,Joey Harrington right end for 2 yards (tackle by Mike Vrabel),2.720,2.280
1,7:28,3,3,NWE 38,0,0,Joey Harrington pass incomplete short left intended for Wes Welker,2.280,0.720
1,7:23,4,3,NWE 38,0,0,Donnie Jones punts 35 yards,0.720,0.380
1,7:15,1,10,NWE 3,0,0,Corey Dillon right guard for 2 yards (tackle by Matt Roth),-0.380,-0.630
1,6:20,2,8,NWE 5,0,0,Tom Brady pass complete short right to Daniel Graham for 7 yards (tackle by Yeremiah Bell and Jason Allen),-0.630,-0.370
1,5:39,3,1,NWE 12,0,0,Corey Dillon right tackle for 4 yards (tackle by Renaldo Hill),-0.370,-0.140
1,5:03,1,10,NWE 16,0,0,Kevin Faulk middle for 5 yards (tackle by Zach Thomas and Yeremiah Bell),-0.140,0.150
1,4:31,2,5,NWE 21,0,0,Kevin Faulk middle for no gain (tackle by Jason Taylor),0.150,-0.700
1,3:47,3,5,NWE 21,0,0,Tom Brady pass complete short right to Kevin Faulk for 7 yards (tackle by Zach Thomas),-0.700,0.810
1,3:23,1,10,NWE 28,0,0,Tom Brady pass complete short left to Ben Watson for 5 yards (tackle by Renaldo Hill),0.810,0.940
1,2:44,2,5,NWE 33,0,0,"Tom Brady pass complete short right to Daniel Graham for 5 yards (tackle by Channing Crowder). Daniel Graham fumbles (forced by Channing Crowder), recovered by Will Allen at NWE-39 (tackle by Ben Watson)",0.940,-2.980
1,2:34,1,10,NWE 39,0,0,"Joey Harrington pass incomplete short middle intended for Sammy Morris. Penalty on Richard Seymour: Roughing the Passer, 15 yards (no play)",2.980,3.970
1,2:27,1,10,NWE 24,0,0,Sammy Morris left guard for 2 yards (tackle by Mike Vrabel and Tedy Bruschi),3.970,3.700
1,1:53,2,8,NWE 22,0,0,"Sammy Morris for 4 yards (tackle by Chad Scott). Penalty on Randy McMichael: Offensive Holding, 10 yards (no play)",3.700,2.350
1,1:31,2,18,NWE 32,0,0,"Joey Harrington pass incomplete short left intended for Marty Booker. Penalty on Chad Scott: Defensive Pass Interfere, 14 yards (no play)",2.350,4.370
1,1:26,1,10,NWE 18,0,0,Travis Minor right tackle for 1 yard (tackle by Ty Warren),4.370,3.940
1,0:46,2,9,NWE 17,0,0,Joey Harrington pass incomplete deep middle intended for Marty Booker,3.940,3.170
1,0:39,3,9,NWE 17,0,0,Joey Harrington pass incomplete deep right intended for Chris Chambers,3.170,2.310
1,0:32,4,9,NWE 17,0,3,Olindo Mare 35 yard field goal good,2.310,3.000
1,,,,MIA 30,0,3,"Olindo Mare kicks off 72 yards, returned by Kevin Faulk for 31 yards (tackle by Derrick Pope)",0.000,0.870
1,0:21,1,10,NWE 29,0,3,Tom Brady pass complete short left to Daniel Graham for 3 yards (tackle by Zach Thomas),0.870,0.730
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NWE 32,0,3,"Penalty on Reche Caldwell: False Start, 5 yards (no play)",0.730,0.060
2,15:00,2,12,NWE 27,0,3,Tom Brady pass incomplete deep left intended for Jabar Gaffney,0.060,-0.630
2,14:53,3,12,NWE 27,0,3,Tom Brady pass incomplete short middle intended for Ben Watson (defended by Zach Thomas),-0.630,-1.570
2,14:47,4,12,NWE 27,0,3,"Ken Walter punts 47 yards, returned by Wes Welker for 14 yards (tackle by Pierre Woods)",-1.570,-1.600
2,14:33,1,10,MIA 40,0,3,Sammy Morris middle for 2 yards (tackle by Vince Wilfork),1.600,1.320
2,14:02,2,8,MIA 42,0,3,Joey Harrington pass complete short middle to Randy McMichael for 17 yards (tackle by Artrell Hawkins),1.320,2.850
2,13:29,1,10,NWE 41,0,3,Sammy Morris right guard for 1 yard (tackle by Vince Wilfork),2.850,2.440
2,12:48,2,9,NWE 40,0,3,Sammy Morris middle for 2 yards (tackle by James Sanders),2.440,2.020
2,11:58,3,7,NWE 38,0,3,Joey Harrington pass incomplete deep left intended for Chris Chambers,2.020,0.720
2,11:50,4,7,NWE 38,0,3,Donnie Jones punts 34 yards,0.720,0.380
2,11:41,1,10,NWE 4,0,3,Corey Dillon right guard for 7 yards (tackle by Channing Crowder and Will Allen),-0.380,-0.270
2,11:12,2,3,NWE 11,0,3,Corey Dillon middle for 7 yards (tackle by Renaldo Hill),-0.270,0.040
2,10:39,1,10,NWE 18,0,3,Tom Brady pass complete short left to Corey Dillon for 1 yard (tackle by Zach Thomas),0.040,-0.320
2,9:59,2,9,NWE 19,0,3,"Tom Brady pass incomplete short right intended for Reche Caldwell. Penalty on Will Allen: Illegal Contact, 5 yards (no play)",-0.320,0.540
2,9:52,1,10,NWE 24,0,3,Patrick Pass right end for 6 yards (tackle by Yeremiah Bell),0.540,0.810
2,9:11,2,4,NWE 30,0,3,Corey Dillon left end for 17 yards (tackle by Renaldo Hill),0.810,2.060
2,8:46,1,10,NWE 47,0,3,Tom Brady pass incomplete short left intended for Troy Brown,2.060,1.520
2,8:40,2,10,NWE 47,0,3,Tom Brady sacked by Vonnie Holliday and Matt Roth for -11 yards,1.520,-0.620
2,8:02,3,21,NWE 36,0,3,Kevin Faulk middle for 10 yards (tackle by Yeremiah Bell),-0.620,-0.320
2,7:20,4,11,NWE 46,0,3,"Ken Walter punts 51 yards. Penalty on Patrick Pass: Illegal Formation, 5 yards (no play)",-0.320,-0.650
2,7:08,4,16,NWE 41,0,3,"Ken Walter punts 41 yards, fair catch by Wes Welker",-0.650,-0.040
2,7:00,1,10,MIA 18,0,3,Joey Harrington pass complete short middle to Marty Booker for 11 yards (tackle by Chad Scott),0.040,0.870
2,6:37,1,10,MIA 29,0,3,Joey Harrington pass incomplete short right intended for Wes Welker,0.870,0.330
2,6:30,2,10,MIA 29,0,3,Joey Harrington pass complete short middle to Randy McMichael for 9 yards (tackle by Tedy Bruschi and Mike Vrabel),0.330,0.830
2,5:55,3,1,MIA 38,0,3,Joey Harrington pass complete short left to Marty Booker for 2 yards (tackle by Ray Mickens and Chad Scott),0.830,1.600
2,5:15,1,10,MIA 40,0,3,Joey Harrington pass complete short middle to Wes Welker for -1 yards (tackle by Asante Samuel),1.600,0.920
2,4:31,2,11,MIA 39,0,3,Joey Harrington pass incomplete short right intended for Marty Booker,0.920,0.230
2,4:27,3,11,MIA 39,0,3,Joey Harrington pass incomplete short right intended for Marty Booker,0.230,-0.780
2,4:22,4,11,MIA 39,0,3,"Donnie Jones punts 37 yards, returned by Kevin Faulk for 3 yards (tackle by Travis Minor)",-0.780,-0.740
2,4:13,1,10,NWE 27,0,3,Tom Brady pass incomplete short left intended for Reche Caldwell (defended by Andre' Goodman),0.740,0.200
2,4:06,2,10,NWE 27,0,3,Corey Dillon left end for 7 yards (tackle by Travis Daniels),0.200,0.430
2,3:26,3,3,NWE 34,0,3,Tom Brady pass complete short left to Troy Brown for 21 yards (tackle by Renaldo Hill),0.430,2.590
2,2:54,1,10,MIA 45,0,3,Tom Brady pass incomplete deep middle intended for Ben Watson,2.590,2.040
2,2:46,2,10,MIA 45,0,3,Kevin Faulk left guard for 3 yards (tackle by Zach Thomas and Renaldo Hill),2.040,1.750
2,2:06,,,,0,3,Timeout #1 by New England Patriots,0.000,1.750
2,2:06,3,7,MIA 42,0,3,Tom Brady pass incomplete short middle intended for Kevin Faulk,1.750,0.460
2,2:01,4,7,MIA 42,0,3,"Ken Walter punts 19 yards, fair catch by Wes Welker",0.460,-0.480
2,1:53,1,10,MIA 23,0,3,Sammy Morris left tackle for 6 yards (tackle by Tully Banta-Cain),0.480,0.740
