Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,14:56,1,10,DEN 14,0,0,Trevor Siemian pass incomplete short middle intended for Virgil Green,-0.280,-0.750
1,14:53,2,10,DEN 14,0,0,Trevor Siemian pass incomplete short left intended for Emmanuel Sanders (defended by Dan Williams),-0.750,-1.400
1,14:50,3,10,DEN 14,0,0,Trevor Siemian pass incomplete short middle intended for Demaryius Thomas (defended by Reggie Nelson),-1.400,-2.470
1,14:45,4,10,DEN 14,0,0,"Riley Dixon punts 48 yards, returned by Jalen Richard for 10 yards (tackle by Dekoda Watson)",-2.470,-2.130
1,14:33,1,10,OAK 48,0,0,Latavius Murray right guard for 5 yards (tackle by Todd Davis),2.130,2.260
1,13:56,2,5,DEN 47,0,0,Derek Carr pass complete short middle to Jalen Richard for 11 yards (tackle by Todd Davis),2.260,3.180
1,13:16,1,10,DEN 36,0,0,DeAndre Washington middle for 1 yard (tackle by Derek Wolfe),3.180,2.770
1,12:33,2,9,DEN 35,0,0,Derek Carr pass complete short right to Amari Cooper for 21 yards (tackle by Taurean Nixon),2.770,4.650
1,11:53,1,10,DEN 14,0,0,Derek Carr pass incomplete short middle intended for Clive Walford (defended by Brandon Marshall),4.650,4.000
1,11:49,2,10,DEN 14,0,0,Latavius Murray middle for 8 yards (tackle by Corey Nelson and Justin Simmons),4.000,4.730
1,11:07,3,2,DEN 6,0,0,Derek Carr pass complete short right to Seth Roberts for 1 yard (tackle by Lorenzo Doss),4.730,3.030
1,10:24,4,1,DEN 5,0,3,Sebastian Janikowski 24 yard field goal good,3.030,3.000
1,10:21,,,OAK 35,0,3,"Sebastian Janikowski kicks off 67 yards, returned by Kapri Bibbs for 26 yards (tackle by Keith McGill)",0.000,-0.540
1,10:16,1,10,DEN 24,0,3,Trevor Siemian pass incomplete short middle intended for A.J. Derby (defended by Karl Joseph),0.540,0.000
1,10:09,2,10,DEN 24,0,3,"Penalty on Devontae Booker: False Start, 5 yards (no play)",0.000,-0.740
1,10:09,2,15,DEN 19,0,3,Devontae Booker left guard for 2 yards (tackle by Denico Autry),-0.740,-1.090
1,9:34,3,13,DEN 21,0,3,Trevor Siemian pass incomplete short middle intended for Virgil Green,-1.090,-1.960
1,9:30,4,13,DEN 21,0,3,"Riley Dixon punts 48 yards, returned by Jalen Richard for 11 yards (tackle by Andy Janovich)",-1.960,-1.730
1,9:19,1,10,OAK 42,0,3,Latavius Murray left guard for 1 yard (tackle by T.J. Ward),1.730,1.320
1,8:39,2,9,OAK 43,0,3,Derek Carr pass complete deep middle to Seth Roberts for 21 yards (tackle by Bradley Roby),1.320,3.180
1,8:04,1,10,DEN 36,0,3,Latavius Murray middle for 3 yards (tackle by Chris Harris),3.180,3.040
1,7:22,2,7,DEN 33,0,3,Derek Carr pass incomplete short left intended for Amari Cooper,3.040,2.350
1,7:19,3,7,DEN 33,0,3,Derek Carr pass complete short left to Andre Holmes for 16 yards (tackle by Darian Stewart),2.350,4.440
1,6:31,1,10,DEN 17,0,3,"Derek Carr pass incomplete short middle intended for Amari Cooper. Penalty on Bradley Roby: Defensive Holding, 5 yards (no play)",4.440,4.780
1,6:27,1,10,DEN 12,0,3,Derek Carr pass incomplete short right intended for Michael Crabtree,4.780,4.100
1,6:20,2,10,DEN 12,0,3,Derek Carr pass complete short right to Amari Cooper for 6 yards (tackle by Bradley Roby),4.100,4.380
1,5:35,3,4,DEN 6,0,3,Derek Carr sacked by Von Miller for -5 yards,4.380,2.700
1,4:54,4,9,DEN 11,0,6,Sebastian Janikowski 29 yard field goal good,2.700,3.000
1,4:52,,,OAK 35,0,6,"Sebastian Janikowski kicks off 70 yards, returned by Kapri Bibbs for 20 yards (tackle by Daren Bates)",0.000,0.220
1,4:46,1,10,DEN 15,0,6,Devontae Booker middle for 3 yards (tackle by Perry Riley),-0.220,-0.280
1,4:17,2,7,DEN 18,0,6,Trevor Siemian pass incomplete short right intended for Emmanuel Sanders (defended by Khalil Mack),-0.280,-1.000
1,4:13,3,7,DEN 18,0,6,Trevor Siemian pass complete short right to Bennie Fowler for 4 yards (tackle by David Amerson),-1.000,-1.900
1,3:43,4,3,DEN 22,0,6,"Riley Dixon punts 35 yards, fair catch by Jalen Richard",-1.900,-1.800
1,3:35,1,10,OAK 43,0,6,Derek Carr pass complete short left to Andre Holmes for 11 yards,1.800,2.520
1,2:57,1,10,DEN 46,0,6,Jalen Richard middle for 2 yards (tackle by Derek Wolfe and Shane Ray),2.520,2.250
1,2:04,2,8,DEN 44,0,6,Derek Carr pass complete short middle to Amari Cooper for 11 yards (tackle by Bradley Roby). Penalty on Chris Harris: Defensive Holding (Declined),2.250,3.380
1,1:37,1,10,DEN 33,0,6,DeAndre Washington middle for 8 yards (tackle by T.J. Ward),3.380,3.920
1,0:59,2,2,DEN 25,0,6,Latavius Murray middle for 6 yards (tackle by Corey Nelson),3.920,4.310
1,0:15,1,10,DEN 19,0,6,Derek Carr pass complete short middle to Seth Roberts for 10 yards (tackle by T.J. Ward and Corey Nelson),4.310,5.140
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,9,DEN 9,0,6,Latavius Murray left end for 8 yards (tackle by Darian Stewart),5.140,5.910
2,14:54,2,1,DEN 1,0,6,Latavius Murray middle for no gain (tackle by DeMarcus Ware and Corey Nelson),5.910,5.170
2,14:11,3,1,DEN 1,0,12,"Latavius Murray middle for 1 yard, touchdown",5.170,7.000
2,14:07,,,DEN 15,0,13,Sebastian Janikowski kicks extra point good,0.000,0.000
2,14:07,,,OAK 35,0,13,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
2,14:07,1,10,DEN 25,0,13,Devontae Booker left tackle for 4 yards (tackle by Denico Autry),0.610,0.600
2,13:36,2,6,DEN 29,0,13,Devontae Booker left tackle for 1 yard (tackle by Denico Autry),0.600,0.040
2,12:59,3,5,DEN 30,0,13,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,0.040,-1.370
2,12:55,4,5,DEN 30,0,13,"Riley Dixon punts 43 yards, returned by Jalen Richard for -1 yards (tackle by Bennie Fowler)",-1.370,-0.670
2,12:48,1,10,OAK 26,0,13,DeAndre Washington right guard for 2 yards (tackle by Sylvester Williams and Adam Gotsis),0.670,0.400
2,12:09,2,8,OAK 28,0,13,Derek Carr pass incomplete short left intended for Michael Crabtree,0.400,-0.300
2,12:05,3,8,OAK 28,0,13,"Penalty on Michael Crabtree: False Start, 5 yards (no play)",-0.300,-0.960
2,12:05,3,13,OAK 23,0,13,Derek Carr pass incomplete short right intended for Michael Crabtree,-0.960,-1.830
2,12:01,4,13,OAK 23,0,13,"Marquette King punts 51 yards, fair catch by Jordan Norwood. Penalty on Justin Simmons: Offensive Holding, 10 yards",-1.830,0.140
2,11:53,1,10,DEN 16,0,13,Trevor Siemian pass complete short right to Devontae Booker for 8 yards (tackle by Malcolm Smith),-0.140,0.550
2,11:21,2,2,DEN 24,0,13,Devontae Booker middle for -2 yards (tackle by Darius Latham),0.550,-0.570
2,10:39,3,4,DEN 22,0,13,Trevor Siemian pass complete deep left to Demaryius Thomas for 23 yards (tackle by T.J. Carrie),-0.570,1.930
2,10:18,1,10,DEN 45,0,13,Devontae Booker left tackle for 3 yards (tackle by Bruce Irvin),1.930,1.790
2,9:42,2,7,DEN 48,0,13,Trevor Siemian pass complete short right to Jordan Taylor for 6 yards (tackle by David Amerson),1.790,1.880
2,9:07,3,1,OAK 46,0,13,Kapri Bibbs left end for 10 yards (tackle by Malcolm Smith),1.880,3.180
2,8:31,1,10,OAK 36,6,13,"Trevor Siemian pass complete deep right to Jordan Norwood for 36 yards, touchdown",3.180,7.000
2,8:22,,,OAK 15,7,13,Brandon McManus kicks extra point good,0.000,0.000
2,8:22,,,DEN 35,7,13,"Brandon McManus kicks off 57 yards, returned by Jalen Richard for 26 yards (tackle by Justin Simmons)",0.000,-1.200
2,8:16,1,10,OAK 34,7,13,Latavius Murray middle for 1 yard (tackle by T.J. Ward and Shane Ray),1.200,0.790
2,7:33,2,9,OAK 35,7,13,Derek Carr pass complete short right to Latavius Murray for 13 yards (tackle by Darian Stewart),0.790,2.130
2,6:47,1,10,OAK 48,7,13,Jalen Richard left guard for 28 yards (tackle by Shane Ray and Von Miller),2.130,3.970
2,5:57,1,10,DEN 24,7,13,"Penalty on Derek Carr: Delay of Game, 5 yards (no play)",3.970,3.640
2,5:34,1,15,DEN 29,7,13,Derek Carr pass complete short right to Jalen Richard for -1 yards (tackle by Brandon Marshall and Shaquil Barrett),3.640,2.620
2,4:49,2,16,DEN 30,7,13,Derek Carr pass incomplete short right intended for Jalen Richard,2.620,1.950
2,4:43,3,16,DEN 30,7,13,Derek Carr pass incomplete deep right intended for Michael Crabtree,1.950,1.410
2,4:37,4,16,DEN 30,7,13,Sebastian Janikowski 48 yard field goal no good,1.410,-1.470
2,4:33,1,10,DEN 38,7,13,Trevor Siemian pass complete short right to Emmanuel Sanders for 7 yards (tackle by David Amerson),1.470,1.870
2,4:01,2,3,DEN 45,7,13,Devontae Booker left guard for 2 yards (tackle by Perry Riley),1.870,0.000
2,3:17,,,,7,13,Timeout #1 by Denver Broncos,0.000,-1.420
2,3:17,3,1,DEN 47,7,13,Trevor Siemian pass incomplete short middle intended for Demaryius Thomas (defended by D.J. Hayden),1.420,-0.260
2,3:13,4,1,DEN 47,7,13,"Riley Dixon punts 34 yards, returned by T.J. Carrie for 6 yards (tackle by Corey Nelson)",-0.260,-0.610
2,3:04,1,10,OAK 25,7,13,Derek Carr pass complete short left to Amari Cooper for 2 yards (tackle by Chris Harris),0.610,0.330
2,2:24,2,8,OAK 27,7,13,Jalen Richard left tackle for 7 yards (tackle by Chris Harris),0.330,0.560
2,2:00,3,1,OAK 34,7,13,Latavius Murray for 42 yards (tackle by T.J. Ward),0.560,3.970
2,1:52,1,10,DEN 24,7,13,Derek Carr pass incomplete short left intended for Amari Cooper,3.970,3.430
2,1:48,2,10,DEN 24,7,13,DeAndre Washington right tackle for no gain (tackle by Darian Stewart),3.430,0.000
2,1:42,,,,7,13,Timeout #2 by Denver Broncos,0.000,-2.740
2,1:42,3,10,DEN 24,7,13,"Derek Carr pass incomplete deep middle intended for Amari Cooper. Penalty on Bradley Roby: Defensive Pass Interference, 23 yards (no play)",2.740,6.970
2,1:37,1,1,DEN 1,7,13,"Derek Carr pass complete short left to Latavius Murray for 1 yard. Penalty on Donald Penn: Ineligible Downfield Pass, 5 yards (no play)",6.970,5.830
2,1:32,1,6,DEN 6,7,13,"Derek Carr pass incomplete short left intended for Seth Roberts. Penalty on Lorenzo Doss: Defensive Pass Interference, 5 yards (no play)",5.830,6.970
2,1:29,1,1,DEN 1,7,19,"Latavius Murray left guard for 1 yard, touchdown",6.970,7.000
2,1:25,,,DEN 15,7,20,Sebastian Janikowski kicks extra point good,0.000,0.000
2,1:25,,,OAK 35,7,20,"Sebastian Janikowski kicks off 61 yards, returned by Kapri Bibbs for 16 yards (tackle by Keith McGill)",0.000,-0.280
2,1:19,1,10,DEN 20,7,20,Trevor Siemian pass complete short right to Virgil Green for 11 yards (tackle by Malcolm Smith),0.280,1.000
2,1:15,1,10,DEN 31,7,20,Trevor Siemian pass complete short middle to Demaryius Thomas for 13 yards (tackle by T.J. Carrie),1.000,1.860
2,0:53,1,10,DEN 44,7,20,Trevor Siemian pass complete short left to Demaryius Thomas for 7 yards (tackle by T.J. Carrie),1.860,2.260
2,0:33,2,3,OAK 49,7,20,Trevor Siemian pass incomplete short left intended for Jordan Norwood (defended by Denico Autry),2.260,1.550
2,0:27,3,3,OAK 49,7,20,"Trevor Siemian pass incomplete deep middle intended for Jordan Taylor. Penalty on T.J. Carrie: Defensive Holding, 5 yards (no play)",1.550,2.650
2,0:22,1,10,OAK 44,7,20,Trevor Siemian pass incomplete deep left intended for Emmanuel Sanders,2.650,2.110
2,0:14,2,10,OAK 44,7,20,Trevor Siemian pass complete short middle to Demaryius Thomas for 7 yards (tackle by David Amerson),2.110,0.000
2,0:02,,,,7,20,Timeout #3 by Denver Broncos,0.000,0.000
2,0:02,,,,7,20,Timeout #1 by Oakland Raiders,0.000,-2.350
2,0:02,3,3,OAK 37,10,20,Brandon McManus 55 yard field goal good,2.350,3.000
Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,10,20,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,OAK 25,10,20,DeAndre Washington middle for 7 yards (tackle by Shaquil Barrett),0.610,1.010
3,14:25,2,3,OAK 32,10,20,DeAndre Washington middle for 2 yards (tackle by Sylvester Williams),1.010,0.560
3,13:43,3,1,OAK 34,10,20,Latavius Murray middle for 3 yards (tackle by Darian Stewart),0.560,1.400
3,12:58,1,10,OAK 37,10,20,Derek Carr for 6 yards (tackle by Shaquil Barrett),1.400,1.670
3,12:17,2,4,OAK 43,10,20,"Penalty on Shaquil Barrett: Neutral Zone Infraction, 5 yards (no play)",1.670,2.130
3,11:53,1,10,OAK 48,10,20,Derek Carr pass complete short middle to Mychal Rivera for 6 yards (tackle by Todd Davis),2.130,2.390
3,11:09,2,4,DEN 46,10,20,Latavius Murray middle for 5 yards (tackle by Todd Davis),2.390,0.000
3,10:26,,,,10,20,Timeout #1 by Oakland Raiders,0.000,-2.850
3,10:26,1,10,DEN 41,10,20,Derek Carr pass complete short left to Clive Walford for -2 yards (tackle by Corey Nelson),2.850,2.040
3,9:45,2,12,DEN 43,10,20,Jamize Olawale middle for 4 yards (tackle by Corey Nelson),2.040,1.880
3,9:04,3,8,DEN 39,10,20,Derek Carr pass incomplete,1.880,0.660
3,8:57,4,8,DEN 39,10,20,Marquette King punts 37 yards,0.660,0.380
3,8:49,1,10,DEN 2,10,20,Trevor Siemian pass incomplete deep right intended for Emmanuel Sanders,-0.380,-0.780
3,8:43,2,10,DEN 2,10,20,Trevor Siemian pass complete short middle to Demaryius Thomas for 6 yards (tackle by D.J. Hayden),-0.780,-0.720
