Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
2,12:52,,,ARI 35,10,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,12:52,1,10,ATL 25,10,7,Taylor Gabriel left end for 27 yards (tackle by Marcus Cooper),0.610,2.390
2,12:23,1,10,ARI 48,10,7,Matt Ryan right end for 6 yards,2.390,2.660
2,11:48,2,4,ARI 42,10,7,Matt Ryan pass complete short right to Justin Hardy for 9 yards (tackle by Marcus Cooper),2.660,3.380
2,11:17,1,10,ARI 33,10,7,Tevin Coleman left end for -5 yards (tackle by D.J. Swearinger),3.380,2.160
2,10:36,2,15,ARI 38,10,7,Matt Ryan pass incomplete short middle intended for Devonta Freeman,2.160,1.490
2,10:33,3,15,ARI 38,10,7,"Matt Ryan pass incomplete short left intended for Julio Jones is intercepted by Deone Bucannon at ARI-34 and returned for 3 yards. Penalty on Patrick Peterson: Defensive Pass Interference, 4 yards (no play)",1.490,3.310
2,10:26,1,10,ARI 34,10,7,Matt Ryan pass complete short right to Mohamed Sanu for 7 yards (tackle by Marcus Cooper),3.310,3.720
2,9:53,2,3,ARI 27,10,7,Devonta Freeman left tackle for 1 yard (tackle by Frostee Rucker),3.720,3.140
2,9:14,3,2,ARI 26,10,7,Devonta Freeman left guard for -1 yards (tackle by Chandler Jones),3.140,1.770
2,8:36,4,3,ARI 27,10,10,Matt Bryant 45 yard field goal good,1.770,3.000
2,8:30,,,ATL 35,10,10,"Matt Wile kicks off 65 yards, touchback",0.000,-0.610
2,8:30,1,10,ARI 25,10,10,Carson Palmer pass complete short left to David Johnson for 25 yards (tackle by Ricardo Allen),0.610,2.260
2,7:45,1,10,,10,10,Carson Palmer pass incomplete short left intended for Andre Ellington,2.260,1.710
2,7:42,2,10,,10,10,"Kerwynn Williams left end for 11 yards (tackle by Deion Jones). Penalty on A.Q. Shipley: Offensive Holding, 10 yards (no play)",1.710,0.360
2,7:11,2,20,ARI 40,10,10,Carson Palmer pass incomplete short right intended for Andre Ellington,0.360,-0.300
2,7:07,3,20,ARI 40,10,10,Carson Palmer pass complete short middle to Andre Ellington for 9 yards (tackle by De'Vondre Campbell),-0.300,-0.130
2,6:31,4,11,ARI 49,10,10,"Drew Butler punts 40 yards, returned by Eric Weems for 5 yards (tackle by Zaviar Gooden)",-0.130,0.140
2,6:20,1,10,ATL 16,10,10,Tevin Coleman right end for no gain (tackle by Josh Mauro),-0.140,-0.660
2,5:50,2,10,ATL 16,10,10,Matt Ryan pass complete short left to Julio Jones for 4 yards (tackle by Deone Bucannon),-0.660,-0.820
2,5:13,3,6,ATL 20,10,10,Matt Ryan pass incomplete short right intended for Taylor Gabriel (defended by Tyrann Mathieu),-0.820,-2.030
2,5:09,4,6,ATL 20,10,10,"Matt Wile punts 57 yards, returned by John Brown for 6 yards (tackle by Eric Weems)",-2.030,-0.870
2,4:55,1,10,ARI 29,10,10,David Johnson left end for -1 yards (tackle by Jonathan Babineaux and LaRoy Reynolds),0.870,0.190
2,4:17,2,11,ARI 28,10,10,"Carson Palmer pass complete deep left to John Brown for 17 yards. Penalty on Mike Iupati: Offensive Holding, 9 yards (no play)",0.190,-1.080
2,4:03,2,20,ARI 19,10,10,"Carson Palmer pass incomplete (defended by Vic Beasley). Penalty on Carson Palmer: Intentional Grounding, 12 yards",-1.080,-3.990
2,3:59,3,32,ARI 7,10,10,Carson Palmer pass complete short right to Brittan Golden for -1 yards (tackle by Brian Poole),-3.990,-2.490
2,3:20,4,33,ARI 6,10,10,Drew Butler punts 39 yards,-2.490,-2.590
2,3:10,1,10,ARI 45,10,10,Matt Ryan pass complete short right to Julio Jones for 10 yards (tackle by Patrick Peterson),2.590,0.000
2,2:28,,,,10,10,Timeout #1 by Atlanta Falcons,0.000,-3.250
2,2:28,1,10,ARI 35,10,16,"Matt Ryan pass complete short left to Taylor Gabriel for 35 yards, touchdown",3.250,7.000
2,2:19,,,ARI 15,10,17,Matt Bryant kicks extra point good,0.000,0.000
2,2:19,,,ATL 35,10,17,"Matt Wile kicks off 65 yards, touchback",0.000,-0.610
2,2:19,1,10,ARI 25,10,17,Carson Palmer pass complete short left to David Johnson for 8 yards (tackle by De'Vondre Campbell),0.610,1.140
2,2:00,2,2,ARI 33,10,17,Carson Palmer pass incomplete deep left intended for Jermaine Gresham,1.140,0.000
2,1:56,,,,10,17,Timeout #2 by Atlanta Falcons,0.000,-0.430
2,1:56,3,2,ARI 33,10,17,Carson Palmer pass incomplete short middle intended for Jermaine Gresham (defended by De'Vondre Campbell),0.430,-1.180
2,1:53,4,2,ARI 33,10,17,"Drew Butler punts 36 yards, fair catch by Eric Weems",-1.180,-1.000
2,1:43,1,10,ATL 31,10,17,Matt Ryan pass complete short middle to Devonta Freeman for 12 yards (tackle by Marcus Cooper),1.000,1.800
2,1:36,1,10,ATL 43,10,17,Matt Ryan pass complete short right to Taylor Gabriel for 8 yards (tackle by Marcus Cooper),1.800,2.330
2,1:16,2,2,ARI 49,10,17,Matt Ryan pass complete short right to Austin Hooper for 3 yards (tackle by Tony Jefferson),2.330,2.520
2,0:54,1,10,ARI 46,10,17,Matt Ryan pass complete short right to Justin Hardy for 11 yards (tackle by Marcus Cooper),2.520,3.250
2,0:37,1,10,ARI 35,10,17,Matt Ryan pass incomplete short right intended for Justin Hardy,3.250,2.700
2,0:33,2,10,ARI 35,10,17,"Matt Ryan pass incomplete short middle intended for Julio Jones is intercepted by D.J. Swearinger at ARI-31 and returned for 1 yard, lateral to Tyrann Mathieu for 5 yards",2.700,-1.400
2,0:25,1,10,ARI 37,10,17,Carson Palmer pass complete deep right to JJ Nelson for 17 yards (tackle by Philip Wheeler),1.400,2.520
2,0:08,1,10,ATL 46,10,17,Carson Palmer pass incomplete short left intended for Brittan Golden,2.520,0.000
2,0:05,,,,10,17,Timeout #3 by Atlanta Falcons,0.000,-1.980
2,0:05,2,10,ATL 46,10,17,Carson Palmer pass complete short right to Larry Fitzgerald for 10 yards,1.980,0.000
2,0:01,,,,10,17,Timeout #1 by Arizona Cardinals,0.000,-3.180
2,0:01,1,10,ATL 36,13,17,Chandler Catanzaro 54 yard field goal good,3.180,3.000
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,13,17,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,ATL 25,13,17,Tevin Coleman left end for 4 yards (tackle by D.J. Swearinger),0.610,0.600
3,14:22,2,6,ATL 29,13,17,Tevin Coleman right end for 7 yards (tackle by Corey Peters),0.600,1.330
3,13:49,1,10,ATL 36,13,17,Matt Ryan sacked by Tony Jefferson for -8 yards,1.330,-0.290
3,13:06,2,18,ATL 28,13,17,"Matt Ryan sacked by Calais Campbell for -6 yards. Penalty on Deone Bucannon: Illegal Contact, 4 yards (no play)",-0.290,1.070
3,12:35,1,10,ATL 32,13,17,Matt Ryan sacked by Tyrann Mathieu for -11 yards,1.070,-0.960
3,11:50,2,21,ATL 21,13,17,Matt Ryan pass complete short right to Devonta Freeman for 5 yards (tackle by Calais Campbell),-0.960,-0.960
3,11:03,3,16,ATL 26,13,17,Matt Ryan sacked by Markus Golden for -6 yards,-0.960,-2.030
3,10:20,4,22,ATL 20,13,17,"Matt Wile punts 59 yards, returned by Patrick Peterson for 6 yards (tackle by LaRoy Reynolds)",-2.030,-0.740
3,10:07,1,10,ARI 27,13,17,Carson Palmer pass incomplete short right intended for Jermaine Gresham,0.740,0.200
3,10:04,2,10,ARI 27,13,17,David Johnson right tackle for no gain (tackle by Courtney Upshaw),0.200,-0.490
3,9:18,3,10,ARI 27,13,17,Carson Palmer pass incomplete deep left intended for Michael Floyd (defended by Robert Alford),-0.490,-1.570
3,9:13,4,10,ARI 27,13,17,"Drew Butler punts 51 yards, returned by Eric Weems for 1 yard (tackle by Aaron Brewer)",-1.570,-0.480
3,9:01,1,10,ATL 23,13,17,Tevin Coleman right end for 4 yards (tackle by Corey Peters),0.480,0.470
3,8:22,2,6,ATL 27,13,17,Matt Ryan pass complete short right to Julio Jones for 15 yards,0.470,1.730
3,7:44,1,10,ATL 42,13,17,Matt Ryan pass complete short right to Levine Toilolo for 18 yards (tackle by Patrick Peterson),1.730,2.920
3,7:11,1,10,ARI 40,13,17,Devonta Freeman left end for 2 yards (tackle by Calais Campbell),2.920,2.640
3,6:48,2,8,ARI 38,13,17,Matt Ryan pass complete short right to Mohamed Sanu for 6 yards (tackle by Marcus Cooper),2.640,2.740
3,6:05,3,2,ARI 32,13,17,Matt Ryan pass complete short right to Austin Hooper for 5 yards (tackle by Tony Jefferson),2.740,3.780
3,5:41,1,10,ARI 27,13,17,Matt Ryan pass incomplete,3.780,3.230
3,5:36,2,10,ARI 27,13,17,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by D.J. Swearinger),3.230,2.540
3,5:31,3,10,ARI 27,13,17,Matt Ryan for 11 yards (tackle by Deone Bucannon),2.540,4.510
3,4:58,1,10,ARI 16,13,17,Devonta Freeman left guard for 8 yards (tackle by Marcus Cooper),4.510,5.350
3,4:21,2,2,ARI 8,13,17,Devonta Freeman right end for 4 yards (tackle by Kevin Minter),5.350,6.280
3,3:41,1,4,ARI 4,13,17,Devonta Freeman right tackle for 2 yards (tackle by Patrick Peterson and Tony Jefferson),6.280,5.720
3,2:59,2,2,ARI 2,13,23,"Tevin Coleman right guard for 2 yards, touchdown",5.720,7.000
3,2:56,,,ARI 15,13,24,Matt Bryant kicks extra point good,0.000,0.000
3,2:56,,,ATL 35,13,24,"Matt Wile kicks off 65 yards, touchback",0.000,-0.610
3,2:56,1,10,ARI 25,13,24,David Johnson left tackle for 11 yards (tackle by Grady Jarrett),0.610,1.330
3,2:13,1,10,ARI 36,13,24,"Carson Palmer pass incomplete deep middle intended for Michael Floyd (defended by Deion Jones). Penalty on Robert Alford: Defensive Holding, 5 yards (no play)",1.330,1.660
3,2:06,1,10,ARI 41,13,24,Carson Palmer pass complete short right to Jermaine Gresham for 5 yards (tackle by Keanu Neal and Brian Poole),1.660,1.800
3,1:29,2,5,ARI 46,13,24,David Johnson left tackle for -1 yards (tackle by Deion Jones and Grady Jarrett),1.800,0.960
3,0:46,3,6,ARI 45,13,24,Carson Palmer pass complete short left to Michael Floyd for 12 yards (tackle by Jalen Collins),0.960,2.720
3,0:10,1,10,ATL 43,13,24,Carson Palmer sacked by Courtney Upshaw and Brooks Reed for -7 yards,2.720,1.230
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,,13,24,Carson Palmer pass incomplete short left intended for Andre Ellington,1.230,0.560
4,14:57,3,17,,13,24,Carson Palmer pass complete short middle to Andre Ellington for 10 yards (tackle by Deion Jones),0.560,0.000
4,14:22,,,,13,24,Timeout #1 by Arizona Cardinals,0.000,-0.590
4,14:22,4,7,ATL 40,13,24,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Jalen Collins),0.590,-1.600
4,14:17,1,10,ATL 40,13,24,Matt Ryan pass complete short left to Mohamed Sanu for 12 yards (tackle by D.J. Swearinger),1.600,2.390
4,13:43,1,10,ARI 48,13,24,Tevin Coleman right end for -2 yards (tackle by Corey Peters),2.390,1.580
4,13:04,2,12,,13,24,Matt Ryan pass incomplete short right intended for Patrick DiMarco,1.580,0.890
4,12:59,3,12,,13,24,Matt Ryan pass complete short left to Taylor Gabriel for 7 yards (tackle by Marcus Cooper),0.890,0.400
4,12:16,4,5,ARI 43,13,24,"Matt Wile punts 32 yards, out of bounds. Penalty on Calais Campbell: Defensive Offside, 5 yards (no play)",0.400,3.050
4,12:09,1,10,ARI 38,13,24,Devonta Freeman left end for 5 yards (tackle by Frostee Rucker and Deone Bucannon),3.050,3.180
4,11:26,2,5,ARI 33,13,24,"Devonta Freeman right end for 11 yards (tackle by Tony Jefferson). Penalty on Ryan Schraeder: Offensive Holding, 10 yards",3.180,3.320
4,10:53,2,4,ARI 32,13,24,Tevin Coleman right end for -1 yards (tackle by Josh Mauro),3.320,2.480
4,10:14,3,5,ARI 33,13,24,Matt Ryan pass complete short left to Mohamed Sanu for 7 yards (tackle by Tyrann Mathieu),2.480,3.840
4,9:36,1,10,ARI 26,13,24,Devonta Freeman right end for 1 yard (tackle by Corey Peters),3.840,3.430
4,8:58,2,9,ARI 25,13,30,"Matt Ryan pass complete short left to Taylor Gabriel for 25 yards, touchdown",3.430,7.000
4,8:48,,,ARI 15,13,31,Matt Bryant kicks extra point good,0.000,0.000
4,8:48,,,ATL 35,13,31,"Matt Wile kicks off 65 yards, touchback",0.000,-0.610
4,8:48,1,10,ARI 25,13,31,Carson Palmer pass incomplete short middle intended for David Johnson,0.610,0.060
4,8:45,2,10,ARI 25,13,31,Carson Palmer pass complete short left to JJ Nelson for 13 yards (tackle by Robert Alford),0.060,1.470
4,8:15,1,10,ARI 38,13,31,Carson Palmer pass incomplete short left intended for JJ Nelson,1.470,0.920
4,8:09,2,10,ARI 38,13,31,Carson Palmer sacked by Brian Poole for -8 yards,0.920,-0.820
4,7:34,3,18,ARI 30,13,31,Carson Palmer pass complete short middle to David Johnson for 21 yards (tackle by Ricardo Allen),-0.820,2.320
4,6:58,1,10,ATL 49,13,31,Carson Palmer pass incomplete deep left intended for Brittan Golden,2.320,1.780
4,6:53,2,10,ATL 49,13,31,Carson Palmer pass complete short right to Michael Floyd for 19 yards (tackle by Ricardo Allen),1.780,3.580
4,6:25,1,10,ATL 30,13,31,Carson Palmer pass incomplete deep right intended for Michael Floyd (defended by Jalen Collins),3.580,3.030
4,6:19,2,10,ATL 30,13,31,"Carson Palmer pass incomplete short right intended for Michael Floyd. Penalty on Jalen Collins: Defensive Holding, 5 yards (no play)",3.030,3.910
4,6:14,1,10,ATL 25,13,31,Carson Palmer pass complete short right to Jermaine Gresham for 11 yards (tackle by Jalen Collins),3.910,4.650
4,5:29,1,10,ATL 14,13,31,Carson Palmer pass incomplete short right intended for Jermaine Gresham (defended by Jalen Collins),4.650,4.000
4,5:24,2,10,ATL 14,13,31,"Carson Palmer pass complete short left to Larry Fitzgerald for 8 yards (tackle by Jalen Collins and Keanu Neal). Penalty on Keanu Neal: Unnecessary Roughness, 3 yards",4.000,6.510
4,4:52,1,3,ATL 3,13,31,Carson Palmer pass incomplete short left intended for David Johnson (defended by De'Vondre Campbell),6.510,5.530
4,4:48,2,3,ATL 3,19,31,"Carson Palmer pass complete short right to David Johnson for 3 yards, touchdown",5.530,7.000
4,4:44,,,ATL 2,19,31,"Two Point Attempt: Carson Palmer pass incomplete intended for Michael Floyd, conversion fails",0.000,-1.000
4,4:44,,,ARI 35,19,31,"Chandler Catanzaro kicks onside 11 yards, recovered by Austin Hooper",0.000,-2.520
4,4:43,1,10,ARI 46,19,31,"Devonta Freeman right guard for 2 yards (tackle by D.J. Swearinger). Penalty on D.J. Swearinger: Face Mask (15 Yards), 15 yards",2.520,3.640
4,4:38,1,10,ARI 29,19,31,Devonta Freeman right end for -3 yards (tackle by Calais Campbell),3.640,2.700
4,3:52,2,13,ARI 32,19,31,Matt Ryan pass complete short right to Mohamed Sanu for 8 yards (tackle by Chandler Jones),2.700,0.000
4,3:47,,,,19,31,Timeout #2 by Arizona Cardinals,0.000,-3.070
4,3:47,3,5,ARI 24,19,31,Matt Ryan pass complete short middle to Mohamed Sanu for 12 yards (tackle by D.J. Swearinger),3.070,4.780
4,3:00,1,10,ARI 12,19,31,Devonta Freeman right tackle for 7 yards (tackle by D.J. Swearinger),4.780,5.410
4,2:14,2,3,ARI 5,19,37,"Devonta Freeman left guard for 5 yards, touchdown",5.410,7.000
4,2:07,,,ARI 15,19,38,Matt Bryant kicks extra point good,0.000,0.000
4,2:07,,,ATL 35,19,38,"Matt Wile kicks off 65 yards, touchback",0.000,-0.610
4,2:07,1,10,ARI 25,19,38,Carson Palmer pass incomplete deep left intended for JJ Nelson (defended by Robert Alford),0.610,0.060
4,2:03,2,10,ARI 25,19,38,Carson Palmer pass complete short right to Jermaine Gresham for 3 yards (tackle by Brian Poole),0.060,-0.230
4,1:57,3,7,ARI 28,19,38,Carson Palmer pass incomplete short right intended for David Johnson,-0.230,-1.500
4,1:53,4,7,ARI 28,19,38,Carson Palmer pass complete short middle to David Johnson for 9 yards (tackle by Keanu Neal),-1.500,1.400
4,1:30,1,10,ARI 37,19,38,Carson Palmer pass incomplete short middle intended for Jermaine Gresham is intercepted by De'Vondre Campbell at ARI-43 and returned for 7 yards,1.400,-3.180
4,1:21,1,10,ARI 36,19,38,Matt Ryan kneels for -1 yards,3.180,2.500
4,0:41,2,11,ARI 37,19,38,Matt Ryan kneels for -1 yards,2.500,1.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
