Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jaret Patterson,WAS,11,46,0,3,25,2.3,21,1.9,0,
Antonio Gibson,WAS,8,34,0,1,27,3.4,7,0.9,0,
J.D. McKissic,WAS,3,10,0,0,4,1.3,6,2.0,1,3.0
Taylor Heinicke,WAS,1,10,0,1,7,7.0,3,3.0,0,
Terry McLaurin,WAS,1,12,0,1,7,7.0,5,5.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,DEN,10,47,1,3,21,2.1,26,2.6,1,10.0
Javonte Williams,DEN,9,35,0,2,18,2.0,17,1.9,1,9.0
Teddy Bridgewater,DEN,1,1,0,1,1,1.0,0,0.0,0,
Jerry Jeudy,DEN,1,0,0,0,0,0.0,0,0.0,0,
