Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
1,5:23,1,10,MIA 32,7,3,Giovani Bernard right guard for 6 yards (tackle by Reshad Jones and Isa Abdul-Quddus),3.450,3.710
1,4:49,2,4,MIA 26,7,3,Giovani Bernard right guard for no gain (tackle by Mario Williams),3.710,3.010
1,4:10,3,4,MIA 26,7,3,Andy Dalton pass complete short middle to A.J. Green for 19 yards (tackle by Xavien Howard),3.010,5.600
1,3:31,1,7,MIA 7,7,3,Andy Dalton pass incomplete short right intended for Brandon LaFell,5.600,4.760
1,3:24,2,7,MIA 7,7,9,"Andy Dalton pass complete short left to A.J. Green for 7 yards, touchdown",4.760,7.000
1,3:24,,,MIA 7,7,10,Mike Nugent kicks extra point good,0.000,0.000
1,3:24,,,CIN 35,7,10,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
1,3:19,1,10,MIA 25,7,10,Jay Ajayi right tackle for 11 yards (tackle by Shawn Williams),0.610,1.330
1,2:47,1,10,MIA 36,7,10,Jay Ajayi right guard for 2 yards (tackle by Pat Sims and Domata Peko),1.330,1.060
1,2:14,2,8,MIA 38,7,10,Ryan Tannehill pass complete short right to Jay Ajayi for 2 yards (tackle by Darqueze Dennard),1.060,0.630
1,1:30,3,6,MIA 40,7,10,"Ryan Tannehill pass complete short middle to Kenny Stills for 1 yard (tackle by Vincent Rey). Penalty on Michael Johnson: Defensive Offside, 5 yards (no play)",0.630,1.290
1,1:15,3,1,MIA 45,7,10,Ryan Tannehill pass incomplete short right intended for MarQueis Gray,1.290,-0.390
1,1:10,4,1,MIA 45,7,10,"Matt Darr punts 55 yards, touchback",-0.390,-0.280
1,1:02,1,10,CIN 20,7,10,Jeremy Hill right tackle for 4 yards (tackle by Ndamukong Suh),0.280,0.270
1,0:20,2,6,CIN 24,7,10,"Penalty on Kevin Zeitler: False Start, 5 yards (no play)",0.270,-0.460
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,CIN 19,7,10,Giovani Bernard middle for -1 yards (tackle by Jordan Phillips),-0.460,-1.330
2,14:28,3,12,CIN 18,7,10,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Tony Lippett),-1.330,-2.240
2,14:24,4,12,CIN 18,7,10,"Kevin Huber punts 50 yards, returned by Jakeem Grant for 11 yards (tackle by Clark Harris)",-2.240,-1.800
2,14:11,1,10,MIA 43,7,10,Ryan Tannehill pass incomplete short middle intended for Jarvis Landry (defended by Vontaze Burfict),1.800,1.250
2,14:08,2,10,MIA 43,7,10,Isaiah Pead left end for 4 yards (tackle by Shawn Williams),1.250,1.090
2,13:23,3,6,MIA 47,7,10,Isaiah Pead left guard for 2 yards (tackle by Karlos Dansby),1.090,-0.130
2,12:45,4,4,MIA 49,7,10,"Matt Darr punts 35 yards, fair catch by Alex Erickson",-0.130,0.140
2,12:37,1,10,CIN 16,7,10,Andy Dalton pass complete short left to A.J. Green for 7 yards (tackle by Tony Lippett),-0.140,0.420
2,12:17,2,3,CIN 23,7,10,Jeremy Hill left end for -1 yards (tackle by Donald Butler),0.420,-0.570
2,11:38,3,4,CIN 22,7,10,Andy Dalton pass complete short middle to A.J. Green for 15 yards (tackle by Michael Thomas),-0.570,1.400
2,11:01,1,10,CIN 37,7,10,Jeremy Hill right end for 2 yards (tackle by Isa Abdul-Quddus and Tony Lippett),1.400,1.130
2,10:22,2,8,CIN 39,7,10,Andy Dalton pass complete deep middle to A.J. Green for 21 yards (tackle by Reshad Jones),1.130,2.920
2,9:38,1,10,MIA 40,7,10,Jeremy Hill left guard for -1 yards (tackle by Kiko Alonso),2.920,2.240
2,9:02,2,11,MIA 41,7,10,Andy Dalton pass complete short left to C.J. Uzomah for 10 yards (tackle by Neville Hewitt),2.240,2.870
2,8:19,3,1,MIA 31,7,10,Jeremy Hill right tackle for no gain (tackle by Andre Branch),2.870,1.410
2,7:41,4,1,MIA 31,7,10,Jeremy Hill left end for 1 yard (tackle by Donald Butler and Isa Abdul-Quddus),1.410,3.580
2,6:54,1,10,MIA 30,7,10,Andy Dalton pass complete short right to C.J. Uzomah for 19 yards (tackle by Xavien Howard and Kiko Alonso),3.580,4.840
2,6:11,1,10,MIA 11,7,10,Giovani Bernard right guard for 1 yard (tackle by Mario Williams),4.840,4.320
2,5:39,2,9,MIA 10,7,10,Giovani Bernard right guard for no gain (tackle by Jason Jones and Bobby McCain),4.320,3.300
2,5:00,3,9,MIA 10,7,10,Andy Dalton pass complete short right to C.J. Uzomah for 6 yards (tackle by Kiko Alonso),3.300,3.030
2,4:16,4,3,MIA 4,7,13,Mike Nugent 22 yard field goal good,3.030,3.000
2,4:16,,,CIN 35,7,13,"Mike Nugent kicks off 64 yards, returned by Damien Williams for 15 yards (tackle by Vincent Rey)",0.000,0.140
2,4:05,1,10,MIA 16,7,13,Jay Ajayi left end for 11 yards (tackle by Carlos Dunlap),-0.140,0.740
2,3:31,1,10,MIA 27,7,13,Jay Ajayi left guard for 3 yards (tackle by George Iloka and Karlos Dansby),0.740,0.600
2,2:57,2,7,MIA 30,7,13,Jay Ajayi right tackle for 3 yards (tackle by Carlos Dunlap),0.600,0.300
2,2:14,3,4,MIA 33,7,13,"Ryan Tannehill sacked by Carlos Dunlap for -8 yards. Ryan Tannehill fumbles (forced by Carlos Dunlap), recovered by Domata Peko at MIA-27 (tackle by Kenny Stills)",0.300,-3.780
2,2:07,1,10,MIA 27,7,13,Jeremy Hill left end for 2 yards (tackle by Reshad Jones),3.780,3.500
2,2:00,2,8,MIA 25,7,13,"Andy Dalton pass complete short right to Giovani Bernard for 9 yards (tackle by Michael Thomas). Penalty on Tyler Boyd: Offensive Pass Interference, 10 yards (no play)",3.500,2.150
2,1:54,2,18,MIA 35,7,13,Andy Dalton pass complete short left to C.J. Uzomah for 10 yards (tackle by Ndamukong Suh),2.150,2.810
2,1:16,3,8,MIA 25,7,13,Andy Dalton pass incomplete short left intended for C.J. Uzomah (defended by Spencer Paysinger),2.810,1.800
2,1:11,4,8,MIA 25,7,16,Mike Nugent 43 yard field goal good,1.800,3.000
2,1:11,,,CIN 35,7,16,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
2,1:06,1,10,MIA 25,7,16,Damien Williams right guard for 7 yards (tackle by Karlos Dansby),0.610,1.010
2,0:41,2,3,MIA 32,7,16,Ryan Tannehill pass incomplete short left intended for DeVante Parker,1.010,0.300
2,0:35,3,3,MIA 32,7,16,Ryan Tannehill pass incomplete short right intended for Dion Sims (defended by Carlos Dunlap),0.300,-1.240
2,0:29,4,3,MIA 32,7,16,"Matt Darr punts 53 yards, returned by Alex Erickson for 12 yards (tackle by MarQueis Gray)",-1.240,-0.740
2,0:17,1,10,CIN 27,7,16,Andy Dalton kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,7,16,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,MIA 25,7,16,Ryan Tannehill pass incomplete short right intended for Jarvis Landry,0.610,0.060
3,14:54,2,10,MIA 25,7,16,Ryan Tannehill pass complete short right to Jarvis Landry for 5 yards (tackle by George Iloka),0.060,0.040
3,14:17,3,5,MIA 30,7,16,Ryan Tannehill pass complete short left to Jay Ajayi for 11 yards (tackle by Adam Jones),0.040,1.660
3,13:57,1,10,MIA 41,7,16,Jay Ajayi right tackle for 3 yards (tackle by Josh Shaw and Pat Sims),1.660,1.530
3,13:19,2,7,MIA 44,7,16,Ryan Tannehill pass complete short middle to Jarvis Landry for 15 yards (tackle by Shawn Williams),1.530,2.850
3,12:40,1,10,CIN 41,7,16,Ryan Tannehill pass complete short left to Isaiah Pead for 6 yards (tackle by Vontaze Burfict),2.850,3.120
3,12:00,2,4,CIN 35,7,16,Isaiah Pead right end for -1 yards (tackle by Rey Maualuga and Will Clarke),3.120,3.120
3,11:15,2,4,CIN 35,7,16,Timeout #1 by Miami Dolphins,3.120,2.280
3,11:15,3,5,CIN 36,7,16,Ryan Tannehill sacked by Geno Atkins and Michael Johnson for -9 yards,2.280,0.270
3,10:33,4,14,CIN 45,7,16,"Matt Darr punts 34 yards, fair catch by Alex Erickson",0.270,0.370
3,10:25,1,10,CIN 11,7,16,"Penalty on Ndamukong Suh: Encroachment, 5 yards (no play)",-0.370,0.170
3,10:25,1,5,CIN 16,7,16,Jeremy Hill left tackle for 1 yard (tackle by Isa Abdul-Quddus and Jason Jones),0.170,-0.160
3,9:46,2,4,CIN 17,7,16,"Jeremy Hill middle for 9 yards (tackle by Neville Hewitt). Penalty on Neville Hewitt: Horse Collar Tackle, 15 yards",-0.160,1.660
3,9:28,1,10,CIN 41,7,16,Andy Dalton pass complete deep left to A.J. Green for 43 yards (tackle by Tony Lippett and Reshad Jones),1.660,4.510
3,8:41,1,10,MIA 16,7,16,Giovani Bernard right tackle for 1 yard (tackle by Mario Williams and Julius Warmsley),4.510,4.050
3,8:00,2,9,MIA 15,7,16,Andy Dalton pass complete short middle to Giovani Bernard for 13 yards (tackle by Michael Thomas). Penalty on Ndamukong Suh: Illegal Use of Hands (Declined),4.050,6.740
3,7:35,1,2,MIA 2,7,16,Jeremy Hill left guard for no gain (tackle by Reshad Jones and Kiko Alonso),6.740,5.720
3,6:53,2,2,MIA 2,7,16,Jeremy Hill left tackle for -2 yards (tackle by Donald Butler),5.720,4.490
3,6:17,3,4,MIA 4,7,16,Andy Dalton pass incomplete short left intended for Tyler Boyd (defended by Bobby McCain),4.490,3.030
3,6:13,4,4,MIA 4,7,19,Mike Nugent 22 yard field goal good,3.030,3.000
3,6:13,,,CIN 35,7,19,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
3,6:09,1,10,MIA 25,7,19,Kenyan Drake left end for 3 yards (tackle by Rey Maualuga and Vontaze Burfict),0.610,0.470
3,5:33,2,7,MIA 28,7,19,Ryan Tannehill sacked by Carlos Dunlap and Domata Peko for -8 yards,0.470,-1.290
3,4:47,3,15,MIA 20,7,19,Ryan Tannehill pass complete short right to DeVante Parker for 5 yards (tackle by Vincent Rey),-1.290,-1.700
3,4:09,4,10,MIA 25,7,19,"Matt Darr punts 57 yards, returned by Alex Erickson for 8 yards (tackle by Michael Thomas)",-1.700,-0.670
3,3:55,1,10,CIN 26,7,19,Jeremy Hill left tackle for 3 yards (tackle by Reshad Jones),0.670,0.540
3,3:17,2,7,CIN 29,7,19,Andy Dalton pass incomplete short middle intended for Jeremy Hill,0.540,-0.160
3,3:13,3,7,CIN 29,7,19,Andy Dalton sacked by Bobby McCain for -11 yards,-0.160,-2.240
3,2:27,4,18,CIN 18,7,19,"Kevin Huber punts 50 yards, returned by Jarvis Landry for 7 yards (tackle by Clayton Fejedelem). Penalty on Terrence Fede: Unnecessary Roughness, 15 yards (no play)",-2.240,1.140
3,2:16,1,10,CIN 33,7,19,Jeremy Hill left guard for 19 yards (tackle by Reshad Jones),1.140,2.390
3,1:39,1,10,MIA 48,7,19,"Penalty on Jordan Phillips: Encroachment, 5 yards (no play)",2.390,3.120
3,1:22,1,5,MIA 43,7,19,Jeremy Hill left guard for no gain (tackle by Ndamukong Suh and Jason Jones),3.120,2.520
3,0:59,2,5,MIA 43,7,19,Andy Dalton pass complete deep right to Brandon LaFell for 23 yards,2.520,4.240
3,0:21,1,10,MIA 20,7,19,"Andy Dalton for no gain. Andy Dalton fumbles, recovered by Andy Dalton at MIA-34",4.240,1.800
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,24,MIA 34,7,19,"Penalty on Kevin Zeitler: False Start, 5 yards (no play)",1.800,1.130
4,15:00,2,29,MIA 39,7,19,Andy Dalton pass complete short left to Brandon LaFell for 3 yards (tackle by Kiko Alonso),1.130,0.890
4,14:14,3,26,MIA 36,7,19,Andy Dalton pass complete short middle to A.J. Green for 7 yards (tackle by Bobby McCain),0.890,1.500
4,13:35,4,19,MIA 29,7,22,Mike Nugent 47 yard field goal good,1.500,3.000
4,13:35,,,CIN 35,7,22,"Mike Nugent kicks off 67 yards, returned by Jakeem Grant for 18 yards (tackle by Chykie Brown)",0.000,0.140
4,13:25,1,10,MIA 16,7,22,Ryan Tannehill pass complete short right to Jarvis Landry for -1 yards (tackle by George Iloka),-0.140,-0.780
4,12:54,2,11,MIA 15,7,22,Ryan Tannehill pass complete short left to Damien Williams for 6 yards (tackle by Adam Jones and Josh Shaw),-0.780,-0.700
4,12:23,3,5,MIA 21,7,22,Ryan Tannehill pass incomplete short right intended for Kenny Stills (defended by Carlos Dunlap),-0.700,-1.960
4,12:19,4,5,MIA 21,7,22,"Matt Darr punts 44 yards, returned by Alex Erickson for 3 yards (tackle by Michael Thomas)",-1.960,-1.470
4,12:07,1,10,CIN 38,7,22,Jeremy Hill left end for 2 yards (tackle by Jason Jones),1.470,1.190
4,11:29,2,8,CIN 40,7,22,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Reshad Jones),1.190,0.500
4,11:24,3,8,CIN 40,7,22,Andy Dalton pass complete short right to Tyler Boyd for 10 yards (tackle by Reshad Jones and Michael Thomas),0.500,2.260
4,10:42,1,10,,7,22,Jeremy Hill right tackle for 9 yards (tackle by Reshad Jones),2.260,2.930
4,9:59,2,1,MIA 41,7,22,Jeremy Hill right end for no gain (tackle by Spencer Paysinger),2.930,2.210
4,9:21,3,1,MIA 41,7,22,"Andy Dalton for -8 yards (tackle by Andre Branch). Andy Dalton fumbles (forced by Andre Branch), recovered by Andy Dalton at MIA-49",2.210,0.000
4,8:36,4,9,MIA 49,7,22,"Kevin Huber punts 40 yards, fair catch by Jarvis Landry",0.000,0.380
4,8:29,1,10,MIA 9,7,22,Ryan Tannehill pass complete short right to Dion Sims for 9 yards (tackle by Karlos Dansby and Darqueze Dennard),-0.380,0.140
4,8:03,2,1,MIA 18,7,22,"Isaiah Pead right guard for 2 yards (tackle by Chris Lewis-Harris and Margus Hunt). Penalty on Jermon Bushrod: Offensive Holding, 8 yards (no play)",0.140,-0.710
4,7:44,2,9,MIA 10,7,22,Ryan Tannehill sacked by Will Clarke for 0 yards,-0.710,-1.300
4,7:00,3,9,MIA 10,7,22,Ryan Tannehill pass complete short left to Jarvis Landry for 24 yards (tackle by Darqueze Dennard and Carlos Dunlap),-1.300,1.200
4,6:16,1,10,MIA 34,7,22,Ryan Tannehill pass complete short right to DeVante Parker for 15 yards (tackle by Darqueze Dennard),1.200,2.190
4,5:43,1,10,MIA 49,7,22,Kenyan Drake right end for 12 yards (tackle by Darqueze Dennard),2.190,2.980
4,5:03,1,10,CIN 39,7,22,"Ryan Tannehill pass incomplete short left intended for Leonte Carroo is intercepted by Chris Lewis-Harris at CIN-30 and returned for 15 yards. Penalty on Michael Johnson: Offensive Holding, 10 yards",2.980,-1.000
4,4:53,1,10,CIN 31,7,22,Giovani Bernard middle for 2 yards (tackle by Tony Lippett and Jason Jones),1.000,0.730
4,4:08,2,8,CIN 33,7,22,Giovani Bernard right guard for 2 yards (tackle by Ndamukong Suh),0.730,0.730
4,4:02,2,8,CIN 33,7,22,Timeout #2 by Miami Dolphins,0.730,0.300
4,4:02,3,6,CIN 35,7,22,"Penalty on Jake Fisher: False Start, 5 yards (no play)",0.300,-0.360
4,4:02,3,11,CIN 30,7,22,Giovani Bernard left end for no gain (tackle by Neville Hewitt),-0.360,-0.360
4,3:53,3,11,CIN 30,7,22,Timeout #3 by Miami Dolphins,-0.360,-1.370
4,3:53,4,11,CIN 30,7,22,"Kevin Huber punts 46 yards, returned by Jakeem Grant for 1 yard (tackle by Marquis Flowers)",-1.370,-0.610
4,3:40,1,10,MIA 25,7,22,Ryan Tannehill sacked by Geno Atkins for -6 yards,0.610,-0.810
4,3:03,2,16,MIA 19,7,22,Ryan Tannehill pass complete short middle to Jarvis Landry for 3 yards (tackle by Vontaze Burfict),-0.810,-1.020
4,2:23,3,13,MIA 22,7,22,Ryan Tannehill pass complete short left to Jarvis Landry for 8 yards (tackle by Chris Lewis-Harris),-1.020,-1.370
4,2:00,4,5,MIA 30,7,22,Ryan Tannehill pass incomplete short right intended for Jarvis Landry (defended by Chris Lewis-Harris),-1.370,-3.580
4,1:54,1,10,MIA 30,7,22,Andy Dalton kneels for -1 yards,3.580,2.900
4,1:11,2,11,MIA 31,7,22,Andy Dalton kneels for -1 yards,2.900,2.080
4,0:35,3,12,MIA 32,7,22,Andy Dalton kneels for -1 yards,2.080,1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
