#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:21,JAX 13,8,5:01,42,Punt
2,1,5:32,JAX 42,5,3:02,10,Punt
3,1,2:30,DET 11,4,0:54,2,Field Goal
4,2,14:52,JAX 34,4,1:27,26,Fumble
5,2,12:23,JAX 6,4,1:10,2,Punt
6,2,11:13,JAX 25,5,2:52,18,Punt
7,2,6:04,JAX 46,7,3:19,54,Touchdown
8,2,0:19,JAX 25,1,0:19,-2,End of Half
9,3,15:00,JAX 25,3,0:58,3,Interception
10,3,14:02,JAX 25,7,4:42,41,Field Goal
11,3,7:06,JAX 13,9,4:56,87,Touchdown
12,3,0:35,JAX 34,3,2:11,9,Punt
13,4,10:03,JAX 44,3,1:44,-1,Punt
14,4,0:22,JAX 25,3,0:20,0,Interception
