Quarter,Time,Down,ToGo,Location,NYG,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss, Giants to receive the opening kickoff.",,
1,15:00,,,PHI 30,0,0,"David Akers kicks off 72 yards, returned by Ahmad Bradshaw for 24 yards (tackle by Akeem Jordan)",0.000,0.410
1,14:55,1,10,NYG 22,0,0,Brandon Jacobs up the middle for 4 yards (tackle by Stewart Bradley),0.410,0.410
1,14:19,2,6,NYG 26,0,0,Eli Manning pass complete short right to Amani Toomer for 9 yards (tackle by Joselio Hanson),0.410,1.270
1,13:41,1,10,NYG 35,0,0,Eli Manning pass incomplete short middle intended for Steve Smith is intercepted by Mike Patterson at NYG-30 and returned for 21 yards (tackle by Brandon Jacobs),1.270,-5.140
1,13:30,1,9,NYG 9,0,0,Donovan McNabb pass incomplete short right intended for DeSean Jackson,5.140,4.380
1,13:24,2,9,NYG 9,0,6,"DeSean Jackson right end for 9 yards, touchdown",4.380,7.000
1,,,,NYG 2,0,7,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,0,7,"David Akers kicks off 70 yards, touchback",0.000,0.280
1,13:18,1,10,NYG 20,0,7,Brandon Jacobs right end for 8 yards (tackle by Brian Dawkins),0.280,0.810
1,12:41,2,2,NYG 28,0,7,Derrick Ward up the middle for 3 yards (tackle by Stewart Bradley),0.810,1.000
1,12:06,1,10,NYG 31,0,7,Eli Manning pass complete short right to Kevin Boss for 4 yards (tackle by Chris Gocong),1.000,1.000
1,11:19,2,6,NYG 35,0,7,Derrick Ward right tackle for 5 yards (tackle by Stewart Bradley),1.000,0.960
1,10:37,3,1,NYG 40,0,7,Eli Manning pass complete short right to Kevin Boss for 22 yards (tackle by Brian Dawkins),0.960,3.050
1,9:59,1,10,PHI 38,0,7,Eli Manning pass incomplete short left intended for Michael Matthews,3.050,2.510
1,9:56,2,10,PHI 38,0,7,Brandon Jacobs left end for 20 yards (tackle by Stewart Bradley),2.510,4.370
1,9:13,1,10,PHI 18,0,7,Derrick Ward left tackle for 1 yard (tackle by Brodrick Bunkley),4.370,3.940
1,8:34,2,9,PHI 17,0,7,Eli Manning pass incomplete short left intended for Derrick Ward,3.940,3.170
1,8:26,3,9,PHI 17,6,7,"Eli Manning pass complete deep left to Plaxico Burress for 17 yards, touchdown",3.170,7.000
1,,,,PHI 2,7,7,John Carney kicks extra point good,0.000,0.000
1,,,,NYG 30,7,7,"Lawrence Tynes kicks off 65 yards, returned by Quintin Demps for 20 yards (tackle by Ahmad Bradshaw). Quintin Demps fumbles (forced by Ahmad Bradshaw), recovered by Chase Blackburn at PHI-25 and returned for 12 yards (tackle by Nick Cole)",0.000,-4.710
1,8:11,1,10,PHI 13,7,7,Brandon Jacobs up the middle for no gain (tackle by Brodrick Bunkley),4.710,4.050
1,7:36,2,10,PHI 13,7,7,Brandon Jacobs up the middle for 4 yards (tackle by Stewart Bradley and Chris Gocong),4.050,3.880
1,6:51,3,6,PHI 9,7,7,Eli Manning pass incomplete short right intended for Madison Hedgecock,3.880,2.850
1,6:48,4,6,PHI 9,10,7,John Carney 27 yard field goal good,2.850,3.000
1,,,,NYG 30,10,7,"Lawrence Tynes kicks off 63 yards, returned by Quintin Demps for 28 yards (tackle by Sam Madison)",0.000,1.270
1,6:39,1,10,PHI 35,10,7,Donovan McNabb pass incomplete short right intended for L.J. Smith,1.270,0.720
1,6:35,2,10,PHI 35,10,7,Brian Westbrook left end for 3 yards (tackle by Danny Clark),0.720,0.430
1,5:51,3,7,PHI 38,10,7,Donovan McNabb pass incomplete short left intended for L.J. Smith,0.430,-0.850
1,5:46,4,7,PHI 38,10,7,"Saverio Rocca punts 62 yards, touchback",-0.850,-0.280
1,5:37,1,10,NYG 20,10,7,Derrick Ward right tackle for 7 yards (tackle by Juqua Parker),0.280,0.680
1,5:02,2,3,NYG 27,10,7,Eli Manning pass complete deep middle to Amani Toomer for 20 yards (tackle by Asante Samuel),0.680,2.060
1,4:20,1,10,NYG 47,10,7,Derrick Ward up the middle for 8 yards (tackle by Quintin Mikell),2.060,2.600
1,3:39,2,2,PHI 45,10,7,Eli Manning pass complete short right to Derrick Ward for 14 yards (tackle by Joselio Hanson),2.600,3.510
1,3:06,1,10,PHI 31,10,7,Brandon Jacobs right tackle for 7 yards (tackle by Brian Dawkins and Omar Gaither),3.510,3.910
1,2:22,2,3,PHI 24,10,7,Eli Manning pass complete short left to Amani Toomer for 10 yards (tackle by Asante Samuel),3.910,4.650
