#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYG 22,3,1:30,13,Interception
2,1,13:18,NYG 20,10,4:57,80,Touchdown
3,1,8:11,PHI 13,4,1:26,4,Field Goal
4,1,5:37,NYG 20,10,5:42,80,Touchdown
5,2,13:52,NYG 19,7,4:49,32,Punt
6,2,7:29,NYG 22,2,0:50,23,Fumble
7,2,4:01,NYG 31,3,1:08,6,Punt
8,2,2:05,PHI 14,4,0:16,6,Field Goal
9,3,11:24,NYG 31,13,5:28,69,Touchdown
10,3,4:40,NYG 33,12,6:12,57,Field Goal
11,4,12:19,PHI 40,5,2:49,40,Touchdown
12,4,5:30,NYG 30,3,2:16,5,Punt
13,4,1:47,PHI 45,4,1:47,11,End of Game
