Quarter,Time,Tm,Detail,DET,MIN
1.0,5:47,Vikings,Olabisi Johnson 9 yard pass from Kirk Cousins (Dan Bailey kick),0,7
2.0,4:42,Vikings,Dan Bailey 27 yard field goal,0,10
,0:20,Vikings,Dalvin Cook 3 yard rush (Dan Bailey kick),0,17
4.0,14:55,Vikings,Dan Bailey 50 yard field goal,0,20
,2:09,Lions,Kenny Golladay 10 yard pass from David Blough (Matt Prater kick),7,20
