Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
1,7:29,2,8,IND 3,0,0,Joseph Addai right end for 3 yards (tackle by D'Anthony Smith),-0.630,-0.840
1,6:43,3,5,IND 6,0,0,Dan Orlovsky pass incomplete short left intended for Austin Collie (defended by Drew Coleman),-0.840,-2.490
1,6:36,4,5,IND 6,0,0,"Pat McAfee punts 29 yards, out of bounds",-2.490,-3.250
1,6:29,1,10,IND 35,0,0,Maurice Jones-Drew left end for 5 yards (tackle by Ricardo Mathews),3.250,3.380
1,5:56,2,5,IND 30,0,0,Maurice Jones-Drew up the middle for 3 yards (tackle by Ricardo Mathews),3.380,3.070
1,5:17,3,2,IND 27,0,0,Deji Karim up the middle for 3 yards (tackle by Antoine Bethea),3.070,3.970
1,4:40,1,10,IND 24,0,0,Blaine Gabbert pass complete short left to Colin Cloherty for 3 yards (tackle by Ernie Sims),3.970,3.840
1,3:58,2,7,IND 21,0,0,Blaine Gabbert pass complete short right to Mike Thomas for -2 yards (tackle by Chris Rucker),3.840,2.870
1,3:16,3,9,IND 23,0,6,"Blaine Gabbert pass complete deep middle to Chastin West for 23 yards, touchdown",2.870,7.000
1,3:16,,,IND 2,0,7,Josh Scobee kicks extra point good,0.000,0.000
1,3:10,,,JAX 35,0,7,"Josh Scobee kicks off 57 yards, returned by Joe Lefeged for 8 yards (tackle by Kassim Osgood)",0.000,-0.140
1,3:05,1,10,IND 16,0,7,Dan Orlovsky pass incomplete deep left intended for Reggie Wayne,-0.140,-0.660
1,2:59,2,10,IND 16,0,7,Joseph Addai up the middle for 3 yards (tackle by C.J. Mosley),-0.660,-0.950
1,2:20,3,7,IND 19,0,7,Dan Orlovsky pass complete short right to Reggie Wayne for 8 yards,-0.950,0.740
1,1:58,1,10,IND 27,0,7,Joseph Addai up the middle for 2 yards (tackle by Paul Posluszny and Leger Douzable),0.740,0.470
1,1:21,2,8,IND 29,0,7,Dan Orlovsky up the middle for 7 yards (tackle by Leger Douzable and Russell Allen),0.470,0.700
1,0:33,3,1,IND 36,0,7,Delone Carter right guard for 1 yard (tackle by Paul Posluszny),0.700,1.400
1,0:09,1,10,IND 37,0,7,Joseph Addai up the middle for 1 yard (tackle by George Selvie),1.400,0.990
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,IND 38,0,7,Dan Orlovsky pass complete deep right to Pierre Garcon for 19 yards (tackle by Morgan Trent and Dawan Landry),0.990,2.720
2,14:21,1,10,JAX 43,0,7,Dan Orlovsky pass complete short left to Dallas Clark for 9 yards (tackle by Akwasi Owusu-Ansah and Paul Posluszny),2.720,3.390
2,13:39,2,1,JAX 34,0,7,Dan Orlovsky pass complete short left to Reggie Wayne for 5 yards (tackle by Kevin Rutland),3.390,3.640
2,13:00,1,10,JAX 29,0,7,Joseph Addai up the middle for -1 yards (tackle by D'Anthony Smith and Paul Posluszny),3.640,2.970
2,12:18,2,11,JAX 30,0,7,Dan Orlovsky pass incomplete short middle intended for Austin Collie,2.970,2.280
2,12:13,3,11,JAX 30,0,7,Dan Orlovsky pass incomplete deep left intended for Reggie Wayne,2.280,1.410
2,12:05,4,11,JAX 30,3,7,Adam Vinatieri 48 yard field goal good,1.410,3.000
2,12:03,,,IND 35,3,7,"Pat McAfee kicks off 67 yards, returned by Deji Karim for 31 yards (tackle by Jacob Tamme)",0.000,0.870
2,11:54,1,10,JAX 29,3,7,Maurice Jones-Drew up the middle for 5 yards (tackle by Jacob Lacey and Antoine Bethea),0.870,1.000
2,11:14,2,5,JAX 34,3,7,"Blaine Gabbert sacked by Jamaal Anderson for 0 yards. Penalty on Fili Moala: Personal Foul, 15 yards",1.000,2.190
2,10:49,1,10,JAX 49,3,7,Maurice Jones-Drew up the middle for 1 yard (tackle by Pat Angerer and Ernie Sims),2.190,1.780
2,10:18,2,9,,3,7,"Blaine Gabbert sacked by Robert Mathis for -11 yards. Blaine Gabbert fumbles (forced by Robert Mathis), recovered by Robert Mathis at JAX-36 (tackle by Will Rackley)",1.780,-3.180
2,10:10,1,10,JAX 36,3,7,Dan Orlovsky pass complete short left to Donald Brown for 7 yards (tackle by Kevin Rutland),3.180,3.580
2,9:36,2,3,JAX 29,3,7,Dan Orlovsky pass incomplete short left intended for Pierre Garcon,3.580,2.870
2,9:33,3,3,JAX 29,3,7,Donald Brown up the middle for 2 yards (tackle by Leger Douzable),2.870,1.820
2,8:50,4,1,JAX 27,3,7,Delone Carter up the middle for -1 yards (tackle by Leger Douzable and Tyson Alualu),1.820,-0.810
2,8:42,1,10,JAX 28,3,7,"Penalty on Jamaal Anderson: Neutral Zone Infraction, 5 yards (no play)",0.810,1.540
2,8:42,1,5,JAX 33,3,7,Maurice Jones-Drew up the middle for 2 yards (tackle by David Caldwell),1.540,1.210
2,8:03,2,3,JAX 35,3,7,Blaine Gabbert pass incomplete deep right intended for Mike Thomas,1.210,0.500
2,7:56,3,3,JAX 35,3,7,Blaine Gabbert pass incomplete short left intended for Jarett Dillard,0.500,-1.040
2,7:53,4,3,JAX 35,3,7,"Nick Harris punts 44 yards, returned by Pierre Garcon for -1 yards (tackle by Kassim Osgood)",-1.040,-0.280
2,7:43,1,10,IND 20,3,7,Donald Brown up the middle for no gain (tackle by Leger Douzable),0.280,-0.270
2,7:03,2,10,IND 20,3,7,Dan Orlovsky pass complete short left to Dallas Clark for 1 yard (tackle by Akwasi Owusu-Ansah and Morgan Trent),-0.270,-0.820
2,6:04,3,9,IND 21,3,7,Dan Orlovsky pass incomplete short middle intended for Dallas Clark,-0.820,-1.960
2,6:00,4,9,IND 21,3,7,"Pat McAfee punts 53 yards, returned by Mike Thomas for 6 yards (tackle by Joe Lefeged)",-1.960,-1.070
2,5:50,1,10,JAX 32,3,7,Maurice Jones-Drew up the middle for 5 yards (tackle by Antoine Bethea),1.070,1.200
2,5:15,2,5,JAX 37,3,7,Maurice Jones-Drew up the middle for 15 yards (tackle by Antoine Bethea),1.200,2.390
2,3:47,1,10,IND 48,3,7,DuJuan Harris up the middle for 4 yards (tackle by Ernie Sims and Jacob Lacey),2.390,2.390
2,3:40,2,6,IND 44,3,7,Blaine Gabbert pass complete short left to Kassim Osgood for 19 yards (tackle by David Caldwell and Pat Angerer),2.390,3.910
2,3:11,1,10,IND 25,3,7,"Penalty on Tyler Brayton: Encroachment, 5 yards (no play)",3.910,4.640
2,2:51,1,5,IND 20,3,7,Maurice Jones-Drew right end for 6 yards (tackle by Antoine Bethea),4.640,4.650
2,2:19,1,10,IND 14,3,7,Maurice Jones-Drew right end for 2 yards (tackle by David Caldwell and Ricardo Mathews),4.650,4.330
2,2:00,2,8,IND 12,3,7,Blaine Gabbert pass complete short right to Kassim Osgood for no gain,4.330,3.430
2,1:17,3,8,IND 12,3,7,Blaine Gabbert pass complete short left to Marcedes Lewis for 5 yards (tackle by Brandon King),3.430,2.990
2,1:06,,,,3,7,Timeout #1 by Indianapolis Colts,0.000,2.990
2,1:06,4,3,IND 7,3,10,Josh Scobee 25 yard field goal good,2.990,3.000
2,1:01,,,JAX 35,3,10,"Josh Scobee kicks off 71 yards, touchback",0.000,0.280
2,1:01,1,10,IND 20,3,10,Dan Orlovsky pass complete short right to Pierre Garcon for 3 yards,0.280,0.140
2,0:56,2,7,IND 23,3,10,Dan Orlovsky pass complete short left to Dallas Clark for 8 yards (tackle by D'Anthony Smith),0.140,1.000
2,0:39,1,10,IND 31,3,10,Dan Orlovsky sacked by Jeremy Mincey and George Selvie for -2 yards,1.000,0.190
2,0:32,,,,3,10,Timeout #2 by Indianapolis Colts,0.000,0.190
2,0:32,2,12,IND 29,3,10,Dan Orlovsky pass complete short right to Dallas Clark for 15 yards (tackle by Morgan Trent),0.190,1.860
2,0:18,,,,3,10,Timeout #3 by Indianapolis Colts,0.000,1.860
2,0:18,1,10,IND 44,3,10,"Dan Orlovsky pass incomplete deep right intended for Pierre Garcon is intercepted by Morgan Trent at JAX-35 and returned for -5 yards, lateral to Drew Coleman for -4 yards, lateral to Kevin Rutland for 25 yards (tackle by Jeff Linkenbach)",1.860,0.000
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,3,10,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
3,14:55,1,10,IND 20,3,10,Dan Orlovsky pass incomplete short middle intended for Dallas Clark (defended by D'Anthony Smith),0.280,-0.270
3,14:55,2,10,IND 20,3,10,Donald Brown up the middle for 5 yards (tackle by Russell Allen),-0.270,-0.300
3,14:15,3,5,IND 25,3,10,Dan Orlovsky pass complete short right to Austin Collie for 21 yards (tackle by Dawan Landry),-0.300,1.990
3,13:42,1,10,IND 46,3,10,Dan Orlovsky pass complete short left to Austin Collie for 11 yards (tackle by Kevin Rutland),1.990,2.720
3,13:13,1,10,JAX 43,3,10,Dan Orlovsky pass complete short left to Reggie Wayne for 6 yards,2.720,2.990
3,12:59,2,4,JAX 37,3,10,Dan Orlovsky pass incomplete short right intended for Pierre Garcon,2.990,2.280
3,12:55,3,4,JAX 37,3,10,Dan Orlovsky pass complete short left to Reggie Wayne for 6 yards (tackle by Kevin Rutland),2.280,3.510
3,12:29,1,10,JAX 31,3,10,Donald Brown left guard for 8 yards (tackle by Russell Allen),3.510,4.050
3,11:46,2,2,JAX 23,3,10,Dan Orlovsky pass complete short middle to Reggie Wayne for 13 yards (tackle by Dawan Landry),4.050,4.910
3,11:13,1,10,JAX 10,3,10,Donald Brown up the middle for 1 yard (tackle by D'Anthony Smith),4.910,4.380
3,10:30,2,9,JAX 9,3,10,Donald Brown up the middle for 2 yards (tackle by Terrance Knighton),4.380,3.810
3,9:49,3,7,JAX 7,3,10,Dan Orlovsky pass complete short left to Austin Collie for 5 yards (tackle by Akwasi Owusu-Ansah),3.810,3.250
3,9:10,,,,3,10,Timeout #1 by Jacksonville Jaguars,0.000,3.250
3,9:09,4,2,JAX 2,6,10,Adam Vinatieri 20 yard field goal good,3.250,3.000
3,9:07,,,IND 35,6,10,"Pat McAfee kicks off 58 yards, returned by Deji Karim for 22 yards (tackle by Scott Lutrus)",0.000,0.870
3,9:01,1,10,JAX 29,6,10,Maurice Jones-Drew up the middle for 56 yards (tackle by Kevin Thomas),0.870,4.580
3,8:27,1,10,IND 15,6,10,DuJuan Harris up the middle for 1 yard (tackle by Antoine Bethea),4.580,4.110
3,7:46,2,9,IND 14,6,10,Blaine Gabbert pass incomplete short right intended for Colin Cloherty,4.110,3.240
3,7:42,3,9,IND 14,6,10,Blaine Gabbert pass incomplete short right intended for Mike Thomas,3.240,2.510
3,7:38,4,9,IND 14,6,13,Josh Scobee 32 yard field goal good,2.510,3.000
3,7:33,,,JAX 35,6,13,"Josh Scobee kicks off 58 yards, returned by Joe Lefeged for no gain",0.000,-0.380
3,7:27,1,10,IND 5,6,13,Dan Orlovsky pass incomplete short left intended for Dallas Clark (defended by D'Anthony Smith),-0.380,-0.780
3,7:23,2,10,IND 5,6,13,Joseph Addai up the middle for 4 yards (tackle by D'Anthony Smith),-0.780,-0.950
3,6:44,3,6,IND 9,6,13,Dan Orlovsky pass incomplete short middle intended for Joseph Addai is intercepted by Russell Allen at IND-22 and returned for 3 yards (tackle by Joseph Addai),-0.950,-4.310
3,6:35,1,10,IND 19,6,13,Blaine Gabbert pass incomplete short middle intended for Marcedes Lewis,4.310,3.750
3,6:30,2,10,IND 19,6,13,"Maurice Jones-Drew up the middle for 4 yards (tackle by Joe Lefeged and Ricardo Mathews). Penalty on Will Rackley: Offensive Holding, 10 yards (no play)",3.750,2.410
3,6:01,2,20,IND 29,6,13,Blaine Gabbert pass incomplete deep left intended for Chastin West,2.410,1.750
3,5:56,3,20,IND 29,6,13,Blaine Gabbert pass incomplete short right intended for Maurice Jones-Drew,1.750,1.500
3,5:52,4,20,IND 29,6,16,Josh Scobee 47 yard field goal good,1.500,3.000
3,5:47,,,JAX 35,6,16,"Josh Scobee kicks off 73 yards, touchback",0.000,0.280
3,5:47,1,10,IND 20,6,16,Dan Orlovsky pass complete short left to Austin Collie for 11 yards (tackle by Akwasi Owusu-Ansah),0.280,1.000
3,5:19,1,10,IND 31,6,16,Dan Orlovsky pass complete short right to Donald Brown for 8 yards (tackle by Morgan Trent),1.000,1.540
3,4:52,2,2,IND 39,6,16,Donald Brown up the middle for 3 yards (tackle by Dawan Landry),1.540,1.730
3,4:22,1,10,IND 42,6,16,Dan Orlovsky pass incomplete short middle intended for Reggie Wayne,1.730,1.190
3,4:17,2,10,IND 42,6,16,Donald Brown up the middle for 3 yards (tackle by Leger Douzable),1.190,0.890
3,3:36,3,7,IND 45,6,16,"Dan Orlovsky sacked by Jeremy Mincey for -6 yards. Dan Orlovsky fumbles (forced by Jeremy Mincey), recovered by Jeff Linkenbach at IND-39",0.890,-0.780
3,3:11,4,13,IND 39,6,16,"Pat McAfee punts 54 yards, returned by Mike Thomas for 7 yards (tackle by Pat Angerer)",-0.780,0.280
3,3:00,1,10,JAX 14,6,16,Maurice Jones-Drew up the middle for 1 yard (tackle by Ernie Sims),-0.280,-0.640
3,2:22,2,9,JAX 15,6,16,"Maurice Jones-Drew right end for no gain (tackle by Ernie Sims). Penalty on Ernie Sims: Face Mask (15 Yards), 15 yards (no play)",-0.640,0.940
3,2:00,1,10,JAX 30,6,16,Deji Karim right end for 3 yards (tackle by Pat Angerer and Fili Moala),0.940,0.800
3,1:14,2,7,JAX 33,6,16,Blaine Gabbert sacked by Dwight Freeney for -7 yards. Penalty on Uche Nwaneri: Face Mask (15 Yards) (Declined),0.800,-0.820
3,0:47,3,14,JAX 26,6,16,Blaine Gabbert pass complete short right to Jarett Dillard for 8 yards (tackle by Antoine Bethea),-0.820,-1.110
3,0:08,4,6,JAX 34,6,16,"Nick Harris punts 43 yards, fair catch by Pierre Garcon",-1.110,-0.480
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 23,6,16,Delone Carter up the middle for 4 yards (tackle by Nate Collins and Terrance Knighton),0.480,0.470
4,14:24,2,6,IND 27,6,16,Dan Orlovsky pass complete short middle to Reggie Wayne for 11 yards (tackle by Kevin Rutland),0.470,1.470
4,13:49,1,10,IND 38,6,16,Delone Carter up the middle for no gain (tackle by D'Anthony Smith),1.470,0.920
4,13:14,2,10,IND 38,6,16,Dan Orlovsky pass complete short left to Delone Carter for 5 yards (tackle by Kevin Rutland),0.920,0.890
4,12:36,3,5,IND 43,6,16,Dan Orlovsky pass complete short left to Reggie Wayne for 10 yards (tackle by Kevin Rutland),0.890,2.460
4,12:01,1,10,JAX 47,6,16,Delone Carter up the middle for 2 yards (tackle by Jeremy Mincey),2.460,2.180
4,11:17,,,,6,16,Timeout #1 by Indianapolis Colts,0.000,2.180
4,11:17,2,8,JAX 45,6,16,Joseph Addai up the middle for 5 yards (tackle by Jeremy Mincey),2.180,2.150
4,10:44,3,3,JAX 40,6,16,"Dan Orlovsky sacked by Jeremy Mincey for -7 yards. Dan Orlovsky fumbles (forced by Jeremy Mincey), recovered by George Selvie at IND-46 (tackle by Jeff Linkenbach)",2.150,-2.520
4,10:38,1,10,IND 46,6,16,Maurice Jones-Drew right end for 1 yard (tackle by Ricardo Mathews),2.520,2.110
4,10:02,2,9,IND 45,6,16,Maurice Jones-Drew up the middle for 5 yards (tackle by Tyler Brayton),2.110,2.080
4,9:22,3,4,IND 40,6,16,Blaine Gabbert pass complete short right to Marcedes Lewis for 12 yards (tackle by Robert Mathis),2.080,3.710
4,8:37,1,10,IND 28,6,16,Maurice Jones-Drew right guard for 3 yards (tackle by Jacob Lacey and Jerry Hughes),3.710,3.570
4,7:57,2,7,IND 25,6,16,Maurice Jones-Drew up the middle for no gain (tackle by Antoine Bethea and Pat Angerer),3.570,2.870
4,7:17,3,7,IND 25,6,16,Blaine Gabbert pass complete short left to DuJuan Harris for 4 yards (tackle by Pat Angerer),2.870,2.160
4,6:35,4,3,IND 21,6,19,Josh Scobee 39 yard field goal good,2.160,3.000
4,6:30,,,JAX 35,6,19,"Josh Scobee kicks off 68 yards, returned by Joe Lefeged for 21 yards (tackle by Brock Bolen)",0.000,0.040
4,6:25,1,10,IND 18,6,19,Dan Orlovsky pass complete short middle to Dallas Clark for 20 yards (tackle by Dawan Landry),0.040,1.470
4,6:00,1,10,IND 38,6,19,Dan Orlovsky pass complete short middle to Reggie Wayne for 14 yards (tackle by Russell Allen),1.470,2.390
4,5:34,1,10,JAX 48,6,19,Dan Orlovsky pass complete short middle to Austin Collie for 13 yards (tackle by Dawan Landry),2.390,3.250
4,5:08,1,10,JAX 35,6,19,Dan Orlovsky pass complete short left to Austin Collie for 7 yards (tackle by Kevin Rutland),3.250,3.650
4,4:43,2,3,JAX 28,6,19,Dan Orlovsky pass complete short left to Austin Collie for 7 yards (tackle by Kevin Rutland),3.650,4.170
4,4:14,1,10,JAX 21,6,19,Dan Orlovsky pass complete short right to Austin Collie for 9 yards (tackle by Russell Allen),4.170,5.160
4,3:32,2,1,JAX 12,6,19,Dan Orlovsky pass incomplete short right intended for Dallas Clark,5.160,4.490
4,3:27,3,1,JAX 12,12,19,"Dan Orlovsky pass complete short left to Austin Collie for 12 yards, touchdown",4.490,7.000
4,3:27,,,JAX 2,13,19,Adam Vinatieri kicks extra point good,0.000,0.000
4,3:22,,,IND 35,13,19,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
4,3:22,1,10,JAX 20,13,19,Maurice Jones-Drew up the middle for 3 yards (tackle by Jamaal Anderson and Antonio Johnson),0.280,0.140
4,3:16,,,,13,19,Timeout #2 by Indianapolis Colts,0.000,0.140
4,3:16,2,7,JAX 23,13,19,Mike Thomas left end for 3 yards (tackle by Jerry Hughes),0.140,-0.160
4,3:08,,,,13,19,Timeout #3 by Indianapolis Colts,0.000,-0.160
4,3:08,3,4,JAX 26,13,19,Maurice Jones-Drew right end for 5 yards (tackle by Ernie Sims),-0.160,1.000
4,2:24,1,10,JAX 31,13,19,Maurice Jones-Drew up the middle for 11 yards (tackle by Antoine Bethea),1.000,1.730
4,2:00,1,10,JAX 42,13,19,Blaine Gabbert kneels for -1 yards,1.730,1.050
4,1:20,2,11,JAX 41,13,19,Blaine Gabbert kneels for -1 yards,1.050,0.230
4,0:38,3,12,JAX 40,13,19,Blaine Gabbert kneels for -1 yards,0.230,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
