Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
1,7:07,1,10,GNB 32,0,3,Noah Herron right tackle for 10 yards (tackle by Michael Boulware and Marquand Manuel),1.070,1.730
1,6:27,1,10,GNB 42,0,3,Noah Herron left tackle for 5 yards (tackle by Michael Boulware),1.730,1.860
1,5:49,2,5,GNB 47,0,3,"Brett Favre pass incomplete. Penalty on Scott Wells: Illegal Touch Pass, 5 yards (no play)",1.860,1.190
1,5:49,2,10,GNB 42,0,3,"Penalty on Rod Gardner: False Start, 5 yards (no play)",1.190,0.510
1,5:45,2,15,GNB 37,0,3,Brett Favre pass complete to Tony Fisher for 10 yards (tackle by Bryce Fisher),0.510,1.160
1,5:00,3,5,GNB 47,0,3,Brett Favre pass complete to Rod Gardner for 33 yards (tackle by Marquand Manuel),1.160,4.240
1,4:34,1,10,SEA 20,0,3,Brett Favre pass complete to Tony Fisher for 7 yards (tackle by LeRoy Hill and Lofa Tatupu),4.240,4.830
1,3:56,2,3,SEA 13,0,3,Noah Herron right end for -1 yards (tackle by Craig Terrill),4.830,3.890
1,3:14,3,4,SEA 14,0,3,Brett Favre pass incomplete intended for Donald Driver,3.890,2.580
1,3:09,4,4,SEA 14,0,6,Ryan Longwell 32 yard field goal good,2.580,3.000
1,,,,GNB 30,0,6,"Ryan Longwell kicks off 56 yards, returned by Josh Scobey for 17 yards (tackle by Marviel Underwood)",0.000,1.000
1,3:00,1,10,SEA 31,0,6,Matt Hasselbeck pass complete to Mack Strong for 27 yards (tackle by Paris Lenon),1.000,2.790
1,2:32,1,10,GNB 42,0,6,Shaun Alexander right end for 1 yard (tackle by Kabeer Gbaja-Biamila),2.790,2.380
1,1:57,2,9,GNB 41,0,6,Shaun Alexander right end for 3 yards (tackle by Grady Jackson),2.380,2.080
1,1:21,3,6,GNB 38,0,6,Matt Hasselbeck pass complete to D.J. Hackett for 13 yards (tackle by Michael Hawkins),2.080,3.910
1,0:55,1,10,GNB 25,0,6,Shaun Alexander left end for 8 yards (tackle by Mike Montgomery and Corey Williams),3.910,4.550
1,0:14,2,2,GNB 17,0,6,Shaun Alexander left tackle for 2 yards (tackle by Paris Lenon),4.550,4.580
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 15,0,6,Shaun Alexander right end for 12 yards (tackle by Paris Lenon),4.580,6.510
2,14:24,1,3,GNB 3,0,6,Shaun Alexander left tackle for 2 yards (tackle by Nick Collins and Grady Jackson),6.510,5.910
2,13:44,2,1,GNB 1,0,6,Shaun Alexander right guard for no gain (tackle by Grady Jackson and Nick Barnett),5.910,5.170
2,13:05,3,1,GNB 1,6,6,"Shaun Alexander left end for 1 yard, touchdown",5.170,7.000
2,,,,GNB 2,7,6,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,7,6,"Josh Brown kicks off 65 yards, returned by Ahmad Carroll for 32 yards (tackle by Michael Harden). Ahmad Carroll fumbles (forced by Michael Harden), recovered by Jordan Babineaux at GNB-37 (tackle by Grey Ruegamer)",0.000,-3.120
2,12:54,1,10,GNB 37,7,6,Shaun Alexander left guard for 1 yard (tackle by Aaron Kampman),3.120,2.710
2,12:19,2,9,GNB 36,7,6,Matt Hasselbeck pass complete to Bobby Engram for 5 yards (tackle by Paris Lenon),2.710,2.680
2,11:47,3,4,GNB 31,7,6,Shaun Alexander left end for -4 yards (tackle by Ahmad Carroll),2.680,0.970
2,11:17,4,8,GNB 35,7,6,Matt Hasselbeck sacked by Kenny Peterson for -7 yards,0.970,-1.730
2,11:12,1,10,GNB 42,7,6,Brett Favre pass incomplete intended for Tory Humphrey (defended by Lofa Tatupu),1.730,1.190
2,11:07,2,10,GNB 42,7,6,Noah Herron up the middle for 4 yards (tackle by Marquand Manuel and Jimmy Williams),1.190,1.030
2,10:28,3,6,GNB 46,7,6,Brett Favre pass complete to Donald Driver for 10 yards (tackle by Kelly Herndon),1.030,2.650
2,9:55,1,10,SEA 44,7,6,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Marquand Manuel: Illegal Contact, 5 yards (no play)",2.650,2.980
2,9:49,1,10,SEA 39,7,6,Noah Herron right end for 2 yards (tackle by Jordan Babineaux),2.980,2.710
2,9:13,2,8,SEA 37,7,6,Brett Favre pass incomplete intended for Vonta Leach (defended by Bryce Fisher),2.710,2.020
2,9:08,,,,7,6,Timeout #1 by Green Bay Packers,0.000,2.020
2,9:08,3,8,SEA 37,7,6,"Brett Favre pass incomplete intended for Donald Driver. Penalty on Jimmy Williams: Defensive Pass Interfere, 18 yards (no play)",2.020,4.310
2,9:03,1,10,SEA 19,7,6,Noah Herron right guard for 8 yards (tackle by Jimmy Williams),4.310,5.140
2,8:29,2,2,SEA 11,7,12,"Noah Herron right end for 11 yards, touchdown",5.140,7.000
2,,,,SEA 2,7,13,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,7,13,"Ryan Longwell kicks off 59 yards, returned by Josh Scobey for 7 yards (tackle by Nick Collins)",0.000,0.040
2,8:16,1,10,SEA 18,7,13,Shaun Alexander right end for 7 yards (tackle by Nick Barnett and Na'il Diggs),0.040,0.550
2,7:43,2,3,SEA 25,7,13,"Shaun Alexander right tackle for 2 yards (tackle by Nick Barnett and Corey Williams). Penalty on Colin Cole: Defensive Holding, 5 yards",0.550,1.070
2,7:21,1,10,SEA 32,7,13,Shaun Alexander left end for 4 yards (tackle by Paris Lenon),1.070,1.070
2,6:40,2,6,SEA 36,7,13,Shaun Alexander right tackle for 2 yards (tackle by Corey Williams and Nick Barnett),1.070,0.630
2,5:58,3,4,SEA 38,7,13,Maurice Morris right tackle for 1 yard (tackle by Kenny Peterson),0.630,-0.780
2,5:23,4,3,SEA 39,7,13,"Tom Rouen punts 45 yards, returned by Antonio Chatman for -1 yards (tackle by Niko Koutouvides)",-0.780,0.220
2,5:12,1,10,GNB 15,7,13,Noah Herron right guard for 2 yards (tackle by Rocky Bernard and Marcus Tubbs),-0.220,-0.440
2,4:32,2,8,GNB 17,7,13,Brett Favre pass incomplete intended for Donald Lee,-0.440,-1.120
2,4:26,3,8,GNB 17,7,13,Brett Favre pass complete to William Henderson for 10 yards (tackle by Jimmy Williams),-1.120,0.740
2,3:47,1,10,GNB 27,7,13,Tony Fisher right end for 4 yards (tackle by Jordan Babineaux),0.740,0.740
2,3:06,2,6,GNB 31,7,13,Brett Favre pass complete to Donald Lee for no gain,0.740,0.040
2,2:21,3,6,GNB 31,7,13,Brett Favre pass incomplete intended for Rod Gardner,0.040,-1.310
2,2:14,4,6,GNB 31,7,13,"Ryan Flinn punts 35 yards, fair catch by Jimmy Williams",-1.310,-1.200
2,2:07,1,10,SEA 34,7,13,Shaun Alexander right tackle for 3 yards (tackle by Mark Roman),1.200,1.060
2,2:00,2,7,SEA 37,7,13,Shaun Alexander right tackle for 6 yards (tackle by Corey Williams),1.060,1.160
2,1:22,3,1,SEA 43,7,13,Shaun Alexander right guard for 3 yards (tackle by Grady Jackson and Kenny Peterson),1.160,1.990
2,1:14,,,,7,13,Timeout #1 by Seattle Seahawks,0.000,1.990
2,1:14,1,10,SEA 46,7,13,Shaun Alexander left guard for 5 yards (tackle by Paris Lenon and Nick Barnett),1.990,2.130
2,0:54,2,5,GNB 49,7,13,Matt Hasselbeck pass incomplete intended for Joe Jurevicius,2.130,1.420
2,0:50,3,5,GNB 49,7,13,Matt Hasselbeck pass complete to Bobby Engram for 9 yards (tackle by Nick Barnett),1.420,2.920
2,0:33,1,10,GNB 40,7,13,Matt Hasselbeck pass complete to Bobby Engram for 16 yards (tackle by Mark Roman),2.920,3.970
2,0:26,,,,7,13,Timeout #2 by Seattle Seahawks,0.000,3.970
2,0:26,1,10,GNB 24,7,13,"Shaun Alexander up the middle for 12 yards (tackle by Marviel Underwood). Shaun Alexander fumbles (forced by Marviel Underwood), recovered by Mark Roman at GNB-6 (tackle by Joe Jurevicius)",3.970,0.380
2,0:16,1,10,GNB 6,7,13,Brett Favre kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,7,13,"Ryan Longwell kicks off 63 yards, returned by Josh Scobey for 22 yards (tackle by John Leake)",0.000,0.870
3,14:55,1,10,SEA 29,7,13,Maurice Morris left tackle for 3 yards (tackle by Paris Lenon),0.870,0.730
3,14:19,2,7,SEA 32,7,13,Seneca Wallace pass complete to D.J. Hackett for 11 yards (tackle by Kabeer Gbaja-Biamila),0.730,1.800
3,13:30,1,10,SEA 43,7,13,"Maurice Morris right end for 16 yards (tackle by Al Harris). Penalty on Al Harris: Face Mask (15 Yards), 15 yards",1.800,3.840
3,13:03,1,10,GNB 26,7,13,Seneca Wallace pass complete to D.J. Hackett for 4 yards (tackle by Ahmad Carroll),3.840,3.840
3,12:31,2,6,GNB 22,7,13,Maurice Morris right guard for 4 yards (tackle by Aaron Kampman),3.840,3.750
3,11:51,3,2,GNB 18,7,13,Seneca Wallace pass complete to D.J. Hackett for 11 yards (tackle by Mark Roman),3.750,5.600
3,11:12,1,7,GNB 7,7,13,Maurice Morris right tackle for 2 yards (tackle by Grady Jackson),5.600,5.150
3,10:36,2,5,GNB 5,13,13,"Seneca Wallace pass complete to Joe Jurevicius for 5 yards, touchdown",5.150,7.000
3,,,,GNB 2,14,13,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,14,13,"Josh Brown kicks off 59 yards, returned by William Henderson for 10 yards (tackle by Etric Pruitt)",0.000,0.340
3,10:26,1,10,GNB 21,14,13,Tony Fisher left end for -2 yards (tackle by LeRoy Hill),0.340,-0.530
3,9:44,2,12,GNB 19,14,13,Brett Favre pass complete to Antonio Chatman for 5 yards (tackle by Jordan Babineaux),-0.530,-0.490
3,9:03,3,7,GNB 24,14,13,"Brett Favre pass complete to Donald Driver for 11 yards (tackle by Grant Wistrom). Penalty on Kelly Herndon: Face Mask (15 Yards), 15 yards",-0.490,2.260
3,8:34,1,10,GNB 50,14,13,Brett Favre pass complete to Antonio Chatman for 5 yards (tackle by LeRoy Hill and Jordan Babineaux),2.260,2.390
3,7:58,2,5,SEA 45,14,13,Noah Herron up the middle for 1 yard (tackle by Jordan Babineaux),2.390,1.820
3,7:18,3,4,SEA 44,14,13,Brett Favre pass incomplete intended for Tony Fisher (defended by Bryce Fisher),1.820,0.330
3,7:14,4,4,SEA 44,14,13,Ryan Flinn punts 21 yards,0.330,-0.480
3,7:06,1,10,SEA 23,14,13,Seneca Wallace pass incomplete intended for Peter Warrick is intercepted by Al Harris at SEA-27 and returned for 8 yards,0.480,-4.310
3,7:00,1,10,SEA 19,14,13,Noah Herron right end for -2 yards (tackle by Bryce Fisher),4.310,3.490
3,6:16,2,12,SEA 21,14,13,Brett Favre pass incomplete intended for Rod Gardner,3.490,2.810
3,6:11,3,12,SEA 21,14,13,"Brett Favre sacked by Bryce Fisher for -12 yards. Penalty on Bryce Fisher: Tripping, 10 yards",2.810,4.240
3,5:56,1,10,SEA 20,14,13,Noah Herron left end for no gain (tackle by Michael Boulware),4.240,3.690
3,5:14,2,10,SEA 20,14,13,Brett Favre pass incomplete intended for Antonio Chatman,3.690,3.010
3,5:10,3,10,SEA 20,14,13,Brett Favre pass complete to Antonio Chatman for 14 yards (tackle by Jordan Babineaux),3.010,5.830
3,4:28,1,6,SEA 6,14,13,Noah Herron right end for -3 yards (tackle by Rodney Bailey and Craig Terrill),5.830,4.380
3,3:50,2,9,SEA 9,14,13,Brett Favre pass incomplete intended for Donald Lee,4.380,3.360
3,3:46,3,9,SEA 9,14,19,"Brett Favre pass complete to Antonio Chatman for 9 yards, touchdown",3.360,7.000
3,,,,SEA 2,14,20,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,14,20,"Ryan Longwell kicks off 60 yards, returned by Josh Scobey for 22 yards (tackle by William Henderson). Penalty on Niko Koutouvides: Illegal Block Above the Waist, 10 yards",,
3,3:35,1,10,SEA 13,14,20,Maurice Morris left end for 1 yard (tackle by Na'il Diggs),-0.320,-0.680
3,2:57,2,9,SEA 14,14,20,"Seneca Wallace sacked by Colin Cole for -12 yards. Penalty on Corey Williams: Defensive Offside, 5 yards (no play)",-0.680,0.030
3,2:36,2,4,SEA 19,14,20,Seneca Wallace pass complete to Ryan Hannam for 4 yards (tackle by Na'il Diggs),0.030,0.480
3,2:07,1,10,SEA 23,14,20,Seneca Wallace pass incomplete intended for Itula Mili (defended by Mark Roman),0.480,-0.070
3,2:03,2,10,SEA 23,14,20,Seneca Wallace pass incomplete intended for Itula Mili,-0.070,-0.760
3,1:58,3,10,SEA 23,14,20,Seneca Wallace pass incomplete intended for D.J. Hackett,-0.760,-1.830
3,1:54,4,10,SEA 23,14,20,"Tom Rouen punts 41 yards, returned by Antonio Chatman for no gain",-1.830,-1.330
3,1:44,1,10,GNB 36,14,20,Brett Favre pass complete to Donald Driver for 59 yards (tackle by Michael Boulware),1.330,6.060
3,0:52,1,5,SEA 5,14,20,"Brett Favre sacked for -8 yards. Brett Favre fumbles, recovered by Rodney Bailey at SEA-9 (tackle by Brett Favre)",6.060,0.380
3,0:45,1,10,SEA 9,14,20,Maurice Morris right end for 1 yard (tackle by Nick Barnett). Penalty on Ray Willis: Offensive Holding (Declined),-0.380,-0.710
3,0:20,2,9,SEA 10,14,20,Seneca Wallace pass incomplete intended for Peter Warrick,-0.710,-1.300
3,0:12,3,9,SEA 10,14,20,Seneca Wallace sacked by Kabeer Gbaja-Biamila for -7 yards,-1.300,-2.490
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,16,SEA 3,14,20,"Tom Rouen punts 27 yards, returned by Antonio Chatman for -4 yards (tackle by Kevin Bentley)",-2.490,-3.310
4,14:51,1,10,SEA 34,14,20,Tony Fisher right guard for 7 yards (tackle by Jordan Babineaux),3.310,3.720
4,14:17,2,3,SEA 27,14,20,Tony Fisher left guard for 5 yards (tackle by Rocky Bernard and Alain Kashama),3.720,4.110
4,13:42,1,10,SEA 22,14,20,Noah Herron left tackle for 2 yards (tackle by LeRoy Hill),4.110,3.830
4,13:07,2,8,SEA 20,14,20,Brett Favre pass complete to Tony Fisher for 7 yards (tackle by Jimmy Williams and Jordan Babineaux),3.830,4.390
4,12:37,3,1,SEA 13,14,20,Noah Herron right tackle for 3 yards (tackle by Marquand Manuel and Kevin Bentley),4.390,4.910
4,11:53,1,10,SEA 10,14,20,Brett Favre pass incomplete intended for Tony Fisher,4.910,4.190
4,11:46,2,10,SEA 10,14,20,Tony Fisher up the middle for no gain (tackle by Alain Kashama),4.190,3.130
4,11:04,3,10,SEA 10,14,20,Brett Favre pass incomplete intended for Donald Lee (defended by Jordan Babineaux),3.130,2.760
4,11:00,4,10,SEA 10,14,23,Ryan Longwell 28 yard field goal good,2.760,3.000
4,,,,GNB 30,14,23,"Ryan Longwell kicks off 55 yards, returned by Josh Scobey for 8 yards (tackle by Marviel Underwood)",0.000,0.480
4,10:52,1,10,SEA 23,14,23,Seneca Wallace pass complete to Peter Warrick for 33 yards (tackle by Al Harris),0.480,2.650
4,10:20,1,10,GNB 44,14,23,Maurice Morris left tackle for -2 yards (tackle by Nick Barnett),2.650,1.840
4,9:38,2,12,GNB 46,14,23,Seneca Wallace pass incomplete intended for Peter Warrick,1.840,1.160
4,9:35,3,12,GNB 46,14,23,Seneca Wallace pass incomplete intended for Maurice Morris,1.160,0.200
4,9:31,4,12,GNB 46,14,23,"Tom Rouen punts 35 yards, fair catch by Antonio Chatman",0.200,0.350
4,9:25,1,10,GNB 12,14,23,Brett Favre pass complete to Tony Fisher for 8 yards (tackle by Jordan Babineaux),-0.350,0.290
4,8:49,2,2,GNB 20,14,23,Noah Herron right tackle for 3 yards (tackle by Kevin Bentley),0.290,0.480
4,8:03,1,10,GNB 23,14,23,Noah Herron left end for -3 yards (tackle by Kevin Bentley),0.480,-0.470
4,7:22,2,13,GNB 20,14,23,Brett Favre pass complete to Tony Fisher for 2 yards (tackle by Jimmy Williams),-0.470,-0.890
4,6:40,3,11,GNB 22,14,23,Brett Favre pass incomplete intended for Rod Gardner is intercepted by Jimmy Williams at GNB-35,-0.890,-3.250
4,6:33,1,10,GNB 35,14,23,Seneca Wallace pass incomplete intended for D.J. Hackett (defended by Kenny Peterson),3.250,2.700
4,6:30,2,10,GNB 35,14,23,Maurice Morris right tackle for -1 yards (tackle by Grady Jackson),2.700,1.880
4,5:52,3,11,GNB 36,14,23,Seneca Wallace sacked by Cullen Jenkins for -7 yards,1.880,0.400
4,5:30,4,18,GNB 43,14,23,Tom Rouen punts 39 yards,0.400,0.380
4,5:18,1,10,GNB 4,14,23,Noah Herron left tackle for 5 yards (tackle by Lofa Tatupu),-0.380,-0.420
4,4:47,2,5,GNB 9,14,23,Noah Herron right tackle for 2 yards (tackle by Jordan Babineaux and Rodney Bailey),-0.420,-0.600
4,4:03,3,3,GNB 11,14,23,Brett Favre pass complete to Donald Lee for 10 yards (tackle by Michael Boulware),-0.600,0.340
4,3:56,1,10,GNB 21,14,23,Noah Herron up the middle for 2 yards (tackle by Marquand Manuel),0.340,0.070
4,3:12,2,8,GNB 23,14,23,"Penalty on Kevin Barry: False Start, 5 yards (no play)",0.070,-0.700
4,3:10,2,13,GNB 18,14,23,Tony Fisher left end for no gain (tackle by Rodney Bailey),-0.700,-1.410
4,3:03,,,,14,23,Timeout #1 by Seattle Seahawks,0.000,-1.410
4,3:03,3,13,GNB 18,14,23,Brett Favre pass incomplete intended for Tony Fisher (defended by Rocky Bernard),-1.410,-2.240
4,2:59,4,13,GNB 18,14,23,"Ryan Flinn punts 42 yards, returned by Jimmy Williams for 12 yards (tackle by John Leake)",-2.240,-2.390
4,2:49,1,10,GNB 48,14,23,Seneca Wallace pass complete to Maurice Morris for -1 yards (tackle by Mark Roman),2.390,1.710
4,2:44,2,11,GNB 49,14,23,Seneca Wallace pass complete to Maurice Morris for 20 yards (tackle by Nick Collins),1.710,3.640
4,2:22,1,10,GNB 29,14,23,"Seneca Wallace for no gain. Seneca Wallace fumbles, recovered by Seneca Wallace at GNB-31",3.640,2.830
4,2:06,2,12,GNB 31,14,23,Seneca Wallace sacked by Kabeer Gbaja-Biamila for -6 yards,2.830,1.360
4,2:00,3,18,GNB 37,14,23,Seneca Wallace pass complete to Peter Warrick for 11 yards (tackle by Nick Barnett),1.360,1.740
4,1:43,,,,14,23,Timeout #2 by Seattle Seahawks,0.000,1.740
4,1:43,4,7,GNB 26,17,23,Josh Brown 44 yard field goal good,1.740,3.000
4,,,,SEA 30,17,23,Josh Brown kicks onside 14 yards,0.000,2.650
4,1:38,1,10,SEA 44,17,23,"Noah Herron left end for 5 yards (tackle by Jimmy Williams). Penalty on Chad Clifton: Offensive Holding, 10 yards (no play)",2.650,1.990
4,1:32,1,20,GNB 46,17,23,Noah Herron left guard for 4 yards (tackle by Jimmy Williams and Kevin Bentley),1.990,1.300
4,0:46,2,16,SEA 50,17,23,Noah Herron left end for -2 yards (tackle by Kevin Bentley),1.300,0.370
4,0:41,,,,17,23,Timeout #3 by Seattle Seahawks,0.000,0.370
4,0:41,3,18,GNB 48,17,23,Aaron Rodgers kneels for -1 yards,0.370,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
