Quarter,Time,Down,ToGo,Location,JAX,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,JAX 24,0,7,Russell Wilson pass complete deep left to Golden Tate for 20 yards,2.740,6.280
2,14:33,1,4,JAX 4,0,13,"Russell Wilson pass complete short right to Zach Miller for 4 yards, touchdown",6.280,7.000
2,14:33,,,JAX 2,0,14,Steven Hauschka kicks extra point good,0.000,0.000
2,14:33,,,SEA 35,0,14,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,14:26,1,10,JAX 20,0,14,Chad Henne pass complete short left to Stephen Burton for 5 yards (tackle by Earl Thomas),0.280,0.410
2,13:53,2,5,JAX 25,0,14,Maurice Jones-Drew right guard for no gain (tackle by Tony McDaniel and K.J. Wright),0.410,-0.300
2,13:11,3,5,JAX 25,0,14,Chad Henne sacked by Michael Bennett and Clinton McDonald for -3 yards,-0.300,-1.900
2,12:43,4,8,JAX 22,0,14,"Penalty on Jordan Todman: False Start, 5 yards (no play)",-1.900,-2.320
2,12:33,4,13,JAX 17,0,14,"Bryan Anger punts 41 yards, returned by Golden Tate for 11 yards (tackle by Jordan Todman)",-2.320,-2.460
2,12:23,1,10,JAX 47,0,14,Russell Wilson pass complete deep left to Jermaine Kearse for 17 yards (tackle by Demetrius McCray),2.460,3.580
2,11:55,1,10,JAX 30,0,14,"Russell Wilson pass incomplete deep left intended for Stephen Williams. Penalty on Demetrius McCray: Defensive Pass Interference, 25 yards (no play)",3.580,6.060
2,11:50,1,5,JAX 5,0,14,Marshawn Lynch right tackle for -1 yards (tackle by Paul Posluszny and Roy Miller),6.060,4.950
2,11:08,2,6,JAX 6,0,14,Marshawn Lynch up the middle for 5 yards (tackle by Jason Babin and Geno Hayes),4.950,5.170
2,10:27,3,1,JAX 1,0,14,Marshawn Lynch left guard for -2 yards (tackle by Geno Hayes and Chris Prosinski),5.170,3.040
2,9:44,4,3,JAX 3,0,17,Steven Hauschka 21 yard field goal good,3.040,3.000
2,9:44,,,SEA 35,0,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,9:40,1,10,JAX 20,0,17,Chad Henne pass complete short right to Stephen Burton for 6 yards (tackle by Bobby Wagner),0.280,0.540
2,9:03,2,4,JAX 26,0,17,Maurice Jones-Drew left guard for 5 yards (tackle by Bobby Wagner),0.540,1.000
2,8:32,1,10,JAX 31,0,17,Chad Henne pass incomplete,1.000,0.460
2,8:27,2,10,JAX 31,0,17,Maurice Jones-Drew left tackle for 8 yards (tackle by Mike Morgan and Bobby Wagner),0.460,0.830
2,7:42,3,2,JAX 39,0,17,Chad Henne left end for 5 yards,0.830,1.860
2,7:08,1,10,JAX 44,0,17,Maurice Jones-Drew up the middle for 1 yard (tackle by Bobby Wagner and Clinton McDonald),1.860,1.860
2,6:23,1,10,JAX 44,0,17,Timeout #1 by Jacksonville Jaguars,1.860,1.450
2,6:23,2,9,JAX 45,0,17,Maurice Jones-Drew left tackle for 2 yards (tackle by Brandon Mebane),1.450,1.030
2,5:41,3,7,JAX 47,0,17,Chad Henne pass incomplete short left intended for Stephen Burton,1.030,-0.260
2,5:36,4,7,JAX 47,0,17,"Bryan Anger punts 40 yards, fair catch by Golden Tate",-0.260,0.320
2,5:28,1,10,SEA 13,0,17,"Russell Wilson pass complete short left to Luke Willson for 12 yards (tackle by Paul Posluszny and Demetrius McCray). Penalty on Golden Tate: Illegal Block Above the Waist, 10 yards",-0.320,-0.100
2,5:07,1,8,SEA 15,0,17,Marshawn Lynch right end for 6 yards (tackle by Paul Posluszny),-0.100,0.350
2,4:37,2,2,SEA 21,0,17,Robert Turbin left end for 5 yards (tackle by Jason Babin and Paul Posluszny),0.350,0.670
2,3:59,1,10,SEA 26,0,17,Robert Turbin right end for -3 yards (tackle by Will Blackmon),0.670,-0.280
2,3:25,2,13,SEA 23,0,17,Russell Wilson pass incomplete short left intended for Robert Turbin (defended by Demetrius McCray),-0.280,-0.960
2,3:17,3,13,SEA 23,0,17,Russell Wilson pass complete short middle to Golden Tate for 19 yards (tackle by Paul Posluszny and Demetrius McCray),-0.960,1.730
2,2:38,1,10,SEA 42,0,17,"Russell Wilson sacked by Jonathan Cyprien for -7 yards. Russell Wilson fumbles (forced by Jonathan Cyprien), recovered by Brandon Deaderick at SEA-44 (tackle by Max Unger). Penalty on James Carpenter: Offensive Holding (Declined)",1.730,-2.650
2,2:30,1,10,SEA 44,0,17,Denard Robinson left end for -2 yards (tackle by K.J. Wright),2.650,1.840
2,2:00,2,12,SEA 46,0,17,Chad Henne pass complete short right to Stephen Burton for 13 yards (tackle by Walter Thurmond and Kam Chancellor),1.840,3.380
2,1:33,1,10,SEA 33,0,17,Chad Henne pass incomplete short left intended for Cecil Shorts,3.380,2.840
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:26,2,10,SEA 33,0,17,Chad Henne pass incomplete short right intended for Stephen Burton,2.840,2.840
2,1:22,2,10,SEA 33,0,17,Timeout #2 by Jacksonville Jaguars,2.840,2.150
2,1:22,3,10,SEA 33,0,17,Chad Henne pass complete short middle to Cecil Shorts for 15 yards (tackle by Byron Maxwell and Kam Chancellor),2.150,4.370
2,0:56,1,10,SEA 18,0,17,Chad Henne pass incomplete deep right intended for Cecil Shorts,4.370,3.800
2,0:52,2,10,SEA 18,0,17,Chad Henne pass incomplete short right intended for Maurice Jones-Drew is intercepted by Bobby Wagner at SEA-21,3.800,-0.340
2,0:44,1,10,SEA 21,0,17,Russell Wilson pass complete deep left to Golden Tate for 30 yards (tackle by Demetrius McCray),0.340,2.320
2,0:35,1,10,JAX 49,0,17,Russell Wilson pass complete short left to Golden Tate for 5 yards (tackle by Demetrius McCray),2.320,2.320
2,0:29,1,10,JAX 49,0,17,Timeout #2 by Seattle Seahawks,2.320,2.460
2,0:29,2,5,JAX 44,0,17,Russell Wilson pass complete deep left to Sidney Rice for 23 yards,2.460,4.170
2,0:23,1,10,JAX 21,0,17,Russell Wilson right end for 10 yards (tackle by Will Blackmon),4.170,4.840
2,0:14,1,10,JAX 11,0,23,"Russell Wilson pass complete short middle to Sidney Rice for 11 yards, touchdown",4.840,7.000
2,0:14,,,JAX 2,0,24,Steven Hauschka kicks extra point good,0.000,0.000
2,0:14,,,SEA 35,0,24,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,0:10,1,10,JAX 20,0,24,Maurice Jones-Drew up the middle for 6 yards (tackle by Cliff Avril and Tony McDaniel),0.280,0.540
Quarter,Time,Down,ToGo,Location,JAX,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,0,24,"Steven Hauschka kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,JAX 20,0,24,Maurice Jones-Drew up the middle for 3 yards (tackle by Bobby Wagner and Red Bryant),0.280,0.140
3,14:22,2,7,JAX 23,0,24,Chad Henne pass complete short right to Cecil Shorts for 3 yards,0.140,-0.160
3,13:50,3,4,JAX 26,0,24,Chad Henne pass complete short left to Cecil Shorts for 6 yards (tackle by Brandon Browner),-0.160,1.070
3,13:17,1,10,JAX 32,0,24,"Denard Robinson sacked for -2 yards. Denard Robinson fumbles, recovered by Brandon Mebane at JAX-33 (tackle by Will Ta'ufo'ou)",1.070,-3.380
3,13:07,1,10,JAX 33,0,24,Russell Wilson for 4 yards,3.380,3.380
3,12:39,2,6,JAX 29,0,24,Marshawn Lynch right tackle for 1 yard (tackle by Will Blackmon and Geno Hayes),3.380,2.810
3,12:02,3,5,JAX 28,0,24,"Penalty on Jason Babin: Defensive Offside, 5 yards (no play)",2.810,4.040
3,11:50,1,10,JAX 23,0,30,"Russell Wilson pass complete deep right to Sidney Rice for 23 yards, touchdown",4.040,7.000
3,11:50,,,JAX 2,0,31,Steven Hauschka kicks extra point good,0.000,0.000
3,11:50,,,SEA 35,0,31,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,11:41,1,10,JAX 20,0,31,Chad Henne pass complete short left to Will Ta'ufo'ou for 6 yards (tackle by O'Brien Schofield),0.280,0.540
3,11:16,2,4,JAX 26,0,31,Maurice Jones-Drew up the middle for 3 yards (tackle by Tony McDaniel and O'Brien Schofield),0.540,0.230
3,10:47,3,1,JAX 29,0,31,Maurice Jones-Drew up the middle for 6 yards (tackle by K.J. Wright),0.230,1.270
3,10:10,1,10,JAX 35,0,31,Chad Henne pass complete short middle to Maurice Jones-Drew for 8 yards (tackle by Bobby Wagner and Earl Thomas),1.270,1.800
3,9:33,2,2,JAX 43,0,31,Chad Henne pass complete short right to Stephen Burton for 13 yards (tackle by Earl Thomas),1.800,2.650
3,8:59,1,10,SEA 44,0,31,Chad Henne pass incomplete short right intended for Clay Harbor (defended by Cliff Avril),2.650,2.110
3,8:56,2,10,SEA 44,0,31,Jordan Todman left tackle for 2 yards (tackle by Clinton McDonald and Bobby Wagner),2.110,1.690
3,8:15,3,8,SEA 42,0,31,Chad Henne pass incomplete deep left intended for Cecil Shorts (defended by Brandon Browner),1.690,0.460
3,8:08,4,8,SEA 42,0,31,"Bryan Anger punts 40 yards, out of bounds",0.460,0.380
3,8:00,1,10,SEA 2,0,31,Marshawn Lynch left tackle for 3 yards (tackle by Tyson Alualu),-0.380,-0.560
3,7:22,2,7,SEA 5,0,31,Marshawn Lynch right tackle for 2 yards (tackle by Paul Posluszny and Tyson Alualu),-0.560,-0.840
3,6:41,3,5,SEA 7,0,31,Russell Wilson pass incomplete short middle intended for Golden Tate is intercepted by Paul Posluszny at SEA-12 and returned for 10 yards (tackle by Russell Wilson),-0.840,-6.740
3,6:31,1,2,SEA 2,0,31,Chad Henne pass incomplete short middle intended for Cecil Shorts,6.740,5.720
3,6:25,2,2,SEA 2,6,31,"Maurice Jones-Drew left tackle for 2 yards, touchdown",5.720,7.000
3,6:25,,,SEA 2,7,31,Josh Scobee kicks extra point good,0.000,0.000
3,6:25,,,JAX 35,7,31,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,6:20,1,10,SEA 20,7,31,Russell Wilson pass incomplete deep left intended for Zach Miller,0.280,-0.270
3,6:14,2,10,SEA 20,7,31,Marshawn Lynch left tackle for no gain (tackle by Jason Babin and Tyson Alualu),-0.270,-0.960
3,5:36,3,10,SEA 20,7,31,Russell Wilson pass incomplete deep left intended for Sidney Rice,-0.960,-2.030
3,5:29,4,10,SEA 20,7,31,"Jon Ryan punts 54 yards, returned by Will Blackmon for no gain. Penalty on Mike Harris: Offensive Holding, 10 yards",-2.030,0.140
3,5:18,1,10,JAX 16,7,31,Chad Henne pass incomplete deep right intended for Cecil Shorts,-0.140,-0.660
3,5:14,2,10,JAX 16,7,31,Maurice Jones-Drew up the middle for 3 yards (tackle by Tony McDaniel and Bobby Wagner),-0.660,-0.950
3,4:34,3,7,JAX 19,7,31,Chad Henne sacked by Michael Bennett for -9 yards,-0.950,-2.490
3,4:03,4,16,JAX 10,7,31,"Bryan Anger punts 48 yards, fair catch by Golden Tate",-2.490,-1.730
3,3:54,1,10,SEA 42,7,31,Christine Michael up the middle for 11 yards (tackle by Josh Evans),1.730,2.460
3,3:20,1,10,JAX 47,7,31,Christine Michael up the middle for -2 yards (tackle by Jeremy Mincey),2.460,1.640
3,2:46,2,12,JAX 49,7,31,Tarvaris Jackson pass complete short middle to Kellen Davis for 8 yards (tackle by Paul Posluszny and Russell Allen),1.640,2.010
3,2:11,3,4,JAX 41,7,31,Tarvaris Jackson pass complete short middle to Luke Willson for 6 yards (tackle by Paul Posluszny and Jonathan Cyprien),2.010,3.250
3,1:36,1,10,JAX 35,7,37,"Tarvaris Jackson pass complete deep right to Doug Baldwin for 35 yards, touchdown",3.250,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,1:36,,,JAX 2,7,38,Steven Hauschka kicks extra point good,0.000,0.000
3,1:36,,,SEA 35,7,38,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,1:28,1,10,JAX 20,7,38,"Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",0.280,1.010
3,1:28,1,5,JAX 25,7,38,Chad Henne pass complete deep right to Cecil Shorts for 59 yards (tackle by Earl Thomas),1.010,4.510
3,1:01,1,10,SEA 16,7,38,Chad Henne pass incomplete short left intended for Cecil Shorts (defended by Brandon Browner),4.510,3.900
3,0:58,2,10,SEA 16,7,38,Maurice Jones-Drew left guard for 1 yard (tackle by Brandon Mebane and Tony McDaniel),3.900,3.220
3,0:16,3,9,SEA 15,7,38,Chad Henne pass incomplete short right intended for Stephen Burton,3.220,2.440
3,0:11,4,9,SEA 15,10,38,Josh Scobee 33 yard field goal good,2.440,3.000
3,0:11,,,JAX 35,10,38,"Josh Scobee kicks off 66 yards, returned by Jeremy Lane for 22 yards (tackle by Clay Harbor)",0.000,-0.340
Quarter,Time,Down,ToGo,Location,JAX,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 21,10,38,Christine Michael right end for 3 yards (tackle by Geno Hayes),0.340,0.210
4,14:28,2,7,SEA 24,10,38,Tarvaris Jackson pass complete short left to Luke Willson for 8 yards (tackle by Josh Evans),0.210,1.070
4,13:50,1,10,SEA 32,10,38,Christine Michael up the middle for 4 yards (tackle by Tyson Alualu),1.070,1.070
4,13:06,2,6,SEA 36,10,38,Christine Michael left end for -2 yards (tackle by Paul Posluszny),1.070,0.100
4,12:29,3,8,SEA 34,10,38,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice,0.100,-1.110
4,12:23,4,8,SEA 34,10,38,Jon Ryan punts 18 yards,-1.110,-2.130
4,12:15,1,10,JAX 48,10,38,Maurice Jones-Drew up the middle for 1 yard (tackle by Mike Morgan),2.130,1.720
4,11:33,2,9,JAX 49,10,38,Chad Henne pass incomplete short right intended for Cecil Shorts (defended by Walter Thurmond),1.720,1.720
4,11:23,2,9,JAX 49,10,38,Timeout #1 by Jacksonville Jaguars,1.720,1.020
4,11:23,3,9,JAX 49,10,38,Chad Henne pass complete short right to Cecil Shorts for 8 yards (tackle by Byron Maxwell),1.020,0.400
4,10:51,4,1,SEA 43,10,38,Maurice Jones-Drew right tackle for 8 yards (tackle by Earl Thomas),0.400,3.250
4,10:22,1,10,SEA 35,10,38,Chad Henne pass complete deep left to Cecil Shorts for 17 yards (tackle by Byron Maxwell),3.250,4.370
4,9:57,1,10,SEA 18,10,38,Chad Henne pass incomplete deep right intended for Allen Reisner,4.370,3.800
4,9:51,2,10,SEA 18,10,38,"Chad Henne pass complete short left to Maurice Jones-Drew for 11 yards (tackle by Byron Maxwell). Penalty on Michael Bennett: Unnecessary Roughness, 4 yards",3.800,6.510
4,9:36,1,3,SEA 3,10,38,Maurice Jones-Drew right guard for no gain (tackle by Mike Morgan and John Lotulelei),6.510,5.530
4,9:11,2,3,SEA 3,16,38,"Jordan Todman right end for 3 yards, touchdown",5.530,7.000
4,9:11,,,SEA 2,17,38,Josh Scobee kicks extra point good,0.000,0.000
4,9:11,,,JAX 35,17,38,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,9:06,1,10,SEA 20,17,38,Tarvaris Jackson pass complete short right to Golden Tate for 14 yards (tackle by Paul Posluszny),0.280,1.200
4,8:30,1,10,SEA 34,17,38,Tarvaris Jackson pass complete short right to Luke Willson for 35 yards (tackle by Paul Posluszny),1.200,3.510
4,7:53,1,10,JAX 31,17,38,Tarvaris Jackson pass complete deep right to Kellen Davis for 23 yards (tackle by Jonathan Cyprien),3.510,5.370
4,7:16,1,8,JAX 8,17,38,Robert Turbin left tackle for 3 yards (tackle by Josh Evans and Geno Hayes),5.370,5.150
4,6:37,2,5,JAX 5,17,44,"Tarvaris Jackson left tackle for 5 yards, touchdown",5.150,7.000
4,6:37,,,JAX 2,17,45,Steven Hauschka kicks extra point good,0.000,0.000
4,6:37,,,SEA 35,17,45,"Steven Hauschka kicks off 65 yards, returned by Denard Robinson for 27 yards (tackle by John Lotulelei)",0.000,-0.740
4,6:26,1,10,JAX 27,17,45,Chad Henne pass complete short right to Ace Sanders for 20 yards,0.740,2.060
4,5:59,1,10,JAX 47,17,45,Maurice Jones-Drew right tackle for -1 yards (tackle by Michael Bennett and Clinton McDonald),2.060,1.380
4,5:20,2,11,JAX 46,17,45,Chad Henne pass complete deep right to Cecil Shorts for 21 yards (tackle by Walter Thurmond),1.380,3.380
4,4:44,1,10,SEA 33,17,45,Chad Henne pass incomplete,3.380,3.380
4,4:38,1,10,SEA 33,17,45,Timeout #2 by Jacksonville Jaguars,3.380,2.840
4,4:38,2,10,SEA 33,17,45,Chad Henne pass complete short right to Cecil Shorts for 14 yards (tackle by John Lotulelei and Walter Thurmond),2.840,4.310
4,4:00,1,10,SEA 19,17,45,Chad Henne pass incomplete short left intended for Maurice Jones-Drew,4.310,3.750
4,3:56,2,10,SEA 19,17,45,Chad Henne pass complete short left to Stephen Burton for 5 yards (tackle by Walter Thurmond),3.750,3.760
4,3:49,3,5,SEA 14,17,45,Chad Henne pass incomplete short middle intended for D.J. Williams is intercepted by Kam Chancellor at SEA-12 and returned for 32 yards (tackle by Stephen Burton),3.760,-1.860
4,3:40,1,10,SEA 44,17,45,Christine Michael right tackle for 7 yards (tackle by Jonathan Cyprien),1.860,2.260
4,3:02,2,3,JAX 49,17,45,Christine Michael right guard for 3 yards (tackle by Brandon Deaderick and Andre Branch),2.260,2.520
4,2:21,1,10,JAX 46,17,45,Christine Michael left tackle for 4 yards (tackle by Jeremy Mincey),2.520,2.520
4,2:00,2,6,JAX 42,17,45,Christine Michael up the middle for 9 yards (tackle by Russell Allen and Josh Evans),2.520,3.380
4,1:16,1,10,JAX 33,17,45,Tarvaris Jackson kneels for -1 yards,3.380,2.700
4,0:37,2,11,JAX 34,17,45,Tarvaris Jackson kneels for -2 yards,2.700,1.750
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
