Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cordarrelle Patterson,NWE,10,38,0,2,26,2.6,12,1.2,2,5.0
James White,NWE,8,15,1,2,10,1.3,5,0.6,1,8.0
Kenjon Barner,NWE,2,4,0,,4,2.0,0,0.0,0,
Julian Edelman,NWE,2,13,0,1,13,6.5,0,0.0,0,
Brian Hoyer,NWE,2,-2,0,,-2,-1.0,0,0.0,0,
Tom Brady,NWE,1,8,0,1,6,6.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
LeSean McCoy,BUF,12,13,0,1,10,0.8,3,0.3,1,12.0
Chris Ivory,BUF,6,34,0,2,21,3.5,13,2.2,2,3.0
Derek Anderson,BUF,1,-1,0,0,-1,-1.0,0,0.0,0,
