Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
John Miller,G,64,100%,0,0%,2,7%
Jordan Mills,T,64,100%,0,0%,2,7%
Vlad Ducasse,G,64,100%,0,0%,2,7%
Russell Bodine,C,64,100%,0,0%,1,4%
Dion Dawkins,T,64,100%,0,0%,1,4%
Derek Anderson,QB,62,97%,0,0%,0,0%
Zay Jones,WR,60,94%,0,0%,0,0%
Kelvin Benjamin,WR,49,77%,0,0%,0,0%
LeSean McCoy,RB,46,72%,0,0%,0,0%
Charles Clay,TE,41,64%,0,0%,0,0%
Andre Holmes,WR,35,55%,0,0%,20,71%
Chris Ivory,RB,19,30%,0,0%,0,0%
Logan Thomas,TE,18,28%,0,0%,15,54%
Jason Croom,TE,17,27%,0,0%,8,29%
Patrick DiMarco,FB,12,19%,0,0%,19,68%
Cam Phillips,WR,11,17%,0,0%,4,14%
Ray-Ray McCloud,WR,11,17%,0,0%,0,0%
Nathan Peterman,QB,2,3%,0,0%,0,0%
Marcus Murphy,RB,1,2%,0,0%,8,29%
Jordan Poyer,FS,0,0%,76,100%,6,21%
Matt Milano,LB,0,0%,75,99%,11,39%
Micah Hyde,SS,0,0%,75,99%,10,36%
Phillip Gaines,CB,0,0%,75,99%,6,21%
Tre'Davious White,CB,0,0%,75,99%,6,21%
Lorenzo Alexander,LB,0,0%,58,76%,11,39%
Kyle Williams,DT,0,0%,50,66%,6,21%
Taron Johnson,CB,0,0%,46,61%,3,11%
Jerry Hughes,DE,0,0%,45,59%,0,0%
Tremaine Edmunds,LB,0,0%,44,58%,4,14%
Shaq Lawson,DE,0,0%,43,57%,0,0%
Star Lotulelei,DT,0,0%,40,53%,6,21%
Jordan Phillips,DT,0,0%,34,45%,5,18%
Eddie Yarbrough,DE,0,0%,33,43%,13,46%
Julian Stanford,LB,0,0%,32,42%,19,68%
Harrison Phillips,DT,0,0%,30,39%,3,11%
Rafael Bush,SS,0,0%,4,5%,12,43%
Ramon Humber,LB,0,0%,1,1%,20,71%
Deon Lacey,LB,0,0%,0,0%,20,71%
Lafayette Pitts,CB,0,0%,0,0%,20,71%
Siran Neal,SS,0,0%,0,0%,15,54%
Ryan Lewis,CB,0,0%,0,0%,7,25%
Reid Ferguson,LS,0,0%,0,0%,7,25%
Corey Bojorquez,P,0,0%,0,0%,7,25%
Stephen Hauschka,K,0,0%,0,0%,5,18%
Jeremiah Sirles,G,0,0%,0,0%,2,7%
Ryan Groy,G,0,0%,0,0%,2,7%
