Quarter,Time,Tm,Detail,NWE,BUF
1.0,4:46,Patriots,Stephen Gostkowski 25 yard field goal,3,0
2.0,11:47,Patriots,Stephen Gostkowski 40 yard field goal,6,0
,5:42,Patriots,Stephen Gostkowski 38 yard field goal,9,0
,1:39,Bills,Stephen Hauschka 47 yard field goal,9,3
3.0,7:39,Bills,Stephen Hauschka 51 yard field goal,9,6
,2:03,Patriots,Stephen Gostkowski 25 yard field goal,12,6
4.0,9:58,Patriots,James White 1 yard rush (pass failed),18,6
,5:54,Patriots,Devin McCourty 84 yard interception return (Stephen Gostkowski kick),25,6
