Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jordan Wilkins,IND,20,89,1,5,35,1.8,54,2.7,3,6.7
Jonathan Taylor,IND,11,22,0,2,8,0.7,14,1.3,0,
Nyheim Hines,IND,5,8,0,1,4,0.8,4,0.8,0,
Philip Rivers,IND,2,-2,0,0,-2,-1.0,0,0.0,0,
Trey Burton,IND,1,2,1,1,0,0.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Andre Swift,DET,6,1,0,0,-6,-1.0,7,1.2,0,
Adrian Peterson,DET,5,7,0,,4,0.8,3,0.6,0,
Jamal Agnew,DET,1,11,0,1,10,10.0,1,1.0,0,
Matthew Stafford,DET,1,10,0,1,10,10.0,0,0.0,0,
