#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:09,NOR 20,5,2:26,43,Interception
2,1,7:47,NOR 33,6,2:52,19,Punt
3,1,3:09,NOR 12,3,1:33,8,Punt
4,2,14:08,NOR 13,4,2:27,7,Punt
5,2,9:52,NOR 35,1,0:08,0,Interception
6,2,8:53,NOR 20,11,5:36,80,Touchdown
7,2,2:13,NOR 29,6,2:13,68,End of Half
8,3,15:00,NOR 14,15,6:36,83,Field Goal
9,3,6:42,NOR 30,8,2:49,36,Field Goal
10,3,3:20,NOR 43,2,0:42,5,Interception
11,4,14:48,NOR 20,7,4:45,38,Punt
12,4,4:25,NOR 21,5,0:56,14,Interception
13,4,2:33,NOR 30,3,0:41,20,Interception
