Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
1,3:50,1,10,MIA 20,13,7,Chad Pennington pass incomplete short right intended for Greg Camarillo (defended by Jamie Winborn),0.280,-0.270
1,3:46,2,10,MIA 20,13,7,Chad Pennington pass complete short right to Greg Camarillo for 9 yards (tackle by Karl Paymah),-0.270,0.230
1,3:07,3,1,MIA 29,13,7,Ronnie Brown up the middle for no gain (tackle by Dewayne Robertson),0.230,-1.440
1,2:28,4,1,MIA 29,13,7,"Brandon Fields punts 71 yards, touchback",-1.440,-0.280
1,2:17,1,10,DEN 20,13,7,Ryan Torain right end for -2 yards (tackle by Kendall Langford),0.280,-0.630
1,1:36,2,12,DEN 18,13,7,Jay Cutler pass incomplete short left intended for Brandon Marshall,-0.630,-1.330
1,1:31,3,12,DEN 18,13,7,Jay Cutler pass complete short right to Michael Pittman for 5 yards (tackle by Vonnie Holliday),-1.330,-1.830
1,0:51,4,7,DEN 23,13,7,"Brett Kern punts 46 yards, returned by Davone Bess for 5 yards (tackle by Jamie Winborn)",-1.830,-1.330
1,0:42,1,10,MIA 36,13,7,Chad Pennington pass incomplete short middle intended for Ricky Williams (defended by Nate Webster),1.330,0.790
1,0:36,2,10,MIA 36,13,7,Chad Pennington pass complete short left to Greg Camarillo for 7 yards (tackle by Ebenezer Ekuban),0.790,1.030
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,MIA 43,13,7,Chad Pennington sacked by Ebenezer Ekuban for -6 yards,1.030,-0.910
2,14:32,4,9,MIA 37,13,7,"Brandon Fields punts 54 yards, returned by Eddie Royal for 16 yards (tackle by Charlie Anderson)",-0.910,-0.610
2,14:17,1,10,DEN 25,13,7,Jay Cutler pass complete short right to Peyton Hillis for 6 yards (tackle by Will Allen),0.610,0.870
2,13:37,2,4,DEN 31,13,7,Jay Cutler pass complete deep middle to Darrell Jackson for 23 yards (tackle by Yeremiah Bell),0.870,2.520
2,12:57,1,10,MIA 46,13,7,Jay Cutler pass incomplete short left intended for Peyton Hillis (defended by Yeremiah Bell),2.520,1.980
2,12:53,2,10,MIA 46,13,7,Michael Pittman up the middle for 2 yards (tackle by Randy Starks),1.980,1.550
2,12:12,3,8,MIA 44,13,7,Jay Cutler sacked by Joey Porter for -2 yards,1.550,0.200
2,11:41,4,10,MIA 46,13,7,"Brett Kern punts 37 yards, fair catch by Davone Bess",0.200,0.380
2,11:32,1,10,MIA 9,13,7,Chad Pennington pass complete short right to Greg Camarillo for 12 yards (tackle by Karl Paymah),-0.380,0.340
2,11:04,1,10,MIA 21,13,7,Chad Pennington pass complete short right to Greg Camarillo for 5 yards (tackle by Karl Paymah),0.340,0.480
2,10:26,2,5,MIA 26,13,7,Chad Pennington pass complete short right to Ted Ginn Jr. for 13 yards (tackle by Karl Paymah),0.480,1.530
2,9:49,1,10,MIA 39,13,7,Chad Pennington pass complete short left to Ronnie Brown for 10 yards (tackle by Jamie Winborn),1.530,2.190
2,9:00,1,10,MIA 49,13,7,Ronnie Brown up the middle for 1 yard (tackle by Marlon McCree and Jamie Winborn),2.190,1.780
2,8:21,2,9,,13,7,Ronnie Brown sacked by Jarvis Moss for -8 yards,1.780,0.040
2,7:45,3,17,MIA 42,13,7,Chad Pennington pass complete short right to Patrick Cobbs for 14 yards (tackle by Jamie Winborn),0.040,0.330
2,7:08,4,3,DEN 44,13,7,"Brandon Fields punts 37 yards, fair catch by Eddie Royal",0.330,0.380
2,6:59,1,10,DEN 8,13,7,Jay Cutler pass complete short right to Peyton Hillis for 39 yards (tackle by Renaldo Hill),-0.380,2.060
2,6:29,1,10,DEN 47,13,7,"Jay Cutler pass incomplete. Penalty on Jay Cutler: Intentional Grounding, 11 yards",2.060,0.030
2,6:20,2,21,DEN 36,13,7,Ryan Torain up the middle for no gain (tackle by Joey Porter),0.030,-0.620
2,5:42,3,21,DEN 36,13,7,Jay Cutler pass complete short middle to Michael Pittman for 16 yards (tackle by Reggie Torbor),-0.620,0.070
2,5:04,4,5,MIA 48,13,7,Brett Kern punts 41 yards,0.070,0.380
2,4:54,1,10,MIA 7,13,7,Ronnie Brown up the middle for 2 yards (tackle by Jamie Winborn and D.J. Williams),-0.380,-0.630
2,4:15,2,8,MIA 9,13,7,Ronnie Brown up the middle for 4 yards (tackle by Nate Webster and Jamie Winborn),-0.630,-0.720
2,3:31,3,4,MIA 13,13,7,Chad Pennington pass complete short right to Davone Bess for 17 yards (tackle by Marlon McCree),-0.720,0.940
2,2:52,1,10,MIA 30,13,7,Chad Pennington pass incomplete short middle intended for Anthony Fasano,0.940,0.390
2,2:47,2,10,MIA 30,13,7,Chad Pennington pass complete short right to Anthony Fasano for 13 yards (tackle by Karl Paymah),0.390,1.800
2,2:15,1,10,MIA 43,13,7,"Penalty on Marcus Thomas: Encroachment, 5 yards (no play)",1.800,2.530
2,2:03,1,5,MIA 48,13,7,Chad Pennington pass incomplete short right intended for Davone Bess,2.530,1.930
2,1:59,2,5,MIA 48,13,7,Chad Pennington pass complete short right to Anthony Fasano for 24 yards (tackle by Karl Paymah),1.930,3.710
2,1:38,1,10,DEN 28,13,7,Ronnie Brown right guard for 8 yards (tackle by Marquand Manuel),3.710,4.250
2,1:28,,,,13,7,Timeout #2 by Miami Dolphins,0.000,4.250
2,1:28,2,2,DEN 20,13,7,Chad Pennington pass complete short left to Ronnie Brown for 2 yards (tackle by Jarvis Moss),4.250,4.370
2,0:59,1,10,DEN 18,13,7,Chad Pennington pass complete short middle to Ted Ginn Jr. for 13 yards (tackle by Marlon McCree),4.370,6.060
2,0:35,1,5,DEN 5,13,7,Ronnie Brown up the middle for no gain (tackle by Nate Webster),6.060,5.150
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,0:17,2,5,DEN 5,13,7,Chad Pennington pass incomplete short right intended for Brandon London (defended by Karl Paymah),5.150,4.260
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:12,3,5,DEN 5,13,7,Chad Pennington pass incomplete short left intended for Anthony Fasano,4.260,3.010
2,0:07,4,5,DEN 5,16,7,Dan Carpenter 23 yard field goal good,3.010,3.000
2,,,,MIA 30,16,7,"Dan Carpenter kicks off 57 yards, returned by Andre Hall for 18 yards (tackle by Brandon London)",0.000,0.940
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,16,7,"Matt Prater kicks off 70 yards, returned by Ted Ginn Jr. for 41 yards (tackle by Karl Paymah)",0.000,1.660
3,14:51,1,10,MIA 41,16,7,Chad Pennington pass incomplete deep middle intended for Greg Camarillo (defended by Dre' Bly),1.660,1.120
3,14:47,2,10,MIA 41,16,7,Ricky Williams right end for 4 yards (tackle by Nate Webster),1.120,0.960
3,14:04,3,6,MIA 45,16,7,Chad Pennington pass incomplete short middle intended for Anthony Fasano (defended by Jamie Winborn),0.960,-0.390
3,13:59,4,6,MIA 45,16,7,Brandon Fields punts 53 yards,-0.390,0.380
3,13:51,1,10,DEN 2,16,7,Jay Cutler pass complete short right to Peyton Hillis for 11 yards (tackle by Will Allen),-0.380,-0.320
3,13:21,1,10,DEN 13,16,7,Michael Pittman left tackle for -3 yards (tackle by Joey Porter),-0.320,-1.000
3,12:39,2,13,DEN 10,16,7,Jay Cutler pass complete short right to Eddie Royal for 10 yards (tackle by Jason Allen),-1.000,-0.590
3,11:59,3,3,DEN 20,16,7,Jay Cutler pass complete short right to Peyton Hillis for 7 yards (tackle by Channing Crowder),-0.590,0.740
3,11:33,1,10,DEN 27,16,7,Jay Cutler pass complete short left to Daniel Graham for 23 yards (tackle by Yeremiah Bell),0.740,2.260
3,10:54,1,10,,16,7,Jay Cutler pass incomplete short middle intended for Daniel Graham (defended by Matt Roth),2.260,1.710
3,10:46,2,10,,16,7,Jay Cutler pass complete short left to Eddie Royal for -1 yards (tackle by Andre' Goodman),1.710,0.890
3,10:03,3,11,DEN 49,16,7,Jay Cutler pass complete short left to Eddie Royal for 11 yards (tackle by Channing Crowder),0.890,2.920
3,9:26,1,10,MIA 40,16,7,Michael Pittman right tackle for 1 yard (tackle by Akin Ayodele),2.920,2.510
3,8:50,2,9,MIA 39,16,7,Jay Cutler pass incomplete short right intended for Eddie Royal (defended by Yeremiah Bell),2.510,1.820
3,8:46,,,,16,7,Timeout #1 by Denver Broncos,0.000,1.820
3,8:46,3,9,MIA 39,16,7,Jay Cutler pass complete short left to Brandon Stokley for 7 yards (tackle by Andre' Goodman),1.820,1.300
3,8:16,4,2,MIA 32,16,10,Matt Prater 50 yard field goal good,1.300,3.000
3,,,,DEN 30,16,10,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,8:11,1,10,MIA 20,16,10,Ronnie Brown left tackle for 8 yards (tackle by D.J. Williams),0.280,0.810
3,7:31,2,2,MIA 28,16,10,Ronnie Brown left end for -1 yards (tackle by D.J. Williams and Nate Webster),0.810,-0.030
3,6:45,3,3,MIA 27,16,10,Chad Pennington pass complete short left to Ted Ginn Jr. for 12 yards,-0.030,1.530
3,6:16,1,10,MIA 39,16,10,Ricky Williams right end for 2 yards (tackle by Elvis Dumervil),1.530,1.260
3,5:35,2,8,MIA 41,16,10,Chad Pennington pass incomplete short left intended for Ted Ginn Jr.,1.260,0.560
3,5:30,3,8,MIA 41,16,10,Chad Pennington pass incomplete deep middle intended for Ted Ginn Jr.,0.560,-0.650
3,5:23,4,8,MIA 41,16,10,Brandon Fields punts 14 yards,-0.650,-1.930
3,5:17,1,10,DEN 45,16,10,Jay Cutler pass incomplete short right intended for Eddie Royal,1.930,1.380
3,5:13,2,10,DEN 45,16,10,Jay Cutler pass incomplete short left intended for Peyton Hillis (defended by Yeremiah Bell),1.380,0.700
3,5:07,3,10,DEN 45,16,10,Jay Cutler pass complete deep left to Eddie Royal for 20 yards (tackle by Andre' Goodman),0.700,3.250
3,4:31,1,10,MIA 35,16,10,Michael Pittman left guard for 2 yards (tackle by Yeremiah Bell),3.250,2.970
3,3:53,2,8,MIA 33,16,10,Jay Cutler pass complete short right to Nate Jackson for 2 yards (tackle by Andre' Goodman),2.970,2.540
3,3:10,3,6,MIA 31,16,10,Jay Cutler pass incomplete deep right intended for Eddie Royal,2.540,1.340
3,3:04,4,6,MIA 31,16,10,Matt Prater 49 yard field goal no good,1.340,-1.530
3,2:59,1,10,MIA 39,16,10,Ricky Williams up the middle for 2 yards (tackle by Marcus Thomas),1.530,1.260
3,2:22,2,8,MIA 41,16,10,Chad Pennington pass complete short right to Greg Camarillo for 9 yards (tackle by Karl Paymah),1.260,2.260
3,1:40,1,10,,16,10,Chad Pennington pass incomplete deep right intended for Ted Ginn Jr. is intercepted by Karl Paymah at DEN-16 and returned for 13 yards (tackle by Lousaka Polite),2.260,-0.870
3,1:29,1,10,DEN 29,16,10,"Jay Cutler pass incomplete short middle intended for Michael Pittman. Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",0.870,0.110
3,1:25,1,20,DEN 19,16,10,"Jay Cutler pass complete short left to Darrell Jackson for 7 yards (tackle by Andre' Goodman). Penalty on Ben Hamilton: Face Mask (15 Yards), 10 yards (no play)",0.110,-1.140
3,0:59,1,30,DEN 9,16,10,Jay Cutler pass complete short right to Brandon Marshall for 14 yards (tackle by Jason Allen),-1.140,-0.480
3,0:21,2,16,DEN 23,16,10,"Jay Cutler pass complete deep right to Brandon Marshall for 77 yards. Penalty on Brandon Marshall: Offensive Pass Interference, 10 yards (no play)",-0.480,-1.930
3,0:14,2,26,DEN 13,16,10,Jay Cutler up the middle for 2 yards (tackle by Vonnie Holliday),-1.930,-2.740
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,24,DEN 15,16,10,Jay Cutler pass incomplete deep left intended for Brandon Stokley is intercepted by Tyrone Culver at DEN-44 and returned for 1 yard,-2.740,-2.720
4,14:52,1,10,DEN 43,16,10,Ronnie Brown up the middle for -2 yards (tackle by Jarvis Moss),2.720,1.910
4,14:14,2,12,DEN 45,16,10,Chad Pennington pass complete deep left to Greg Camarillo for 23 yards (tackle by Karl Paymah),1.910,4.110
4,13:30,1,10,DEN 22,16,10,Ronnie Brown left guard for -1 yards (tackle by D.J. Williams),4.110,3.430
4,12:51,2,11,DEN 23,16,10,Ronnie Brown right guard for no gain (tackle by Jamie Winborn),3.430,2.740
4,12:07,3,11,DEN 23,16,10,Chad Pennington pass incomplete short right intended for Greg Camarillo,2.740,1.930
4,12:02,4,11,DEN 23,19,10,Dan Carpenter 41 yard field goal good,1.930,3.000
4,,,,MIA 30,19,10,"Dan Carpenter kicks off 70 yards, touchback",0.000,0.280
4,11:58,1,10,DEN 20,19,10,Jay Cutler pass complete deep right to Peyton Hillis for 47 yards (tackle by Yeremiah Bell),0.280,3.380
4,11:27,1,10,MIA 33,19,10,Jay Cutler pass incomplete short left intended for Brandon Marshall (defended by Andre' Goodman),3.380,2.840
4,11:22,2,10,MIA 33,19,10,"Jay Cutler pass incomplete deep middle intended for Brandon Marshall (defended by Renaldo Hill). Penalty on Renaldo Hill: Defensive Pass Interference, 32 yards (no play)",2.840,6.970
4,11:15,1,1,MIA 1,19,16,"Jay Cutler pass complete short right to Peyton Hillis for 1 yard, touchdown",6.970,7.000
4,,,,MIA 2,19,17,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,19,17,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
4,11:10,1,10,MIA 20,19,17,Chad Pennington pass complete short right to Greg Camarillo for 5 yards (tackle by Karl Paymah),0.280,0.410
4,10:29,2,5,MIA 25,19,17,Chad Pennington pass complete short left to Greg Camarillo for 8 yards,0.410,1.140
4,10:04,1,10,MIA 33,19,17,Chad Pennington pass complete short right to Greg Camarillo for 9 yards (tackle by Karl Paymah),1.140,1.810
4,9:21,2,1,MIA 42,19,17,Ricky Williams left guard for 3 yards (tackle by Ebenezer Ekuban),1.810,1.930
4,8:39,1,10,MIA 45,19,17,Chad Pennington pass incomplete deep left intended for Patrick Cobbs,1.930,1.380
4,8:33,2,10,MIA 45,19,17,Chad Pennington pass complete short right to Davone Bess for 11 yards (tackle by Karl Paymah),1.380,2.650
4,7:48,1,10,DEN 44,19,17,Ricky Williams left guard for 1 yard (tackle by Dewayne Robertson),2.650,2.250
4,7:08,2,9,DEN 43,19,17,"Chad Pennington sacked by Elvis Dumervil for -5 yards. Chad Pennington fumbles (forced by Elvis Dumervil), recovered by Jake Long at DEN-48. Penalty on Jake Long: Offensive Holding, 10 yards (no play)",2.250,0.900
4,6:42,2,19,MIA 47,19,17,Chad Pennington pass incomplete short left intended for Ted Ginn Jr.,0.900,0.230
4,6:37,3,19,MIA 47,19,17,Chad Pennington pass complete short left to Ronnie Brown for 18 yards (tackle by D.J. Williams),0.230,1.000
4,6:01,4,1,DEN 35,19,17,Lousaka Polite up the middle for 1 yard (tackle by Nate Webster and Dewayne Robertson),1.000,3.310
4,5:34,1,10,DEN 34,19,17,Chad Pennington pass complete short right to Greg Camarillo for 12 yards (tackle by Karl Paymah),3.310,4.110
4,4:48,1,10,DEN 22,19,17,Ronnie Brown left end for -3 yards (tackle by Dre' Bly),4.110,3.160
4,4:04,2,13,DEN 25,19,17,Chad Pennington pass incomplete short right intended for Anthony Fasano (defended by Calvin Lowry),3.160,2.480
4,3:59,3,13,DEN 25,19,17,Chad Pennington pass complete deep right to Ricky Williams for 23 yards (tackle by Louis Green),2.480,6.740
4,3:10,1,2,DEN 2,25,17,"Ronnie Brown right tackle for 2 yards, touchdown",6.740,7.000
4,,,,DEN 2,26,17,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 30,26,17,"Dan Carpenter kicks off 71 yards, returned by Eddie Royal for 19 yards (tackle by Quentin Moses). Penalty on Chad Mustard: Offensive Holding, 9 yards",0.000,-0.380
4,2:59,1,10,DEN 9,26,17,Jay Cutler pass complete short middle to Eddie Royal for 16 yards (tackle by Will Allen),-0.380,0.610
4,2:36,1,10,DEN 25,26,17,"Jay Cutler pass incomplete short left intended for Brandon Marshall. Penalty on DEN: Illegal Formation, 5 yards (no play)",0.610,0.280
4,2:32,1,15,DEN 20,26,17,Jay Cutler pass incomplete short middle intended for Brandon Marshall (defended by Randy Starks),0.280,-0.610
4,2:28,2,15,DEN 20,26,17,Jay Cutler pass complete short middle to Eddie Royal for 11 yards (tackle by Channing Crowder),-0.610,0.170
4,2:03,3,4,DEN 31,26,17,Jay Cutler pass complete short right to Brandon Stokley for 11 yards (tackle by Renaldo Hill),0.170,1.730
4,1:56,1,10,DEN 42,26,17,Andre Hall right tackle for 7 yards (tackle by Channing Crowder and Yeremiah Bell),1.730,2.130
4,1:37,2,3,DEN 49,26,17,Jay Cutler pass incomplete deep middle intended for Brandon Stokley,2.130,1.420
4,1:32,3,3,DEN 49,26,17,"Jay Cutler pass complete short middle to Brandon Marshall for 13 yards. Penalty on Eddie Royal: Illegal Block Above the Waist, 11 yards",1.420,1.690
4,1:32,3,1,MIA 49,26,17,Jay Cutler pass complete short right to Andre Hall for 8 yards (tackle by Yeremiah Bell),1.690,2.850
4,1:14,1,10,MIA 41,26,17,Jay Cutler pass incomplete deep middle intended for Brandon Marshall,2.850,2.310
4,1:11,2,10,MIA 41,26,17,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Andre' Goodman),2.310,1.620
4,1:11,3,10,MIA 41,26,17,Jay Cutler pass incomplete deep middle intended for Brandon Stokley,1.620,0.530
4,0:58,4,10,MIA 41,26,17,Jay Cutler pass incomplete short right intended for Eddie Royal (defended by Jason Allen),0.530,-1.660
4,0:52,1,10,MIA 41,26,17,Chad Pennington kneels for no gain,1.660,1.120
4,0:11,2,10,MIA 41,26,17,Chad Pennington kneels for -1 yards,1.120,0.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
