#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:40,DEN 34,4,2:06,7,Field Goal
2,1,10:38,MIA 12,10,4:42,59,Field Goal
3,1,3:50,MIA 20,3,1:33,9,Punt
4,1,0:42,MIA 36,3,1:25,1,Punt
5,2,11:32,MIA 9,7,4:33,47,Punt
6,2,4:54,MIA 7,14,4:52,88,Field Goal
7,3,15:00,MIA 41,3,1:09,4,Punt
8,3,8:11,MIA 20,6,2:54,21,Punt
9,3,2:59,MIA 39,3,1:30,11,Interception
10,4,14:52,DEN 43,6,2:54,20,Field Goal
11,4,11:10,MIA 20,15,8:02,80,Touchdown
12,4,0:52,MIA 41,2,0:52,-1,End of Game
