Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Lavonte David,TAM,0,8,7,87.5%,44,6.3,5.5,2,129.2,4.1,27,17,4,0,0,0.0,0,8,1,11.1%
Sean Murphy-Bunting,TAM,0,5,5,100.0%,72,14.4,14.4,0,118.7,4.0,20,52,2,0,0,0.0,0,2,1,33.3%
Jamel Dean,TAM,0,7,4,57.1%,68,17.0,9.7,0,90.2,16.9,52,16,0,0,0,0.0,0,4,0,0.0%
Devin White,TAM,0,4,3,75.0%,60,20.0,15.0,0,116.7,10.0,24,36,7,0,1,3.0,4,11,3,21.4%
Shaquil Barrett,TAM,0,2,2,100.0%,12,6.0,6.0,0,91.7,4.0,8,4,11,2,0,0.0,2,6,0,0.0%
Carlton Davis,TAM,0,6,2,33.3%,14,7.0,2.3,0,42.4,13.8,3,11,0,0,0,0.0,0,3,2,40.0%
Jordan Whitehead,TAM,0,2,1,50.0%,14,14.0,7.0,0,72.9,6.0,13,1,4,1,0,0.0,1,3,0,0.0%
Antoine Winfield Jr.,TAM,1,2,1,50.0%,20,20.0,10.0,1,85.4,11.0,20,0,3,0,0,0.0,0,2,0,0.0%
William Gholston,TAM,0,0,0,,,,,,,,,,0,2,1,0.0,3,3,0,0.0%
Anthony Nelson,TAM,0,0,0,,,,,,,,,,2,1,1,0.0,2,3,0,0.0%
Mike Edwards,TAM,0,1,0,0.0%,,,0.0,,39.6,15.0,,,0,0,0,0.0,0,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Trayvon Mullen,LVR,0,9,8,88.9%,62,7.8,6.9,1,132.4,4.1,31,31,0,0,0,0.0,0,9,1,10.0%
Nevin Lawson,LVR,0,10,7,70.0%,101,14.4,10.1,2,142.1,17.4,80,21,0,0,0,0.0,0,6,1,14.3%
Lamarcus Joyner,LVR,0,6,6,100.0%,74,12.3,12.3,0,118.1,7.7,46,28,2,0,0,0.0,0,5,0,0.0%
Cory Littleton,LVR,0,8,6,75.0%,50,8.3,6.3,0,90.6,5.4,12,38,3,0,0,0.0,0,8,1,11.1%
Nicholas Morrow,LVR,0,4,4,100.0%,26,6.5,6.5,0,93.7,3.0,12,14,0,0,0,0.0,0,3,0,0.0%
Jeff Heath,LVR,0,5,3,60.0%,38,12.7,7.6,0,83.7,13.6,34,4,5,0,0,0.0,0,6,0,0.0%
Erik Harris,LVR,0,3,2,66.7%,38,19.0,12.7,0,109.7,10.3,31,7,1,0,0,0.0,0,7,0,0.0%
Nick Kwiatkoski,LVR,0,2,1,50.0%,4,4.0,2.0,1,95.8,0.5,4,0,1,0,0,0.0,0,7,0,0.0%
Maurice Hurst Jr.,LVR,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
