Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,12,14,1,3,5,0.4,9,0.8,0,
Giovani Bernard,CIN,2,5,0,,5,2.5,0,0.0,0,
Andy Dalton,CIN,2,29,0,1,29,14.5,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Lamar Jackson,BAL,26,119,0,7,98,3.8,21,0.8,1,26.0
Gus Edwards,BAL,17,115,1,7,52,3.1,63,3.7,2,8.5
Alex Collins,BAL,7,18,1,1,12,1.7,6,0.9,0,
Javorius Allen,BAL,1,2,0,,0,0.0,2,2.0,0,
John Brown,BAL,1,0,0,0,0,0.0,0,0.0,0,
Chris Moore,BAL,1,8,0,0,8,8.0,0,0.0,0,
Ty Montgomery,BAL,0,5,0,,2,,3,,0,
