Quarter,Time,Tm,Detail,CIN,BAL
1.0,7:31,Ravens,Alex Collins 7 yard rush (Justin Tucker kick),0,7
2.0,12:57,Bengals,Joe Mixon 1 yard rush (Randy Bullock kick),7,7
,1:46,Ravens,Justin Tucker 28 yard field goal,7,10
,0:00,Ravens,Justin Tucker 56 yard field goal,7,13
3.0,11:46,Bengals,Matt Lengel 4 yard pass from Andy Dalton (Randy Bullock kick),14,13
,5:45,Bengals,John Ross 22 yard pass from Andy Dalton (Randy Bullock kick),21,13
,1:03,Ravens,Gus Edwards 11 yard rush (Gus Edwards run),21,21
4.0,8:12,Ravens,Justin Tucker 24 yard field goal,21,24
