Quarter,Time,Down,ToGo,Location,ARI,JAX,Detail,EPB,EPA
1,8:39,3,8,JAX 25,0,7,Carson Palmer pass complete short left to Michael Floyd for 11 yards,2.810,4.650
1,8:01,1,10,JAX 14,0,7,Carson Palmer pass incomplete short middle intended for Larry Fitzgerald (defended by Alan Ball),4.650,4.000
1,7:57,2,10,JAX 14,6,7,"Carson Palmer pass complete short middle to Larry Fitzgerald for 14 yards, touchdown",4.000,7.000
1,7:57,,,JAX 2,7,7,Jay Feely kicks extra point good,0.000,0.000
1,7:57,,,ARI 35,7,7,"Jay Feely kicks off 70 yards, returned by Jordan Todman for 59 yards (tackle by Justin Bethel)",0.000,-2.520
1,7:43,1,10,ARI 46,7,7,"Maurice Jones-Drew up the middle for 3 yards (tackle by Dan Williams). Penalty on Daryl Washington: Face Mask (15 Yards), 15 yards",2.520,3.710
1,7:17,1,10,ARI 28,7,7,Maurice Jones-Drew up the middle for 2 yards (tackle by John Abraham),3.710,3.440
1,6:49,2,8,ARI 26,7,7,Chad Henne pass complete short right to Clay Harbor for 21 yards (tackle by Yeremiah Bell),3.440,6.060
1,6:31,1,5,ARI 5,7,7,Maurice Jones-Drew up the middle for no gain (tackle by Dan Williams),6.060,5.150
1,5:53,2,5,ARI 5,7,7,Chad Henne pass complete short left to Ace Sanders for 2 yards (tackle by Tyrann Mathieu),5.150,4.720
1,5:16,3,3,ARI 3,7,7,"Chad Henne pass incomplete short middle intended for Marcedes Lewis. Penalty on Yeremiah Bell: Unsportsmanlike Conduct, 2 yards",4.720,6.970
1,5:12,1,1,ARI 1,7,13,"Maurice Jones-Drew up the middle for 1 yard, touchdown",6.970,7.000
1,5:12,,,ARI 2,7,14,Josh Scobee kicks extra point good,0.000,0.000
1,5:12,,,JAX 35,7,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
1,5:08,1,10,ARI 20,7,14,Andre Ellington left end for 5 yards (tackle by Russell Allen),0.280,0.410
1,4:33,2,5,ARI 25,7,14,Carson Palmer pass incomplete deep middle intended for Michael Floyd (defended by Alan Ball),0.410,-0.300
1,4:29,3,5,ARI 25,7,14,Carson Palmer pass complete short left to Andre Ellington for 11 yards (tackle by Geno Hayes),-0.300,1.330
1,3:55,1,10,ARI 36,7,14,Carson Palmer pass complete short right to Rob Housler for 7 yards (tackle by John Lotulelei),1.330,1.740
1,3:17,2,3,ARI 43,7,14,Rashard Mendenhall up the middle for 1 yard (tackle by Russell Allen),1.740,1.160
1,2:35,3,2,ARI 44,7,14,Andre Ellington left end for 3 yards (tackle by Jonathan Cyprien),1.160,2.060
1,1:55,1,10,ARI 47,7,14,Carson Palmer pass complete short right to Rashard Mendenhall for 1 yard (tackle by John Lotulelei),2.060,1.650
1,1:11,2,9,ARI 48,7,14,Rashard Mendenhall right end for -3 yards (tackle by Sen'Derrick Marks),1.650,0.560
1,0:26,3,12,ARI 45,7,14,Carson Palmer pass incomplete short right intended for Michael Floyd,0.560,-0.390
1,0:20,4,12,ARI 45,7,14,"Dave Zastudil punts 50 yards, returned by Ace Sanders for 4 yards (tackle by Justin Bethel)",-0.390,0.380
1,0:10,1,10,JAX 9,7,14,Chad Henne pass complete short left to Cecil Shorts for 11 yards (tackle by Daryl Washington),-0.380,0.280
Quarter,Time,Down,ToGo,Location,ARI,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 20,7,14,Chad Henne pass complete short right to Ace Sanders for 15 yards (tackle by Tyrann Mathieu),0.280,1.270
2,14:25,1,10,JAX 35,7,14,Chad Henne pass complete short middle to Maurice Jones-Drew for -2 yards (tackle by Karlos Dansby),1.270,0.450
2,13:51,2,12,JAX 33,7,14,Jordan Todman up the middle for 4 yards (tackle by Rashad Johnson),0.450,0.300
2,13:15,3,8,JAX 37,7,14,"Penalty on Ace Sanders: False Start, 5 yards (no play)",0.300,-0.360
2,12:56,3,13,JAX 32,7,14,Chad Henne pass complete short right to Kerry Taylor for 5 yards (tackle by Darnell Dockett),-0.360,-0.910
2,12:26,4,8,JAX 37,7,14,"Penalty on Denard Robinson: False Start, 5 yards (no play)",-0.910,-1.240
2,12:15,4,13,JAX 32,7,14,"Bryan Anger punts 56 yards, returned by Patrick Peterson for 8 yards (tackle by J.T. Thomas)",-1.240,-0.280
2,12:05,1,10,ARI 20,7,14,Rashard Mendenhall up the middle for 5 yards (tackle by Dwayne Gratz),0.280,0.410
2,11:33,2,5,ARI 25,7,14,Carson Palmer pass complete short right to Larry Fitzgerald for 1 yard (tackle by Jonathan Cyprien),0.410,-0.160
2,10:52,3,4,ARI 26,7,14,Carson Palmer pass incomplete deep right intended for Andre Roberts,-0.160,-1.630
2,10:45,4,4,ARI 26,7,14,"Dave Zastudil punts 57 yards, returned by Ace Sanders for 11 yards (tackle by Rashad Johnson). Penalty on Jerraud Powers: Defensive Holding (Offsetting), Penalty on Will Blackmon: Unnecessary Roughness (Offsetting) (no play)",-1.630,-1.630
2,10:31,4,4,ARI 26,7,14,"Dave Zastudil punts 37 yards, returned by Ace Sanders for 3 yards (tackle by Jaron Brown)",-1.630,-1.600
2,10:28,1,10,JAX 40,7,14,Maurice Jones-Drew right end for no gain (tackle by Dan Williams),1.600,1.050
2,10:05,2,10,JAX 40,7,14,Chad Henne pass complete short left to Will Ta'ufo'ou for 5 yards (tackle by Jerraud Powers),1.050,1.030
2,9:40,3,5,JAX 45,7,14,Chad Henne pass complete short left to Maurice Jones-Drew for 1 yard (tackle by Daryl Washington),1.030,-0.320
2,9:04,4,4,JAX 46,7,14,Bryan Anger punts 51 yards,-0.320,0.380
2,8:51,1,10,ARI 3,7,14,Carson Palmer pass complete short middle to Rob Housler for 14 yards (tackle by Alan Ball),-0.380,-0.060
2,8:51,1,10,ARI 17,7,14,"Penalty on Jim Dray: False Start, 5 yards (no play)",-0.060,-0.510
2,7:43,1,15,ARI 12,7,14,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Sen'Derrick Marks),-0.510,-1.150
2,7:40,2,15,ARI 12,7,14,"Carson Palmer pass complete short left to Rob Housler for 11 yards (tackle by Jonathan Cyprien). Penalty on Andre Roberts: Offensive Holding, 10 yards",-1.150,-1.060
2,7:14,2,14,ARI 13,7,14,Carson Palmer pass complete deep right to Larry Fitzgerald for 17 yards (tackle by Jonathan Cyprien),-1.060,0.940
2,6:44,1,10,ARI 30,7,14,Carson Palmer pass incomplete deep right intended for Rob Housler,0.940,0.390
2,6:37,2,10,ARI 30,7,14,Andre Ellington left end for no gain (tackle by Alan Ball),0.390,0.390
2,6:01,2,10,ARI 30,7,14,Timeout #1 by Jacksonville Jaguars,0.390,-0.300
2,6:01,3,10,ARI 30,7,14,Carson Palmer pass incomplete deep middle intended for Michael Floyd (defended by Alan Ball),-0.300,-1.370
2,5:54,4,10,ARI 30,7,14,"Dave Zastudil punts 58 yards, returned by Ace Sanders for 12 yards (tackle by Rashad Johnson)",-1.370,-0.540
2,5:43,1,10,JAX 24,7,14,Chad Henne pass complete short left to Clay Harbor for 2 yards (tackle by Jerraud Powers),0.540,0.270
2,5:13,2,8,JAX 26,7,14,Maurice Jones-Drew up the middle for 2 yards (tackle by Matt Shaughnessy),0.270,-0.160
2,4:40,3,6,JAX 28,7,14,Chad Henne sacked by Calais Campbell for -6 yards,-0.160,-0.160
2,4:11,3,6,JAX 28,7,14,Timeout #1 by Arizona Cardinals,-0.160,-1.900
2,4:11,4,12,JAX 22,7,14,Bryan Anger punts 58 yards,-1.900,-0.940
2,4:01,1,10,ARI 30,7,14,Carson Palmer pass complete deep middle to Rob Housler for 21 yards (tackle by Jonathan Cyprien),0.940,2.320
2,3:30,1,10,JAX 49,7,14,Carson Palmer pass complete deep right to Michael Floyd for 22 yards,2.320,3.780
2,2:50,1,10,JAX 27,7,14,Carson Palmer pass incomplete deep right intended for Rob Housler,3.780,3.230
2,2:43,2,10,JAX 27,7,14,Carson Palmer pass complete deep middle to Michael Floyd for 22 yards (tackle by Jason Babin),3.230,6.060
2,2:00,1,5,JAX 5,13,14,"Rashard Mendenhall left end for 5 yards, touchdown",6.060,7.000
2,2:00,,,JAX 2,14,14,Jay Feely kicks extra point good,0.000,0.000
2,2:00,,,ARI 35,14,14,"Jay Feely kicks off 68 yards, returned by Jordan Todman for 27 yards (tackle by Tyrann Mathieu)",0.000,-0.540
2,1:49,1,10,JAX 24,14,14,Chad Henne pass complete short right to Ace Sanders for no gain,0.540,0.000
2,1:27,2,10,JAX 24,14,14,Chad Henne pass complete short right to Mike Brown for 8 yards (tackle by Jerraud Powers),0.000,0.370
2,1:22,3,2,JAX 32,14,14,Chad Henne pass incomplete short right intended for Mike Brown (defended by Jerraud Powers),0.370,-1.240
2,1:18,4,2,JAX 32,14,14,"Bryan Anger punts 56 yards, returned by Patrick Peterson for 4 yards (tackle by J.T. Thomas)",-1.240,0.140
2,1:05,1,10,ARI 16,14,14,Andre Ellington up the middle for -7 yards (tackle by Andre Branch),-0.140,-1.290
2,0:27,2,17,ARI 9,14,14,Andre Ellington up the middle for 1 yard (tackle by Mike Harris and Geno Hayes),-1.290,-1.290
2,0:22,2,17,ARI 9,14,14,Timeout #2 by Jacksonville Jaguars,-1.290,-2.120
2,0:22,3,16,ARI 10,14,14,Carson Palmer pass incomplete deep left intended for Michael Floyd (defended by Alan Ball),-2.120,-2.490
2,0:16,4,16,ARI 10,14,14,"Dave Zastudil punts 46 yards, returned by Ace Sanders for 14 yards (tackle by Kevin Minter)",-2.490,-2.790
2,0:05,1,10,ARI 42,14,14,Josh Scobee 60 yard field goal no good,2.790,2.190
Quarter,Time,Down,ToGo,Location,ARI,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,14,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,ARI 20,14,14,Rashard Mendenhall up the middle for no gain (tackle by Roy Miller),0.280,-0.270
3,14:25,2,10,ARI 20,14,14,Carson Palmer pass complete deep right to Michael Floyd for 37 yards. Penalty on Dwayne Gratz: Defensive Pass Interference (Declined),-0.270,2.720
3,13:58,1,10,JAX 43,14,14,Carson Palmer pass complete deep right to Larry Fitzgerald for 17 yards (tackle by Dwayne Gratz),2.720,3.840
3,13:25,1,10,JAX 26,14,14,Rashard Mendenhall left end for 1 yard (tackle by Russell Allen),3.840,3.430
3,12:43,2,9,JAX 25,14,14,Carson Palmer pass complete short right to Rob Housler for 15 yards (tackle by Jonathan Cyprien),3.430,4.910
3,12:00,1,10,JAX 10,14,14,Carson Palmer pass complete short middle to Jim Dray for 5 yards (tackle by Russell Allen),4.910,5.150
3,11:22,2,5,JAX 5,14,14,Carson Palmer pass complete short left to Rob Housler for 2 yards (tackle by Mike Harris),5.150,4.720
3,10:44,3,3,JAX 3,14,14,Carson Palmer pass incomplete short middle intended for Rob Housler,4.720,3.040
3,10:37,4,3,JAX 3,17,14,Jay Feely 21 yard field goal good,3.040,3.000
3,10:37,,,ARI 35,17,14,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
3,10:36,1,10,JAX 20,17,14,Chad Henne pass complete short right to Mike Brown for 15 yards (tackle by Tyrann Mathieu),0.280,1.270
3,10:07,1,10,JAX 35,17,14,Maurice Jones-Drew up the middle for no gain (tackle by Darnell Dockett),1.270,0.720
3,9:34,2,10,JAX 35,17,14,Chad Henne pass complete short middle to Maurice Jones-Drew for 6 yards (tackle by Rashad Johnson),0.720,0.830
3,9:09,3,4,JAX 41,17,14,Chad Henne pass incomplete short right intended for Marcedes Lewis (defended by Daryl Washington),0.830,-0.650
3,9:05,4,4,JAX 41,17,14,"Bryan Anger punts 50 yards, fair catch by Patrick Peterson",-0.650,0.380
3,8:58,1,10,ARI 9,17,14,Rashard Mendenhall right guard for 4 yards (tackle by Jeremy Mincey),-0.380,-0.480
3,8:23,2,6,ARI 13,17,14,Carson Palmer sacked by Andre Branch for -4 yards,-0.480,-1.420
3,7:44,3,10,ARI 9,23,14,"Carson Palmer pass complete short middle to Michael Floyd for 91 yards, touchdown",-1.420,7.000
3,7:44,,,JAX 2,24,14,Jay Feely kicks extra point good,0.000,0.000
3,7:44,,,ARI 35,24,14,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
3,7:26,1,10,JAX 20,24,14,Chad Henne pass complete short right to Marcedes Lewis for 8 yards (tackle by Tyrann Mathieu),0.280,0.810
3,7:01,2,2,JAX 28,24,14,Maurice Jones-Drew right guard for 1 yard (tackle by Calais Campbell),0.810,0.810
3,6:27,2,2,JAX 28,24,14,Timeout #1 by Jacksonville Jaguars,0.810,0.230
3,6:27,3,1,JAX 29,24,14,Chad Henne pass complete deep right to Ace Sanders for 29 yards (tackle by Jerraud Powers),0.230,2.790
3,5:56,1,10,ARI 42,24,14,Chad Henne pass incomplete short left intended for Clay Harbor,2.790,2.240
3,5:53,2,10,ARI 42,24,14,Chad Henne pass incomplete short left intended for Ace Sanders,2.240,1.550
3,5:50,3,10,ARI 42,24,14,Chad Henne pass incomplete short left intended for Marcedes Lewis,1.550,0.460
3,5:46,4,10,ARI 42,24,14,"Bryan Anger punts 33 yards, muffed catch by Patrick Peterson, recovered by Patrick Peterson and returned for no gain",0.460,0.380
,,,,,,,"JAX challenged the loose ball recovery ruling, and the play was upheld.",,
3,5:34,1,10,ARI 10,24,14,Rashard Mendenhall up the middle for no gain (tackle by Tyson Alualu),-0.380,-0.380
3,4:46,1,10,ARI 10,24,14,Timeout #1 by Arizona Cardinals,-0.380,-0.780
3,4:46,2,10,ARI 10,24,14,Rashard Mendenhall up the middle for no gain (tackle by Tyson Alualu),-0.780,-1.420
3,4:01,3,10,ARI 10,24,14,Carson Palmer pass complete short left to Andre Ellington for -1 yards (tackle by Jason Babin),-1.420,-2.490
3,3:23,4,11,ARI 9,24,14,"Dave Zastudil punts 43 yards, returned by Ace Sanders for 10 yards (tackle by Marcus Benard)",-2.490,-2.790
3,3:09,1,10,ARI 42,24,14,Chad Henne pass complete short right to Marcedes Lewis for 6 yards (tackle by Matt Shaughnessy),2.790,3.050
3,2:40,2,4,ARI 36,24,14,Chad Henne pass incomplete short left intended for Kerry Taylor (defended by Calais Campbell),3.050,2.340
3,2:34,3,4,ARI 36,24,14,Chad Henne sacked by John Abraham for -7 yards,2.340,0.400
3,2:00,4,11,ARI 43,24,14,Bryan Anger punts 41 yards,0.400,0.380
3,1:50,1,10,ARI 2,24,14,Rashard Mendenhall up the middle for no gain (tackle by Will Blackmon and Jeremy Mincey),-0.380,-0.780
3,1:09,2,10,ARI 2,24,14,Carson Palmer pass complete short right to Michael Floyd for 10 yards (tackle by Will Blackmon),-0.780,-0.350
3,0:39,1,10,ARI 12,24,14,Carson Palmer sacked by Roy Miller for -6 yards,-0.350,-1.220
Quarter,Time,Down,ToGo,Location,ARI,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,16,ARI 6,24,14,Carson Palmer pass complete short right to Andre Roberts for 8 yards (tackle by Will Blackmon),-1.220,-1.190
4,14:20,3,8,ARI 14,24,14,Carson Palmer sacked by Jason Babin for -7 yards,-1.190,-2.490
4,14:01,4,15,ARI 7,24,14,"Dave Zastudil punts 48 yards, returned by Ace Sanders for 5 yards (tackle by Jasper Brinkley)",-2.490,-2.260
4,13:49,1,10,,24,14,"Penalty on Brad Meester: False Start, 5 yards (no play)",2.260,1.930
4,13:49,1,15,JAX 45,24,14,Maurice Jones-Drew left end for 2 yards (tackle by Karlos Dansby),1.930,1.310
4,13:07,2,13,JAX 47,24,14,Chad Henne pass complete short middle to Kerry Taylor for 15 yards (tackle by Rashad Johnson),1.310,3.050
4,13:07,1,10,ARI 38,24,14,"Penalty on Uche Nwaneri: False Start, 5 yards (no play)",3.050,2.720
4,12:22,1,15,ARI 43,24,14,Maurice Jones-Drew left end for 1 yard (tackle by Daryl Washington),2.720,1.970
4,11:52,2,14,ARI 42,24,14,Chad Henne pass complete short left to Jordan Todman for -5 yards (tackle by Karlos Dansby),1.970,0.630
4,11:25,3,19,ARI 47,24,14,Chad Henne pass incomplete short left intended for Marcedes Lewis (defended by Marcus Benard),0.630,0.130
4,11:19,4,19,ARI 47,24,14,"Bryan Anger punts 37 yards, fair catch by Patrick Peterson",0.130,0.380
4,11:12,1,10,ARI 10,24,14,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by Jeremy Mincey),-0.380,-0.780
4,11:07,2,10,ARI 10,24,14,Rashard Mendenhall up the middle for 1 yard (tackle by Mike Harris),-0.780,-1.300
4,10:27,3,9,ARI 11,24,14,Carson Palmer pass complete short middle to Larry Fitzgerald for 6 yards (tackle by Josh Evans),-1.300,-2.320
4,9:56,4,3,ARI 17,24,14,"Dave Zastudil punts 41 yards, fair catch by Ace Sanders",-2.320,-1.730
4,9:51,1,10,JAX 42,24,14,"Chad Henne pass complete short left to Maurice Jones-Drew for 21 yards (tackle by Tyrann Mathieu). Penalty on Cameron Bradfield: Offensive Holding, 10 yards (no play)",1.730,1.070
4,9:25,1,20,JAX 32,24,14,"Chad Henne pass incomplete short right intended for Kerry Taylor is intercepted by Jerraud Powers at JAX-41 and returned for 9 yards (tackle by Jordan Todman). Penalty on Jordan Todman: Tripping, 10 yards",1.070,-4.110
4,9:19,1,10,JAX 22,24,14,Carson Palmer pass complete short right to Rashard Mendenhall for 11 yards (tackle by Will Blackmon),4.110,4.840
4,8:32,1,10,JAX 11,24,14,Carson Palmer pass complete short left to Larry Fitzgerald for 6 yards (tackle by Alan Ball),4.840,5.280
4,7:53,2,4,JAX 5,24,14,Andre Ellington right end for 1 yard (tackle by Jason Babin),5.280,4.670
4,7:12,3,3,JAX 4,24,14,"Carson Palmer pass incomplete short left intended for Michael Floyd. Penalty on Carson Palmer: Intentional Grounding, 10 yards",4.670,2.510
4,7:07,4,13,JAX 14,27,14,Jay Feely 32 yard field goal good,2.510,3.000
4,7:07,,,ARI 35,27,14,"Jay Feely kicks off 69 yards, returned by Jordan Todman for 27 yards (tackle by Stepfan Taylor)",0.000,-0.480
4,6:57,1,10,JAX 23,27,14,Chad Henne pass complete short left to Ace Sanders for 11 yards (tackle by John Abraham),0.480,1.200
4,6:30,1,10,JAX 34,27,14,Chad Henne pass complete short right to Maurice Jones-Drew for 7 yards (tackle by Daryl Washington),1.200,1.600
4,6:30,2,3,JAX 41,27,14,Maurice Jones-Drew up the middle for 9 yards (tackle by Yeremiah Bell),1.600,2.260
4,5:51,1,10,,27,14,Chad Henne pass incomplete short left intended for Kerry Taylor (defended by John Abraham),2.260,1.710
4,5:38,2,10,,27,14,Chad Henne pass complete short middle to Clay Harbor for 9 yards (tackle by Yeremiah Bell),1.710,2.210
4,5:25,3,1,ARI 41,27,14,Jordan Todman up the middle for 5 yards (tackle by Rashad Johnson),2.210,3.180
4,5:03,1,10,ARI 36,27,14,Chad Henne pass complete short right to Ace Sanders for 2 yards (tackle by Marcus Benard),3.180,2.910
4,4:35,2,8,ARI 34,27,14,Maurice Jones-Drew up the middle for 2 yards (tackle by Yeremiah Bell),2.910,2.480
4,4:08,3,6,ARI 32,27,14,Chad Henne pass incomplete short left intended for Ace Sanders,2.480,1.250
4,4:02,4,6,ARI 32,27,14,Chad Henne pass incomplete deep right intended for Cecil Shorts,1.250,-1.140
4,3:55,1,10,ARI 33,27,14,Andre Ellington left end for 2 yards (tackle by Russell Allen),1.140,0.860
4,3:18,2,8,ARI 35,27,14,Carson Palmer pass complete short left to Rashard Mendenhall for 1 yard (tackle by John Lotulelei),0.860,0.300
4,2:31,3,7,ARI 36,27,14,Carson Palmer pass complete short right to Andre Roberts for 2 yards (tackle by Jason Babin and Russell Allen),0.300,0.300
4,2:27,3,7,ARI 36,27,14,Timeout #3 by Jacksonville Jaguars,0.300,-0.850
4,2:27,4,5,ARI 38,27,14,"Dave Zastudil punts 35 yards, fair catch by Ace Sanders",-0.850,-0.740
4,2:22,1,10,JAX 27,27,14,Chad Henne pass incomplete short middle intended for Cecil Shorts (defended by Karlos Dansby),0.740,0.200
4,2:18,2,10,JAX 27,27,14,Chad Henne pass incomplete short middle intended for Cecil Shorts,0.200,-0.490
4,2:12,3,10,JAX 27,27,14,Chad Henne pass complete short left to Ace Sanders for 2 yards (tackle by Patrick Peterson),-0.490,-1.440
4,2:06,4,8,JAX 29,27,14,Chad Henne pass complete short right to Cecil Shorts for 11 yards (tackle by Jerraud Powers),-1.440,1.600
4,1:59,1,10,JAX 40,27,14,Chad Henne pass complete short left to Ace Sanders for no gain,1.600,1.050
4,1:38,2,10,JAX 40,27,14,Chad Henne pass incomplete short middle intended for Clay Harbor is intercepted by Yeremiah Bell at 50 and returned for 6 yards,1.050,-2.650
4,1:32,1,10,JAX 44,27,14,Carson Palmer kneels for -1 yards,2.650,1.980
4,0:53,2,11,JAX 45,27,14,Carson Palmer kneels for -1 yards,1.980,1.160
4,0:24,3,12,JAX 46,27,14,Carson Palmer kneels for -1 yards,1.160,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
