Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Justin Medlock kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,ATL 20,0,0,Matt Ryan pass incomplete short middle intended for Roddy White (defended by Luke Kuechly),0.280,-0.270
1,14:56,2,10,ATL 20,0,0,Matt Ryan pass incomplete short right intended for Roddy White (defended by Charles Johnson),-0.270,-0.960
1,14:53,3,10,ATL 20,0,0,Matt Ryan sacked by Charles Johnson and Frank Alexander for -11 yards,-0.960,-2.490
1,14:26,4,21,ATL 9,0,0,Matt Bosher punts 45 yards (tackle by Josh Harris),-2.490,-2.060
1,14:14,1,10,CAR 47,0,0,Cam Newton pass complete short right to Greg Olsen for 3 yards (tackle by William Moore),2.060,1.920
1,13:46,2,7,,0,0,Cam Newton left end for 32 yards (tackle by Thomas DeCoud),1.920,4.370
1,13:13,1,10,ATL 18,0,0,Jonathan Stewart right end for -1 yards (tackle by Jonathan Babineaux),4.370,3.670
1,12:34,2,11,ATL 19,0,0,Cam Newton pass complete short left to DeAngelo Williams for 2 yards (tackle by Dunta Robinson),3.670,3.170
1,11:54,3,9,ATL 17,6,0,"Cam Newton pass complete short left to Greg Olsen for 17 yards, touchdown",3.170,7.000
1,11:54,,,ATL 2,7,0,Justin Medlock kicks extra point good,0.000,0.000
1,11:45,,,CAR 35,7,0,"Justin Medlock kicks off 68 yards, returned by Jacquizz Rodgers for 27 yards (tackle by Jason Phillips)",0.000,0.540
1,11:39,1,10,ATL 24,7,0,Matt Ryan pass complete short right to Roddy White for 13 yards,0.540,1.400
1,11:14,1,10,ATL 37,7,0,Michael Turner right end for 1 yard (tackle by Josh Norman and Jon Beason),1.400,0.990
1,10:29,2,9,ATL 38,7,0,Matt Ryan pass complete short right to Tony Gonzalez for 13 yards (tackle by Haruki Nakamura),0.990,2.320
1,9:54,1,10,CAR 49,7,0,Matt Ryan pass complete short right to Jason Snelling for 3 yards (tackle by Haruki Nakamura),2.320,2.190
1,9:26,2,7,CAR 46,7,0,Michael Turner right guard for 6 yards (tackle by Dwan Edwards),2.190,2.280
1,8:48,3,1,CAR 40,7,0,Michael Turner right tackle for 12 yards (tackle by James Anderson and Chris Gamble),2.280,3.710
1,8:08,1,10,CAR 28,7,0,Jacquizz Rodgers right end for 1 yard (tackle by Luke Kuechly),3.710,3.300
1,7:27,2,9,CAR 27,7,0,Matt Ryan pass complete short right to Roddy White for 13 yards (tackle by Chris Gamble),3.300,4.650
1,6:42,1,10,CAR 14,7,0,Jacquizz Rodgers right tackle for 4 yards (tackle by Charles Godfrey),4.650,4.710
1,5:57,2,6,CAR 10,7,0,Michael Turner right end for 6 yards (tackle by Charles Godfrey and Luke Kuechly),4.710,6.280
1,5:11,1,4,CAR 4,7,0,Michael Turner right end for 3 yards (tackle by James Anderson),6.280,5.910
1,4:37,2,1,CAR 1,7,0,"Jason Snelling right guard for no gain. Penalty on Greg Hardy: Defensive Offside, Penalty on CAR: Defensive 12 On-field (Declined) (no play)",5.910,5.910
1,4:22,2,1,CAR 1,7,0,"Matt Ryan pass complete short middle to Tommy Gallarda for 1 yard. Penalty on Tommy Gallarda: Offensive Pass Interference, 10 yards (no play)",5.910,4.020
1,4:16,2,11,CAR 11,7,0,"Matt Ryan pass incomplete short right intended for Roddy White. Penalty on Josh Norman: Personal Foul, 6 yards (no play)",4.020,6.060
1,4:10,1,5,CAR 5,7,0,Matt Ryan pass incomplete short middle intended for Roddy White,6.060,5.150
1,4:06,2,5,CAR 5,7,0,Matt Ryan sacked by Ron Edwards for -8 yards,5.150,3.060
1,3:32,3,13,CAR 13,7,0,Matt Ryan pass incomplete short middle intended for Julio Jones is intercepted by Haruki Nakamura at CAR-0 and returned for 21 yards (tackle by Jason Snelling),3.060,-0.340
1,3:24,1,10,CAR 21,7,0,Cam Newton pass complete short right to Greg Olsen for 11 yards,0.340,1.070
1,3:00,1,10,CAR 32,7,0,Jonathan Stewart right end for 1 yard (tackle by Kroy Biermann),1.070,0.660
1,2:17,2,9,CAR 33,7,0,Cam Newton pass incomplete short left intended for DeAngelo Williams,0.660,-0.030
1,2:10,3,9,CAR 33,7,0,Cam Newton pass incomplete short middle intended for Mike Tolbert,-0.030,-1.180
1,2:03,4,9,CAR 33,7,0,"Brad Nortman punts 44 yards, fair catch by Dominique Franks",-1.180,-0.480
1,1:56,1,10,ATL 23,7,0,Michael Turner left end for 17 yards (tackle by Captain Munnerlyn),0.480,1.600
1,1:07,1,10,ATL 40,7,0,Michael Turner right guard for 11 yards (tackle by Charles Godfrey),1.600,2.320
1,0:33,1,10,CAR 49,7,6,"Matt Ryan pass complete deep right to Roddy White for 49 yards, touchdown",2.320,7.000
1,0:33,,,CAR 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
1,0:26,,,ATL 35,7,7,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
1,0:26,1,10,CAR 20,7,7,"Steve Smith left end for 10 yards (tackle by Dunta Robinson). Steve Smith fumbles (forced by Dunta Robinson), recovered by Ray Edwards at CAR-30",0.280,-3.580
1,0:16,1,10,CAR 30,7,7,Matt Ryan pass complete short right to Jacquizz Rodgers for 9 yards (tackle by Jon Beason),3.580,4.250
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,CAR 21,7,7,"Matt Ryan sacked by Charles Johnson for -13 yards. Penalty on Charles Johnson: Face Mask (15 Yards), 15 yards",4.250,4.310
2,14:33,1,10,CAR 19,7,7,Matt Ryan pass complete short left to Jason Snelling for -3 yards (tackle by Luke Kuechly),4.310,3.360
2,13:58,2,13,CAR 22,7,7,Matt Ryan pass complete short right to Roddy White for -1 yards (tackle by Luke Kuechly),3.360,2.540
2,13:22,3,14,CAR 23,7,7,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Haruki Nakamura),2.540,1.930
2,13:16,4,14,CAR 23,7,10,Matt Bryant 41 yard field goal good,1.930,3.000
2,13:11,,,ATL 35,7,10,"Matt Bosher kicks off 72 yards, returned by Kealoha Pilares for 28 yards (tackle by Tommy Gallarda)",0.000,0.340
