Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2,5:57,2,20,SDG 33,0,24,"JaMarcus Russell pass incomplete short middle intended for Justin Fargas. Penalty on Kwame Harris: Face Mask (15 Yards), 15 yards (no play)",2.150,0.120
2,5:53,2,35,SDG 48,0,24,Justin Fargas right end for 3 yards (tackle by Jamal Williams),0.120,-0.100
2,5:14,3,32,SDG 45,0,24,JaMarcus Russell pass complete short right to Justin Fargas for 1 yard (tackle by Eric Weddle),-0.100,0.330
2,4:25,4,31,SDG 44,0,24,"Shane Lechler punts 38 yards. Penalty on Legedu Naanee: Offensive Holding, 3 yards",0.330,0.380
2,4:20,1,10,SDG 3,0,24,LaDainian Tomlinson up the middle for 1 yard (tackle by Jon Alston and Nnamdi Asomugha),-0.380,-0.710
2,3:47,2,9,SDG 4,0,24,LaDainian Tomlinson left tackle for 3 yards (tackle by Hiram Eugene),-0.710,-0.950
2,3:01,3,6,SDG 7,0,24,Darren Sproles up the middle for 4 yards (tackle by Tommy Kelly),-0.950,-2.490
2,2:54,,,,0,24,Timeout #1 by Oakland Raiders,0.000,-2.490
2,2:54,4,2,SDG 11,0,24,"Mike Scifres punts 52 yards, returned by Johnnie Lee Higgins for 2 yards (tackle by Legedu Naanee). Penalty on Hiram Eugene: Illegal Block Above the Waist (Offsetting), Penalty on Brandon Siler: Face Mask (15 Yards) (Offsetting)",-2.490,-1.530
2,2:42,1,10,OAK 39,0,24,JaMarcus Russell pass incomplete short right intended for Ronald Curry (defended by Quentin Jammer),1.530,0.990
2,2:37,2,10,OAK 39,0,24,JaMarcus Russell pass complete short right to Darren McFadden for no gain,0.990,0.300
2,2:00,3,10,OAK 39,0,24,JaMarcus Russell pass incomplete is intercepted by Stephen Cooper at OAK-49 and returned for -2 yards,0.300,-3.120
2,1:42,1,10,OAK 37,0,24,Philip Rivers pass incomplete deep left intended for Antonio Gates,3.120,2.570
2,1:36,2,10,OAK 37,0,24,LaDainian Tomlinson up the middle for 2 yards (tackle by Jon Alston),2.570,2.150
2,0:54,3,8,OAK 35,0,24,Philip Rivers pass complete deep middle to Malcom Floyd for 19 yards (tackle by Kirk Morrison),2.150,4.510
2,0:44,,,,0,24,Timeout #2 by San Diego Chargers,0.000,4.510
2,0:44,1,10,OAK 16,0,24,Philip Rivers pass incomplete short right intended for Chris Chambers,4.510,3.900
2,0:38,2,10,OAK 16,0,24,"Penalty on Chris Chambers: False Start, 5 yards (no play)",3.900,3.280
2,0:38,2,15,OAK 21,0,24,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,3.280,2.610
2,0:35,,,,0,24,Timeout #3 by San Diego Chargers,0.000,2.610
2,0:35,3,15,OAK 21,0,24,Philip Rivers pass incomplete deep left intended for Malcom Floyd,2.610,2.060
2,0:25,4,15,OAK 21,0,27,Nate Kaeding 39 yard field goal good,2.060,3.000
2,,,,SDG 30,6,27,"Nate Kaeding kicks off 62 yards, returned by Justin Miller for 92 yards, touchdown",0.000,7.000
2,,,,SDG 2,7,27,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,7,27,"Sebastian Janikowski kicks off 41 yards, returned by Brandon Manumaleuna for 9 yards (tackle by Isaiah Ekejiuba)",0.000,1.470
2,0:05,1,10,SDG 38,7,27,Philip Rivers kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,7,27,"Nate Kaeding kicks off 65 yards, returned by Justin Miller for 11 yards (tackle by Kassim Osgood)",0.000,-0.140
3,14:56,1,10,OAK 16,7,27,Justin Fargas right end for 2 yards (tackle by Jyles Tucker),-0.140,-0.350
3,14:20,2,8,OAK 18,7,27,Andrew Walter pass incomplete short left intended for Ronald Curry (defended by Antonio Cromartie),-0.350,-1.070
3,14:14,3,8,OAK 18,7,27,Andrew Walter pass complete short left to Ronald Curry for 9 yards (tackle by Antonio Cromartie),-1.070,0.740
3,13:32,1,10,OAK 27,7,27,Andrew Walter pass complete short middle to Justin Fargas for 8 yards (tackle by Stephen Cooper),0.740,1.280
3,12:58,2,2,OAK 35,7,27,Justin Fargas right tackle for 7 yards (tackle by Steve Gregory),1.280,1.730
3,12:23,1,10,OAK 42,7,27,"Darren McFadden right end for no gain (tackle by Quentin Jammer). Penalty on John Wade: Offensive Holding, 10 yards (no play)",1.730,1.070
3,11:55,1,20,OAK 32,7,27,Michael Bush left end for no gain (tackle by Antwan Applewhite),1.070,-0.160
3,11:16,2,20,OAK 32,7,27,Andrew Walter pass complete short middle to Ronald Curry for 6 yards (tackle by Stephen Cooper),-0.160,-0.030
3,10:33,3,14,OAK 38,7,27,Andrew Walter sacked by Jyles Tucker and Shaun Phillips for -10 yards. Penalty on Kwame Harris: Offensive Holding (Declined),-0.030,-1.500
3,10:08,4,24,OAK 28,7,27,"Shane Lechler punts 51 yards, returned by Darren Sproles for 4 yards (tackle by Trevor Scott). Penalty on Cletis Gordon: Illegal Block Above the Waist, 10 yards",-1.500,0.220
3,9:56,1,10,SDG 15,7,27,LaDainian Tomlinson up the middle for 4 yards (tackle by Michael Huff),-0.220,-0.110
3,9:17,2,6,SDG 19,7,27,LaDainian Tomlinson right tackle for no gain (tackle by Kirk Morrison),-0.110,-0.880
3,8:41,3,6,SDG 19,7,27,Philip Rivers pass incomplete short left intended for Vincent Jackson,-0.880,-2.140
3,8:32,4,6,SDG 19,7,27,"Mike Scifres punts 37 yards, fair catch by Johnnie Lee Higgins",-2.140,-1.860
3,8:26,1,10,OAK 44,7,27,Andrew Walter pass complete short left to Zach Miller for 5 yards (tackle by Eric Weddle),1.860,1.990
3,7:49,2,5,OAK 49,7,27,Justin Fargas right tackle for 1 yard (tackle by Jamal Williams and Stephen Cooper),1.990,1.420
3,7:08,3,4,,7,27,Andrew Walter pass incomplete short left intended for Ronald Curry,1.420,-0.060
3,7:04,4,4,,7,27,Shane Lechler punts 36 yards,-0.060,0.280
3,6:56,1,10,SDG 14,7,27,LaDainian Tomlinson right end for 4 yards (tackle by Hiram Eugene),-0.280,-0.210
3,6:19,2,6,SDG 18,7,27,LaDainian Tomlinson left tackle for 2 yards (tackle by Kirk Morrison),-0.210,-0.680
3,5:36,3,4,SDG 20,7,27,Philip Rivers pass complete short right to Darren Sproles for 8 yards (tackle by Thomas Howard),-0.680,0.810
3,4:55,1,10,SDG 28,7,27,Philip Rivers pass complete deep middle to Vincent Jackson for 16 yards (tackle by Chris Johnson),0.810,1.860
3,4:15,1,10,SDG 44,7,27,Darren Sproles left tackle for 1 yard (tackle by Hiram Eugene),1.860,1.450
3,3:31,2,9,SDG 45,7,27,Philip Rivers pass incomplete deep right intended for Vincent Jackson,1.450,0.760
3,3:26,3,9,SDG 45,7,27,Philip Rivers pass incomplete short left intended for Vincent Jackson,0.760,-0.390
3,3:20,4,9,SDG 45,7,27,"Mike Scifres punts 45 yards, returned by Johnnie Lee Higgins for -4 yards (tackle by Malcom Floyd)",-0.390,0.380
3,3:10,1,10,OAK 6,7,27,Justin Fargas right end for 4 yards (tackle by Steve Gregory),-0.380,-0.490
3,2:31,2,6,OAK 10,7,27,Andrew Walter pass complete short left to Zach Miller for 5 yards (tackle by Steve Gregory),-0.490,-0.370
3,2:00,3,1,OAK 15,7,27,Andrew Walter up the middle for no gain (tackle by Antoine Cason and Jacques Cesaire),-0.370,-2.440
3,1:39,4,1,OAK 15,7,27,Shane Lechler punts 58 yards,-2.440,-0.740
3,1:26,1,10,SDG 27,7,27,Philip Rivers pass incomplete deep left intended for Chris Chambers (defended by Nnamdi Asomugha),0.740,0.200
3,1:20,2,10,SDG 27,7,27,LaDainian Tomlinson left end for 9 yards (tackle by Nnamdi Asomugha),0.200,0.700
3,0:51,3,1,SDG 36,7,27,"Penalty on Brandon Manumaleuna: False Start, 5 yards (no play)",0.700,0.040
3,0:27,3,6,SDG 31,7,27,Philip Rivers pass complete short middle to Vincent Jackson for 10 yards (tackle by Kirk Morrison),0.040,1.660
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 41,7,27,"LaDainian Tomlinson for no gain (tackle by Jon Alston). Penalty on Antonio Gates: Offensive Holding, 10 yards (no play)",1.660,1.000
4,14:31,1,20,SDG 31,7,27,Philip Rivers pass incomplete short left intended for Darren Sproles,1.000,-0.230
4,14:27,2,20,SDG 31,7,27,Philip Rivers pass incomplete short middle intended for Chris Chambers,-0.230,-0.890
4,14:22,3,20,SDG 31,7,27,Darren Sproles up the middle for 1 yard (tackle by Thomas Howard),-0.890,-1.240
4,13:46,4,19,SDG 32,7,27,"Mike Scifres punts 38 yards, fair catch by Johnnie Lee Higgins",-1.240,-0.940
4,13:40,1,10,OAK 30,7,27,Andrew Walter pass complete short right to Zach Miller for 16 yards (tackle by Quentin Jammer),0.940,1.990
4,13:01,1,10,OAK 46,7,27,Andrew Walter pass incomplete short middle intended for Tony Stewart (defended by Tim Dobbins),1.990,1.450
4,12:55,2,10,OAK 46,7,27,Andrew Walter pass complete short middle to Darren McFadden for 8 yards (tackle by Antwan Applewhite),1.450,1.820
4,12:16,3,2,SDG 46,7,27,Andrew Walter pass incomplete short left intended for Darren McFadden,1.820,0.200
4,12:12,4,2,SDG 46,7,27,Andrew Walter pass incomplete short left intended for Darren McFadden,0.200,-2.060
4,12:09,1,10,SDG 47,7,27,LaDainian Tomlinson left end for 4 yards (tackle by Kirk Morrison),2.060,2.060
4,11:30,2,6,OAK 49,7,27,LaDainian Tomlinson left end for 4 yards (tackle by Hiram Eugene),2.060,1.880
4,10:48,3,2,OAK 45,7,27,Philip Rivers pass complete short left to Jacob Hester for 13 yards (tackle by Jon Alston),1.880,3.450
4,10:18,1,10,OAK 32,7,27,Darren Sproles right end for 5 yards (tackle by Jon Alston),3.450,3.580
4,9:36,2,5,OAK 27,7,27,LaDainian Tomlinson left tackle for 2 yards (tackle by Rashad Baker),3.580,3.140
4,8:52,3,3,OAK 25,7,27,Philip Rivers up the middle for 4 yards (tackle by Kirk Morrison),3.140,4.170
4,8:09,1,10,OAK 21,7,27,LaDainian Tomlinson up the middle for 3 yards (tackle by Derrick Burgess and Gibril Wilson),4.170,4.040
4,7:27,2,7,OAK 18,7,33,"Philip Rivers pass complete short right to Darren Sproles for 18 yards, touchdown",4.040,7.000
4,,,,OAK 2,7,34,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,7,34,"Nate Kaeding kicks off 50 yards, returned by Luke Lawton for 15 yards (tackle by Brandon Siler)",0.000,1.270
4,7:14,1,10,OAK 35,7,34,Andrew Walter pass incomplete short right intended for Chaz Schilens (defended by Quentin Jammer),1.270,0.720
4,7:09,2,10,OAK 35,7,34,Michael Bush right end for 4 yards (tackle by Matt Wilhelm and Stephen Cooper),0.720,0.560
4,6:34,3,6,OAK 39,7,34,Andrew Walter sacked by Shaun Phillips for -10 yards,0.560,-1.440
4,5:58,4,16,OAK 29,7,34,"Shane Lechler punts 57 yards, returned by Darren Sproles for 86 yards. Penalty on Antoine Cason: Illegal Block Above the Waist, 10 yards",-1.440,0.380
4,5:24,1,10,SDG 10,7,34,Jacob Hester right end for 3 yards (tackle by Gerard Warren),-0.380,-0.560
4,5:24,2,7,SDG 13,7,34,Jacob Hester left end for 2 yards (tackle by Kirk Morrison),-0.560,-0.840
4,4:08,3,5,SDG 15,7,34,Jacob Hester left end for -1 yards (tackle by Gerard Warren and Derrick Burgess),-0.840,-2.470
4,3:36,4,6,SDG 14,7,34,"Mike Scifres punts 58 yards, returned by Johnnie Lee Higgins for 5 yards (tackle by David Binn)",-2.470,-1.140
4,3:18,1,10,OAK 33,7,34,Andrew Walter pass complete short right to Zach Miller for 4 yards (tackle by Antoine Cason),1.140,1.130
4,3:18,2,6,OAK 37,7,34,Andrew Walter pass incomplete short left intended for Ronald Curry,1.130,0.430
4,2:41,3,6,OAK 37,7,34,Andrew Walter pass incomplete deep left intended for Ronald Curry,0.430,-0.910
4,2:35,4,6,OAK 37,7,34,"Shane Lechler punts 42 yards, returned by Darren Sproles for 14 yards (tackle by Isaiah Ekejiuba). Darren Sproles fumbles, recovered by Jonathan Holland at SDG-35",-0.910,3.250
,,,,,,,"SDG challenged the fumble ruling, and the play was upheld.",,
4,2:23,1,10,SDG 35,7,34,Andrew Walter pass incomplete short middle intended for Zach Miller is intercepted by Matt Wilhelm at SDG-22 and returned for 8 yards (tackle by Darren McFadden),3.250,-0.940
4,2:13,1,10,SDG 30,7,34,Jacob Hester left end for 2 yards (tackle by Gibril Wilson and Terdell Sands),0.940,0.660
4,2:00,2,8,SDG 32,7,34,Jacob Hester left end for 4 yards (tackle by Jon Alston),0.660,0.500
4,1:16,3,4,SDG 36,7,34,Jacob Hester left end for 3 yards (tackle by Kirk Morrison and Hiram Eugene),0.500,-0.780
4,0:29,4,1,SDG 39,7,34,Jacob Hester left tackle for 5 yards (tackle by Gerard Warren),-0.780,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
