#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 25,6,2:59,39,Downs
2,1,11:56,SFO 38,6,2:20,5,Missed FG
3,1,5:41,DET 18,13,7:12,82,Touchdown
4,2,11:12,DET 25,9,4:59,44,Field Goal
5,2,2:25,DET 20,4,1:15,12,Interception
6,2,1:10,DET 25,3,0:25,-3,Punt
8,3,11:20,DET 42,4,1:04,11,Punt
9,3,7:54,DET 25,7,3:31,75,Touchdown
10,3,0:34,DET 12,3,1:56,-5,Punt
11,4,9:53,DET 25,5,2:25,28,Downs
12,4,5:45,DET 14,12,3:52,86,Touchdown
13,4,1:53,DET 41,6,0:46,59,Touchdown
14,4,0:52,DET 30,8,0:40,46,Downs
