Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
1,5:31,2,10,DET 18,7,0,Jamaal Williams up the middle for 20 yards (tackle by Jimmie Ward),,
1,4:48,1,10,DET 38,7,0,Jamaal Williams up the middle for 7 yards (tackle by K'Waun Williams),,
1,4:04,2,3,DET 45,7,0,"Jared Goff pass incomplete intended for Jason Cabinda. Penalty on Arik Armstead: Roughing the Passer, 15 yards (accepted) (no play)",,
1,4:04,1,10,SFO 40,7,0,Jared Goff sacked by Kentavius Street for -10 yards,,
1,3:22,2,20,SFO 50,7,0,Jared Goff pass complete short middle to D'Andre Swift for 12 yards (tackle by Fred Warner),,
1,2:38,3,8,SFO 38,7,0,Jared Goff pass complete short left to T.J. Hockenson for 12 yards,,
1,1:55,1,10,SFO 26,7,0,D'Andre Swift up the middle for 7 yards (tackle by Dre Greenlaw and Jason Verrett),,
1,1:17,2,3,SFO 19,7,0,D'Andre Swift left tackle for 1 yard (tackle by Samson Ebukam and Jaquiski Tartt),,
1,0:52,3,2,SFO 18,7,0,Jared Goff pass complete short right to T.J. Hockenson for 1 yard (tackle by Jaquiski Tartt),,
1,0:12,4,1,SFO 17,7,0,Jared Goff pass complete short left to Tyrell Williams for 7 yards (tackle by Jason Verrett),,
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 10,7,0,D'Andre Swift left end for 1 yard (tackle by Jason Verrett),,
2,14:20,2,9,SFO 9,7,0,Jared Goff pass complete short left to D'Andre Swift for 3 yards (tackle by Dre Greenlaw),,
2,13:34,3,6,SFO 6,7,6,"Jared Goff pass complete short left to T.J. Hockenson for 6 yards, touchdown",,
2,13:29,,,SFO 15,7,7,Austin Seibert kicks extra point good,,
2,13:29,,,DET 35,7,7,"Austin Seibert kicks off 59 yards, returned by Ambry Thomas for 16 yards (tackle by Jerry Jacobs)",,
2,13:23,1,10,SFO 22,7,7,Elijah Mitchell right tackle for 3 yards (tackle by Kevin Strong),,
2,12:51,2,7,SFO 25,7,7,Jimmy Garoppolo pass complete deep middle to Deebo Samuel for 29 yards (tackle by Jeff Okudah),,
2,12:07,1,10,DET 46,7,7,Jimmy Garoppolo pass complete short left to Deebo Samuel for 8 yards (tackle by Will Harris),,
2,11:22,2,2,DET 38,13,7,"Elijah Mitchell right end for 38 yards, touchdown. Penalty on Romeo Okwara: Defensive Offside, 5 yards (declined)",,
2,11:12,,,DET 15,14,7,Robbie Gould kicks extra point good,,
2,11:12,,,SFO 35,14,7,"Robbie Gould kicks off 65 yards, touchback.",,
2,11:12,1,10,DET 25,14,7,Jamaal Williams up the middle for 3 yards (tackle by Dre Greenlaw and Kentavius Street),,
2,10:39,2,7,DET 28,14,7,Jared Goff pass complete short left to Darren Fells for 2 yards (tackle by Dre Greenlaw),,
2,9:51,3,5,DET 30,14,7,Jared Goff pass complete short left to Jamaal Williams for 6 yards (tackle by Dre Greenlaw),,
2,9:11,1,10,DET 36,14,7,D'Andre Swift right tackle for 16 yards (tackle by Jimmie Ward),,
2,8:36,1,10,SFO 48,14,7,D'Andre Swift left tackle for 15 yards (tackle by Jimmie Ward),,
2,8:00,1,10,SFO 33,14,7,D'Andre Swift up the middle for -1 yards (tackle by Jaquiski Tartt and Kevin Givens),,
2,7:23,2,11,SFO 34,14,7,D'Andre Swift left end for -4 yards (tackle by Nick Bosa),,
2,7:01,3,15,SFO 38,14,7,Jared Goff pass complete short middle to Tyrell Williams for 7 yards (tackle by Fred Warner),,
2,6:21,4,8,SFO 31,14,10,Austin Seibert 49 yard field goal good,,
2,6:13,,,DET 35,14,10,"Austin Seibert kicks off 59 yards, returned by Ambry Thomas for 19 yards (tackle by Anthony Pittman and Jason Cabinda)",,
2,6:07,1,10,SFO 25,14,10,"Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 7 yards (tackle by Amani Oruwariye). Penalty on Charles Harris: Roughing the Passer, 15 yards (accepted)",,
2,6:00,1,10,SFO 47,14,10,Elijah Mitchell left tackle for 6 yards (tackle by Alim McNeill and Michael Brockers),,
2,5:19,2,4,DET 47,14,10,Elijah Mitchell right tackle for 11 yards (tackle by Jeff Okudah),,
2,4:39,1,10,DET 36,14,10,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 23 yards (tackle by Tracy Walker and Alex Anzalone),,
2,3:52,1,10,DET 13,14,10,Elijah Mitchell right tackle for 3 yards (tackle by Alim McNeill and Alex Anzalone),,
2,3:13,2,7,DET 10,14,10,Jimmy Garoppolo pass complete short left to Deebo Samuel for 7 yards,,
2,2:30,1,3,DET 3,20,10,"Jamycal Hasty up the middle for 3 yards, touchdown",,
2,2:25,,,DET 15,21,10,Robbie Gould kicks extra point good,,
2,2:25,,,SFO 35,21,10,"Robbie Gould kicks off 64 yards, returned by Godwin Igwebuike for 19 yards (tackle by Dontae Johnson and Marcell Harris)",,
2,2:19,1,10,DET 20,21,10,Jared Goff pass complete short right to T.J. Hockenson for 10 yards (tackle by Jaquiski Tartt),,
2,2:00,1,10,DET 30,21,10,D'Andre Swift left tackle for 3 yards (tackle by Fred Warner and Samson Ebukam),,
2,1:28,2,7,DET 33,21,10,Jared Goff pass complete short left to D'Andre Swift for -1 yards (tackle by Azeez Al-Shaair),,
2,1:20,3,8,DET 32,27,10,"Jared Goff pass short middle intended for T.J. Hockenson is intercepted by Dre Greenlaw at DET-39 and returned for 39 yards, touchdown",,
2,1:10,,,DET 15,28,10,Robbie Gould kicks extra point good,,
2,1:10,,,SFO 35,28,10,"Robbie Gould kicks off 65 yards, touchback.",,
2,1:10,1,10,DET 25,28,10,D'Andre Swift up the middle for -4 yards (tackle by Nick Bosa),,
2,1:07,,,,,,Timeout #1 by San Francisco 49ers,,
2,1:07,2,14,DET 21,28,10,Jared Goff sacked by Dee Ford for -6 yards,,
2,1:03,,,,,,Timeout #2 by San Francisco 49ers,,
2,1:03,3,20,DET 15,28,10,"Jared Goff pass complete short right to Jamaal Williams for 7 yards (tackle by K'Waun Williams and Fred Warner). Penalty on Matt Nelson: Offensive Holding, 10 yards (declined)",,
2,0:56,4,13,DET 22,28,10,"Jack Fox punts 57 yards, returned by Brandon Aiyuk for 7 yards (tackle by Jason Cabinda)",,
2,0:45,1,10,SFO 28,28,10,"Jimmy Garoppolo pass complete short middle to Deebo Samuel for 14 yards (tackle by Tracy Walker). Penalty on Will Harris: Face Mask (15 Yards), 15 yards (accepted)",,
2,0:39,1,10,DET 43,28,10,Jimmy Garoppolo pass incomplete short left intended for George Kittle (defended by Amani Oruwariye),,
2,0:35,2,10,DET 43,28,10,Jimmy Garoppolo pass complete to Trent Sherfield for 18 yards (tackle by Alex Anzalone),,
2,0:28,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:28,1,10,DET 25,28,10,Jimmy Garoppolo scrambles up the middle for 3 yards (tackle by Alex Anzalone),,
2,0:13,2,7,DET 22,28,10,Jimmy Garoppolo spiked the ball,,
2,0:12,3,7,DET 22,28,10,Jimmy Garoppolo pass incomplete short left,,
2,0:08,4,7,DET 22,31,10,Robbie Gould 40 yard field goal good,,
2,0:03,,,SFO 35,31,10,"Robbie Gould kicks off 56 yards, returned by Godwin Igwebuike for 1 yard (tackle by Samson Ebukam)",,
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,31,10,"Austin Seibert kicks off 62 yards, returned by Ambry Thomas for 16 yards (tackle by Anthony Pittman and Jalen Reeves-Maybin)",,
3,14:55,1,10,SFO 19,31,10,Jimmy Garoppolo pass complete short left to George Kittle for 35 yards (tackle by Trey Flowers),,
3,14:07,1,10,DET 46,31,10,Elijah Mitchell right end for 2 yards (tackle by Michael Brockers),,
3,13:37,2,8,DET 44,31,10,Jimmy Garoppolo pass complete short middle to George Kittle for 8 yards (tackle by Tracy Walker),,
3,12:55,1,10,DET 36,31,10,Elijah Mitchell right end for 10 yards (tackle by Tracy Walker),,
3,12:15,1,10,DET 26,31,10,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,,
3,12:09,2,10,DET 26,31,10,"Jimmy Garoppolo pass incomplete short middle. Penalty on Jimmy Garoppolo: Intentional Grounding, 10 yards (accepted)",,
3,12:04,3,20,DET 36,31,10,Trey Lance up the middle for 2 yards (tackle by Will Harris),,
3,11:26,4,18,DET 34,31,10,Robbie Gould 52 yard field goal no good,,
3,11:20,1,10,DET 42,31,10,Jared Goff pass incomplete short right intended for Kalif Raymond,,
3,11:16,2,10,DET 42,31,10,"Jared Goff pass incomplete intended for Tyrell Williams. Penalty on Jaquiski Tartt: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",,
3,11:10,1,10,SFO 43,31,10,D'Andre Swift up the middle for 1 yard (tackle by Fred Warner),,
3,10:33,2,9,SFO 42,31,10,Jared Goff pass incomplete short right intended for D'Andre Swift,,
3,10:27,3,9,SFO 42,31,10,Jared Goff pass incomplete short right intended for Jamaal Williams,,
3,10:23,4,9,SFO 42,31,10,"Penalty on DET: Delay of Game, 5 yards (accepted) (no play)",,
3,10:23,4,14,SFO 47,31,10,"Jack Fox punts 38 yards, fair catch by Mohamed Sanu at SF-9",,
3,10:16,1,10,SFO 9,31,10,Elijah Mitchell right end for 7 yards (tackle by Michael Brockers),,
3,9:35,2,3,SFO 16,31,10,Elijah Mitchell up the middle for 3 yards (tackle by Trey Flowers),,
3,8:54,1,10,SFO 19,31,10,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,,
3,8:48,2,10,SFO 19,31,10,Elijah Mitchell up the middle for 2 yards (tackle by Jamie Collins),,
3,8:08,3,8,SFO 21,37,10,"Jimmy Garoppolo pass complete to Deebo Samuel for 79 yards, touchdown",,
3,7:54,,,DET 15,38,10,Robbie Gould kicks extra point good,,
3,7:54,,,SFO 35,38,10,"Robbie Gould kicks off 65 yards, touchback.",,
3,7:54,1,10,DET 25,38,10,Jared Goff scrambles right end for 3 yards (tackle by K'Waun Williams),,
3,7:16,2,7,DET 28,38,10,Jamaal Williams up the middle for 6 yards (tackle by Jaquiski Tartt),,
3,6:40,3,1,DET 34,38,10,Jared Goff pass incomplete short right intended for Jason Cabinda,,
3,6:36,4,1,DET 34,38,10,Jamaal Williams up the middle for 6 yards (tackle by Arden Key),,
3,6:04,1,10,DET 40,38,10,Jared Goff pass complete short middle to Jamaal Williams for 11 yards (tackle by Fred Warner and Azeez Al-Shaair),,
3,5:22,1,10,SFO 49,38,10,Jared Goff pass complete short left to Jamaal Williams for 6 yards (tackle by Azeez Al-Shaair and Jason Verrett),,
3,4:38,2,4,SFO 43,38,16,"Jared Goff pass complete short middle to D'Andre Swift for 43 yards, touchdown",,
3,4:23,,,SFO 15,38,17,Austin Seibert kicks extra point good,,
3,4:23,,,DET 35,38,17,"Austin Seibert kicks off 64 yards, returned by Ambry Thomas for 19 yards (tackle by Godwin Igwebuike)",,
3,4:18,1,10,SFO 20,38,17,Elijah Mitchell up the middle for 1 yard (tackle by Romeo Okwara and AJ Parker),,
3,3:40,2,9,SFO 21,38,17,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 16 yards (tackle by Will Harris),,
3,2:58,1,10,SFO 37,38,17,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 2 yards (tackle by Kevin Strong),,
3,2:12,2,8,SFO 39,38,17,Elijah Mitchell left end for 7 yards (tackle by Jamie Collins),,
3,1:24,,,,,,Timeout #1 by San Francisco 49ers,,
3,1:24,3,1,SFO 46,38,17,Trey Lance left tackle for -1 yards (tackle by Jamie Collins and Nick Williams),,
3,0:41,4,2,SFO 45,38,17,Mitch Wishnowsky punts 43 yards out of bounds,,
3,0:34,1,10,DET 12,38,17,Jared Goff pass complete short middle to Amon-Ra St. Brown for 3 yards (tackle by Fred Warner),,
Quarter,Time,Down,ToGo,Location,SFO,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DET 15,38,17,Jared Goff pass incomplete deep left intended for Quintez Cephus. Penalty on Quintez Cephus: Illegal Touch Pass (accepted),,
4,13:53,3,7,DET 15,38,17,Jared Goff sacked by Nick Bosa for -8 yards,,
4,13:40,4,15,DET 7,38,17,"Jack Fox punts 57 yards, returned by Mohamed Sanu for 11 yards (tackle by Jerry Jacobs)",,
4,13:38,1,10,SFO 47,38,17,Elijah Mitchell right end for no gain (tackle by Jamie Collins),,
4,12:55,2,10,SFO 47,38,17,Jimmy Garoppolo pass incomplete short right intended for Trent Sherfield (defended by Jeff Okudah),,
4,12:47,3,10,SFO 47,38,17,Jimmy Garoppolo pass complete short right to Jamycal Hasty for 15 yards (tackle by Jeff Okudah and Will Harris),,
4,12:03,1,10,DET 38,38,17,Elijah Mitchell left end for no gain (tackle by Will Harris and Jamie Collins),,
4,11:28,2,10,DET 38,38,17,Jimmy Garoppolo sacked by Tracy Walker for -8 yards,,
4,10:45,3,18,DET 46,38,17,Jimmy Garoppolo pass complete short left to George Kittle for 12 yards (tackle by Kevin Strong),,
4,10:00,4,6,DET 34,41,17,Robbie Gould 52 yard field goal good,,
4,9:53,,,SFO 35,41,17,"Robbie Gould kicks off 65 yards, touchback.",,
4,9:53,1,10,DET 25,41,17,Jared Goff pass complete short middle to T.J. Hockenson for 23 yards (tackle by Fred Warner and Jimmie Ward),,
4,9:33,1,10,DET 48,41,17,Jared Goff pass complete short left to Trinity Benson for 5 yards (tackle by Jason Verrett),,
4,8:56,2,5,SFO 47,41,17,"Jared Goff pass complete short left to Amon-Ra St. Brown for no gain. Penalty on Jonah Jackson: Offensive Holding, 10 yards (accepted) (no play)",,
4,8:28,2,15,DET 43,41,17,"Jared Goff pass complete short left to T.J. Hockenson for no gain (tackle by Jason Verrett and Azeez Al-Shaair). Penalty on Dee Ford: Defensive Offside, 5 yards (accepted) (no play)",,
4,7:54,2,10,DET 48,41,17,Jared Goff pass incomplete short left intended for Trinity Benson,,
4,7:50,3,10,DET 48,41,17,Jared Goff pass complete short left to Kalif Raymond for 5 yards,,
4,7:32,4,5,SFO 47,41,17,Jared Goff pass incomplete short right intended for Trinity Benson,,
4,7:28,1,10,SFO 47,41,17,Elijah Mitchell right tackle for 6 yards (tackle by AJ Parker),,
4,6:44,2,4,DET 47,41,17,Elijah Mitchell left end for no gain (tackle by Trey Flowers),,
4,6:02,3,4,DET 47,41,17,Jimmy Garoppolo pass incomplete short left intended for Deebo Samuel,,
4,5:56,4,4,DET 47,41,17,Mitch Wishnowsky punts 33 yards downed by Ross Dwelley,,
4,5:45,1,10,DET 14,41,17,Jared Goff pass complete short right to Trinity Benson for 3 yards (tackle by Deommodore Lenoir),,
4,5:25,2,7,DET 17,41,17,Jared Goff pass complete short right to T.J. Hockenson for 10 yards,,
4,4:57,1,10,DET 27,41,17,Jared Goff pass complete short middle to D'Andre Swift for 5 yards (tackle by Fred Warner),,
4,4:25,2,5,DET 32,41,17,Jared Goff pass incomplete deep left intended for Quintez Cephus,,
4,4:19,3,5,DET 32,41,17,"Jared Goff pass incomplete intended for Trinity Benson. Penalty on Deommodore Lenoir: Defensive Pass Interference, 13 yards (accepted) (no play)",,
4,4:15,1,10,DET 45,41,17,Jared Goff pass incomplete short middle intended for D'Andre Swift (defended by Azeez Al-Shaair),,
4,4:09,2,10,DET 45,41,17,Jared Goff pass complete short right to D'Andre Swift for 6 yards (tackle by Deommodore Lenoir),,
4,3:47,3,4,SFO 49,41,17,Jared Goff pass complete short middle to D'Andre Swift for 5 yards (tackle by Demetrius Flannigan-Fowles),,
4,3:25,1,10,SFO 44,41,17,Jared Goff pass complete short left to Jamaal Williams for 3 yards (tackle by Samson Ebukam and Kentavius Street),,
4,3:04,2,7,SFO 41,41,17,Jared Goff pass complete short left to Jamaal Williams for 8 yards (tackle by Demetrius Flannigan-Fowles and Azeez Al-Shaair),,
4,2:33,1,10,SFO 33,41,17,Jared Goff pass complete short middle to Quintez Cephus for 7 yards (tackle by Demetrius Flannigan-Fowles),,
4,2:11,2,3,SFO 26,41,17,Jared Goff pass complete short left to Jamaal Williams for 9 yards (tackle by Marcell Harris),,
4,2:00,1,10,SFO 17,41,17,"Jared Goff pass incomplete intended for Trinity Benson. Penalty on Dontae Johnson: Defensive Pass Interference, 16 yards (accepted) (no play)",,
4,1:56,1,1,SFO 1,41,23,"Jamaal Williams for 1 yard, touchdown",,
4,1:53,,,SFO 2,41,25,Two Point Attempt: Jared Goff pass complete to to T.J. Hockenson for no gain,,
4,1:53,,,DET 35,41,25,"Austin Seibert kicks onside 6 yards, recovered by Godwin Igwebuike",,
4,1:53,1,10,DET 41,41,25,Jared Goff pass complete short right to Trinity Benson for 11 yards (tackle by Ambry Thomas),,
4,1:37,1,10,SFO 48,41,25,Jared Goff pass complete short right to T.J. Hockenson for 13 yards (tackle by Ambry Thomas),,
4,1:29,1,10,SFO 35,41,25,Jared Goff scrambles left end for 10 yards (tackle by Azeez Al-Shaair),,
4,1:22,1,10,SFO 25,41,25,Jared Goff pass complete short left to Quintez Cephus for 3 yards (tackle by Dontae Johnson),,
4,1:18,2,7,SFO 22,41,25,Jared Goff pass complete deep right to Kalif Raymond for 20 yards,,
4,1:10,1,2,SFO 2,41,31,"Jared Goff pass complete short left to Quintez Cephus for 2 yards, touchdown",,
4,1:07,,,SFO 2,41,33,Two Point Attempt: Jared Goff pass complete to to Quintez Cephus for no gain,,
4,1:07,,,DET 35,41,33,"Austin Seibert kicks onside 8 yards, returned by Fred Warner for no gain",,
4,1:06,1,10,DET 43,41,33,"Penalty on George Kittle: False Start, 5 yards (accepted) (no play)",,
4,1:06,1,15,DET 48,41,33,Elijah Mitchell left end for 1 yard (tackle by Derrick Barnes and Alim McNeill),,
4,1:02,,,,,,Timeout #1 by Detroit Lions,,
4,1:02,2,14,DET 47,41,33,Elijah Mitchell up the middle for 1 yard (tackle by Derrick Barnes),,
4,0:58,,,,,,Timeout #2 by Detroit Lions,,
4,0:58,3,13,DET 46,41,33,"Jimmy Garoppolo pass complete short middle to Deebo Samuel for 11 yards. Deebo Samuel fumbles (forced by Trey Flowers), recovered by Ifeatu Melifonwu at DET-30 (tackle by Trey Flowers)",,
4,0:52,1,10,DET 30,41,33,Jared Goff pass incomplete deep left intended for Trinity Benson (defended by Dontae Johnson),,
4,0:47,2,10,DET 30,41,33,Jared Goff pass complete deep middle to Amon-Ra St. Brown for 20 yards (tackle by Dontae Johnson),,
4,0:42,1,10,SFO 50,41,33,Jared Goff pass incomplete deep middle intended for Quintez Cephus,,
4,0:37,2,10,SFO 50,41,33,Jared Goff pass complete deep left to Kalif Raymond for 25 yards (tackle by Jimmie Ward),,
4,0:32,,,,,,Timeout #3 by Detroit Lions,,
4,0:32,1,10,SFO 25,41,33,Jared Goff pass incomplete short left,,
4,0:27,2,10,SFO 25,41,33,Jared Goff scrambles for 1 yard (tackle by Arik Armstead),,
4,0:20,3,9,SFO 24,41,33,Jared Goff pass incomplete short right intended for T.J. Hockenson (defended by Azeez Al-Shaair),,
4,0:17,4,9,SFO 24,41,33,Jared Goff pass incomplete intended for Amon-Ra St. Brown,,
4,0:12,1,10,SFO 24,41,33,Jimmy Garoppolo kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
