Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Elijah Mitchell,SFO,19,104,1,4,65,3.4,39,2.1,2,9.5
Jimmy Garoppolo,SFO,3,2,0,0,2,0.7,0,0.0,0,
Trey Lance,SFO,3,2,0,0,2,0.7,0,0.0,0,
Raheem Mostert,SFO,2,20,0,1,18,9.0,2,1.0,0,
Jamycal Hasty,SFO,1,3,1,1,2,2.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Andre Swift,DET,11,39,0,2,34,3.1,5,0.5,0,
Jamaal Williams,DET,9,54,1,4,40,4.4,14,1.6,1,9.0
Jared Goff,DET,3,14,0,1,14,4.7,0,0.0,0,
Kalif Raymond,DET,1,9,0,1,9,9.0,0,0.0,0,
