Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
2,6:25,2,11,HOU 14,9,0,"Ryan Mallett pass incomplete deep middle intended for C.J. Fiedorowicz. Penalty on Emmanuel Lamur: Illegal Contact, 5 yards (no play)",-0.820,0.150
2,6:19,1,10,HOU 19,9,0,Alfred Blue left tackle for 1 yard (tackle by Vincent Rey and Wallace Gilberry),0.150,-0.200
2,5:47,2,9,HOU 20,9,0,Ryan Mallett pass complete short left to Alfred Blue for 11 yards (tackle by Rey Maualuga and George Iloka),-0.200,1.000
2,5:16,1,10,HOU 31,9,0,Ryan Mallett pass complete short left to DeAndre Hopkins for 11 yards (tackle by Reggie Nelson),1.000,1.730
2,4:55,1,10,HOU 42,9,0,Ryan Mallett pass complete short left to DeAndre Hopkins for 4 yards (tackle by Emmanuel Lamur),1.730,1.730
2,4:27,2,6,HOU 46,9,0,Ryan Mallett pass complete short right to DeAndre Hopkins for 3 yards (tackle by Leon Hall and Emmanuel Lamur),1.730,1.420
2,4:06,3,3,HOU 49,9,0,Ryan Mallett pass complete short left to DeAndre Hopkins for 13 yards (tackle by Leon Hall),1.420,3.050
2,3:34,1,10,CIN 38,9,0,Ryan Mallett pass incomplete short middle intended for Alfred Blue,3.050,2.510
2,3:28,2,10,CIN 38,9,0,Alfred Blue right guard for 2 yards (tackle by Will Clarke and Emmanuel Lamur),2.510,2.080
2,2:58,3,8,CIN 36,9,0,Ryan Mallett pass complete short left to Damaris Johnson for 6 yards (tackle by Emmanuel Lamur),2.080,1.500
2,2:39,4,2,CIN 30,9,0,Jonathan Grimes left tackle for 8 yards (tackle by George Iloka),1.500,1.500
2,2:12,4,2,CIN 30,9,0,Timeout #2 by Cincinnati Bengals,1.500,4.110
2,2:12,1,10,CIN 22,9,0,"Penalty on Derek Newton: False Start, 5 yards (no play)",4.110,3.780
2,2:12,1,15,CIN 27,9,0,Alfred Blue up the middle for 9 yards (tackle by Vincent Rey),3.780,4.130
2,2:00,2,6,CIN 18,9,0,Ryan Mallett pass complete short right to Andre Johnson for no gain,4.130,3.400
2,1:53,3,6,CIN 18,9,0,Ryan Mallett pass incomplete short right intended for Andre Johnson,3.400,2.270
2,1:49,4,6,CIN 18,9,3,Randy Bullock 36 yard field goal good,2.270,3.000
2,1:49,,,HOU 35,9,3,"Randy Bullock kicks off 70 yards, returned by Adam Jones for 26 yards (tackle by Andre Hal)",0.000,-0.340
2,1:40,1,10,CIN 21,9,3,Andy Dalton pass complete short left to A.J. Green for 12 yards (tackle by Tim Jamison and Kendrick Lewis),0.340,1.140
2,1:04,1,10,CIN 33,9,3,Andy Dalton pass complete short middle to Jermaine Gresham for 7 yards (tackle by Danieal Manning),1.140,1.540
2,0:26,2,3,CIN 40,9,3,"Penalty on Jermaine Gresham: False Start, 5 yards (no play)",1.540,0.860
2,0:12,2,8,CIN 35,9,3,Andy Dalton left end for 2 yards (tackle by Darryl Morris),0.860,0.860
2,0:04,2,8,CIN 35,9,3,Timeout #3 by Cincinnati Bengals,0.860,0.430
2,0:04,3,6,CIN 37,9,3,Andy Dalton kneels for -3 yards,0.430,-1.110
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,9,3,"Mike Nugent kicks off 67 yards, returned by Danieal Manning for 23 yards (tackle by Cedric Peerman)",0.000,-0.340
3,14:54,1,10,HOU 21,9,3,Ryan Mallett pass incomplete short left intended for Keshawn Martin is intercepted by Rey Maualuga at HOU-26 and returned for 4 yards,0.340,-4.110
3,14:46,1,10,HOU 22,9,3,Jeremy Hill left guard for 4 yards (tackle by Brian Cushing and Jared Crick),4.110,4.130
3,14:11,2,6,HOU 18,9,3,Jeremy Hill left guard for 2 yards (tackle by Ryan Pickett),4.130,3.740
3,13:31,3,4,HOU 16,9,3,Andy Dalton pass complete short left to A.J. Green for 11 yards (tackle by Darryl Morris),3.740,6.060
3,13:06,1,5,HOU 5,9,3,Jeremy Hill up the middle for 4 yards (tackle by Kendrick Lewis),6.060,5.910
3,12:27,2,1,HOU 1,9,3,Jeremy Hill left tackle for -1 yards (tackle by Jadeveon Clowney and Jerrell Powe),5.910,4.950
3,11:51,3,2,HOU 2,15,3,"Jeremy Hill left guard for 2 yards, touchdown",4.950,7.000
3,11:51,,,HOU 2,16,3,Mike Nugent kicks extra point good,0.000,0.000
3,11:51,,,CIN 35,16,3,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
3,11:48,1,10,HOU 20,16,3,Alfred Blue right end for 1 yard (tackle by Vincent Rey and Carlos Dunlap),0.280,-0.130
3,11:15,2,9,HOU 21,16,3,Ryan Mallett pass incomplete deep right intended for Andre Johnson,-0.130,-0.820
3,11:08,3,9,HOU 21,16,3,Ryan Mallett pass complete short right to Garrett Graham for 8 yards (tackle by Terence Newman and George Iloka),-0.820,-1.440
3,10:30,4,1,HOU 29,16,3,"Shane Lechler punts 60 yards, returned by Adam Jones for 21 yards (tackle by Alfred Blue)",-1.440,-1.070
3,10:16,1,10,CIN 32,16,3,Andy Dalton pass incomplete short right intended for Giovani Bernard,1.070,0.530
3,10:11,2,10,CIN 32,16,3,Giovani Bernard right guard for 9 yards (tackle by Mike Mohamed and Brian Cushing),0.530,1.030
3,9:29,3,1,CIN 41,16,3,Andy Dalton pass complete short right to A.J. Green for 7 yards (tackle by Johnathan Joseph),1.030,2.130
3,8:53,1,10,CIN 48,16,3,Giovani Bernard right guard for 2 yards (tackle by Jared Crick and J.J. Watt),2.130,1.850
3,8:13,2,8,,16,3,Giovani Bernard right tackle for 1 yard (tackle by J.J. Watt),1.850,1.290
3,7:30,3,7,HOU 49,16,9,"Andy Dalton pass incomplete short right intended for A.J. Green is intercepted by Johnathan Joseph at HOU-40 and returned for 60 yards, touchdown",1.290,-7.000
3,7:19,,,CIN 2,16,10,Randy Bullock kicks extra point good,0.000,0.000
3,7:19,,,HOU 35,16,10,"Randy Bullock kicks off 64 yards, returned by Adam Jones for 33 yards (tackle by Eddie Pleasant)",0.000,-1.200
3,7:10,1,10,CIN 34,16,10,Jeremy Hill right guard for 3 yards (tackle by Jared Crick and Whitney Mercilus),1.200,1.060
3,6:31,2,7,CIN 37,16,10,Andy Dalton pass incomplete short left intended for Mohamed Sanu (defended by Darryl Morris),1.060,0.370
3,6:26,3,7,CIN 37,16,10,Andy Dalton pass incomplete short left intended for James Wright,0.370,-0.910
3,6:22,4,7,CIN 37,16,10,"Kevin Huber punts 45 yards, fair catch by Keshawn Martin",-0.910,-0.040
3,6:14,1,10,HOU 18,16,10,Ryan Mallett pass complete short middle to Alfred Blue for 4 yards (tackle by Vincent Rey),0.040,0.140
3,5:39,2,6,HOU 22,16,10,"Alfred Blue left tackle for 8 yards (tackle by Reggie Nelson). Penalty on Reggie Nelson: Horse Collar Tackle, 15 yards",0.140,1.930
3,5:22,1,10,HOU 45,16,10,Ryan Mallett pass complete short middle to Alfred Blue for 5 yards (tackle by Rey Maualuga and Vincent Rey),1.930,2.060
3,4:45,2,5,,16,10,Ryan Mallett pass incomplete deep left intended for DeAndre Hopkins,2.060,1.360
3,4:38,3,5,,16,10,Ryan Mallett pass complete short right to DeAndre Hopkins for 8 yards (tackle by Terence Newman),1.360,2.790
3,4:12,1,10,CIN 42,16,10,Ryan Mallett pass complete deep middle to Andre Johnson for 22 yards (tackle by Rey Maualuga),2.790,4.240
3,3:43,1,10,CIN 20,16,10,Jonathan Grimes left tackle for 8 yards (tackle by George Iloka),4.240,5.040
3,3:07,2,2,CIN 12,16,10,Alfred Blue up the middle for 4 yards (tackle by Leon Hall and Vincent Rey),5.040,5.370
3,2:39,1,8,CIN 8,16,10,Ryan Mallett pass incomplete short right intended for Garrett Graham (defended by George Iloka),5.370,4.570
3,2:36,2,8,CIN 8,16,10,Alfred Blue left tackle for 1 yard (tackle by Devon Still),4.570,3.810
3,1:58,3,7,CIN 7,16,10,Ryan Mallett pass incomplete short right intended for Andre Johnson (defended by Terence Newman),3.810,2.970
3,1:52,4,7,CIN 7,16,13,Randy Bullock 25 yard field goal good,2.970,3.000
3,1:52,,,HOU 35,16,13,"Randy Bullock kicks off 74 yards, returned by Adam Jones for 25 yards (tackle by Justin Tuggle)",0.000,0.140
3,1:43,1,10,CIN 16,16,13,Giovani Bernard left tackle for 4 yards (tackle by Mike Mohamed),-0.140,0.010
3,1:08,2,6,CIN 20,16,13,Andy Dalton pass complete short right to Mohamed Sanu for 10 yards (tackle by Jumal Rolle and Johnathan Joseph),0.010,0.940
3,0:32,1,10,CIN 30,16,13,Giovani Bernard left end for 1 yard (tackle by Darryl Morris and Jadeveon Clowney),0.940,0.530
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CIN 31,16,13,"Andy Dalton up the middle for 12 yards (tackle by Kendrick Lewis). Penalty on Marshall Newhouse: Offensive Holding (Offsetting), Penalty on A.J. Bouye: Defensive Holding (Offsetting) (no play)",0.530,0.530
4,14:45,2,9,CIN 31,16,13,Andy Dalton pass complete short left to Jermaine Gresham for 3 yards (tackle by Darryl Morris and Mike Mohamed),0.530,0.230
4,14:02,3,6,CIN 34,16,13,Andy Dalton pass complete short right to Jermaine Gresham for 19 yards (tackle by Danieal Manning),0.230,2.460
4,13:24,1,10,HOU 47,16,13,Giovani Bernard left end for no gain (tackle by Jared Crick and Brian Cushing),2.460,1.910
4,12:51,2,10,HOU 47,16,13,Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Darryl Morris),1.910,3.310
4,12:10,1,10,HOU 34,16,13,Mohamed Sanu up the middle for 1 yard (tackle by Brian Cushing and Ryan Pickett),3.310,2.910
4,11:34,2,9,HOU 33,16,13,Andy Dalton pass incomplete deep right intended for James Wright,2.910,2.210
4,11:25,3,9,HOU 33,16,13,Andy Dalton pass complete short right to Mohamed Sanu for 10 yards (tackle by Jumal Rolle),2.210,4.040
4,10:52,1,10,HOU 23,16,13,Giovani Bernard left guard for 4 yards (tackle by Jerrell Powe and Whitney Mercilus),4.040,4.050
4,10:15,2,6,HOU 19,16,13,Andy Dalton pass incomplete deep left intended for A.J. Green (defended by Darryl Morris),4.050,4.050
4,10:10,2,6,HOU 19,16,13,Timeout #1 by Cincinnati Bengals,4.050,3.340
4,10:10,3,6,HOU 19,16,13,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (no play)",3.340,4.280
4,10:10,3,1,HOU 14,16,13,Andy Dalton up the middle for 1 yard (tackle by Brooks Reed),4.280,4.710
4,9:48,1,10,HOU 13,16,13,Giovani Bernard left end for no gain (tackle by Whitney Mercilus),4.710,4.050
4,9:02,2,10,HOU 13,16,13,Andy Dalton pass incomplete short right intended for Mohamed Sanu (defended by Jumal Rolle),4.050,4.050
4,8:56,2,10,HOU 13,16,13,Timeout #2 by Cincinnati Bengals,4.050,3.120
4,8:56,3,10,HOU 13,16,13,Andy Dalton pass incomplete short left intended for Jermaine Gresham,3.120,2.570
4,8:52,4,10,HOU 13,19,13,Mike Nugent 31 yard field goal good,2.570,3.000
4,8:52,,,CIN 35,19,13,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,8:48,1,10,HOU 20,19,13,Ryan Mallett pass incomplete deep middle intended for Ryan Griffin,0.280,-0.270
4,8:43,2,10,HOU 20,19,13,Ryan Mallett pass complete short right to Jonathan Grimes for 6 yards (tackle by Vincent Rey),-0.270,-0.160
4,8:13,3,4,HOU 26,19,13,Ryan Mallett pass incomplete deep right intended for DeAndre Hopkins,-0.160,-1.630
,,,,,,,"CIN challenged the pass completion ruling, and the original play was overturned.",,
4,8:09,4,4,HOU 26,19,13,Shane Lechler punts 42 yards,-1.630,-1.070
4,7:59,1,10,CIN 32,19,13,Jeremy Hill left tackle for -1 yards (tackle by J.J. Watt),1.070,0.390
4,7:22,2,11,CIN 31,19,13,Andy Dalton right end for 2 yards (tackle by Whitney Mercilus),0.390,-0.030
4,6:34,3,9,CIN 33,19,13,Andy Dalton pass incomplete short middle intended for Jermaine Gresham,-0.030,-1.180
4,6:28,4,9,CIN 33,19,13,"Kevin Huber punts 54 yards, returned by Keshawn Martin for 3 yards (tackle by Ryan Hewitt)",-1.180,0.140
4,6:15,1,10,HOU 16,19,13,Ryan Mallett pass incomplete short middle intended for Andre Johnson (defended by Leon Hall),-0.140,-0.660
4,6:08,2,10,HOU 16,19,13,Alfred Blue up the middle for 2 yards (tackle by Reggie Nelson and Vincent Rey),-0.660,-1.070
4,5:38,3,8,HOU 18,19,13,Ryan Mallett sacked by Carlos Dunlap for -5 yards,-1.070,-2.490
4,5:10,4,13,HOU 13,19,13,"Shane Lechler punts 45 yards, returned by Adam Jones for 6 yards (tackle by Mike Mohamed). Penalty on Darqueze Dennard: Illegal Block Above the Waist, 10 yards",-2.490,-1.070
4,4:56,1,10,CIN 32,19,13,Jeremy Hill up the middle for 3 yards (tackle by Ryan Pickett and J.J. Watt),1.070,0.930
4,4:23,2,7,CIN 35,19,13,Jeremy Hill left guard for 1 yard (tackle by Ryan Pickett),0.930,0.370
4,3:39,3,6,CIN 36,19,13,Andy Dalton pass complete short left to Jeremy Hill for 9 yards (tackle by Mike Mohamed),0.370,1.930
4,2:55,1,10,CIN 45,19,13,Jeremy Hill left guard for 30 yards (tackle by Danieal Manning),1.930,1.930
4,2:41,1,10,CIN 45,19,13,Timeout #1 by Houston Texans,1.930,3.910
4,2:41,1,10,HOU 25,19,13,Giovani Bernard left tackle for -5 yards (tackle by Kendrick Lewis),3.910,3.910
4,2:33,1,10,HOU 25,19,13,Timeout #2 by Houston Texans,3.910,2.690
4,2:33,2,15,HOU 30,19,13,Jeremy Hill left tackle for 9 yards (tackle by D.J. Swearinger),2.690,2.690
4,2:25,2,15,HOU 30,19,13,Timeout #3 by Houston Texans,2.690,3.200
4,2:25,3,6,HOU 21,19,13,"Giovani Bernard right guard for no gain (tackle by Kendrick Lewis). Penalty on Ryan Hewitt: Offensive Holding, 10 yards (no play)",3.200,1.880
4,2:18,3,16,HOU 31,19,13,Giovani Bernard up the middle for no gain (tackle by Akeem Dent and Jared Crick),1.880,1.320
4,2:00,4,16,HOU 31,22,13,Mike Nugent 49 yard field goal good,1.320,3.000
4,2:00,,,CIN 35,22,13,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,1:55,1,10,HOU 20,22,13,Ryan Mallett pass incomplete deep left intended for Andre Johnson,0.280,-0.270
4,1:50,2,10,HOU 20,22,13,Ryan Mallett pass complete short middle to Damaris Johnson for 11 yards (tackle by Leon Hall),-0.270,1.000
4,1:50,1,10,HOU 31,22,13,Ryan Mallett pass incomplete deep left intended for DeAndre Hopkins (defended by Reggie Nelson),1.000,0.460
4,1:29,2,10,HOU 31,22,13,Ryan Mallett pass incomplete deep left intended for Andre Johnson,0.460,-0.230
4,1:22,3,10,HOU 31,22,13,Ryan Mallett pass incomplete short middle intended for Damaris Johnson,-0.230,-1.310
4,1:17,4,10,HOU 31,22,13,Ryan Mallett pass complete short middle to Garrett Graham for 12 yards (tackle by Vincent Rey),-1.310,1.800
4,0:59,1,10,HOU 43,22,13,Ryan Mallett pass complete short right to Garrett Graham for 16 yards (tackle by Emmanuel Lamur),1.800,2.850
4,0:42,1,10,CIN 41,22,13,Ryan Mallett spiked the ball,2.850,2.310
4,0:40,2,10,CIN 41,22,13,Ryan Mallett pass complete short right to Garrett Graham for 5 yards (tackle by Terence Newman),2.310,2.280
4,0:35,3,5,CIN 36,22,13,Ryan Mallett pass complete short middle to Jonathan Grimes for 16 yards (tackle by Reggie Nelson),2.280,4.240
4,0:20,1,10,CIN 20,22,13,Ryan Mallett spiked the ball,4.240,3.690
4,0:20,2,10,CIN 20,22,13,Ryan Mallett pass complete short left to Jonathan Grimes for 10 yards (tackle by Adam Jones),3.690,4.910
4,0:15,1,10,CIN 10,22,13,Ryan Mallett pass incomplete short left intended for Garrett Graham (defended by Reggie Nelson),4.910,4.190
4,0:10,2,10,CIN 10,22,13,Ryan Mallett pass incomplete short left intended for DeAndre Hopkins,4.190,3.130
4,0:06,3,10,CIN 10,22,13,Ryan Mallett pass incomplete short right intended for Damaris Johnson,3.130,2.760
4,0:02,4,10,CIN 10,22,13,Ryan Mallett pass incomplete short middle intended for Garrett Graham,2.760,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
