#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:00,TEN 26,5,2:50,20,Interception
2,1,9:05,TEN 7,8,4:30,47,Punt
3,1,3:44,JAX 36,6,2:46,13,Field Goal
4,2,10:14,TEN 20,6,3:26,80,Touchdown
5,2,1:06,TEN 29,2,1:06,-5,End of Half
6,3,15:00,TEN 26,3,1:43,-2,Punt
7,3,9:21,TEN 20,5,3:19,9,Punt
8,3,1:02,TEN 20,8,3:27,37,Interception
9,4,9:59,TEN 4,3,0:47,-4,Safety
10,4,7:19,TEN 34,3,1:30,5,Punt
11,4,4:08,TEN 41,6,0:37,59,Touchdown
12,4,2:35,TEN 35,5,2:10,15,Punt
13,4,0:17,JAX 39,1,0:17,-1,End of Game
