Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jordan Howard,CHI,14,47,2,3,8,0.6,39,2.8,1,14.0
Tarik Cohen,CHI,6,5,0,,-11,-1.8,16,2.7,1,6.0
Chase Daniel,CHI,3,-3,0,,-3,-1.0,0,0.0,0,
Anthony Miller,CHI,1,9,0,0,6,6.0,3,3.0,0,
Mitchell Trubisky,CHI,1,6,0,1,4,4.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
LeSean McCoy,BUF,10,10,0,0,2,0.2,8,0.8,0,
Nathan Peterman,BUF,8,47,1,4,6,0.8,41,5.1,1,8.0
Chris Ivory,BUF,7,36,0,2,16,2.3,20,2.9,0,
Zay Jones,BUF,1,0,0,,-2,-2.0,2,2.0,0,
Marcus Murphy,BUF,1,6,0,,4,4.0,2,2.0,0,
Terrelle Pryor,BUF,1,-1,0,,-1,-1.0,0,0.0,0,
