Quarter,Time,Down,ToGo,Location,CHI,BUF,Detail,EPB,EPA
1,2:30,1,10,BUF 11,0,0,Nathan Peterman pass complete short right to LeSean McCoy for no gain (tackle by Akiem Hicks and Adrian Amos),-0.370,-0.780
1,1:53,2,10,BUF 11,0,0,LeSean McCoy right guard for -2 yards (tackle by Akiem Hicks and Leonard Floyd),-0.780,-1.650
1,1:13,3,12,BUF 9,0,0,Nathan Peterman pass incomplete short right intended for Chris Ivory,-1.650,-2.490
1,1:08,4,12,BUF 9,0,0,"Colton Schmidt punts 43 yards, returned by Tarik Cohen for no gain (tackle by Deon Lacey). Penalty on Logan Thomas: Unnecessary Roughness, 15 yards",-2.490,-3.120
1,0:56,1,10,BUF 37,0,0,Mitchell Trubisky pass incomplete short right intended for Taylor Gabriel,3.120,2.570
1,0:53,2,10,BUF 37,0,0,Jordan Howard left tackle for 5 yards (tackle by Shaq Lawson and Micah Hyde),2.570,2.540
1,0:08,3,5,BUF 32,0,0,"Tarik Cohen left end for no gain (tackle by Phillip Gaines). Penalty on James Daniels: Offensive Holding, 10 yards (no play)",2.540,1.220
Quarter,Time,Down,ToGo,Location,CHI,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,15,BUF 42,0,0,Mitchell Trubisky pass complete deep left to Trey Burton for 26 yards (tackle by Jordan Poyer),1.220,4.510
2,14:26,1,10,BUF 16,0,0,"Tarik Cohen left end for no gain (tackle by Phillip Gaines) Penalty on BUF: Defensive Too Many Men on Field, 5 yards (no play)",4.510,5.630
2,14:11,1,5,BUF 11,0,0,Tarik Cohen up the middle for 4 yards (tackle by Shaq Lawson),5.630,5.540
2,13:32,2,1,BUF 7,0,0,Mitchell Trubisky right tackle for 6 yards (tackle by Shaq Lawson),5.540,6.970
2,13:06,1,1,BUF 1,6,0,"Jordan Howard up the middle for 1 yard, touchdown",6.970,7.000
2,13:04,,,BUF 15,7,0,Cody Parkey kicks extra point good,0.000,0.000
2,13:04,,,CHI 35,7,0,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,13:03,1,10,BUF 25,7,0,LeSean McCoy right guard for 2 yards (tackle by Danny Trevathan and Roquan Smith),0.610,0.330
2,12:32,2,8,BUF 27,7,0,LeSean McCoy up the middle for 4 yards (tackle by Eddie Goldman and Danny Trevathan),0.330,0.170
2,11:56,3,4,BUF 31,7,0,Nathan Peterman pass complete short left to Jason Croom for 26 yards (tackle by Roquan Smith),0.170,2.720
2,11:44,1,10,CHI 43,7,0,LeSean McCoy left end for -2 yards (tackle by Aaron Lynch),2.720,1.910
2,11:05,2,12,CHI 45,7,0,Nathan Peterman pass incomplete short right intended for Jason Croom,1.910,1.220
2,10:57,3,12,CHI 45,7,0,Nathan Peterman pass incomplete short left intended for Kelvin Benjamin,1.220,0.270
2,10:51,4,12,CHI 45,7,0,"Colton Schmidt punts 34 yards, fair catch by Tarik Cohen at CHI-11",0.270,0.370
2,10:44,1,10,CHI 11,7,0,Jordan Howard left guard for -1 yards (tackle by Harrison Phillips),-0.370,-0.850
2,10:05,2,11,CHI 10,7,0,Mitchell Trubisky pass complete short right to Taquan Mizzell for 5 yards (tackle by Julian Stanford and TreDavious White),-0.850,-0.950
2,9:24,3,6,CHI 15,7,0,Mitchell Trubisky pass incomplete deep middle intended for Josh Bellamy (defended by Taron Johnson),-0.950,-2.440
2,9:18,4,6,CHI 15,7,0,"Pat O'Donnell punts 39 yards, returned by Micah Hyde for 5 yards (tackle by Patrick Scales)",-2.440,-2.320
2,9:07,1,10,CHI 49,7,0,Nathan Peterman pass complete short right to Kelvin Benjamin for 14 yards (tackle by Bryce Callahan and Kyle Fuller),2.320,3.250
2,8:34,1,10,CHI 35,7,0,Chris Ivory up the middle for 1 yard (tackle by Leonard Floyd and Danny Trevathan),3.250,2.840
2,8:01,2,9,CHI 34,7,0,Chris Ivory left end for no gain (tackle by Roquan Smith),2.840,2.150
2,7:21,3,9,CHI 34,13,0,"Nathan Peterman pass complete short right to Jason Croom for -1 yards (tackle by Eddie Jackson). Jason Croom fumbles (forced by Eddie Jackson), recovered by Eddie Jackson at CHI-35 and returned for 65 yards, touchdown",2.150,-7.000
2,7:07,,,CHI 35,14,0,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,7:06,1,10,BUF 25,14,0,Terrelle Pryor left tackle for -1 yards (tackle by Eddie Jackson),0.610,-0.070
2,6:33,2,11,BUF 24,14,0,Nathan Peterman pass short middle (defended by Kyle Fuller) intended for Terrelle Pryor is intercepted by Adrian Amos at BUF-39 and returned for 1 yard,-0.070,-3.050
2,6:21,1,10,BUF 38,14,0,Mitchell Trubisky pass incomplete deep left intended for Anthony Miller,3.050,2.510
2,6:16,2,10,BUF 38,14,0,"Mitchell Trubisky pass complete short left to Trey Burton for 15 yards (tackle by Jordan Poyer). Penalty on Trey Burton: Offensive Pass Interference, 10 yards (no play)",2.510,1.160
2,5:48,2,20,BUF 48,14,0,Mitchell Trubisky pass complete short left to Anthony Miller for 12 yards (tackle by Phillip Gaines),1.160,2.080
2,5:12,,,,,,Timeout #1 by Chicago Bears,,
2,5:12,,,,,,Timeout #1 by Buffalo Bills,,
2,5:12,3,8,BUF 36,14,0,"Penalty on Charles Leno: False Start, 5 yards (no play)",2.080,1.420
2,5:12,3,13,BUF 41,14,0,Mitchell Trubisky pass incomplete short left intended for Taylor Gabriel,1.420,0.530
2,5:08,4,13,BUF 41,14,0,Pat O'Donnell punts 30 yards downed by Sherrick McManis,0.530,0.370
2,4:59,1,10,BUF 11,14,0,Nathan Peterman pass complete short right to Logan Thomas for 3 yards (tackle by Eddie Jackson and Danny Trevathan),-0.370,-0.530
2,4:18,2,7,BUF 14,14,0,LeSean McCoy left guard for 4 yards (tackle by Jonathan Bullard and Prince Amukamara),-0.530,-0.600
2,3:38,3,3,BUF 18,20,0,"Nathan Peterman pass short right (defended by Kyle Fuller) intended for Zay Jones is intercepted by Leonard Floyd at BUF-19 and returned for 19 yards, touchdown",-0.600,-7.000
2,3:32,,,CHI 35,21,0,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,3:32,1,10,BUF 25,21,0,"Nathan Peterman pass complete short right to Chris Ivory for no gain (tackle by Roquan Smith). Penalty on Dion Dawkins: Unnecessary Roughness, 12 yards (no play)",0.610,-0.640
2,3:10,1,22,BUF 13,21,0,Nathan Peterman pass complete short left to Chris Ivory for -4 yards (tackle by Nick Williams),-0.640,-1.950
2,2:41,2,26,BUF 9,21,0,Nathan Peterman pass complete short right to Logan Thomas for 4 yards (tackle by Bryce Callahan),-1.950,-2.750
2,2:00,3,22,BUF 13,21,0,"Chris Ivory right tackle for no gain (tackle by Kyle Fuller). Penalty on Jordan Mills: Offensive Holding, 6 yards (no play)",-2.750,-3.530
2,1:50,3,28,BUF 7,21,0,Marcus Murphy up the middle for 6 yards (tackle by Danny Trevathan),-3.530,-2.490
2,1:46,,,,,,Timeout #2 by Chicago Bears,,
2,1:46,4,22,BUF 13,21,0,"Colton Schmidt punts 46 yards, returned by Tarik Cohen for 36 yards (tackle by Patrick DiMarco). Tarik Cohen fumbles, ball out of bounds at BUF-23 (forced by Patrick DiMarco)",-2.490,-4.040
2,1:23,1,10,BUF 23,21,0,Mitchell Trubisky pass complete short middle to Anthony Miller for 5 yards (tackle by Julian Stanford),4.040,4.210
2,0:49,2,5,BUF 18,27,0,"Jordan Howard right guard for 18 yards, touchdown",4.210,7.000
2,0:44,,,BUF 15,28,0,Cody Parkey kicks extra point good,0.000,0.000
2,0:44,,,CHI 35,28,0,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
2,0:44,1,10,BUF 25,28,0,Nathan Peterman pass complete short left to Marcus Murphy for 3 yards (tackle by Roquan Smith),0.610,0.470
2,0:35,2,7,BUF 28,28,0,"Nathan Peterman pass incomplete deep left intended for Kelvin Benjamin. Penalty on Dion Dawkins: Offensive Holding, 10 yards (no play)",0.470,-0.980
2,0:26,2,17,BUF 18,28,0,Nathan Peterman pass complete short right to Logan Thomas for 9 yards (tackle by Roquan Smith and Bryce Callahan),-0.980,-0.360
2,0:18,,,,,,Timeout #2 by Buffalo Bills,,
2,0:18,3,8,BUF 27,28,0,"Nathan Peterman pass incomplete short right intended for Terrelle Pryor. Penalty on Danny Trevathan: Roughing the Passer, 15 yards (no play)",-0.360,1.730
2,0:12,1,10,BUF 42,28,0,Nathan Peterman pass incomplete short right intended for Marcus Murphy,1.730,1.190
2,0:07,,,,,,Timeout #3 by Chicago Bears,,
2,0:07,2,10,BUF 42,28,0,Nathan Peterman pass complete short right to Logan Thomas for 6 yards (tackle by Sherrick McManis),1.190,1.290
2,0:02,3,4,BUF 48,28,0,"Nathan Peterman sacked by Aaron Lynch for no gain. Penalty on Aaron Lynch: Face Mask (15 Yards), 15 yards (no play)",1.290,3.120
2,0:00,1,10,CHI 37,28,0,Nathan Peterman right tackle for 24 yards (tackle by Isaiah Irving),3.120,1.530
Quarter,Time,Down,ToGo,Location,CHI,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,28,0,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BUF 25,28,0,Nathan Peterman pass incomplete short left intended for Jason Croom (defended by Adrian Amos),0.610,0.060
3,14:52,2,10,BUF 25,28,0,Nathan Peterman pass complete short right to Zay Jones for 2 yards (tackle by Eddie Jackson),0.060,-0.360
3,14:13,3,8,BUF 27,28,0,Nathan Peterman pass complete short left to Logan Thomas for 8 yards (tackle by Roquan Smith),-0.360,1.270
3,13:43,1,10,BUF 35,28,0,Nathan Peterman pass complete short right to Kelvin Benjamin for 15 yards (tackle by Kyle Fuller),1.270,2.260
3,13:13,1,10,BUF 50,28,0,Nathan Peterman pass complete short middle to Logan Thomas for 5 yards (tackle by Adrian Amos),2.260,2.390
3,12:47,2,5,CHI 45,28,0,Nathan Peterman pass complete short left to LeSean McCoy for 7 yards (tackle by Roquan Smith),2.390,3.050
3,12:17,1,10,CHI 38,28,0,Nathan Peterman pass complete short right to Logan Thomas for 5 yards (tackle by Roquan Smith),3.050,3.180
3,11:52,2,5,CHI 33,28,0,"Nathan Peterman left guard for 2 yards (tackle by Isaiah Irving). Penalty on Prince Amukamara: Defensive Holding, 5 yards",3.180,3.840
3,11:39,1,10,CHI 26,28,0,Nathan Peterman pass complete short right to Chris Ivory for 3 yards (tackle by Adrian Amos and Danny Trevathan),3.840,3.700
3,11:13,2,7,CHI 23,28,0,Nathan Peterman pass incomplete short right intended for Zay Jones,3.700,3.010
3,11:11,3,7,CHI 23,28,0,Nathan Peterman pass incomplete short right intended for Terrelle Pryor (defended by Kyle Fuller),3.010,1.930
3,11:06,4,7,CHI 23,28,3,Stephen Hauschka 41 yard field goal good,1.930,3.000
3,11:01,,,BUF 35,28,3,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,11:01,1,10,CHI 25,28,3,"Mitchell Trubisky pass incomplete deep middle intended for Taylor Gabriel. Penalty on Phillip Gaines: Defensive Pass Interference, 47 yards (no play)",0.610,3.710
3,10:54,1,10,BUF 28,28,3,Mitchell Trubisky pass complete short right to Taylor Gabriel for 15 yards (tackle by TreDavious White),3.710,4.710
3,10:19,1,10,BUF 13,28,3,Jordan Howard right guard for -1 yards (tackle by Matt Milano and Shaq Lawson),4.710,3.900
3,9:41,2,11,BUF 14,28,3,Tarik Cohen right end for 3 yards (tackle by TreDavious White),3.900,3.450
3,8:59,3,8,BUF 11,28,3,Mitchell Trubisky pass complete short middle to Anthony Miller for 6 yards (tackle by Julian Stanford),3.450,3.030
3,8:16,4,2,BUF 5,31,3,Cody Parkey 23 yard field goal good,3.030,3.000
3,8:13,,,CHI 35,31,3,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,8:13,1,10,BUF 25,31,3,Nathan Peterman right tackle for 5 yards (tackle by Roquan Smith),0.610,0.740
3,7:45,2,5,BUF 30,31,3,LeSean McCoy up the middle for -2 yards (tackle by Danny Trevathan),0.740,-0.230
3,7:06,3,7,BUF 28,31,3,Nathan Peterman pass incomplete short left intended for Kelvin Benjamin,-0.230,-1.500
3,7:00,4,7,BUF 28,31,3,Colton Schmidt punts 18 yards out of bounds,-1.500,-2.520
3,6:54,1,10,BUF 46,31,3,Mitchell Trubisky pass deep right intended for Trey Burton is intercepted by TreDavious White at BUF-21 and returned for 37 yards,2.520,-2.790
3,6:40,1,10,CHI 42,31,3,LeSean McCoy up the middle for 4 yards (tackle by Eddie Goldman),2.790,2.780
3,6:14,2,6,CHI 38,31,3,Zay Jones right end for no gain (tackle by Leonard Floyd),2.780,2.080
3,5:50,3,6,CHI 38,31,3,Nathan Peterman pass complete short right to Zay Jones for 5 yards (tackle by Adrian Amos),2.080,1.210
3,5:13,4,1,CHI 33,31,3,Nathan Peterman up the middle for 1 yard (tackle by Eddie Goldman),1.210,3.450
3,4:36,1,10,CHI 32,31,3,Nathan Peterman pass complete short left to LeSean McCoy for 4 yards (tackle by Roquan Smith),3.450,3.440
3,4:04,2,6,CHI 28,31,3,Nathan Peterman sacked by Isaiah Irving for -9 yards,3.440,1.550
3,3:17,3,15,CHI 37,31,3,Nathan Peterman up the middle for 6 yards (tackle by Roy Robertson-Harris),1.550,1.320
3,2:36,4,9,CHI 31,31,3,Nathan Peterman pass incomplete deep left intended for Kelvin Benjamin (defended by Adrian Amos),1.320,-1.000
3,2:24,1,10,CHI 31,31,3,Jordan Howard left guard for -1 yards (tackle by Jerry Hughes and Shaq Lawson),1.000,0.320
3,1:42,2,11,CHI 30,31,3,Mitchell Trubisky pass complete short right to Tarik Cohen for 8 yards (tackle by Jordan Poyer),0.320,0.700
3,1:07,3,3,CHI 38,31,3,Tarik Cohen right tackle for -4 yards (tackle by Matt Milano),0.700,-1.110
3,0:29,4,7,CHI 34,31,3,"Pat O'Donnell punts 61 yards, returned by Micah Hyde for 8 yards (tackle by Joel Iyiegbuniwe)",-1.110,0.320
3,0:17,1,10,BUF 13,31,3,Nathan Peterman pass incomplete short right,-0.320,-0.770
3,0:08,2,10,BUF 13,31,3,Nathan Peterman pass deep middle intended for Kelvin Benjamin is intercepted by Kyle Fuller at BUF-31 and returned for 3 yards,-0.770,-3.710
Quarter,Time,Down,ToGo,Location,CHI,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 28,31,3,Jordan Howard left guard for 6 yards (tackle by Julian Stanford),3.710,3.980
4,14:24,2,4,BUF 22,31,3,Tarik Cohen left end for -5 yards (tackle by Eddie Yarbrough),3.980,2.610
4,13:44,,,,,,Timeout #1 by Chicago Bears,,
4,13:44,3,9,BUF 27,31,3,Mitchell Trubisky pass incomplete deep right intended for Josh Bellamy,2.610,1.670
4,13:38,4,9,BUF 27,34,3,Cody Parkey 45 yard field goal good,1.670,3.000
4,13:33,,,CHI 35,34,3,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,13:33,1,10,BUF 25,34,3,Nathan Peterman pass complete short right to Marcus Murphy for -4 yards (tackle by Danny Trevathan),0.610,-0.480
4,13:07,2,14,BUF 21,34,3,Nathan Peterman sacked by Adrian Amos for -2 yards,-0.480,-1.510
4,12:23,3,16,BUF 19,34,3,"Nathan Peterman sacked by Aaron Lynch for -2 yards. Penalty on Prince Amukamara: Illegal Contact (Declined) . Penalty on Aaron Lynch: Unsportsmanlike Conduct, 15 yards",-1.510,1.070
4,12:23,1,10,BUF 32,34,3,Chris Ivory up the middle for 18 yards (tackle by Eddie Jackson and Bryce Callahan),1.070,2.260
4,11:26,1,10,BUF 50,34,3,Nathan Peterman pass complete short middle to Chris Ivory for 20 yards (tackle by Kyle Fuller and Roquan Smith),2.260,3.580
4,11:00,1,10,CHI 30,34,3,"Nathan Peterman right end for no gain (tackle by Kyle Fuller). Penalty on John Miller: Offensive Holding, 10 yards (no play)",3.580,2.920
4,10:31,1,20,CHI 40,34,3,"Nathan Peterman pass incomplete short right. Penalty on Nathan Peterman: Intentional Grounding, 10 yards",2.920,0.330
4,10:25,2,30,BUF 50,34,3,"Nathan Peterman sacked by Jonathan Bullard for no gain. Penalty on Roquan Smith: Face Mask (15 Yards), 15 yards (no play)",0.330,3.250
4,10:05,1,10,CHI 35,34,3,Chris Ivory left end for 16 yards (tackle by Eddie Jackson),3.250,4.310
4,9:35,1,10,CHI 19,34,3,Nathan Peterman pass complete short left to Kelvin Benjamin for 7 yards (tackle by Prince Amukamara),4.310,4.920
4,8:58,2,3,CHI 12,34,3,Chris Ivory up the middle for 1 yard (tackle by Danny Trevathan),4.920,4.430
4,8:24,3,2,CHI 11,34,3,Nathan Peterman pass complete short right to Kelvin Benjamin for 4 yards (tackle by Adrian Amos),4.430,5.600
4,7:53,1,7,CHI 7,34,3,Chris Ivory up the middle for no gain (tackle by Adrian Amos and Nick Williams),5.600,4.760
4,7:18,2,7,CHI 7,34,3,Nathan Peterman pass complete short left to Zay Jones for 4 yards (tackle by Prince Amukamara and Danny Trevathan),4.760,4.720
4,6:42,3,3,CHI 3,34,3,"Nathan Peterman pass incomplete short middle intended for Kelvin Benjamin. Penalty on Prince Amukamara: Defensive Pass Interference, 2 yards (no play)",4.720,6.970
4,6:39,1,1,CHI 1,34,3,Chris Ivory up the middle for no gain (tackle by Danny Trevathan),6.970,5.910
4,6:22,2,1,CHI 1,34,3,LeSean McCoy up the middle for no gain (tackle by Jonathan Bullard),5.910,5.170
4,5:43,3,1,CHI 1,34,9,"Nathan Peterman up the middle for 1 yard, touchdown",5.170,7.000
4,5:41,,,CHI 2,34,9,"Penalty on CHI: Defensive Too Many Men on Field, 1 yard (no play)",0.000,0.000
4,5:41,,,CHI 1,34,9,"Two Point Attempt: Nathan Peterman pass incomplete intended for Terrelle Pryor, conversion fails",0.000,-1.000
4,5:41,,,BUF 35,34,9,"Stephen Hauschka kicks onside 15 yards, returned by Anthony Miller for no gain",0.000,-2.260
4,5:40,1,10,CHI 50,34,9,Jordan Howard up the middle for 3 yards (tackle by Eddie Yarbrough),2.260,2.120
4,4:58,2,7,BUF 47,34,9,Jordan Howard right guard for 2 yards (tackle by Eddie Yarbrough),2.120,1.690
4,4:53,,,,,,Timeout #1 by Buffalo Bills,,
4,4:53,3,5,BUF 45,34,9,"Mitchell Trubisky pass incomplete deep left intended for Anthony Miller. Penalty on Phillip Gaines: Defensive Pass Interference, 43 yards (no play)",1.690,6.740
4,4:46,1,2,BUF 2,34,9,Mitchell Trubisky pass incomplete short right intended for Taquan Mizzell (defended by Micah Hyde),6.740,5.720
4,4:40,2,2,BUF 2,40,9,"Mitchell Trubisky pass complete short right to Trey Burton for 2 yards, touchdown",5.720,7.000
4,4:36,,,BUF 15,41,9,Cody Parkey kicks extra point good,0.000,0.000
4,4:36,,,CHI 35,41,9,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,4:36,1,10,BUF 25,41,9,Nathan Peterman pass complete short middle to Terrelle Pryor for 6 yards (tackle by Deon Bush),0.610,0.870
4,4:12,2,4,BUF 31,41,9,Nathan Peterman right guard for 5 yards (tackle by Joel Iyiegbuniwe),0.870,1.330
4,3:46,1,10,BUF 36,41,9,"Penalty on Jeremiah Sirles: False Start, 5 yards (no play)",1.330,1.000
4,3:43,1,15,BUF 31,41,9,Nathan Peterman pass complete short right to Terrelle Pryor for 11 yards,1.000,1.600
4,3:37,2,4,BUF 42,41,9,"Nathan Peterman pass incomplete deep middle intended for Andre Holmes. Penalty on Prince Amukamara: Defensive Pass Interference, 16 yards (no play)",1.600,2.790
4,3:31,1,10,CHI 42,41,9,Nathan Peterman pass complete short left to Andre Holmes for 6 yards (tackle by Prince Amukamara),2.790,3.050
4,3:00,2,4,CHI 36,41,9,Nathan Peterman pass incomplete short right intended for Logan Thomas,3.050,2.340
4,2:54,3,4,CHI 36,41,9,Nathan Peterman pass complete short right to Jason Croom for 11 yards (tackle by Kevin Toliver and Nick Kwiatkoski),2.340,3.910
4,2:26,1,10,CHI 25,41,9,Nathan Peterman pass incomplete short middle intended for Ray-Ray McCloud,3.910,3.360
4,2:23,2,10,CHI 25,41,9,Nathan Peterman pass incomplete deep right intended for Kelvin Benjamin (defended by Kevin Toliver),3.360,2.680
4,2:17,3,10,CHI 25,41,9,Nathan Peterman pass complete short right to Marcus Murphy for -6 yards (tackle by Joel Iyiegbuniwe),2.680,1.320
4,2:00,4,16,CHI 31,41,9,Nathan Peterman sacked by Roy Robertson-Harris for -9 yards,1.320,-1.600
4,1:55,1,10,CHI 40,41,9,Chase Daniel kneels for -1 yards,1.600,0.920
4,1:12,2,11,CHI 39,41,9,Chase Daniel kneels for -1 yards,0.920,0.100
4,0:37,3,12,CHI 38,41,9,Chase Daniel kneels for -1 yards,0.100,-0.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
