Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Ahkello Witherspoon,SFO,0,10,6,60.0%,68,11.3,6.8,1,113.7,7.0,20,48,0,0,0,0.0,0,5,3,37.5%
Richard Sherman,SFO,0,7,6,85.7%,51,8.5,7.3,0,97.0,9.1,46,5,1,0,0,0.0,0,7,1,12.5%
Fred Warner,SFO,0,7,4,57.1%,60,15.0,8.6,1,125.0,0.1,1,59,2,1,0,0.0,1,3,3,50.0%
K'Waun Williams,SFO,0,3,2,66.7%,44,22.0,14.7,0,109.7,4.7,15,29,0,0,0,0.0,0,4,0,0.0%
Jimmie Ward,SFO,0,2,2,100.0%,39,19.5,19.5,1,158.3,8.5,17,22,1,0,0,0.0,0,8,0,0.0%
Dre Greenlaw,SFO,0,2,2,100.0%,6,3.0,3.0,0,79.2,2.0,5,1,8,0,0,0.0,0,7,1,12.5%
Marcell Harris,SFO,0,2,2,100.0%,13,6.5,6.5,1,133.3,5.5,11,2,0,0,0,0.0,0,6,4,40.0%
DeForest Buckner,SFO,0,1,1,100.0%,-5,-5.0,-5.0,0,79.2,-6.0,-6,1,0,0,0,0.0,0,4,0,0.0%
D.J. Reed,SFO,0,1,1,100.0%,5,5.0,5.0,0,87.5,4.0,4,1,1,0,0,0.0,0,1,0,0.0%
Emmanuel Moseley,SFO,0,1,1,100.0%,5,5.0,5.0,0,87.5,5.0,5,0,2,0,0,0.0,0,7,1,12.5%
Sheldon Day,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
Tarvarius Moore,SFO,0,1,0,0.0%,,,0.0,,39.6,35.0,,,0,0,0,0.0,0,2,0,0.0%
Nick Bosa,SFO,0,1,0,0.0%,,,0.0,,39.6,-5.0,,,0,0,0,0.0,0,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Eli Apple,NOR,0,8,7,87.5%,132,18.9,16.5,0,118.7,11.6,88,44,0,0,0,0.0,0,4,1,20.0%
Craig Robertson,NOR,1,6,5,83.3%,42,8.4,7.0,1,95.8,4.8,17,25,5,0,0,0.0,0,8,3,27.3%
P.J. Williams,NOR,0,5,5,100.0%,28,5.6,5.6,1,129.6,1.0,5,23,2,0,0,0.0,0,3,1,25.0%
Marshon Lattimore,NOR,0,6,2,33.3%,13,6.5,2.2,1,81.9,2.8,11,2,0,0,0,0.0,0,4,1,20.0%
C.J. Gardner-Johnson,NOR,0,3,2,66.7%,41,20.5,13.7,0,109.7,3.7,4,37,2,0,0,0.0,0,3,0,0.0%
Demario Davis,NOR,0,1,1,100.0%,5,5.0,5.0,0,87.5,2.0,2,3,9,0,1,1.0,2,7,0,0.0%
Vonn Bell,NOR,0,1,1,100.0%,15,15.0,15.0,0,118.7,1.0,1,14,6,0,0,1.0,1,13,3,18.8%
Marcus Davenport,NOR,0,1,1,100.0%,-7,-7.0,-7.0,0,79.2,-7.0,-7,0,0,0,0,0.0,0,1,0,0.0%
Marcus Williams,NOR,0,2,1,50.0%,75,75.0,37.5,1,135.4,27.0,49,26,1,0,0,0.0,0,4,1,20.0%
Mario Edwards,NOR,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Shy Tuttle,NOR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Cameron Jordan,NOR,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
